nquest,comprens,ita,veroaf,veroab,verored,klima,facil,durata
884707,8,8,5,7,4,7,6,31
884716,8,7,5,7,4,5,1,70
884717,8,8,8,8,8,8,8,46
884780,8,8,7,7,8,5,5,73
884794,7,6,5,7,7,5,5,40
884802,10,10,7,10,7,10,10,52
884867,7,7,7,10,10,9,9,60
884878,5,5,5,5,5,7,6,67
884879,9,10,10,10,10,10,10,37
884892,8,8,7,6,7,6,6,29
884902,9,9,9,9,8,9,9,91
884907,5,6,5,7,5,5,5,75
884909,7,8,10,8,8,9,8,60
884927,7,6,6,6,7,7,6,26
884932,8,7,5,6,4,7,7,43
884945,8,9,9,9,8,9,8,35
884963,9,9,9,9,9,9,9,44
884968,9,9,9,9,9,9,9,36
884972,9,9,9,9,9,9,9,60
884983,9,9,9,9,9,9,9,30
884984,9,9,9,9,9,9,9,32
885000,7,8,8,8,8,8,8,45
885014,10,10,10,10,10,10,10,49
885025,5,5,5,5,5,5,5,34
885037,10,10,10,10,10,10,10,56
885040,8,7,8,8,7,8,8,42
885045,10,10,10,10,10,10,10,73
885047,9,9,9,9,9,9,9,52
885062,9,9,9,9,8,9,9,26
885064,8,7,8,8,7,7,8,52
885077,8,8,9,8,9,9,9,22
885078,8,7,8,7,7,6,6,41
885186,9,8,9,9,9,8,8,26
885202,7,7,8,9,9,7,7,24
885203,9,9,9,9,9,9,9,31
885219,9,9,9,9,9,9,9,24
885227,10,10,10,7,5,10,8,89
885305,4,8,4,4,5,8,8,45
885318,10,8,7,7,7,7,7,53
885327,10,10,10,10,10,10,10,76
885342,10,7,7,7,7,7,7,41
885346,7,7,7,6,6,7,7,87
885353,10,10,10,10,10,10,10,58
885364,10,10,10,10,10,10,10,99
885384,7,7,7,8,8,6,6,71
885388,6,7,7,7,7,7,6,37
885390,9,5,5,5,5,5,5,40
885393,8,4,4,5,5,4,5,59
885422,10,10,10,10,10,10,10,56
885434,6,6,6,6,6,6,6,32
885502,5,5,5,5,5,5,7,43
885504,10,10,10,10,10,10,10,112
885505,10,10,10,8,9,10,9,59
885516,10,10,10,8,10,10,10,68
885551,8,8,8,8,8,8,8,47
885580,7,8,8,8,8,7,7,59
885584,6,6,5,7,7,7,7,23
885596,7,8,6,6,8,8,7,75
885609,8,9,5,8,7,8,8,50
885625,7,8,7,7,7,7,6,64
885633,9,8,7,8,7,6,6,34
885634,10,10,10,10,10,10,10,37
885639,9,9,9,9,9,9,8,42
885646,10,10,10,10,10,10,10,69
885652,4,4,4,3,2,2,1,52
885659,6,3,4,3,3,3,2,30
885661,9,9,9,8,7,9,9,51
885668,7,7,6,6,6,8,8,54
885672,10,10,9,10,9,10,10,78
885688,8,7,7,9,8,10,9,51
885693,9,9,8,9,8,10,9,52
885697,10,10,8,9,8,10,9,53
885698,6,6,7,8,7,9,7,53
885709,10,10,10,8,5,8,8,51
885732,6,7,6,4,4,6,6,46
885736,9,9,9,9,7,9,9,79
885745,9,9,9,9,6,9,9,78
885746,5,6,5,8,5,4,3,73
885779,8,8,6,6,5,9,8,83
885795,6,7,7,8,7,10,6,43
885802,8,8,5,10,5,10,5,56
885803,10,10,5,10,5,10,10,29
885811,10,10,10,10,10,10,10,26
885822,10,10,5,10,10,10,10,20
885835,9,9,9,9,9,9,9,38
885841,8,8,8,8,4,9,9,49
885865,9,8,9,9,9,10,10,38
885867,7,7,8,8,7,7,8,42
885868,10,10,10,10,10,10,10,74
885878,8,8,9,7,5,9,9,69
885887,9,9,9,8,7,8,8,42
885931,10,10,8,8,8,9,9,56
885935,9,9,8,9,8,9,9,51
885952,8,7,8,8,8,7,6,37
885956,9,8,8,9,8,9,9,89
886051,6,4,4,8,6,3,1,28
886052,7,7,7,7,7,7,7,54
886062,9,9,9,9,9,9,9,24
886098,9,9,9,8,7,9,8,56
886112,9,9,9,9,9,9,9,38
886113,9,9,9,9,9,9,9,40
886121,9,9,9,9,9,9,9,33
886125,7,7,7,7,7,7,7,62
886130,7,7,7,7,7,7,7,30
886141,8,8,8,8,8,8,8,40
886151,9,8,8,8,8,8,8,35
886172,8,8,8,8,8,8,8,58
886202,10,10,9,10,9,10,10,104
886226,10,10,10,10,10,10,10,75
886229,10,10,8,10,10,10,10,38
886232,10,10,10,10,10,10,10,51
886233,9,8,9,9,9,9,9,55
886234,8,8,9,9,9,9,9,86
886273,9,9,9,9,9,9,9,47
886282,6,7,7,8,8,6,7,47
886302,10,10,8,10,8,8,8,60
886325,8,9,8,10,10,10,9,29
886328,10,10,10,10,10,10,7,46
886342,10,10,8,10,8,8,8,61
886347,9,9,9,9,9,9,9,46
886365,9,10,9,9,4,9,9,73
886367,8,8,9,9,9,10,7,21
886419,9,8,8,8,8,9,9,122
886427,10,10,8,7,7,9,8,91
886436,8,8,4,4,4,8,8,63
886443,6,8,5,7,6,8,6,92
886451,4,6,5,8,7,10,4,51
886457,7,7,6,8,7,10,6,91
886466,6,6,5,7,5,10,5,45
886517,9,9,9,9,9,9,9,46
886529,10,10,10,8,4,10,10,40
886533,10,10,10,10,10,10,10,27
886567,3,7,7,9,8,10,4,67
886570,8,9,9,9,9,9,9,31
886581,9,9,10,10,10,10,10,44
886603,9,10,10,10,10,10,10,72
886604,10,10,10,10,10,10,10,47
886606,9,9,10,9,9,10,10,114
886608,10,9,9,9,9,9,9,50
886629,6,6,6,6,6,6,6,30
886636,10,10,10,10,10,10,10,61
886654,7,7,9,10,10,10,9,41
886656,10,10,10,10,10,10,10,44
886662,5,4,4,5,6,7,5,28
886668,4,4,5,4,6,2,1,40
886682,7,8,8,8,8,8,6,33
886698,7,7,6,7,7,7,5,50
886721,7,7,7,7,6,7,7,66
886740,7,7,8,8,8,10,8,73
886741,7,6,7,7,6,8,8,52
886744,8,9,6,8,7,8,7,71
886748,8,8,8,9,9,8,9,54
886780,8,9,8,8,8,7,8,21
886782,8,8,7,8,8,8,8,26
886789,9,8,8,8,7,8,8,38
886797,9,9,9,8,8,8,8,43
886817,7,7,7,7,7,6,6,30
886822,7,6,6,7,6,6,5,39
886851,9,10,9,10,10,10,9,73
886862,10,10,10,10,10,10,10,54
886884,10,10,10,10,10,10,9,70
886887,8,8,7,7,5,8,7,37
886914,8,7,7,7,8,8,7,36
886915,8,6,6,7,6,6,6,25
886918,8,7,7,7,6,7,7,39
886923,7,7,7,7,7,6,6,53
886932,8,8,8,8,8,8,8,36
886938,8,8,8,8,8,7,7,55
886976,8,8,8,8,9,9,9,68
886986,10,10,10,8,7,9,9,57
886993,10,9,9,8,9,10,9,63
887021,8,8,7,7,6,8,6,74
887063,7,8,8,10,10,10,9,49
887068,10,6,5,8,5,6,6,41
887092,5,5,6,6,7,5,5,51
887122,7,6,8,8,8,7,5,29
887130,10,10,10,10,10,10,10,34
887158,9,9,8,10,9,9,9,33
887175,9,8,9,9,10,9,8,44
887235,10,10,10,10,10,10,10,39
887236,10,7,3,5,7,10,8,41
887238,7,7,7,7,7,7,7,61
887244,8,8,8,8,8,8,8,45
887245,9,9,9,9,9,9,9,63
887251,8,8,8,10,10,9,8,36
887267,9,9,9,9,9,9,9,29
887282,9,8,9,9,9,8,8,26
887287,9,9,9,9,9,9,9,42
887294,9,9,9,9,9,8,9,32
887298,8,8,9,9,9,8,8,28
887302,9,8,9,9,9,8,8,33
887307,9,9,9,9,9,9,9,30
887332,6,6,6,6,6,6,6,95
887347,6,6,6,6,6,6,6,46
887355,8,7,7,7,7,7,7,70
887357,7,7,7,7,6,7,7,30
887372,5,8,4,7,4,7,5,27
887377,7,7,7,7,7,7,7,55
887388,8,8,8,8,8,8,8,30
887397,7,7,7,6,6,6,7,20
887438,6,6,6,6,6,6,6,34
887444,6,6,6,6,6,6,6,33
887460,9,8,8,9,8,8,8,69
887462,9,9,9,9,9,9,9,62
887467,9,9,9,9,9,9,9,67
887470,8,7,7,7,8,9,7,59
887478,8,8,8,8,8,8,8,66
887486,8,8,8,9,8,8,8,52
887489,8,7,7,8,8,8,7,91
887498,10,9,9,10,9,8,9,59
887519,8,7,7,8,8,7,7,73
887557,9,9,9,9,9,9,9,26
887562,9,9,9,9,9,9,9,40
887564,9,6,6,9,7,6,7,50
887573,9,9,8,9,8,9,8,20
887611,10,10,10,10,10,10,10,50
887614,7,7,7,7,7,7,7,30
887632,7,8,7,9,8,6,7,42
887639,8,8,6,9,9,8,7,36
887650,5,9,6,9,8,8,6,31
887655,7,8,6,9,8,7,7,35
887667,5,8,5,10,8,7,6,32
887671,10,10,10,10,10,10,10,73
887679,9,9,9,9,10,10,10,94
887684,10,10,10,10,10,10,10,51
887700,10,10,10,10,10,10,10,88
887701,8,8,8,9,9,9,8,68
887711,6,6,6,6,9,9,6,66
887712,8,8,8,10,10,10,10,46
887722,10,10,9,10,8,10,10,66
887734,9,9,9,9,9,9,9,57
887736,9,9,9,9,9,9,9,64
887738,9,9,9,10,8,10,9,39
887755,10,10,9,10,9,10,10,33
887762,10,10,10,10,10,10,10,106
887770,10,10,10,8,8,10,10,50
887773,10,10,10,8,8,10,10,87
887782,10,10,10,10,10,10,10,29
887785,10,10,10,10,8,10,10,43
887787,10,10,10,10,10,10,10,55
887801,10,10,10,10,10,10,10,91
887818,9,9,9,9,9,9,9,31
887821,10,10,10,10,10,10,10,46
887835,6,6,6,6,6,6,6,70
887859,10,10,10,9,8,9,10,67
887863,9,9,9,9,9,9,9,34
887877,8,8,8,7,8,7,8,25
887885,10,10,10,10,10,10,10,84
887915,10,10,10,10,10,10,10,75
887964,10,10,10,10,10,10,10,55
888046,9,9,9,9,9,9,9,33
888065,8,8,8,8,8,8,8,20
888068,8,8,8,9,8,8,8,20
888073,8,8,8,8,8,9,8,60
888110,5,6,6,6,6,6,5,26
888112,10,10,10,10,10,10,10,44
888113,7,2,2,1,1,1,4,24
888122,5,9,9,9,7,10,9,29
888142,4,5,9,7,5,7,6,27
888166,7,7,7,7,7,7,7,26
888178,7,7,5,6,5,6,7,20
888185,8,7,7,8,8,8,8,48
888259,8,9,9,9,9,9,8,33
888269,8,9,9,9,9,9,8,33
888272,9,9,9,9,9,9,9,25
888284,7,7,7,9,9,8,7,38
888292,5,5,5,6,5,4,4,52
888297,6,6,5,6,5,5,5,48
888304,5,4,4,6,6,6,6,88
888314,5,5,5,6,5,6,6,50
888359,6,6,6,6,6,6,6,120
888363,6,6,6,6,6,6,6,69
888377,10,9,9,9,9,9,9,59
888390,8,7,7,8,8,9,9,38
888400,9,8,8,7,7,8,8,60
888403,9,9,8,8,8,9,9,36
888404,9,8,9,9,9,9,9,44
888413,9,8,8,8,8,9,9,73
888416,8,8,7,8,7,9,9,101
888425,10,10,10,10,10,10,10,40
888430,10,10,10,10,10,10,10,41
888436,8,8,7,7,8,9,8,50
888448,10,10,10,10,10,10,10,56
888450,10,7,7,7,5,6,8,31
888451,10,10,10,10,10,10,10,50
888452,10,10,10,8,7,9,9,40
888455,10,10,10,10,10,10,10,42
888465,10,10,10,10,10,10,10,48
888515,10,10,10,10,10,10,10,43
888517,10,10,10,10,10,10,10,60
888606,10,10,10,10,10,10,10,100
888623,9,9,9,9,9,9,9,24
888640,7,7,7,7,7,7,7,29
888678,10,10,10,10,10,10,10,44
888692,7,7,7,10,10,10,6,48
888695,10,10,8,10,6,8,6,62
888699,10,10,9,8,10,10,7,41
888723,8,8,9,8,9,9,8,27
888729,8,8,9,9,9,9,9,30
888747,9,8,9,8,9,9,8,62
888748,9,8,7,7,6,8,8,82
888772,9,9,8,7,6,9,8,78
888773,8,8,8,7,7,8,8,63
888778,9,9,9,8,8,9,8,58
888779,8,8,8,7,7,8,8,52
888782,9,9,9,9,8,9,9,73
888786,8,8,8,8,8,9,8,29
888787,9,9,8,8,8,9,9,44
888806,9,10,9,9,9,10,10,102
888823,9,9,9,9,9,9,9,106
888843,9,9,9,9,9,9,9,45
888848,9,9,9,9,9,9,9,45
888861,9,9,9,9,9,9,9,49
888864,8,8,8,9,9,8,8,65
888865,9,9,9,9,9,9,9,65
888873,9,9,9,9,9,9,9,61
888989,6,6,6,9,8,5,5,27
888997,10,10,10,10,10,10,10,61
889010,8,7,8,7,7,8,8,33
889014,8,7,8,7,7,8,7,49
889047,8,7,8,8,7,8,8,53
889075,6,6,6,8,7,7,6,29
889079,6,6,7,6,5,7,7,39
889095,6,7,7,8,6,8,7,44
889103,8,8,8,8,8,8,8,44
889109,9,9,9,9,9,9,9,50
889121,6,6,7,7,8,8,7,37
889123,8,8,8,8,8,8,8,44
889169,10,10,10,10,10,10,10,60
889172,10,8,7,7,5,7,7,28
889173,10,10,10,10,7,10,8,29
889192,10,10,10,10,10,10,10,64
889199,7,7,7,7,7,7,7,57
889202,7,7,7,7,6,8,7,41
889204,6,6,6,6,6,6,6,32
889210,7,7,7,7,7,8,8,36
889213,8,7,8,7,5,8,8,80
889217,8,7,7,7,3,8,8,35
889251,10,10,10,10,10,10,10,48
889253,10,10,10,10,10,10,10,48
889266,9,9,9,9,9,9,9,38
889284,7,8,8,9,9,8,7,26
889292,8,8,9,9,9,8,8,31
889293,7,8,7,9,9,9,9,23
889294,8,9,9,9,9,9,9,25
889312,8,7,8,9,9,9,7,37
889348,9,9,9,9,9,9,9,28
889377,10,10,10,10,10,10,10,49
889378,10,10,10,10,10,10,10,51
889392,10,10,10,10,10,10,10,32
889402,10,10,10,10,10,10,10,63
889403,7,7,8,9,8,10,10,21
889407,10,10,10,10,10,10,10,39
889478,9,9,8,9,9,9,9,67
889497,9,9,9,9,9,9,9,83
889512,9,9,9,9,9,9,9,31
889537,8,8,8,8,8,8,8,34
889576,6,7,6,7,7,7,6,32
889577,8,6,8,8,9,9,9,37
889583,7,7,7,7,7,8,7,37
889587,9,9,9,9,9,9,9,26
889614,10,10,10,10,10,10,10,27
889616,10,10,10,10,10,10,10,45
889618,10,10,8,10,10,10,10,46
889623,10,10,10,10,10,10,10,46
889662,6,7,7,7,8,9,7,28
889702,9,9,9,9,9,9,9,54
889704,8,8,8,8,8,8,8,29
889706,10,10,10,10,10,10,10,56
889707,10,10,10,10,10,10,10,49
889709,10,10,10,10,10,10,10,51
889710,8,7,6,8,7,7,6,38
889711,8,8,8,8,8,8,8,22
889712,8,8,8,8,8,8,8,23
889713,9,9,9,9,9,9,9,32
889714,10,9,8,8,7,9,9,59
889715,10,10,10,10,10,10,10,36
889716,8,7,7,7,7,7,6,49
889717,9,9,9,9,9,9,9,46
889719,9,9,9,9,9,9,9,50
889720,10,8,8,10,8,9,9,76
889721,10,9,7,8,8,9,9,79
889722,9,9,8,10,8,9,9,73
889724,9,9,8,9,8,9,9,86
889725,8,8,9,9,8,10,9,70
889726,8,9,8,10,9,9,9,63
889727,8,8,8,9,9,9,8,116
889728,10,9,8,10,8,9,9,69
889729,9,9,9,9,9,9,9,57
889732,9,9,8,10,9,10,9,65
889733,9,9,9,9,9,9,9,84
889734,7,7,7,7,7,7,7,48
889735,7,7,7,7,7,7,7,49
889738,9,9,9,9,9,9,9,29
889739,10,10,8,10,10,10,8,97
889740,10,10,10,7,6,6,6,43
889741,9,9,9,9,9,9,9,46
889742,8,7,7,7,7,7,7,30
889743,8,8,9,8,8,7,7,63
889745,10,10,10,10,9,9,9,58
889746,9,9,9,9,9,10,9,71
889752,10,10,10,8,5,10,10,66
889753,9,9,9,9,9,9,9,25
890002,10,10,10,10,10,10,10,72
890008,10,10,10,10,10,10,10,51
890016,8,8,8,10,8,8,7,30
890021,10,10,10,10,10,10,8,72
890022,10,7,8,9,5,10,10,73
890030,7,10,10,10,10,10,10,52
890034,7,8,6,10,10,10,10,39
890041,10,7,8,10,10,9,9,22
890042,10,10,10,10,10,10,10,49
890046,7,10,10,10,10,10,10,40
890052,7,7,10,10,10,8,8,54
890055,7,5,5,10,10,7,5,58
890059,10,10,10,10,10,7,7,53
890063,7,7,7,5,5,5,5,64
890067,8,5,5,5,10,7,7,54
890068,10,10,8,10,9,10,10,57
890071,10,10,10,10,10,10,10,64
890074,5,5,5,10,5,6,6,60
890101,9,9,7,8,7,6,2,36
890108,9,9,9,9,9,9,9,52
890112,9,9,9,9,9,9,9,57
890113,7,8,7,7,7,7,7,32
890116,8,9,9,9,7,6,5,41
890117,9,9,9,9,9,9,9,36
890119,10,9,8,9,7,9,6,37
890120,10,10,9,10,7,10,9,78
890122,9,8,7,6,9,6,7,32
890123,4,5,4,4,4,4,7,32
890131,9,9,9,9,9,9,9,56
890132,8,9,7,9,6,9,8,42
890144,9,9,9,9,9,9,9,73
890154,9,9,8,8,8,8,8,39
890158,9,9,2,6,6,6,6,50
890159,7,7,9,9,9,7,8,39
890160,8,8,8,8,8,8,8,27
890162,9,9,7,9,9,9,9,56
890165,8,8,7,9,8,6,7,40
890166,9,9,9,9,7,9,9,60
890173,9,9,9,9,9,9,9,51
890201,10,10,10,4,4,10,10,84
890212,4,5,5,4,5,5,5,50
890214,4,4,5,3,3,5,3,33
890216,6,6,6,7,5,6,6,50
890219,10,10,10,8,8,10,10,60
890225,10,5,10,10,10,10,10,65
890231,10,7,7,10,10,8,8,55
890233,5,9,9,10,10,10,7,60
890235,10,6,6,6,5,10,10,74
890239,7,10,8,10,10,10,9,80
890246,10,10,10,10,10,10,10,75
890251,8,7,7,8,8,7,5,52
890252,5,5,6,6,5,5,4,32
890254,5,5,3,4,6,4,2,36
890256,3,2,5,5,7,5,2,26
890257,8,7,5,5,5,1,1,29
890258,7,7,7,8,7,7,6,60
890259,6,4,5,6,3,2,1,30
890260,2,1,1,2,2,1,1,73
890261,6,5,4,8,8,7,6,34
890303,10,9,10,8,10,9,10,57
890308,10,9,10,8,7,9,10,47
890309,7,9,8,7,6,9,9,38
890312,10,9,9,10,9,10,9,35
890324,9,9,8,7,9,8,9,58
890327,10,10,9,10,8,10,9,59
890333,10,10,9,2,5,10,9,33
890336,8,10,8,7,6,9,8,55
890351,7,10,8,10,10,10,7,41
890352,10,10,7,7,8,10,9,46
890354,10,10,10,8,8,10,10,44
890356,10,10,10,10,10,10,10,36
890358,10,10,10,7,8,10,10,48
890364,10,10,10,10,10,10,10,47
890372,10,10,9,10,9,10,10,44
890374,10,10,10,10,10,10,10,45
890410,9,10,9,10,9,9,9,61
890411,8,9,8,9,9,10,9,63
890413,8,8,7,8,7,6,5,96
890415,8,9,9,10,8,9,8,49
890419,9,9,9,10,9,9,9,32
890424,8,9,9,9,8,9,8,71
890427,9,8,8,9,9,8,9,54
890457,6,6,6,6,6,6,6,31
890458,6,6,6,6,6,5,6,29
890512,8,8,8,8,8,8,8,38
890518,6,6,7,7,8,6,5,42
890526,7,7,7,7,7,7,7,48
890530,7,8,7,8,7,8,8,36
890532,8,8,8,8,8,8,8,37
890533,7,7,7,7,7,7,7,50
890535,8,7,7,8,7,8,8,43
890539,8,7,7,7,7,8,8,34
890540,7,7,7,7,7,7,7,64
890543,7,7,7,7,7,7,7,30
890545,7,7,7,7,7,8,7,76
890560,9,9,8,9,8,9,8,62
890564,9,10,9,8,8,10,10,46
890569,7,7,7,8,7,8,6,60
890571,9,9,8,8,8,9,9,71
890572,10,10,10,10,7,7,9,40
890573,10,10,10,10,10,10,10,53
890579,10,10,10,10,10,10,10,43
890580,10,5,5,10,5,6,5,47
890610,6,6,6,5,5,6,6,50
890613,7,7,5,5,3,5,5,52
890614,4,5,5,4,5,5,4,55
890616,4,5,5,5,5,6,6,42
890617,7,6,6,6,4,5,6,51
890623,6,6,6,7,6,6,6,39
890625,7,7,6,6,6,6,6,54
890660,9,6,7,6,6,6,6,55
890661,7,5,5,6,6,5,6,47
890662,5,5,5,6,5,5,5,55
890666,6,5,5,6,6,4,4,45
890667,8,6,5,7,7,5,6,73
890670,5,5,5,7,7,5,4,56
890671,5,5,5,6,6,4,4,30
890680,5,4,4,6,7,5,5,47
890718,7,6,6,7,7,7,6,47
890725,8,7,7,8,6,6,6,59
890729,7,6,6,7,7,7,7,45
890731,8,8,8,8,8,8,8,63
890761,10,10,10,10,10,8,8,50
890762,10,10,10,10,10,10,10,41
890763,10,10,10,10,10,10,9,57
890764,7,10,10,10,10,8,8,46
890766,7,7,7,10,10,8,8,43
890768,6,6,7,10,10,5,5,42
890771,8,10,10,10,10,10,9,51
890777,9,10,10,10,10,9,9,45
890790,10,8,8,10,7,8,7,58
890811,10,10,10,10,10,10,10,49
890812,10,10,10,10,10,10,10,45
890815,10,9,9,10,9,9,10,49
890819,10,10,10,10,10,10,10,40
890823,10,10,10,10,10,10,10,36
890824,10,10,10,10,10,10,10,49
890860,8,8,8,8,8,8,8,27
890862,6,6,4,8,7,6,6,49
890863,7,7,7,7,7,7,7,27
890864,10,10,10,10,10,10,10,30
890867,7,7,7,7,7,7,7,42
890868,8,8,8,8,8,8,8,42
890869,8,8,8,8,8,8,8,26
890871,5,6,6,6,6,6,6,32
890874,8,8,8,8,8,8,8,32
890875,7,7,7,7,7,7,7,26
890878,9,9,9,9,9,9,9,44
890880,7,7,7,7,7,7,7,29
890881,6,6,6,6,6,6,6,25
890910,10,10,10,10,8,10,10,42
890911,10,10,10,10,10,10,10,56
890913,10,10,10,10,10,10,10,41
890914,10,10,10,10,10,10,10,31
890915,10,10,10,10,10,10,10,23
890916,10,10,10,10,10,10,10,25
890920,10,10,10,10,7,10,10,62
890922,10,10,10,10,10,10,10,37
890929,10,10,10,10,10,10,10,48
890930,10,10,10,10,8,10,10,44
890960,7,7,6,7,6,7,7,39
890961,6,6,6,7,5,6,6,55
890963,8,8,8,8,7,8,9,36
890967,8,7,7,8,8,8,7,25
890970,7,7,7,7,7,7,7,71
890971,7,7,7,7,7,7,7,45
890972,7,7,7,8,8,6,6,31
890973,8,8,7,8,8,7,8,40
890975,8,8,7,8,6,7,7,23
890980,6,6,6,7,7,7,5,36
890982,8,8,8,7,7,8,8,42
890983,8,7,8,8,8,7,7,39
890999,8,8,8,7,6,7,8,80
891010,7,6,6,7,6,6,7,26
891012,7,7,7,8,8,8,7,36
891013,6,7,7,10,10,7,7,38
891018,7,7,7,7,7,7,7,26
891020,6,6,6,6,7,6,6,39
891022,7,6,6,8,8,7,7,24
891023,6,7,7,9,9,7,8,30
891027,6,7,7,7,6,7,7,59
891028,6,6,6,8,7,6,6,28
891031,7,7,7,7,5,7,7,30
891060,10,10,10,10,10,10,10,52
891062,10,10,10,10,10,10,10,31
891063,10,10,10,10,10,10,10,62
891065,10,10,10,10,10,10,10,41
891066,10,10,10,10,10,10,10,29
891067,10,10,10,10,6,10,10,38
891072,10,10,10,10,8,10,10,28
891073,10,10,10,10,10,10,10,49
891078,10,10,10,10,10,10,10,41
891079,10,10,10,10,10,10,10,39
891082,10,10,10,10,10,10,10,44
891083,10,10,10,10,8,10,10,22
891085,10,10,10,10,10,10,10,40
891110,7,10,10,10,8,10,7,47
891117,9,8,10,10,10,8,9,35
891119,10,10,10,10,10,10,10,35
891125,10,10,10,10,10,10,10,74
891138,9,9,6,10,7,6,3,65
891160,10,10,10,10,10,10,10,60
891161,10,10,10,10,10,10,10,43
891164,9,9,9,9,9,9,9,34
891165,9,9,9,9,9,9,9,34
891167,10,10,10,10,10,10,10,37
891168,10,10,10,10,10,10,10,43
891169,10,10,10,10,10,10,10,42
891171,10,10,10,10,10,10,10,35
891173,10,10,10,10,10,10,10,49
891210,10,10,10,10,10,10,10,53
891213,10,10,10,10,10,10,10,34
891214,10,10,10,10,10,10,10,36
891215,10,10,8,8,8,8,8,24
891227,10,10,10,10,10,10,10,35
891261,9,9,9,9,9,9,9,26
891268,8,9,6,7,5,8,8,27
891269,9,9,9,9,9,9,9,45
891270,10,10,10,10,10,10,10,33
891277,9,9,9,9,9,9,9,62
891302,9,9,9,9,9,9,9,53
891315,10,10,9,10,10,10,9,38
891316,10,10,10,10,10,10,10,70
891317,10,10,10,10,10,10,10,80
891320,9,9,9,10,10,10,9,48
891323,10,10,10,10,10,10,10,58
891324,9,9,9,10,10,10,9,32
891334,10,9,9,10,10,10,9,60
891336,10,10,10,10,10,10,10,80
891337,10,10,10,10,10,10,10,70
891341,10,10,10,10,10,10,10,55
891342,10,10,10,10,10,10,10,70
891362,9,10,10,8,7,10,10,55
891364,7,8,8,2,2,7,7,45
891378,8,8,7,8,6,8,8,37
891385,10,10,9,9,8,10,10,55
891386,9,8,7,7,6,8,7,55
891387,10,8,9,7,6,10,9,60
891390,10,8,9,5,6,8,9,55
891391,10,10,10,8,8,10,10,60
891394,8,9,10,8,7,10,10,50
891403,9,10,9,1,1,8,8,60
891415,9,10,10,5,2,9,10,21
891416,10,10,10,10,10,10,10,31
891418,10,10,10,7,4,9,10,33
891421,10,10,10,10,10,10,10,34
891422,10,10,7,8,6,9,9,39
891423,10,8,8,6,6,7,9,50
891424,7,6,7,6,5,8,8,41
891425,10,10,10,6,8,4,6,43
891429,10,7,5,8,9,6,6,53
891430,9,7,7,8,6,9,8,41
891431,9,9,9,9,8,9,7,53
891433,9,9,9,9,9,9,9,57
891435,9,9,8,10,9,9,8,87
891447,10,10,10,10,10,10,10,45
891451,10,10,10,7,6,9,10,42
891461,6,6,6,6,6,6,6,25
891462,10,10,10,10,10,10,10,126
891463,10,10,6,5,5,8,8,51
891464,6,6,5,5,5,6,6,35
891465,10,10,6,6,6,9,9,31
891468,10,10,6,5,5,7,7,29
891510,7,7,7,7,7,9,8,32
891511,8,8,6,6,6,7,7,20
891513,5,6,5,5,5,7,5,27
891515,7,7,7,6,6,7,7,26
891517,7,7,7,6,6,7,6,21
891520,7,7,7,7,7,7,6,29
891522,5,5,5,5,5,5,5,29
891523,7,7,7,7,7,7,7,39
891524,7,7,7,7,7,7,7,20
891529,6,6,6,6,6,8,7,29
891531,6,6,6,6,6,6,6,29
891539,6,6,6,6,6,6,6,29
891546,8,8,8,8,7,8,8,21
891560,7,5,6,7,6,4,3,33
891562,9,9,8,8,8,7,7,76
891563,7,7,7,7,8,7,5,32
891566,4,4,3,4,4,2,1,50
891568,5,5,5,6,6,5,5,28
891580,5,5,5,6,7,6,4,20
891613,10,9,9,9,9,9,9,33
891671,6,6,6,6,6,6,6,59
891673,7,7,7,7,7,7,7,55
891676,7,7,7,7,7,7,7,57
891677,7,7,7,7,7,7,7,59
891678,8,8,8,8,8,8,8,68
891680,6,6,6,6,6,7,6,59
891681,8,8,7,7,7,7,8,49
891683,7,7,7,7,7,7,7,67
891684,7,7,7,7,7,7,7,54
891688,7,7,7,7,7,7,7,59
891689,7,7,7,7,7,7,7,63
891690,8,8,8,8,8,8,8,55
891692,7,7,7,7,7,7,7,71
891695,7,7,7,7,6,7,7,71
891699,7,7,7,7,7,7,7,52
891700,7,7,7,7,7,7,7,58
891724,9,10,10,9,10,10,10,70
891727,10,10,10,10,10,10,10,27
891729,10,10,10,10,10,10,10,66
891733,10,10,10,10,10,10,10,51
891734,10,10,10,10,10,10,10,48
891738,10,10,10,10,10,10,10,49
891739,10,10,10,10,10,10,10,32
891743,10,10,10,10,10,10,10,50
891744,10,9,9,10,10,10,10,34
891745,10,10,10,10,8,10,10,70
891749,10,10,10,10,10,10,10,51
891757,9,9,9,7,6,10,9,23
891759,9,9,9,9,1,10,10,33
891793,9,9,9,9,9,9,9,106
891794,8,7,7,9,9,8,7,55
891795,10,10,9,9,9,8,9,46
891801,8,8,8,8,9,8,8,62
891803,9,9,9,9,9,9,9,52
891808,9,9,9,9,9,8,8,47
891813,8,8,8,8,9,8,8,40
891820,7,6,6,6,7,6,6,35
891824,7,7,7,7,7,7,7,25
891825,6,6,6,6,6,6,6,50
891827,6,6,6,6,6,6,6,29
891829,8,8,8,8,8,8,8,43
891832,6,6,6,6,6,6,6,39
891835,6,6,6,6,6,6,6,43
891836,9,9,9,9,9,9,9,47
891837,6,6,6,6,6,5,6,25
891846,7,7,6,6,7,6,7,31
891859,8,8,8,8,8,8,8,42
891867,7,7,7,7,7,7,7,52
891871,9,9,9,10,9,10,10,56
