nquest,comprens,ita,veroaf,veroab,verored,klima,facil,durata
863458,8,8,8,8,7,8,8,58
863542,6,6,6,7,7,7,7,23
863543,8,8,8,8,8,8,8,40
863556,7,6,7,8,7,7,7,57
863575,9,9,9,9,9,9,9,34
863673,10,10,9,10,9,9,9,65
863684,9,9,9,9,9,9,9,86
863694,8,8,8,8,8,8,8,36
863863,9,9,9,9,9,9,9,68
863867,8,8,8,8,8,6,6,52
863979,9,9,7,8,6,9,9,64
864000,7,8,6,8,8,7,8,43
864040,9,9,9,9,9,9,9,53
864120,10,10,10,10,10,10,10,80
864133,9,9,9,9,9,9,9,53
864138,9,9,8,8,9,9,8,41
864156,9,7,7,8,7,9,8,42
864213,9,9,9,9,9,9,9,32
864216,9,9,9,9,9,9,9,28
864220,8,8,8,8,8,8,8,32
864228,9,9,9,9,9,9,9,42
864230,9,9,9,9,9,9,9,26
864243,9,9,9,9,9,9,9,28
864395,4,4,4,6,6,6,5,33
864407,8,8,7,7,7,7,7,35
864441,6,6,6,6,7,7,7,38
864452,7,7,5,6,6,6,6,39
864456,8,5,5,5,5,7,6,48
864457,8,7,7,7,7,8,8,43
864458,10,5,5,5,5,5,7,41
864473,10,10,10,10,10,10,10,76
864477,10,10,10,10,10,10,10,93
864482,10,10,10,10,10,10,10,88
864512,10,10,5,10,10,6,5,109
864532,10,10,10,10,10,10,10,57
864658,8,8,8,8,8,7,7,68
864715,7,8,7,8,7,9,7,58
864754,5,6,6,6,5,6,6,55
864809,5,7,5,7,6,10,5,94
865094,5,4,4,4,6,3,2,55
865142,10,10,10,10,10,10,10,32
865154,10,10,10,10,10,10,10,70
865155,9,9,9,9,9,9,9,45
865168,7,7,7,7,7,8,8,57
865192,8,8,8,8,8,8,8,23
865202,9,9,9,9,9,9,9,66
865323,9,9,9,9,9,9,9,57
865334,6,4,7,9,9,9,5,33
865357,9,10,9,9,9,10,9,89
865481,9,10,10,10,10,10,10,49
865483,10,10,2,2,3,10,10,35
865491,3,9,6,9,2,9,6,52
865494,10,10,10,10,10,10,10,75
865498,8,9,9,9,9,9,9,51
865500,10,10,10,10,6,10,10,49
865504,9,9,4,9,2,10,9,48
865515,3,9,9,10,10,9,7,30
865571,10,10,10,10,10,10,10,45
865612,8,8,7,8,8,10,10,45
865680,8,7,6,8,7,9,7,79
865689,9,7,5,6,4,6,8,52
865764,5,5,5,5,5,5,4,32
865780,8,7,8,9,7,9,9,58
865805,10,10,10,10,10,10,10,54
865806,10,10,10,10,10,10,10,89
865882,8,8,8,8,8,8,8,36
865912,8,7,8,9,8,9,8,60
865937,9,9,9,8,9,9,9,102
865952,9,9,8,7,7,8,8,35
865983,10,10,10,10,10,10,10,57
865999,9,8,7,10,7,7,7,61
866007,10,10,10,10,10,10,10,44
866010,10,10,10,10,10,10,10,66
866027,6,5,5,3,4,2,2,30
866028,10,10,10,10,10,10,10,44
866035,7,6,7,7,7,7,6,30
866041,9,9,9,9,9,9,9,33
866071,10,10,9,10,9,10,10,58
866103,9,9,9,9,9,9,9,52
866106,9,9,7,9,10,10,9,57
866116,8,8,8,8,8,8,8,42
866190,9,9,9,9,9,9,9,33
866220,7,7,7,7,7,7,8,75
866247,7,7,7,7,7,7,7,25
866249,7,7,7,7,7,7,7,28
866269,8,8,8,8,8,8,8,42
866299,7,6,7,9,8,8,7,57
866313,6,6,7,8,9,8,6,43
866324,9,9,8,9,9,9,9,91
866354,8,8,8,8,8,8,8,63
866382,9,9,9,9,9,9,9,31
866386,9,9,9,9,9,9,9,22
866387,9,9,9,9,9,9,9,40
866425,9,9,9,9,9,9,9,37
866452,8,8,8,8,8,8,8,28
866489,7,6,6,6,6,6,6,36
866507,7,5,5,5,7,8,6,55
866541,6,6,6,6,6,6,6,60
866566,9,9,9,9,9,9,9,85
866594,9,9,9,9,9,9,9,50
866597,10,10,10,10,10,10,10,29
866608,10,10,10,10,10,10,10,67
866649,9,9,9,9,9,9,9,34
866855,9,7,7,8,7,8,8,65
866960,10,10,10,10,6,10,10,38
866985,6,5,5,5,6,6,5,30
867003,9,8,7,8,9,9,9,80
867008,9,9,9,9,9,9,9,53
867019,5,5,6,6,7,6,6,33
867025,8,8,9,7,8,8,9,60
867041,9,9,9,9,9,9,9,32
867090,7,7,6,6,6,7,7,57
867104,7,7,7,8,7,8,7,60
867114,6,6,5,6,6,6,6,52
867201,9,8,7,8,7,8,8,24
867205,9,9,8,7,8,9,9,48
867224,10,10,10,10,10,10,10,35
867275,8,8,8,8,7,8,8,80
867291,9,9,9,9,9,9,9,67
867318,10,9,10,10,10,10,9,65
867344,10,10,10,10,10,10,10,102
867350,10,10,10,10,10,10,10,75
867357,10,10,10,10,10,10,10,77
867373,10,10,10,10,10,10,10,63
867433,9,9,9,9,9,9,9,40
867462,10,10,10,10,10,10,10,77
867498,9,9,9,9,9,9,9,46
867505,9,9,9,9,9,9,9,31
867522,7,8,9,9,9,8,7,29
867653,9,9,9,9,9,9,9,45
867674,8,7,8,9,7,6,6,45
867686,10,10,10,10,9,10,9,60
867696,8,7,8,10,10,8,7,46
867698,8,7,7,10,9,8,7,37
867784,9,9,9,9,9,9,9,35
867799,9,9,9,9,9,9,9,57
867801,9,9,9,9,9,9,9,32
867838,9,9,9,9,9,9,9,56
867914,10,10,10,10,10,10,10,64
867925,5,5,5,5,7,5,6,34
867929,8,8,8,9,9,10,9,50
867947,9,9,9,9,8,9,9,72
867993,9,9,9,9,9,9,9,26
868013,8,9,9,9,9,9,8,28
868093,10,10,10,10,10,10,10,47
868098,10,10,10,10,10,10,10,60
868128,8,8,8,8,8,8,8,43
868165,9,9,9,9,9,9,9,44
868231,6,7,7,7,7,7,7,21
868264,10,10,10,10,10,10,10,54
868280,8,7,7,7,7,7,7,34
868283,8,7,7,7,7,7,7,71
868294,7,6,7,6,6,8,7,22
868337,9,7,6,9,6,7,7,27
868406,10,10,10,10,10,10,10,41
868456,8,9,9,5,5,6,6,40
868463,8,6,6,7,7,7,5,34
868466,9,9,7,8,8,7,7,67
868474,7,7,7,7,7,7,7,66
868478,8,9,6,7,7,7,5,63
868483,5,5,5,7,8,6,5,40
868489,9,9,9,9,9,9,9,40
868500,7,7,7,7,7,7,7,60
868504,9,8,8,7,8,8,9,30
868505,8,8,8,8,8,8,8,66
868564,6,6,5,6,2,5,5,43
868583,7,7,6,7,4,6,6,53
868590,6,7,6,7,6,7,7,90
868692,10,8,7,8,6,9,9,61
868697,10,10,8,10,8,10,10,48
868805,8,8,8,3,3,5,5,65
868843,8,7,7,8,7,6,6,40
869003,10,10,10,10,10,10,10,64
869006,9,9,9,9,9,9,9,119
869019,10,9,9,9,9,9,9,31
869021,9,10,10,9,8,10,10,72
869022,8,8,8,9,8,8,8,43
869023,8,6,7,8,8,6,6,34
869035,10,10,10,10,10,10,10,38
869040,7,7,7,7,7,7,7,50
869042,8,8,8,8,8,8,8,54
869043,8,7,9,7,6,8,6,43
871009,10,9,9,10,10,10,10,84
871030,8,10,10,10,8,10,9,34
871076,10,10,9,10,8,9,9,44
871078,10,10,10,10,10,10,10,44
871085,10,10,10,10,10,10,10,71
871090,10,10,10,10,10,10,10,76
871097,9,9,9,9,9,9,9,67
871098,9,9,8,9,5,7,9,31
871103,10,10,9,9,9,9,8,50
871127,9,7,8,9,6,8,9,35
871145,7,6,7,7,5,7,8,28
871162,9,9,9,9,9,9,9,53
871183,7,8,6,8,8,8,8,46
871191,10,10,10,10,10,10,10,116
871218,10,10,10,5,4,10,10,52
871231,10,10,10,5,5,10,10,77
871237,7,6,7,6,5,5,3,109
871242,6,4,4,5,5,4,2,29
871263,4,4,2,4,4,1,1,38
871264,3,1,3,6,6,1,1,23
871268,2,1,4,7,6,3,1,108
871272,7,8,7,7,7,6,6,47
871273,9,9,8,8,8,7,7,66
871277,8,8,7,8,8,7,7,65
871285,5,2,3,3,2,1,1,22
871307,10,9,7,7,5,8,9,54
871320,8,9,8,10,9,8,9,70
871321,8,9,7,6,7,7,8,52
871329,9,10,9,9,8,9,10,38
871385,10,10,10,9,8,10,10,53
871395,10,8,8,8,7,9,8,56
871398,10,10,10,10,10,10,10,90
871401,10,10,10,10,10,10,10,55
871408,10,10,10,10,10,10,10,40
871412,10,10,10,8,7,10,10,89
871418,10,10,6,10,6,10,9,41
871427,7,6,7,8,7,6,6,24
871438,9,9,9,9,10,10,9,71
871440,8,8,9,9,9,10,8,84
871441,8,8,8,9,8,9,8,70
871442,8,8,8,9,10,9,7,88
871461,9,9,9,10,8,9,8,100
871470,9,9,9,10,8,10,8,133
871517,8,6,7,7,6,7,7,34
871521,8,7,8,8,7,8,6,46
871533,8,8,7,8,7,9,8,37
871572,9,9,8,9,9,9,8,67
871580,9,9,8,9,9,9,8,64
871610,6,7,6,5,5,6,6,50
871617,6,5,6,6,6,6,6,59
871618,8,8,5,7,6,6,7,62
871631,7,7,7,6,6,6,6,54
871634,6,6,6,6,7,6,5,69
871642,4,5,5,6,6,5,5,52
871649,5,6,5,6,5,7,5,26
871650,5,4,5,5,4,5,5,64
871655,6,6,6,6,8,6,6,45
871666,6,5,5,6,7,4,6,60
871683,5,4,5,6,7,4,4,33
871688,8,5,5,5,5,4,4,34
871695,5,5,4,6,4,4,4,55
871697,8,8,8,8,8,8,8,61
871700,7,7,7,8,8,8,8,48
871711,7,6,7,7,7,7,7,43
871728,7,9,8,9,9,8,8,81
871732,8,6,7,7,7,6,6,62
871747,10,10,10,10,10,9,9,44
871790,10,10,10,10,10,10,10,49
871798,8,8,8,10,10,10,10,38
871807,9,10,10,10,9,10,10,42
871811,10,10,10,10,10,10,10,51
871822,10,10,10,10,10,10,10,56
871852,8,8,8,8,8,8,8,32
871856,9,8,9,9,9,9,9,20
871862,9,9,9,9,9,9,9,42
871865,8,8,8,8,8,8,8,35
871871,9,9,9,9,9,9,9,24
871886,10,10,10,10,10,10,10,23
871889,9,10,9,10,10,9,9,61
871892,10,10,10,10,10,10,10,38
871898,8,9,9,9,10,10,9,40
871903,10,10,10,10,10,10,10,89
871914,10,10,10,9,8,9,9,68
871921,8,8,8,8,7,8,7,43
871940,7,6,6,8,7,6,6,34
871981,8,7,7,9,7,7,7,45
872005,7,7,7,7,7,7,6,51
872012,10,10,10,10,10,10,10,76
872019,10,10,10,10,10,10,10,47
872027,10,10,10,10,10,10,10,132
872043,10,8,9,10,10,10,8,26
872065,10,8,10,10,10,10,10,48
872073,10,10,10,10,10,10,10,33
872077,10,10,10,6,10,10,8,107
872082,10,10,10,10,5,10,10,35
872107,10,10,10,10,10,10,10,31
872112,10,10,10,10,10,10,10,41
872122,10,10,10,10,10,10,10,43
872125,10,10,10,10,10,10,10,55
872128,10,10,10,10,10,10,10,41
872132,10,10,10,10,10,10,10,55
872133,10,10,10,10,10,10,10,51
872137,10,10,10,10,10,10,10,39
872161,9,9,9,9,9,9,9,42
872166,9,9,9,9,9,9,9,45
872190,10,9,9,10,9,10,9,38
872192,9,9,9,9,9,9,9,34
872199,10,10,10,10,10,10,10,61
872217,7,7,8,8,9,7,7,34
872228,7,7,8,8,8,8,8,32
872229,10,10,2,10,10,10,10,34
872233,10,10,10,10,10,10,10,25
872261,10,10,10,10,10,10,10,47
872306,10,9,8,9,10,9,8,60
872312,9,8,8,7,8,9,9,55
872352,10,8,6,7,6,8,8,31
872357,10,10,10,8,8,9,10,49
872367,6,6,4,4,4,8,8,37
872377,10,10,6,5,5,8,6,43
872385,8,8,5,5,5,8,8,62
872393,10,10,6,6,6,10,10,30
872407,7,7,7,7,7,8,7,37
872413,6,6,5,7,5,8,7,23
872417,7,7,7,7,7,7,7,68
872422,9,9,8,8,8,8,8,42
872432,6,6,6,6,6,6,6,48
872433,7,7,7,7,5,6,6,33
872434,7,7,6,7,6,7,6,39
872443,8,8,8,8,8,8,8,25
872450,8,7,7,7,7,7,7,60
872478,5,5,6,6,8,4,4,45
872488,8,8,5,5,5,3,1,44
872492,9,8,5,5,6,3,1,54
872495,4,4,3,5,7,3,3,29
872546,8,7,7,7,7,7,7,54
872555,7,7,7,7,7,7,7,61
872556,8,8,8,8,8,8,8,61
872572,6,6,6,6,6,6,6,68
872583,10,10,10,10,10,10,10,72
872602,10,10,10,10,10,10,10,66
872619,10,10,10,10,10,10,10,83
872633,9,7,7,7,6,8,9,45
872636,6,6,6,6,5,5,6,72
872646,8,7,6,8,4,8,8,92
872651,9,8,8,9,7,9,9,82
872661,9,8,7,8,6,8,9,68
872687,7,7,7,7,7,7,7,29
872698,2,2,2,2,2,2,2,23
872702,7,7,6,6,6,6,6,28
872710,8,8,8,8,8,8,8,38
872732,9,9,9,9,9,10,9,63
872744,9,9,9,9,9,9,9,41
872747,10,10,10,10,10,10,10,71
872748,10,10,10,10,10,10,10,56
872750,10,10,10,10,10,10,10,50
872781,6,6,6,6,6,6,6,46
872789,5,5,5,5,5,5,5,29
872794,7,7,7,9,9,9,9,48
872795,3,3,3,6,6,2,7,58
872815,7,7,7,7,7,7,7,46
872828,8,9,9,9,9,9,7,25
872829,7,7,7,7,7,7,7,36
872835,8,7,7,7,7,7,7,21
872847,7,8,7,7,7,8,8,34
872848,7,7,7,7,7,7,7,47
872852,8,8,7,8,7,8,8,50
872856,10,10,10,10,10,10,10,81
872857,10,10,10,10,10,10,10,63
872858,10,10,8,10,9,9,9,48
872868,10,10,7,7,8,7,6,134
872876,9,10,10,10,10,10,10,38
872898,8,10,8,8,8,7,7,48
872900,8,8,8,9,8,8,8,37
872919,8,7,7,10,10,6,6,44
872924,10,9,9,10,10,8,10,57
872930,10,10,10,10,10,9,9,48
872935,7,7,9,9,10,8,7,49
872951,9,9,9,10,8,10,8,46
872963,10,10,9,10,10,10,10,64
872982,10,10,9,9,8,10,10,75
873011,9,8,8,8,7,9,9,57
873023,9,8,8,7,6,8,8,38
873035,9,8,9,8,8,9,9,58
873037,7,7,7,8,8,7,6,49
873042,6,5,6,6,6,7,7,66
873043,7,6,6,7,7,7,7,68
873047,6,6,7,8,8,8,7,44
873048,6,7,7,8,6,7,6,61
873052,6,6,5,7,5,6,6,58
873072,8,8,8,8,8,8,8,56
873073,8,8,8,8,7,9,9,61
873133,5,6,8,6,8,6,5,24
873134,9,8,7,8,6,7,6,32
873157,6,5,6,6,7,7,5,27
873158,8,6,8,8,7,7,7,33
873166,9,9,8,7,8,8,8,53
873168,7,4,3,7,6,3,5,31
873169,9,7,6,8,9,5,8,38
873172,10,8,7,9,7,9,8,72
873175,10,10,10,10,10,10,10,109
873194,8,8,6,7,8,7,7,134
873202,10,10,8,9,8,9,10,113
873207,10,10,8,9,10,10,8,71
873221,9,10,9,10,9,9,8,91
873224,9,9,9,9,9,9,9,37
873231,8,8,8,8,8,8,8,50
873232,9,9,9,9,9,9,9,49
873238,10,10,10,10,10,10,10,50
873243,8,8,8,8,8,8,9,65
873260,6,6,6,6,6,6,6,119
873272,10,10,10,10,10,10,10,65
873275,9,8,9,8,9,8,9,128
873279,8,9,8,8,8,9,8,80
873280,7,7,9,9,8,9,8,91
873281,9,9,9,9,9,9,9,80
873282,9,10,9,10,9,10,10,98
873286,9,10,9,9,9,10,10,60
873287,9,9,9,9,8,9,9,69
873299,8,9,8,8,8,9,9,67
873317,9,10,10,10,7,10,9,40
873324,7,8,8,9,9,9,7,72
873336,7,8,6,9,7,9,6,87
873337,8,9,7,8,8,9,8,109
873380,9,9,9,9,9,9,9,118
873390,7,7,7,9,8,9,6,56
873391,7,8,7,9,9,8,7,66
873392,7,8,7,8,8,9,7,33
873399,7,7,7,7,7,7,7,109
873401,7,7,7,7,7,7,7,81
873402,7,7,7,7,7,7,7,83
873403,6,6,6,6,6,6,6,97
873419,8,6,7,8,7,7,8,45
873451,6,7,7,9,5,8,6,85
873457,9,8,8,8,8,8,8,92
873468,8,7,6,6,6,6,6,119
873477,8,4,4,4,5,4,4,22
873480,10,8,7,7,7,9,9,40
873490,10,10,10,10,10,10,10,57
873491,10,10,10,10,10,10,10,58
873503,10,10,10,10,10,10,10,26
873533,9,9,9,8,9,9,9,58
873559,9,9,9,9,9,9,9,73
873588,8,9,8,10,8,10,9,45
873593,10,10,8,10,9,10,10,83
873597,8,7,8,8,8,7,7,60
873607,6,6,6,6,6,6,6,62
873621,10,10,10,10,10,10,10,44
873634,10,10,10,10,10,10,10,64
873642,10,10,10,10,10,10,10,49
873674,10,10,8,10,8,10,10,68
873713,7,7,7,7,7,7,7,38
873714,7,7,7,7,7,7,7,38
873723,8,8,8,8,8,8,8,39
873750,9,9,9,9,9,9,9,51
873772,8,8,8,8,8,8,8,49
873788,8,6,5,6,6,6,6,67
873791,8,8,8,8,8,8,8,59
873809,9,9,9,9,9,9,9,77
873811,6,6,7,7,7,8,6,35
873842,8,8,8,8,7,8,7,54
873853,8,8,8,8,7,8,7,57
873859,7,7,7,7,7,7,7,49
873918,9,9,9,10,10,10,9,45
873936,9,9,9,9,9,9,9,25
873939,9,9,10,10,10,9,9,54
873943,8,8,8,8,8,10,8,87
873947,9,9,8,9,8,9,9,66
873949,9,9,9,9,9,9,9,34
874003,10,10,10,10,10,10,10,44
874026,10,8,8,10,8,9,9,52
874027,9,9,8,9,9,10,10,57
874032,7,6,7,7,9,5,9,77
874038,10,10,10,10,10,10,10,53
874074,10,10,10,10,10,10,10,76
874091,6,6,6,6,6,6,6,31
874111,9,9,9,9,9,9,9,39
874115,8,8,8,8,8,8,8,43
874116,9,9,9,9,9,9,9,33
874117,8,8,8,8,8,8,8,26
874134,8,8,8,8,8,8,8,25
874152,6,7,7,6,5,8,6,22
874157,6,5,6,5,5,7,6,32
874163,8,8,8,8,8,8,8,41
874164,8,8,8,6,6,9,8,31
874168,7,6,6,5,5,7,7,29
874172,8,8,8,8,8,8,8,40
874173,8,8,8,6,5,8,8,35
874213,10,10,10,10,8,10,10,32
874225,8,6,5,5,5,7,6,39
874241,10,10,10,10,10,10,10,43
874248,10,10,10,10,10,10,10,110
874249,10,10,7,10,10,10,10,60
874274,7,8,7,8,7,8,8,71
874277,6,7,7,8,8,7,7,33
874278,7,8,8,7,7,7,7,20
874294,9,9,9,9,9,9,9,39
874312,8,8,8,8,8,8,8,55
874323,10,10,10,10,10,10,10,53
874325,10,10,10,10,10,10,10,46
874330,10,10,10,10,10,10,10,55
874337,10,10,10,10,10,10,10,43
874347,10,10,10,10,10,10,10,60
874350,10,10,10,10,10,10,10,60
874359,10,10,10,10,10,10,10,59
874371,8,7,7,8,8,6,6,71
874375,9,9,9,9,9,8,7,56
874376,6,6,5,6,6,5,5,56
874392,8,7,9,9,9,9,9,37
874394,8,8,9,10,10,8,7,41
874404,4,5,4,4,3,2,2,38
874437,7,7,7,7,7,5,5,55
874438,8,7,5,7,5,6,6,41
874488,10,10,10,9,8,10,10,58
874492,10,10,10,10,2,9,10,51
874503,7,7,7,7,6,8,7,43
874514,10,9,9,9,9,9,9,77
874515,9,9,9,9,9,9,9,91
874517,9,9,9,9,9,9,9,64
874532,9,9,9,9,9,9,9,77
874533,7,7,7,7,7,8,7,43
874537,9,9,8,9,8,7,9,43
874545,9,10,10,10,10,10,10,53
874556,9,8,9,9,9,10,9,59
874571,9,9,8,10,8,9,8,93
874578,10,10,10,10,10,10,10,44
874587,5,5,5,5,5,5,5,26
874593,10,10,10,10,10,10,10,65
874597,10,10,10,10,7,9,9,45
874607,9,5,9,9,6,9,9,55
874612,5,4,5,6,7,4,6,33
874614,10,10,10,10,10,10,10,28
874618,5,9,9,9,9,9,9,51
874623,8,9,5,9,5,9,9,30
874627,5,9,9,9,9,7,9,42
874631,8,8,8,9,9,9,8,60
874670,8,6,8,9,9,8,7,80
874681,10,10,5,10,6,9,9,80
874682,10,6,6,8,5,5,6,70
874700,10,10,7,10,9,10,10,40
874704,10,10,5,10,10,9,9,60
874705,10,10,10,10,10,10,10,60
874717,9,10,10,8,8,10,10,35
874745,8,8,10,8,6,10,8,65
874756,10,10,10,10,10,10,10,98
874761,10,10,8,8,8,10,10,71
874764,10,10,10,10,10,10,10,59
874777,6,6,7,7,10,8,6,42
874787,10,10,10,10,7,10,10,84
874791,7,6,7,9,9,4,6,39
874838,10,10,10,10,10,10,10,52
874847,8,10,7,8,8,8,8,56
874853,10,10,10,10,10,10,10,59
874877,9,8,8,8,8,7,7,49
874891,9,8,8,7,7,7,6,56
874896,7,7,6,6,7,6,6,46
874947,10,10,10,10,10,10,10,40
874961,10,10,10,10,10,10,10,63
875001,9,9,9,9,9,9,9,41
875004,7,7,6,7,7,8,8,29
875011,10,10,9,9,9,9,9,58
875013,9,8,8,8,8,9,7,32
875017,9,9,9,9,9,9,9,51
875020,5,4,3,5,4,4,3,32
875027,9,9,9,9,9,9,9,29
875028,8,8,8,7,8,8,8,29
875044,7,7,8,9,9,9,8,45
875046,9,10,9,9,9,9,9,60
875072,9,6,6,8,8,9,5,60
875088,9,8,8,8,8,9,8,92
875095,9,8,8,7,7,8,8,117
875096,9,9,8,7,7,9,8,94
875100,9,8,8,7,7,9,8,82
875115,8,9,8,8,8,9,9,51
875126,9,9,9,9,9,9,9,47
875139,10,10,10,10,10,10,10,65
875141,7,7,7,7,6,7,7,80
875144,8,8,8,8,8,8,8,61
875154,9,9,9,9,9,9,9,45
875184,7,8,8,8,7,8,8,30
875206,8,9,8,8,7,8,8,48
875208,6,5,6,6,6,5,5,70
875211,8,8,8,8,8,8,8,53
875214,8,8,7,8,7,7,7,63
875217,8,8,8,8,8,8,8,91
875221,8,8,7,7,7,7,8,105
875224,7,6,6,7,7,6,6,83
875280,10,10,10,10,9,10,10,72
875281,9,9,8,10,9,10,9,45
875293,10,9,9,10,9,9,10,67
875306,9,9,9,9,9,9,9,52
875312,8,8,9,9,9,10,8,41
875321,9,9,9,9,9,9,9,52
875326,6,6,6,7,7,9,7,46
875336,7,6,7,7,7,7,7,47
875341,6,6,6,7,7,7,4,29
875355,5,6,6,7,6,8,6,43
875365,9,9,9,9,9,9,9,32
875382,8,8,6,9,6,9,9,38
875385,6,6,9,9,9,6,6,30
875397,7,7,5,9,9,9,9,43
875415,6,7,7,7,7,6,6,40
875426,9,9,9,9,9,9,9,66
875431,7,7,7,7,8,8,8,46
875436,7,8,6,5,6,5,8,34
875439,6,5,5,5,4,4,5,33
875449,7,7,6,8,6,6,6,31
875452,8,9,9,9,9,9,8,32
875458,8,8,8,8,8,8,8,38
875478,9,9,9,9,9,9,9,26
875488,9,9,9,9,9,9,9,28
875492,8,8,9,9,9,8,7,28
875495,8,8,8,9,9,9,8,32
875514,10,10,10,10,10,10,10,103
875523,10,9,10,10,10,10,10,63
875527,10,10,10,10,10,10,10,50
875528,6,7,6,9,9,10,7,47
875539,9,9,9,8,10,9,9,48
875542,9,9,9,9,9,9,9,22
875548,9,9,9,9,9,9,9,23
875557,9,9,9,9,9,9,9,24
875562,9,9,9,9,9,9,9,21
875568,9,9,9,9,9,9,9,22
875573,9,9,9,9,9,9,9,25
875577,9,9,9,9,9,9,9,20
875582,9,9,9,9,9,9,9,32
875585,9,9,9,9,9,9,9,32
875602,10,10,6,8,8,10,8,31
875606,10,10,10,10,10,10,10,45
875623,7,7,7,10,10,10,7,50
875635,9,9,5,9,9,9,9,47
875649,10,10,4,10,5,10,10,48
875654,10,10,5,10,10,10,10,34
875658,10,10,7,10,10,10,10,35
875668,8,8,6,8,6,9,8,74
875679,10,10,10,10,10,10,10,49
875686,10,10,10,10,10,10,10,45
875711,10,10,10,10,10,10,10,39
875726,9,9,9,9,9,9,9,31
875731,7,8,8,9,9,8,7,26
875737,8,8,8,9,9,8,8,35
875750,9,9,9,9,9,9,9,23
875758,9,9,9,9,9,9,9,31
875765,7,8,9,9,9,8,7,29
875773,6,6,7,6,6,8,7,37
875793,10,10,9,9,9,9,9,61
875817,9,9,8,8,8,9,8,48
875851,6,6,5,6,5,5,5,32
875855,9,9,8,8,7,8,8,62
875909,10,10,10,10,10,10,10,98
875914,9,9,9,9,9,10,10,60
875920,5,7,7,7,7,7,4,65
875927,9,9,9,9,9,9,9,35
875930,9,9,9,10,10,10,9,68
875950,10,8,8,10,8,9,9,59
875967,6,6,5,7,5,6,6,54
875969,8,8,7,8,7,8,8,69
875976,6,7,6,7,6,6,3,68
875977,8,8,7,8,7,8,8,77
875979,7,7,6,8,7,8,7,41
875980,8,8,8,8,7,9,9,67
875983,7,6,7,7,7,8,8,76
875987,7,7,7,8,8,8,8,60
875990,8,8,8,8,8,9,8,83
876006,7,7,6,6,5,8,8,66
876007,9,9,9,9,8,9,8,81
876017,7,7,7,7,7,7,7,94
876018,6,5,5,5,7,5,5,97
876020,6,6,6,6,6,6,6,58
876023,8,7,7,7,5,6,5,57
876037,6,6,6,7,6,6,6,43
876042,7,6,6,7,7,7,7,71
876052,5,5,5,6,6,6,6,26
876069,7,5,6,7,8,9,8,55
876077,10,10,10,10,10,10,10,57
876079,10,9,9,10,10,10,9,108
876086,10,10,10,10,10,10,10,91
876093,10,10,10,10,10,10,10,113
876097,10,10,9,10,8,8,8,61
876104,5,5,10,10,10,8,8,32
876105,10,10,8,10,10,10,9,20
876108,8,8,10,10,10,10,8,26
876109,10,10,5,10,10,10,9,22
876115,9,9,9,9,9,9,9,52
876125,10,10,4,10,10,10,10,29
876127,9,9,9,9,9,9,9,45
876202,9,9,9,9,9,9,9,60
876218,6,9,9,9,10,10,10,21
876227,6,6,6,6,6,5,5,77
876230,8,8,8,8,6,8,8,72
876258,7,7,7,8,6,8,8,43
876272,9,9,9,9,9,9,9,60
876298,8,7,8,8,9,9,9,40
876314,9,9,9,9,9,9,9,80
876360,9,10,6,5,5,7,8,64
876364,10,10,10,10,10,10,10,70
876383,10,9,10,8,10,8,7,40
876388,9,9,8,7,8,10,10,46
876391,9,10,9,8,7,10,10,54
876392,9,6,7,8,8,7,6,62
876416,10,9,10,10,10,10,5,77
876425,10,10,10,10,10,9,8,65
876436,9,10,9,9,10,10,10,56
876444,8,10,10,10,10,10,8,67
876515,5,6,5,4,5,2,2,29
876523,7,8,7,8,7,7,7,27
876524,9,8,5,7,5,5,6,34
876542,7,6,4,8,6,4,6,29
876551,8,8,8,8,8,10,8,21
876558,9,9,9,9,9,9,9,39
876562,8,8,8,8,8,8,8,46
876571,7,6,7,7,7,8,7,27
876577,9,9,9,9,9,9,9,52
876581,10,10,10,10,8,10,9,47
876586,6,4,5,7,7,7,6,28
876587,9,9,9,9,9,9,9,54
876612,6,6,7,7,7,7,7,54
876624,9,9,8,8,8,8,8,51
876628,8,5,7,8,8,8,7,63
876632,7,5,7,8,7,7,8,64
876649,8,8,8,8,8,8,8,50
876651,9,9,9,8,7,7,8,58
876658,8,9,8,7,8,8,8,95
876666,8,9,7,8,9,9,9,65
876694,10,10,5,10,10,10,10,59
876701,10,10,10,10,10,10,10,37
876703,8,8,8,8,8,8,8,48
876726,10,10,10,10,10,10,10,23
876729,8,9,8,8,8,8,8,38
876730,7,6,8,8,8,8,7,29
876738,8,6,6,8,8,6,6,47
876768,8,8,8,8,8,8,8,49
876786,10,10,10,10,10,10,10,78
876799,10,10,10,10,10,10,10,45
876806,10,10,10,10,10,10,10,64
876810,10,10,10,10,10,10,10,45
876820,10,10,10,10,10,10,10,54
876833,7,7,7,7,7,8,7,56
876837,6,6,6,6,6,6,6,46
876840,7,6,6,6,6,7,6,62
876957,8,6,7,7,7,7,7,43
877001,10,10,10,10,10,10,10,49
877005,9,10,10,10,10,10,9,71
877017,10,10,10,10,10,10,10,54
877064,10,10,10,10,10,10,10,70
877077,10,10,8,10,10,10,10,75
877083,10,10,7,10,8,10,9,60
877096,9,9,9,8,8,9,7,48
877100,10,10,10,10,10,10,9,55
877119,9,9,8,7,8,9,9,55
877138,10,10,8,10,10,10,10,75
877173,9,9,9,10,10,9,8,60
877233,9,9,8,9,9,8,7,51
877240,10,10,10,10,10,10,9,65
