nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,etalav2,etapen,coppu,prevcom,coppip,mcontrib,anprevcom,mprevcom1
898003,4,0,,,,,,,,,,,,,,
898009,1,1,1,1,,21,1,5,,66,50,2,,,,
898009,2,1,2,,,14,1,10,,,,,,,,
898009,3,,,,,,,,,,,,,,,
898009,4,,,,,,,,,,,,,,,
898028,1,1,2,,,17,1,30,,,,,,,,
898028,2,2,,,1,23,1,2,,,,,,,,
898029,1,1,,,,16,1,13,,,,,,,,
898029,2,2,,,1,18,1,20,,,,,,,,
898032,1,0,,,,,,,,,,,,,,
898032,2,1,2,,,20,1,40,,,,,,,,
898051,1,3,2,,1,20,1,35,,,,,,,,
898051,2,0,,,,,,,,,,,,,,
898052,1,1,2,,,22,1,26,,66,60,2,,,,
898052,2,1,2,,,20,1,23,,,,2,,,,
898052,3,,,,,,,,,,,,,,,
898052,4,,,,,,,,,,,,,,,
898053,1,1,2,,,16,1,35,,,,,,,,
898053,2,1,2,,,20,1,27,,,,2,,,,
898053,3,1,2,,,23,1,20,,,,2,,,,
898054,1,1,2,,,15,1,47,,,,,,,,
898054,2,1,2,,,23,1,25,,,,2,,,,
898057,1,0,,,,,,,,,,,,,,
898062,1,1,2,,,27,1,13,,67,70,,,,,
898062,2,1,2,,,23,1,20,,,,2,,,,
898062,3,,,,,,,,,,,,,,,
898062,4,,,,,,,,,,,,,,,
898070,1,0,,,,,,,,,,,,,,
898070,2,2,1,2,1,28,1,4,36,,,2,,,,
898070,3,,,,,,,,,,,,,,,
898070,4,,,,,,,,,,,,,,,
898071,1,1,2,,,25,1,10,,65,70,2,,,,
898071,2,1,2,,,19,1,40,,,,,,,,
898071,3,0,,,,,,,,,,,,,,
898074,1,3,,,1,25,1,2,,,,,,,,
898074,2,,,,,,,,,,,,,,,
898074,3,,,,,,,,,,,,,,,
898078,1,3,1,7,1,18,1,22,,,,,,,,
898078,2,0,,,,,,,,,,,,,,
898080,1,3,2,,1,16,1,40,,,,,,,,
898081,1,1,2,,,16,1,10,,,,,,,,
898081,2,0,,,,,,,,,,,,,,
898088,1,0,,,,,,,,,,,,,,
898088,2,3,1,10,1,18,1,5,,,,,,,,
898090,1,0,,,,,,,,,,,,,,
898090,2,3,2,,1,18,1,43,50,,,,,,,
898090,3,0,,,,,,,,,,,,,,
898091,1,2,2,,3,18,1,25,,,,,,,,
898091,2,0,,,,,,,,,,,,,,
898093,1,2,2,,1,20,1,33,,,,,,,,
898093,2,3,2,,1,20,1,30,50,,,3,,,,
898093,3,1,1,2,,28,2,,,,,5,,,,
898093,4,0,,,,,,,,,,,,,,
898094,1,4,,,3,18,2,,,,,,,,,
898094,2,3,,,1,20,2,,,,,,,,,
898094,3,1,,,,25,2,,,,,,,,,
898094,4,0,,,,,,,,,,,,,,
898094,5,,,,,,,,,,,,,,,
898094,6,,,,,,,,,,,,,,,
898098,1,0,,,,,,,,,,,,,,
898098,2,1,2,,,17,1,38,,,,,,,,
898098,3,0,,,,,,,,,,,,,,
898107,1,3,1,2,3,16,1,20,,,,,,,,
898111,1,5,1,8,3,16,1,12,,,,,,,,
898125,1,3,2,,3,11,1,39,,,,,,,,
898125,2,2,2,,1,18,1,20,,,,,,,,
898138,1,4,2,,3,16,1,45,,,,,,,,
898138,2,2,2,,1,17,1,15,,,,,,,,
898145,1,1,2,,,37,1,18,,60,50,2,,,,
898145,2,3,2,,1,17,1,36,35,,,2,,,,
898145,3,0,,,,,,,,,,,,,,
898151,1,2,2,,1,21,1,15,24,65,40,2,,,,
898151,2,0,,,,,,,,,,,,,,
898151,3,5,2,,1,20,1,5,35,,,3,,,,
898151,4,,,,,,,,,,,,,,,
898151,5,,,,,,,,,,,,,,,
898159,1,3,2,,1,20,1,32,34,65,50,2,,,,
898159,2,3,2,,1,17,1,20,26,,,3,,,,
898159,3,0,,,,,,,,,,,,,,
898167,1,10,1,2,1,22,1,16,41,67,30,2,,,,
898175,1,3,,,1,21,1,13,,,,,,,,
898175,2,0,,,,,,,,,,,,,,
898175,3,,,,,,,,,,,,,,,
898175,4,,,,,,,,,,,,,,,
898188,1,6,2,,1,20,1,37,,,,,,,,
898188,2,1,2,,,17,1,3,,,,,,,,
898188,3,1,2,,,19,1,18,,,,,,,,
898191,1,4,2,,1,23,1,27,28,67,70,2,,,,
898191,2,3,2,,1,21,1,27,28,,,2,,,,
898191,3,0,,,,,,,,,,,,,,
898191,4,0,,,,,,,,,,,,,,
898191,5,0,,,,,,,,,,,,,,
898191,6,0,,,,,,,,,,,,,,
898192,1,6,,,3,20,1,35,,,,,,,,
898192,2,2,1,1,1,21,1,29,40,,,2,,,,
898192,3,1,2,,,21,1,7,,,,2,,,,
898195,1,4,2,,1,22,1,30,42,63,60,2,,,,
898195,2,1,2,,,19,1,9,,,,,,,,
898195,3,0,,,,,,,,,,,,,,
898195,4,0,,,,,,,,,,,,,,
898198,1,5,2,,1,14,1,40,,,,,,,,
898198,2,0,,,,,,,,,,,,,,
898199,1,1,2,,,20,1,32,,60,50,,,,,
898199,2,1,2,,,20,1,27,,,,2,,,,
898199,3,,,,,,,,,,,,,,,
898203,1,5,2,,1,17,1,20,30,67,80,2,,,,
898203,2,4,2,,1,18,1,28,26,,,2,,,,
898206,1,4,2,,1,16,1,20,24,65,60,1,70,,2009,
898206,2,4,2,,1,14,1,25,22,55,70,2,,,,
898208,1,4,,,1,16,1,7,,,,,,,,
898208,2,7,2,,1,16,1,17,29,68,60,2,,,,
898208,3,,,,,,,,,,,,,,,
898208,4,,,,,,,,,,,,,,,
898208,5,,,,,,,,,,,,,,,
898218,1,2,2,,1,12,1,16,,,,,,,,
898218,2,3,2,,3,17,1,35,40,,,,,,,
898220,1,2,2,,3,24,1,25,25,70,80,,,,,
898220,2,0,,,,,,,,,,,,,,
898221,1,4,2,,1,17,1,15,26,65,60,2,,,,
898221,2,,,,,,,,,,,,,,,
898221,3,,,,,,,,,,,,,,,
898221,4,0,,,,,,,,,,,,,,
898221,5,,,,,,,,,,,,,,,
898230,1,1,2,,,18,1,41,,,,,,,,
898230,2,2,2,,1,14,1,40,,,,,,,,
898237,1,1,2,,,15,1,38,,,,,,,,
898252,1,1,2,,,24,1,33,,60,70,,,,,
898252,2,2,2,,1,20,1,27,22,65,60,,,,,
898252,3,0,,,,,,,,,,,,,,
898283,1,2,2,,1,24,1,40,,,,,,,,
898283,2,1,2,,,24,1,35,,,,,,,,
898288,1,5,1,2,3,19,1,15,48,65,70,2,,,,
898289,1,2,2,,1,29,1,25,50,65,60,4,,,,
898297,1,3,1,1,1,26,1,20,,,,,,,,
898301,1,0,,,,,,,,,,,,,,
898311,1,0,,,,,,,,,,,,,,
898313,1,4,2,,3,25,1,15,35,70,70,,,,,
898313,2,,,,,,,,,,,,,,,
898313,3,3,2,,3,30,1,7,35,,,,,,,
898317,1,5,2,,1,25,1,20,,,,,,,,
898318,1,1,2,,,20,1,20,,65,40,4,,,,
898326,1,2,2,,1,31,1,30,32,66,80,,,,,
898326,2,1,2,,,27,1,23,,,,2,,,,
898326,3,0,,,,,,,,,,,,,,
898326,4,0,,,,,,,,,,,,,,
898332,1,5,1,12,1,22,1,38,,,,,,,,
898332,2,1,2,,,26,1,37,,,,,,,,
898332,3,0,,,,,,,,,,,,,,
898332,4,1,2,,,23,1,9,,66,60,2,,,,
898333,1,1,,,,19,1,10,,,,,,,,
898333,2,1,2,,,20,1,40,,,,,,,,
898333,3,0,,,,,,,,,,,,,,
898333,4,1,2,,,18,1,15,,,,,,,,
898334,1,1,2,,,25,1,13,,65,35,,,,,
898334,2,1,2,,,26,1,20,,,,,,,,
898334,3,0,,,,,,,,,,,,,,
898334,4,,,,,,,,,,,,,,,
898335,1,1,2,,,19,1,40,,,,,,,,
898335,2,0,,,,,,,,,,,,,,
898335,3,1,2,,,19,1,15,,,,2,,,,
898344,1,1,2,,,18,1,40,,,,,,,,
898344,2,1,2,,,13,1,40,,,,,,,,
898346,1,1,2,,,24,1,35,,63,80,2,,,,
898346,2,1,,,,35,1,18,,,,,,,,
898346,3,1,2,,,18,1,35,,,,,,,,
898346,4,1,2,,,24,1,7,,,,,,,,
898355,1,3,2,,1,18,1,40,,,,,,,,
898355,2,0,,,,,,,,,,,,,,
898355,3,3,1,1,3,22,1,8,31,,,,,,,
898356,1,3,2,,2,20,1,20,24,66,75,,,,,
898356,2,2,2,,1,25,1,10,35,,,,,,,
898356,3,,,,,,,,,,,,,,,
898356,4,,,,,,,,,,,,,,,
898374,1,1,2,,,18,1,25,,,,,,,,
898376,1,2,2,,1,15,1,41,,,,,,,,
898380,1,1,2,,,17,1,40,,,,,,,,
898380,2,2,2,,1,21,1,38,,,,,,,,
898387,1,1,2,,,15,1,41,,,,,,,,
898389,1,1,2,,,20,1,30,,,,,,,,
898390,1,1,2,,,18,1,35,,,,,,,,
898390,2,2,2,,1,16,1,40,,,,,,,,
898391,1,1,2,,,21,1,40,,62,75,,,,,
898391,2,1,2,,,17,1,41,,,,,,,,
898393,1,1,2,,,18,1,12,,70,60,,,,,
898393,2,1,2,,,16,1,40,,,,,,,,
898393,3,2,,,1,20,1,2,,,,,,,,
898393,4,1,2,,,22,1,35,,,,3,,,,
898395,1,3,2,,1,15,1,40,,,,,,,,
898399,1,1,,,,16,1,35,,,,,,,,
898399,2,0,,,,,,,,,,,,,,
898399,3,1,2,,,20,1,4,,,,3,,,,
898399,4,1,2,,,20,1,6,,,,3,,,,
898401,1,1,2,,,18,1,32,,60,60,2,,,,
898410,1,4,1,4,1,15,1,10,43,70,40,2,,,,
898410,2,4,,,1,17,1,15,,,,,,,,
898416,1,1,2,,,18,1,17,,65,50,2,,,,
898416,2,,,,,,,,,,,,,,,
898416,3,,,,,,,,,,,,,,,
898417,1,2,2,,3,18,1,16,25,70,50,,,,,
898417,2,2,,,3,18,1,17,,,,,,,,
898417,3,,,,,,,,,,,,,,,
898417,4,,,,,,,,,,,,,,,
898417,5,,,,,,,,,,,,,,,
898422,1,1,2,,,16,1,42,,,,,,,,
898425,1,1,2,,,15,1,45,,,,,,,,
898425,2,1,2,,,20,1,30,,,,,,,,
898426,1,1,2,,,25,1,18,,,,,,,,
898431,1,2,2,,1,18,1,39,,,,,,,,
898434,1,4,2,,3,15,1,40,,,,,,,,
898434,2,1,2,,,20,1,30,,,,,,,,
898435,1,2,2,,1,17,1,42,,,,,,,,
898435,2,3,2,,1,18,1,30,,,,,,,,
898436,1,1,2,,,23,1,34,,,,,,,,
898436,2,1,2,,,25,1,35,,,,,,,,
898442,1,1,2,,,25,1,38,,66,80,2,,,,
898448,1,1,2,,,22,1,20,,67,20,,,,,
898448,2,2,2,,1,22,1,22,46,,,2,,,,
898448,3,0,,,,,,,,,,,,,,
898448,4,0,,,,,,,,,,,,,,
898451,1,2,2,,1,23,1,28,23,65,60,2,,,,
898451,2,2,2,,1,20,1,25,21,,,2,,,,
898451,3,,,,,,,,,,,,,,,
898470,1,2,2,,1,18,1,5,43,60,90,2,,,,
898470,2,3,,,1,15,2,,,,,,,,,
898481,1,3,1,1,1,13,1,25,,,,,,,,
898481,2,4,1,3,1,13,1,28,45,65,64,3,,,,
898481,3,7,1,2,1,16,1,2,25,80,50,2,,,,
898482,1,1,2,,,11,1,35,,,,,,,,
898482,2,1,2,,,13,1,35,,,,,,,,
898484,1,2,2,,3,20,1,40,45,65,60,,,,,
898486,1,1,2,,,15,1,30,,65,50,,,,,
898488,1,1,2,,,17,1,39,,,,,,,,
898488,2,6,2,,1,14,1,24,,,,,,,,
898488,3,0,,,,,,,,,,,,,,
898490,1,4,1,1,1,15,1,25,35,65,60,1,90,,2007,
898490,2,2,2,,3,18,1,15,51,,,,,,,
898490,3,0,,,,,,,,,,,,,,
898502,1,1,2,,,14,1,30,,60,50,,,,,
898502,2,1,2,,,11,1,10,,65,50,,,,,
898502,3,0,,,,,,,,,,,,,,
898502,4,,,,,,,,,,,,,,,
898504,1,3,2,,3,13,1,34,46,65,60,,,,,
898504,2,1,2,,,16,1,3,,,,3,,,,
898506,1,4,1,1,1,14,1,32,30,60,80,1,90,,2007,
898506,2,1,,,,18,2,,,,,,,,,
898512,1,5,2,,1,14,1,10,30,70,50,2,,,,
898512,2,5,2,,1,14,1,6,19,65,80,2,,,,
898512,3,,,,,,,,,,,,,,,
898522,1,1,2,,,22,1,3,,65,60,2,,,,
898522,2,,,,,,,,,,,,,,,
898578,1,0,,,,,,,,,,,,,,
898578,2,1,2,,,18,1,20,,,,2,,,,
898578,3,1,2,,,18,1,27,,,,2,,,,
898579,1,0,,,,,,,,,,,,,,
898580,1,2,2,,3,24,1,40,,,,,,,,
898580,2,1,2,,,35,1,25,,,,,,,,
898583,1,1,2,,,25,1,36,,,,,,,,
898589,1,1,1,4,,25,1,38,,,,,,,,
898590,1,4,2,,3,15,1,30,46,65,80,2,,,,
898590,2,2,2,,1,13,1,40,,,,,,,,
898590,3,0,,,,,,,,,,,,,,
898591,1,1,2,,,25,1,32,,,,,,,,
898591,2,1,2,,,22,1,40,,,,,,,,
898594,1,1,2,,,20,1,20,,,,,,,,
898598,1,1,2,,,14,1,42,,,,,,,,
898598,2,0,,,,,,,,,,,,,,
898613,1,1,2,,,18,1,40,,,,,,,,
898613,2,1,2,,,20,1,32,,,,,,,,
898614,1,1,,,,20,1,5,,,,,,,,
898614,2,0,,,,,,,,,,,,,,
898614,3,1,2,,,16,1,30,,,,2,,,,
898616,1,1,2,,,22,1,22,,62,70,2,,,,
898616,2,0,,,,,,,,,,,,,,
898616,3,1,2,,,20,1,26,,,,2,,,,
898618,1,1,2,,,18,1,20,,,,,,,,
898618,2,1,1,2,,18,1,13,,,,2,,,,
898621,1,1,2,,,16,1,40,,,,,,,,
898621,2,0,,,,,,,,,,,,,,
898626,1,4,2,,1,15,1,15,,,,,,,,
898626,2,4,2,,1,15,1,40,,,,,,,,
898632,1,3,2,,1,15,1,30,,,,,,,,
898633,1,3,2,,1,16,1,39,,,,,,,,
898634,1,1,2,,,14,1,37,,,,,,,,
898634,2,2,2,,3,14,1,38,,,,,,,,
898637,1,3,2,,1,16,1,13,,,,,,,,
898640,1,2,2,,1,26,1,21,,,,,,,,
898640,2,2,2,,1,19,1,15,,,,,,,,
898641,1,3,2,,1,17,1,20,25,65,70,2,,,,
898641,2,0,,,,,,,,,,,,,,
898641,3,6,2,,1,16,1,10,,,,,,,,
898641,4,,,,,,,,,,,,,,,
898641,5,,,,,,,,,,,,,,,
898643,1,3,2,,1,16,1,38,,,,,,,,
898643,2,2,2,,1,26,1,,26,,,3,,6,,
898644,1,4,2,,1,14,1,30,,,,,,,,
898650,1,2,2,,1,16,2,,36,70,40,2,,,,
898650,2,6,1,4,1,20,1,4,20,,,2,,,,
898650,3,0,,,,,,,,,,,,,,
898657,1,1,2,,,18,1,35,,70,50,,,,,
898657,2,2,2,,1,16,1,20,30,65,60,2,,,,
898657,3,,,,,,,,,,,,,,,
898659,1,2,2,,3,14,1,25,22,67,60,,,,,
898659,2,1,2,,,20,1,30,,,,2,,,,
898659,3,0,,,,,,,,,,,,,,
898659,4,,,,,,,,,,,,,,,
898661,1,3,2,,1,20,1,15,29,67,60,2,,,,
898662,1,5,2,,1,18,1,35,,,,,,,,
898662,2,5,,,1,20,1,30,,,,,,,,
898663,1,2,2,,1,20,1,12,23,70,60,2,,,,
898663,2,5,1,1,1,18,1,10,30,75,40,2,,,,
898663,3,0,,,,,,,,,,,,,,
898667,1,3,2,,2,20,1,20,30,70,50,,,,,
898667,2,3,2,,1,21,1,20,32,,,3,,,,
898667,3,,,,,,,,,,,,,,,
898670,1,5,2,,1,20,1,30,30,70,60,2,,,,
898671,1,1,2,,,22,1,15,,67,70,2,,,,
898672,1,4,2,,1,18,1,13,26,65,65,2,,,,
898673,1,1,2,,,18,1,10,,70,40,2,,,,
898674,1,2,1,6,1,15,1,21,52,67,70,2,,,,
898674,2,0,,,,,,,,,,,,,,
898674,3,0,,,,,,,,,,,,,,
898674,4,0,,,,,,,,,,,,,,
898675,1,5,,,1,17,1,12,,,,,,,,
898675,2,1,2,,,30,1,23,,,,2,,,,
898675,3,1,2,,,23,2,,,,,4,,,,
898675,4,0,,,,,,,,,,,,,,
898676,1,1,,,,15,1,6,,,,,,,,
898676,2,1,1,2,,33,1,13,,65,70,3,,,,
898676,3,0,,,,,,,,,,,,,,
898676,4,,,,,,,,,,,,,,,
898678,1,3,1,1,3,33,1,9,41,65,80,2,,,,
898678,2,1,2,,,29,1,26,,,,3,,,,
898678,3,0,,,,,,,,,,,,,,
898678,4,,,,,,,,,,,,,,,
898680,1,1,2,,,27,1,31,,,,,,,,
898680,2,0,,,,,,,,,,,,,,
898682,1,2,1,5,1,20,2,,,,,,,,,
898682,2,1,,,,19,1,10,,,,,,,,
898682,3,0,,,,,,,,,,,,,,
898682,4,,,,,,,,,,,,,,,
898684,1,0,,,,,,,,,,,,,,
898686,1,1,2,,,25,1,25,,60,70,,,,,
898687,1,2,2,,1,20,1,30,,,,,,,,
898687,2,0,,,,,,,,,,,,,,
898691,1,1,1,5,,15,1,7,,67,70,2,,,,
898691,2,0,,,,,,,,,,,,,,
898691,3,0,,,,,,,,,,,,,,
898691,4,,,,,,,,,,,,,,,
898692,1,3,2,,1,25,1,26,29,67,70,2,,,,
898692,2,1,2,,,25,1,23,,,,2,,,,
898692,3,0,,,,,,,,,,,,,,
898692,4,,,,,,,,,,,,,,,
898693,1,1,2,,,20,1,38,,,,,,,,
898693,2,0,,,,,,,,,,,,,,
898699,1,2,,,1,15,1,22,,,,,,,,
898699,2,2,1,10,1,16,1,13,,,,,,,,
898699,3,0,,,,,,,,,,,,,,
898699,4,1,1,2,,21,1,3,,,,2,,,,
898701,1,1,2,,,19,1,10,,,,,,,,
898701,2,3,,,1,17,1,38,,,,,,,,
898724,1,2,1,1,1,20,1,31,20,65,70,2,,,,
898724,2,6,1,2,3,17,1,40,51,,,,,,,
898724,3,0,,,,,,,,,,,,,,
898727,1,7,1,5,3,17,1,8,44,80,70,2,,,,
898727,2,3,2,,3,15,1,30,36,,,,,,,
898727,3,0,,,,,,,,,,,,,,
898727,4,0,,,,,,,,,,,,,,
898732,1,0,,,,,,,,,,,,,,
898735,1,1,2,,,15,1,20,,70,50,,,,,
898736,1,5,2,,1,15,1,35,,,,,,,,
898736,2,1,2,,,15,1,8,,,,,,,,
898736,3,4,2,,1,15,1,28,30,56,70,2,,,,
898744,1,1,2,,,22,1,29,,67,70,2,,,,
898744,2,2,2,,1,20,1,27,21,,,,,,,
898744,3,0,,,,,,,,,,,,,,
898744,4,0,,,,,,,,,,,,,,
898745,1,3,2,,1,17,1,39,,,,,,,,
898783,1,3,2,,3,16,1,47,,,,,,,,
898783,2,1,2,,,18,1,18,,,,,,,,
898796,1,5,,,3,12,1,15,,,,,,,,
898796,2,2,2,,2,18,2,,,,,,,,,
898796,3,1,,,,21,1,,,,,,,6,,
898800,1,8,2,,3,17,1,21,28,55,40,2,,,,
898800,2,5,2,,1,20,1,3,44,,,2,,,,
898810,1,7,,,1,24,1,4,,,,,,,,
898810,2,6,,,1,23,1,5,,,,,,,,
898810,3,,,,,,,,,,,,,,,
898810,4,,,,,,,,,,,,,,,
898811,1,1,2,,,20,1,18,,65,50,2,,,,
898815,1,10,2,,3,17,1,35,,,,,,,,
898816,1,4,,,1,16,1,10,,,,,,,,
898816,2,,,,,,,,,,,,,,,
898817,1,1,2,,,25,1,22,,60,70,,,,,
898817,2,0,,,,,,,,,,,,,,
898817,3,0,,,,,,,,,,,,,,
898817,4,0,,,,,,,,,,,,,,
898819,1,3,1,1,1,22,1,28,35,65,60,2,,,,
898822,1,1,2,,,22,1,7,,65,70,,,,,
898822,2,2,1,1,1,18,2,,,,,,,,,
898822,3,,,,,,,,,,,,,,,
898823,1,3,,,1,17,1,2,,,,,,,,
898823,2,0,,,,,,,,,,,,,,
898828,1,1,2,,,18,1,39,,,,,,,,
898828,2,1,2,,,26,1,20,,,,5,,,,
898830,1,1,2,,,19,1,37,,,,,,,,
898830,2,1,2,,,27,1,25,,,,,,,,
898831,1,1,2,,,18,1,27,,,,,,,,
898835,1,1,2,,,15,1,21,,,,,,,,
898835,2,1,,,,32,1,2,,,,,,,,
898837,1,1,2,,,15,1,20,,,,,,,,
898844,1,2,1,2,1,20,1,39,25,65,70,5,,,,
898875,1,1,2,,,16,1,10,,66,40,,,,,
898877,1,1,2,,,20,1,28,,,,,,,,
898877,2,2,2,,1,15,1,23,,,,,,,,
898877,3,1,,,,25,1,,,,,,,7,,
898878,1,1,2,,,19,1,27,,66,80,,,,,
898878,2,1,2,,,20,1,3,,,,,,,,
898878,3,,,,,,,,,,,,,,,
898878,4,,,,,,,,,,,,,,,
898882,1,1,2,,,16,1,15,,,,,,,,
898883,1,3,2,,3,20,1,34,31,66,70,,,,,
898883,2,1,1,3,,19,1,31,,,,2,,,,
898883,3,1,2,,,28,1,4,,,,,,,,
898883,4,1,1,1,,21,1,9,,,,2,,,,
898883,5,1,1,1,,22,1,5,,,,2,,,,
898886,1,3,1,5,1,20,1,10,39,66,80,,,,,
898886,2,1,2,,,26,1,1,,,,,,,,
898886,3,0,,,,,,,,,,,,,,
898888,1,1,1,5,,16,1,6,,,,,,,,
898888,2,1,2,,,15,1,7,,,,,,,,
898888,3,2,1,3,1,22,1,1,25,,,3,,,,
898888,4,1,,,,21,1,,,,,,,10,,
898895,1,2,2,,1,25,1,31,,,,,,,,
898896,1,2,2,,3,15,1,35,,,,,,,,
898896,2,1,2,,,15,1,30,,,,,,,,
898925,1,10,2,,3,16,1,36,27,61,70,1,80,,,1
898925,2,1,2,,,27,1,20,,,,,,,,
898925,3,0,,,,,,,,,,,,,,
898925,4,0,,,,,,,,,,,,,,
898940,1,2,2,,3,18,1,33,46,70,60,,,,,
898940,2,1,2,,,18,1,36,,,,,,,,
898940,3,1,2,,,20,1,30,,,,,,,,
898941,1,1,2,,,28,1,34,,,,,,,,
898941,2,1,2,,,18,1,30,,,,,,,,
898977,1,2,1,2,1,19,1,38,,,,,,,,
898978,1,3,2,,1,14,1,29,,,,,,,,
898978,2,2,2,,3,11,1,18,,,,,,,,
898983,1,3,2,,3,25,1,15,25,65,70,2,,,,
898983,2,3,2,,3,20,1,25,40,,,,,,,
898983,3,,,,,,,,,,,,,,,
898985,1,1,2,,,14,1,42,,,,,,,,
898985,2,3,1,1,1,21,1,27,39,,,2,,,,
898985,3,3,2,,1,24,1,28,43,,,2,,,,
898992,1,3,2,,1,15,1,35,,,,,,,,
898993,1,3,2,,1,19,1,25,,,,,,,,
898995,1,2,2,,3,27,1,40,32,67,70,,,,,
898995,2,0,,,,,,,,,,,,,,
898999,1,2,2,,1,17,1,23,,,,,,,,
899000,1,4,2,,1,14,1,35,,,,,,,,
899005,1,1,2,,,20,1,36,,,,,,,,
899005,2,2,2,,3,20,1,23,63,,,,,,,
899013,1,4,2,,1,25,1,13,31,60,80,2,,,,
899013,2,0,,,,,,,,,,,,,,
899013,3,,,,,,,,,,,,,,,
899013,4,2,2,,1,27,1,11,38,,,3,,,,
899013,5,0,,,,,,,,,,,,,,
899013,6,,,,,,,,,,,,,,,
899013,7,2,2,,1,31,1,3,31,,,3,,,,
899017,1,5,1,1,1,18,1,7,50,67,60,3,,,,
899021,1,3,2,,1,14,1,20,41,65,70,2,,,,
899031,1,7,2,,3,20,1,38,,,,,,,,
899031,2,2,2,,1,15,1,45,,,,,,,,
899032,1,2,2,,1,16,1,37,,,,,,,,
899032,2,5,1,1,1,14,1,39,,,,,,,,
899032,3,0,,,,,,,,,,,,,,
899034,1,0,,,,,,,,,,,,,,
899036,1,1,2,,,18,1,36,,,,,,,,
899042,1,5,2,,1,16,1,29,34,67,40,1,70,,2007,
899042,2,1,2,,,21,1,16,,67,40,1,70,,2007,
899042,3,,,,,,,,,,,,,,,
899043,1,1,2,,,20,1,8,,,,,,,,
899043,2,6,2,,1,21,1,38,50,,,1,,,2007,
899043,3,0,,,,,,,,,,,,,,
899043,4,0,,,,,,,,,,,,,,
899043,5,0,,,,,,,,,,,,,,
899047,1,2,2,,1,24,1,28,46,67,40,1,50,,2007,
899047,2,3,2,,1,25,1,28,42,,,1,,,2007,
899047,3,0,,,,,,,,,,,,,,
899047,4,0,,,,,,,,,,,,,,
899051,1,4,2,,1,14,1,31,44,67,75,2,,,,
899051,2,2,2,,3,34,1,23,37,,,2,,,,
899051,3,3,2,,1,20,1,1,,,,,,,,
899051,4,1,2,,,18,1,5,,,,2,,,,
899055,1,4,2,,1,15,1,24,37,60,75,1,80,,2007,
899055,2,2,2,,1,20,1,18,23,65,75,1,80,,2007,
899055,3,,,,,,,,,,,,,,,
899055,4,,,,,,,,,,,,,,,
899063,1,3,2,,1,20,1,12,30,65,60,1,80,,2007,
899064,1,1,2,,,20,1,33,,,,,,,,
899064,2,1,2,,,20,1,11,,,,,,,,
899064,3,2,,,3,22,1,14,,,,,,,,
899075,1,5,2,,1,10,1,30,,,,,,,,
899075,2,0,,,,,,,,,,,,,,
899076,1,3,2,,3,15,1,35,,,,,,,,
899076,2,0,,,,,,,,,,,,,,
899077,1,6,2,,1,12,1,30,,,,,,,,
899077,2,0,,,,,,,,,,,,,,
899077,3,1,2,,,16,1,15,,67,60,,,,,
899077,4,5,1,5,1,25,1,20,44,67,60,2,,,,
899079,1,0,,,,,,,,,,,,,,
899079,2,4,,,1,25,1,13,,,,,,,,
899081,1,0,,,,,,,,,,,,,,
899125,1,3,2,,1,20,1,5,,,,,,,,
899125,2,2,2,,1,20,1,30,42,,,2,,,,
899125,3,0,,,,,,,,,,,,,,
899126,1,1,2,,,15,1,25,,,,,,,,
899126,2,3,2,,1,15,1,36,,,,,,,,
899126,3,1,1,10,,19,2,,,,,,,,,
899127,1,1,,,,15,1,35,,,,,,,,
899127,2,1,2,,,20,1,30,,,,3,,,,
899134,1,5,2,,3,14,1,30,,,,,,,,
899140,1,1,2,,,20,1,15,,,,,,,,
899140,2,1,2,,,18,1,40,,,,,,,,
899143,1,3,2,,1,16,1,15,,,,,,,,
899144,1,3,2,,1,16,1,6,,,,,,,,
899144,2,1,2,,,18,1,35,,,,2,,,,
899144,3,0,,,,,,,,,,,,,,
899148,1,2,2,,3,24,1,29,32,67,60,,,,,
899148,2,1,2,,,31,1,22,,,,1,,,,1
899148,3,,,,,,,,,,,,,,,
899149,1,3,2,,1,18,1,20,40,70,80,3,,,,
899149,2,10,2,,3,25,1,30,49,,,,,,,
899149,3,0,,,,,,,,,,,,,,
899149,4,,,,,,,,,,,,,,,
899151,1,3,2,,1,17,1,30,30,65,80,2,,,,
899151,2,2,2,,1,18,1,25,30,,,2,,,,
899151,3,0,,,,,,,,,,,,,,
899151,4,,,,,,,,,,,,,,,
899151,5,,,,,,,,,,,,,,,
899157,1,2,2,,1,18,1,5,32,65,60,2,,,,
899157,2,0,,,,,,,,,,,,,,
899159,1,1,2,,,16,1,5,,70,70,3,,,,
899159,2,0,,,,,,,,,,,,,,
899161,1,2,2,,1,15,1,22,,,,,,,,
899161,2,1,2,,,15,1,38,,,,,,,,
899161,3,3,,,1,20,1,2,,,,,,,,
899161,4,2,,,1,21,1,4,,,,,,,,
899163,1,5,1,3,1,15,1,39,55,68,80,3,,,,
899167,1,1,2,,,20,1,14,,70,70,2,,,,
899167,2,2,2,,1,18,1,16,30,,,2,,,,
899169,1,2,2,,1,15,1,21,30,70,60,2,,,,
899169,2,0,,,,,,,,,,,,,,
899169,3,,,,,,,,,,,,,,,
899169,4,,,,,,,,,,,,,,,
899169,5,,,,,,,,,,,,,,,
899169,6,,,,,,,,,,,,,,,
899169,7,,,,,,,,,,,,,,,
899172,1,3,2,,1,21,1,10,22,67,60,2,,,,
