nquest,anmutuo31,anmutuo32,anmutuo33,anmutuo34,debgar31_1,debgar32_1,debgar33_1,debgar34_1,debgar31_2,debgar32_2,debgar33_2,debgar34_2,debgar31_3,debgar32_3,debgar33_3,debgar34_3,debm31,debm32,debm33,debm34,debpers31,debpers32,debpers33,debpers34,debrf31,debrf32,debrf33,debrf34,debgar31_4,debgar32_4,debgar33_4,debgar34_4,mutuodu31,mutuodu32,mutuodu33,mutuodu34,mutuoin31,mutuoin32,mutuoin33,mutuoin34,taeg11,taeg12,taeg13,taeg14,tdebita31,tdebita32,tdebita33,tdebita34,tipotax31,tipotax32,tipotax33,tipotax34,tmutuoab31,tmutuoab32,tmutuoab33,tmutuoab34,debgar31_5,debgar32_5,debgar33_5,debgar34_5
853569,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,2,,,,3000,,,,4,,,,700,,,,1,,,,136,,,,0,,,
853765,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,8500,,,,,,,,6000,,,,3,,,,3000,,,,0,,,
854197,2005,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,20,,,,10000,,,,8,,,,5000,,,,1,,,,2400,,,,0,,,
854202,2002,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,3,,,,3500,,,,11,,,,2200,,,,1,,,,1200,,,,0,,,
854393,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,6,,,,340,,,,,,,,56,,,,3,,,,324,,,,0,,,
854862,2013,,,,0,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,2,,,,13000,,,,8,,,,5000,,,,1,,,,3000,,,,1,,,
855259,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,22500,,,,2,,,,11000,,,,1,,,,4500,,,,0,,,
855376,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,,,,,9000,,,,3,,,,800,,,,0,,,
855396,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,4,,,,7000,,,,7.5,,,,5600,,,,1,,,,1800,,,,0,,,
855846,2012,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,3,,,,7200,,,,9.29,,,,1200,,,,1,,,,2400,,,,0,,,
856236,2010,2013,,,0,0,,,0,0,,,0,0,,,1,1,,,1,1,,,2,2,,,1,1,,,7,3,,,30000,3000,,,2,,,,18000,1500,,,2,3,,,4200,1200,,,0,0,,
856297,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,2,,,,3000,,,,0,,,,2500,,,,1,,,,750,,,,0,,,
856688,2014,2013,,,0,0,,,0,0,,,0,0,,,1,5,,,1,1,,,2,2,,,1,1,,,5,2,,,13300,3000,,,,6.2,,,10700,1500,,,3,1,,,2664,1500,,,0,0,,
856708,2011,2014,,,0,0,,,0,0,,,0,0,,,1,1,,,1,1,,,2,2,,,1,1,,,4,2,,,15000,6000,,,7,7,,,2000,4000,,,2,2,,,3000,2000,,,0,0,,
857273,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,500,,,,,,,,500,,,,3,,,,50,,,,0,,,
859459,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,30000,,,,6.5,,,,5000,,,,1,,,,5400,,,,0,,,
859740,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,8000,,,,7,,,,6000,,,,1,,,,250,,,,0,,,
859946,2012,,,,0,,,,0,,,,0,,,,4,,,,2,,,,2,,,,1,,,,5,,,,8000,,,,6,,,,4000,,,,2,,,,2000,,,,0,,,
860704,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,5,,,,12500,,,,0,,,,11000,,,,1,,,,2500,,,,0,,,
860820,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,700,,,,,,,,550,,,,3,,,,70,,,,0,,,
861850,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,8,,,,10000,,,,0,,,,9000,,,,1,,,,1600,,,,0,,,
861949,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,12000,,,,2,,,,6200,,,,1,,,,3000,,,,0,,,
862314,2010,2010,,,0,0,,,0,0,,,0,1,,,2,4,,,2,,,,2,2,,,1,0,,,6,10,,,21000,70000,,,7,4.5,,,4000,36000,,,1,1,,,3600,7200,,,0,0,,
862752,2013,2014,,,0,0,,,0,0,,,0,0,,,4,4,,,1,1,,,1,2,,,1,1,,,3,3,,,3000,3500,,,8,8,,,1500,2500,,,1,1,,,1200,830,,,0,0,,
863087,2005,,,,0,,,,1,,,,0,,,,4,,,,,,,,2,,,,0,,,,15,,,,25000,,,,4,,,,10000,,,,2,,,,1980,,,,0,,,
863684,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,3,,,,15000,,,,8,,,,5000,,,,1,,,,5000,,,,0,,,
863863,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,7000,,,,,,,,7000,,,,3,,,,200,,,,0,,,
864482,2014,2014,,,0,0,,,0,0,,,0,0,,,4,5,,,1,1,,,2,2,,,1,1,,,4,4,,,5000,4000,,,6,6,,,1000,4000,,,1,1,,,100,100,,,0,0,,
866324,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,5000,,,,8.5,,,,4000,,,,1,,,,1752,,,,0,,,
866354,2013,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,5,,,,5000,,,,8,,,,3750,,,,1,,,,1080,,,,0,,,
866566,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,13000,,,,,,,,6000,,,,3,,,,3000,,,,0,,,
867462,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,,,,,6000,,,,3,,,,2500,,,,0,,,
867653,2010,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,5,,,,18000,,,,7.5,,,,10000,,,,1,,,,8500,,,,0,,,
867914,2010,,,,0,,,,0,,,,0,,,,4,,,,,,,,2,,,,0,,,,11,,,,20000,,,,,,,,15000,,,,3,,,,5760,,,,1,,,
867929,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,4,,,,20000,,,,7,,,,11000,,,,1,,,,5200,,,,0,,,
868474,2009,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,7,,,,32000,,,,16.5,,,,7000,,,,1,,,,25000,,,,0,,,
868478,2014,,,,1,,,,0,,,,0,,,,2,,,,,,,,2,,,,0,,,,1,,,,1200,,,,,,,,700,,,,3,,,,500,,,,0,,,
868805,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,12,,,,1200,,,,,,,,1200,,,,3,,,,100,,,,0,,,
869021,2010,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,5,,,,3000,,,,,,,,50,,,,3,,,,50,,,,0,,,
871030,2007,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,10,,,,11000,,,,12,,,,7000,,,,1,,,,100,,,,0,,,
871191,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,20000,,,,0.5,,,,19600,,,,1,,,,400,,,,0,,,
871231,2012,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,3,,,,3000,,,,15,,,,700,,,,1,,,,86,,,,0,,,
871408,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,2,,,,680,,,,,,,,330,,,,3,,,,330,,,,0,,,
871461,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,3,,,,6000,,,,5.5,,,,1500,,,,1,,,,2000,,,,0,,,
872012,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,750,,,,,,,,750,,,,3,,,,75,,,,0,,,
872432,2010,2013,,,1,0,,,0,0,,,0,0,,,1,2,,,,,,,1,2,,,0,0,,,5,2,,,15000,4000,,,2.25,1.75,,,3000,600,,,1,1,,,3000,2400,,,0,1,,
872434,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,20000,,,,,,,,8500,,,,3,,,,6600,,,,0,,,
872556,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,7800,,,,7,,,,2100,,,,1,,,,2150,,,,0,,,
872583,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,3,,,,7000,,,,10.58,,,,5000,,,,1,,,,2760,,,,0,,,
872651,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,2,,,,1200,,,,,,,,600,,,,3,,,,360,,,,0,,,
872747,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,10000,,,,9,,,,2700,,,,1,,,,4000,,,,0,,,
872781,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,10000,,,,6,,,,7000,,,,1,,,,3000,,,,0,,,
873593,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,8500,,,,,,,,6700,,,,3,,,,1800,,,,0,,,
874032,2007,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,30000,,,,8,,,,18000,,,,1,,,,2000,,,,0,,,
874241,2009,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,10,,,,25000,,,,7,,,,10000,,,,1,,,,2800,,,,0,,,
874325,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,7,,,,23000,,,,3,,,,21000,,,,1,,,,3500,,,,0,,,
874488,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,20000,,,,9,,,,1700,,,,1,,,,4000,,,,0,,,
874515,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,9500,,,,7,,,,2000,,,,1,,,,3100,,,,0,,,
874517,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,5,,,,18000,,,,,,,,15000,,,,3,,,,3000,,,,0,,,
874681,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,7000,,,,6.6,,,,100,,,,2,,,,3200,,,,0,,,
874756,2000,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,1,,,,2000,,,,7,,,,500,,,,1,,,,1900,,,,0,,,
874761,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,13000,,,,3.5,,,,6500,,,,1,,,,3600,,,,0,,,
875072,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,9000,,,,6.85,,,,9000,,,,1,,,,310,,,,0,,,
875126,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,20000,,,,8,,,,17400,,,,1,,,,2600,,,,0,,,
875139,2013,2014,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,1,2,,,1,1,,,10,1,,,20000,2100,,,,,,,15000,1000,,,3,3,,,3600,1100,,,0,0,,
875141,2010,2011,2013,,0,0,0,,0,0,0,,0,0,0,,4,4,4,,1,1,1,,2,2,2,,1,1,1,,10,10,10,,15000,8000,6000,,5.5,5.5,5.5,,7500,4500,4000,,1,1,1,,3468,2364,2040,,0,0,0,
875144,2014,,,,0,,,,0,,,,0,,,,2,,,,,,,,2,,,,0,,,,1,,,,1000,,,,,,,,500,,,,3,,,,500,,,,1,,,
875211,2010,,,,0,,,,0,,,,0,,,,1,,,,2,,,,2,,,,1,,,,5,,,,8000,,,,,,,,2800,,,,3,,,,2200,,,,0,,,
875221,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,7,,,,9000,,,,0.04,,,,2000,,,,1,,,,4000,,,,0,,,
875668,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,11000,,,,,,,,9000,,,,3,,,,240,,,,0,,,
876077,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,12000,,,,7,,,,9000,,,,1,,,,4500,,,,0,,,
876086,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,18000,,,,6,,,,8000,,,,1,,,,4700,,,,0,,,
876097,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,6000,,,,4,,,,6000,,,,2,,,,177,,,,0,,,
876202,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,2,,,,6000,,,,3.5,,,,4250,,,,1,,,,1300,,,,0,,,
876632,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,15000,,,,,,,,7500,,,,3,,,,3800,,,,0,,,
877138,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,1,,,,400,,,,,,,,200,,,,3,,,,200,,,,0,,,
877173,2012,2014,,,0,0,,,0,0,,,0,0,,,1,4,,,1,1,,,2,2,,,1,1,,,3,1,,,4068,600,,,6.4,,,,339,100,,,1,3,,,1356,600,,,0,0,,
877241,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,10,,,,19000,,,,5.71,,,,18500,,,,2,,,,1224,,,,0,,,
877473,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,12000,,,,3.5,,,,11000,,,,1,,,,1000,,,,0,,,
877487,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,6,,,,11000,,,,,,,,2100,,,,3,,,,2100,,,,0,,,
877619,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,15000,,,,4,,,,13200,,,,1,,,,1800,,,,0,,,
877645,2012,2011,2012,,1,1,1,,0,0,0,,0,0,0,,1,2,1,,,,,,2,2,2,,0,0,0,,5,5,4,,12000,6000,4000,,6,6,6,,7000,1650,2300,,1,1,1,,2700,1900,1200,,0,0,0,
877798,2012,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,3,,,,20000,,,,,,,,7000,,,,3,,,,580,,,,0,,,
877948,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,4300,,,,7.01,,,,4000,,,,1,,,,300,,,,0,,,
878032,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,20000,,,,2.35,,,,14000,,,,1,,,,6000,,,,0,,,
878065,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,2,,,,1300,,,,,,,,1300,,,,3,,,,50,,,,0,,,
878103,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,1,,,,1,,,,4,,,,8000,,,,16,,,,7200,,,,1,,,,3600,,,,0,,,
878156,2012,2012,,,1,1,,,0,0,,,0,0,,,2,2,,,,,,,2,2,,,0,0,,,3,3,,,700,700,,,,,,,100,100,,,3,3,,,360,360,,,0,0,,
878475,2010,2010,2012,,0,0,0,,0,0,0,,0,0,0,,1,4,4,,1,1,1,,1,1,1,,1,1,1,,4,5,4,,16000,5000,4000,,8.5,8.9,8.5,,900,2500,2000,,1,1,1,,3800,1584,1300,,0,0,0,
878513,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,5,,,,15000,,,,,,,,3200,,,,3,,,,3200,,,,0,,,
878777,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,3,,,,2000,,,,6,,,,1600,,,,1,,,,400,,,,0,,,
878811,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,17000,,,,7.5,,,,14000,,,,1,,,,4480,,,,0,,,
878831,2009,2013,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,2,2,,,1,1,,,5,1,,,10000,2000,,,7,,,,100,700,,,1,3,,,600,1300,,,0,0,,
878833,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,7000,,,,3,,,,2200,,,,2,,,,2200,,,,0,,,
878966,2014,,,,0,,,,0,,,,0,,,,4,,,,2,,,,1,,,,1,,,,5,,,,7000,,,,16.33,,,,6680,,,,1,,,,320,,,,0,,,
879257,2013,2014,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,2,2,,,1,1,,,3,1,,,12000,1200,,,3.5,,,,4800,600,,,1,3,,,4500,360,,,0,0,,
879275,2014,2014,,,0,0,,,0,0,,,0,0,,,2,2,,,1,1,,,2,2,,,1,1,,,2,2,,,1800,1800,,,,,,,900,900,,,3,3,,,900,900,,,0,0,,
879319,2010,2014,,,0,0,,,0,0,,,0,0,,,4,4,,,2,1,,,1,2,,,1,1,,,10,4,,,15000,4700,,,5,7,,,12000,4500,,,1,1,,,3000,200,,,0,0,,
879449,2008,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,9000,,,,5,,,,700,,,,1,,,,2600,,,,0,,,
879452,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,4.5,,,,5000,,,,1,,,,3600,,,,0,,,
879470,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,2,,,,5000,,,,7,,,,250,,,,1,,,,2500,,,,0,,,
879484,2012,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,8000,,,,8,,,,2000,,,,1,,,,3000,,,,0,,,
879565,2013,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,5,,,,12000,,,,6,,,,4800,,,,1,,,,2400,,,,0,,,
879591,2011,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,5,,,,7500,,,,7,,,,2300,,,,1,,,,1500,,,,0,,,
879638,2010,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,5,,,,18000,,,,6.2,,,,2832,,,,1,,,,3496,,,,0,,,
879676,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,8000,,,,,,,,5000,,,,3,,,,3600,,,,0,,,
879943,2014,2014,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,2,2,,,1,1,,,6,2,,,14500,1700,,,7.87,,,,13500,1400,,,1,3,,,1500,300,,,0,0,,
879946,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,6,,,,15000,,,,,,,,7000,,,,3,,,,2650,,,,0,,,
879958,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,15000,,,,,,,,9000,,,,3,,,,4000,,,,0,,,
880003,2013,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,3,,,,3000,,,,,,,,1000,,,,3,,,,1440,,,,0,,,
880042,2014,2014,,,0,0,,,0,0,,,0,0,,,1,1,,,1,1,,,2,2,,,1,1,,,5,5,,,16000,17000,,,2.2,2.5,,,13000,16500,,,1,1,,,3600,600,,,0,0,,
880072,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,40000,,,,4,,,,20000,,,,1,,,,10000,,,,0,,,
880103,2010,,,,0,,,,0,,,,0,,,,4,,,,1,,,,1,,,,1,,,,5,,,,19000,,,,4,,,,10000,,,,1,,,,6000,,,,0,,,
880223,2012,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,3,,,,4000,,,,,,,,1200,,,,3,,,,1200,,,,0,,,
880302,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,5000,,,,5,,,,4000,,,,1,,,,900,,,,0,,,
880383,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,12,,,,1850,,,,9,,,,1200,,,,1,,,,200,,,,0,,,
880581,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,5000,,,,5,,,,1000,,,,1,,,,1300,,,,0,,,
880813,2010,,,,0,,,,0,,,,0,,,,4,,,,1,,,,1,,,,1,,,,5,,,,20000,,,,5,,,,2500,,,,1,,,,5500,,,,0,,,
880893,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,2,,,,2500,,,,9.27,,,,700,,,,1,,,,1200,,,,0,,,
880912,2014,,,,0,,,,0,,,,0,,,,3,,,,,,,,2,,,,0,,,,1,,,,600,,,,,,,,420,,,,3,,,,180,,,,1,,,
881263,2004,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,10,,,,21000,,,,4,,,,6000,,,,1,,,,3000,,,,0,,,
881302,2013,2014,,,0,0,,,0,0,,,0,0,,,1,1,,,1,1,,,2,2,,,1,1,,,3,3,,,6000,5500,,,5,8,,,1000,4500,,,2,2,,,2650,900,,,0,0,,
881330,2011,2012,2013,,0,0,0,,0,0,0,,0,0,0,,4,4,4,,1,1,1,,2,1,2,,1,1,1,,5,5,5,,10000,7000,5000,,6,7,13,,4000,4300,3600,,1,1,1,,3600,2040,1200,,0,0,0,
881448,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,5000,,,,9.48,,,,2700,,,,1,,,,1640,,,,0,,,
881456,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,7,,,,21000,,,,6,,,,8000,,,,1,,,,4400,,,,0,,,
881550,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,7.5,,,,9000,,,,1,,,,220,,,,0,,,
881809,2013,2012,,,0,0,,,0,0,,,0,0,,,1,1,,,2,2,,,1,2,,,1,1,,,4,4,,,6000,9000,,,11,4,,,4000,3400,,,1,1,,,258,205,,,0,0,,
881871,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,8000,,,,11,,,,7700,,,,1,,,,2700,,,,0,,,
882635,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,8,,,,15000,,,,6,,,,14500,,,,1,,,,2500,,,,0,,,
882825,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,15000,,,,,,,,12500,,,,3,,,,2500,,,,0,,,
882930,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,12000,,,,2.34,,,,8000,,,,1,,,,2700,,,,0,,,
883052,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,10000,,,,6,,,,2000,,,,1,,,,2800,,,,0,,,
883198,2012,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,2,,,,500,,,,,,,,250,,,,3,,,,250,,,,0,,,
883225,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,2,,,,4500,,,,,,,,2700,,,,3,,,,1800,,,,0,,,
883252,2012,2014,,,0,0,,,0,0,,,0,0,,,2,4,,,1,2,,,1,1,,,1,1,,,3,10,,,7000,50000,,,8,8.5,,,3000,45632,,,1,1,,,2328,4368,,,0,0,,
883330,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,9000,,,,,,,,7000,,,,3,,,,2190,,,,0,,,
883356,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,4500,,,,6,,,,3800,,,,1,,,,700,,,,0,,,
883500,2012,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,3,,,,700,,,,7,,,,420,,,,1,,,,300,,,,0,,,
883712,2013,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,5,,,,10000,,,,4,,,,8000,,,,1,,,,2000,,,,0,,,
883762,2011,2013,,,0,0,,,0,0,,,0,0,,,2,2,,,1,1,,,2,2,,,1,1,,,4,3,,,8000,3000,,,11,,,,220,1000,,,1,3,,,2640,1320,,,0,0,,
883763,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,7,,,,30000,,,,13,,,,15000,,,,1,,,,500,,,,0,,,
883853,2014,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,18,,,,2000,,,,6,,,,1800,,,,1,,,,240,,,,0,,,
883974,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,5,,,,7000,,,,7,,,,1200,,,,2,,,,2000,,,,0,,,
884235,2014,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,4,,,,5000,,,,5,,,,4500,,,,1,,,,1800,,,,0,,,
884503,2014,2013,,,0,0,,,0,0,,,0,0,,,1,2,,,1,1,,,2,2,,,1,1,,,5,2,,,10000,2000,,,4,,,,9400,130,,,2,3,,,460,1080,,,0,0,,
884575,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,2,,,,1900,,,,,,,,1700,,,,3,,,,100,,,,0,,,
884685,2014,,,,1,,,,0,,,,0,,,,2,,,,,,,,2,,,,0,,,,1,,,,1200,,,,,,,,900,,,,3,,,,300,,,,0,,,
884802,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,12000,,,,4,,,,3500,,,,1,,,,4200,,,,0,,,
884968,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,3,,,,5000,,,,6.53,,,,4500,,,,1,,,,600,,,,0,,,
885014,2010,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,4,,,,6000,,,,5,,,,130,,,,1,,,,1560,,,,0,,,
885318,2010,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,16000,,,,0.3,,,,3000,,,,1,,,,2440,,,,0,,,
885327,2011,,,,0,,,,0,,,,0,,,,4,,,,1,,,,2,,,,1,,,,4,,,,10000,,,,7,,,,1000,,,,1,,,,3000,,,,0,,,
885393,2012,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,6,,,,26000,,,,7,,,,24000,,,,1,,,,6216,,,,0,,,
885646,2014,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,4,,,,11000,,,,3,,,,8200,,,,1,,,,2900,,,,0,,,
885956,2009,,,,1,,,,0,,,,0,,,,1,,,,,,,,1,,,,0,,,,5,,,,12000,,,,3,,,,100,,,,1,,,,2100,,,,0,,,
886226,2011,,,,1,,,,0,,,,0,,,,1,,,,,,,,2,,,,0,,,,3,,,,300,,,,5,,,,300,,,,1,,,,3600,,,,0,,,
886529,2014,,,,0,,,,0,,,,0,,,,2,,,,1,,,,2,,,,1,,,,12,,,,1200,,,,,,,,600,,,,3,,,,800,,,,0,,,
886603,2012,,,,0,,,,0,,,,0,,,,3,,,,1,,,,2,,,,1,,,,5,,,,25000,,,,9,,,,14000,,,,1,,,,4500,,,,0,,,
886606,2011,,,,0,,,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,5,,,,12000,,,,8,,,,3500,,,,1,,,,3200,,,,0,,,
886884,2013,,,,0,,,,0,,,,0,,,,1,,,,1,,,,2,,,,1,,,,3,,,,18000,,,,,,,,12000,,,,3,,,,6000,,,,0,,,
