nquest,nord,INTPER,attivp,partime,contratt,tuttanno,mesilav,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
639331,4,1,1,1,1,1,12,3,40,2,,17000,2,0
639971,1,1,1,1,2,1,12,2,50,2,,18000,2,0
640821,1,1,1,1,2,2,9,8,16,2,,11000,2,0
641305,1,1,1,1,1,1,12,4,40,2,,18000,2,0
641305,2,2,1,2,1,1,12,1,12,2,,3500,2,0
641305,3,3,1,2,3,2,3,2,30,2,,2700,1,
641628,3,1,1,1,1,1,12,8,40,2,,21000,2,0
641628,4,1,1,2,2,2,7,1,30,2,,7000,2,0
648534,1,1,1,2,2,2,4,1,36,2,,5000,2,0
648534,3,1,1,2,3,1,12,1,20,2,,8000,2,0
648889,1,1,1,1,1,1,12,4,40,1,2,19000,2,0
648889,2,1,1,1,1,1,12,6,36,2,,16000,1,600
648914,1,1,1,1,1,1,12,8,36,1,3,22700,2,0
648914,2,1,1,1,1,1,12,5,38,1,2,15960,2,0
649054,1,1,1,2,1,1,12,2,20,2,,10000,2,0
649054,2,1,1,1,1,1,12,2,40,1,10,21000,2,0
649089,1,1,1,1,1,1,12,6,45,1,10,23000,2,0
650023,2,1,1,1,1,1,12,7,48,1,8,23000,1,2000
650101,3,1,1,1,2,2,6,6,50,2,,12000,2,0
670338,2,2,1,1,2,1,12,2,30,2,,10400,2,0
670485,2,1,1,1,2,2,6,2,36,2,,6800,2,0
670711,1,1,1,2,1,1,12,8,32,2,,17979,2,0
670834,2,1,1,1,1,1,12,2,40,2,,15600,2,0
670853,2,1,1,1,1,1,12,2,35,1,3,14000,2,0
670857,2,1,1,2,1,1,12,2,6,2,,18000,2,0
670874,1,1,1,1,1,1,12,7,36,2,,19000,2,0
670874,4,1,1,1,1,1,12,8,27,2,,15000,2,0
671136,4,1,1,2,1,1,12,1,20,2,,8000,2,0
671149,2,1,1,1,1,1,12,6,40,2,,26000,2,0
671200,3,1,1,1,1,1,12,1,45,2,,13000,2,0
671206,1,1,1,1,1,1,12,6,50,2,,32000,1,1500
671206,2,1,1,1,1,1,12,2,25,2,,16000,2,0
671244,1,1,1,1,1,1,12,8,40,1,2,21000,2,0
671362,1,1,1,1,1,1,12,8,19,2,,25000,2,0
671480,1,1,1,1,1,1,12,7,40,1,2,23000,2,0
671698,1,1,1,1,1,1,12,6,40,2,,21000,2,0
671733,2,1,1,1,1,1,12,8,36,2,,20000,2,0
671841,1,1,1,1,1,1,12,7,36,2,,17000,1,200
671841,2,1,1,1,1,1,12,7,40,2,,40000,2,0
671909,1,1,1,1,1,1,12,6,40,2,,16850,2,0
671909,2,2,1,1,1,1,12,6,40,2,,15600,2,0
672142,1,1,1,1,1,1,12,3,40,2,,16900,2,0
672351,3,1,1,1,1,1,12,2,42,2,,12000,2,0
672405,1,1,1,1,1,1,12,8,25,2,,18200,2,0
672417,1,1,1,1,1,1,12,7,40,2,,18200,2,0
672417,2,1,1,2,1,1,12,6,20,2,,7800,2,0
672580,1,1,1,1,1,1,12,8,36,2,,17700,2,0
672620,2,2,1,1,1,1,12,5,36,2,,17000,2,0
672679,2,2,1,1,1,1,12,5,40,2,,15500,1,
672687,2,1,1,1,1,1,12,8,35,2,,12000,2,0
672687,3,1,1,2,2,1,12,8,22,2,,6000,2,0
673145,1,1,1,1,1,1,12,4,36,1,2,15600,2,0
673145,2,2,1,1,1,1,12,2,40,2,,19500,2,0
673378,1,1,1,1,1,2,6,8,36,2,,8000,1,200
673378,3,1,1,2,1,1,12,3,20,2,,10000,2,0
673451,1,1,1,1,1,2,6,6,50,2,,30000,2,0
673451,2,1,1,1,1,1,12,8,36,2,,20000,2,0
673454,1,1,1,1,1,1,12,6,48,2,,65000,1,2000
673454,2,1,1,2,1,1,12,7,20,2,,14000,2,0
673467,1,1,1,1,1,1,12,7,50,1,7,18000,2,0
673540,1,1,1,1,2,1,12,4,40,2,,12000,2,0
673661,2,2,1,1,1,1,12,8,20,2,,21000,2,0
673685,1,1,1,1,1,1,12,8,40,2,,19500,2,0
673685,2,1,1,1,1,1,12,8,40,2,,18500,2,0
673858,1,1,1,1,1,1,12,1,40,2,,17000,2,0
673882,2,1,1,1,1,1,12,5,40,2,,18000,2,0
674019,1,1,1,1,1,2,11,8,36,2,,17000,2,0
674105,1,1,1,1,1,1,12,6,40,2,,19000,2,0
674105,2,2,1,2,1,1,12,3,20,2,,7000,2,0
674106,1,1,1,1,1,1,12,7,36,2,,13000,2,0
674226,1,1,1,1,1,1,12,8,36,2,,15600,2,0
674226,2,1,1,1,1,1,12,8,36,2,,20800,2,0
674229,2,1,1,1,1,1,12,8,40,2,,18200,2,0
674239,1,1,1,1,1,1,12,8,24,2,,19700,2,0
674239,2,2,1,1,1,1,12,8,24,2,,19500,2,0
674264,1,1,1,1,1,1,12,2,40,2,,24000,2,0
674264,2,2,1,1,1,2,8,5,18,2,,8000,2,0
674264,2,2,1,2,2,2,3,8,19,2,,3600,2,0
674281,2,1,1,1,2,2,8,2,25,2,,7500,2,0
674320,1,1,1,1,1,1,12,8,24,2,,20500,2,0
674320,2,1,1,1,1,1,12,5,40,2,,31000,2,0
674320,3,3,1,2,2,2,10,8,15,2,,7000,2,0
674322,1,1,1,1,1,1,12,8,37,2,,52000,2,0
674322,2,1,1,1,1,1,12,8,37,2,,45000,2,0
674361,1,1,1,2,1,1,12,6,28,2,,11000,2,0
674372,1,1,1,1,1,1,12,2,50,2,,23000,2,0
674379,1,1,1,1,2,2,6,2,48,2,,18000,2,0
674542,1,1,1,1,1,1,12,4,40,2,,22100,2,0
674613,1,1,1,1,1,1,12,6,48,2,,30000,2,0
674613,2,2,1,1,2,2,7,5,24,2,,8000,2,0
674700,1,1,1,1,1,1,12,8,40,2,,19450,2,0
674702,1,1,1,1,1,1,12,7,40,2,,22000,2,0
674702,2,2,1,1,1,1,12,7,40,2,,21500,2,0
674815,1,1,1,2,1,1,12,3,20,2,,8400,2,0
674817,1,1,1,1,1,1,12,8,36,2,,17500,2,0
674842,1,1,1,2,1,1,12,6,24,1,8,15000,2,0
674868,1,1,1,1,1,1,12,2,40,2,,20000,2,0
674869,2,2,1,1,1,1,12,2,42,2,,12000,2,0
674968,3,1,1,2,1,1,12,1,20,2,,6000,2,0
674968,4,1,1,1,2,2,3,5,30,2,,3500,2,0
674970,2,1,1,1,2,3,,1,40,2,,8000,2,0
674974,2,1,1,1,2,3,,1,30,2,,6500,2,0
675086,2,1,1,1,1,2,11,6,40,2,,14400,2,0
675132,1,1,1,2,1,1,12,2,20,1,2,8000,2,0
675132,3,2,1,2,2,3,,2,48,2,,2000,2,0
675141,1,1,1,1,2,2,9,4,38,2,,9500,2,0
675280,2,2,1,1,1,1,12,8,42,1,8,36000,1,1200
675334,2,1,1,1,1,1,12,8,36,2,,18500,2,0
675542,2,1,1,1,1,1,12,5,36,2,,20000,2,0
675656,1,1,1,1,1,1,12,4,40,2,,15500,2,0
675656,4,1,1,1,1,2,8,5,40,2,,8000,2,0
675683,1,1,1,2,2,1,12,8,20,2,,13000,2,0
675683,2,1,1,1,1,1,12,6,40,2,,13000,2,0
675695,1,1,1,1,1,1,12,7,40,1,3,20000,1,900
675695,3,1,1,2,2,2,1,2,20,2,,500,2,0
675695,3,1,2,1,2,2,1,1,40,2,,500,2,0
675702,1,1,1,1,1,1,12,6,55,2,,45000,2,0
675953,3,2,1,1,2,1,12,7,40,2,,19500,2,0
675983,3,1,1,1,1,1,12,3,36,2,,12000,2,0
676000,1,1,1,1,1,1,12,6,40,2,,45500,2,0
676000,2,1,1,2,1,1,12,5,7,2,,11440,2,0
676304,2,2,1,1,1,1,12,1,48,2,,6500,2,0
676359,1,1,1,1,1,1,12,6,36,2,,12500,2,0
676374,3,1,1,1,1,1,12,3,40,2,,17000,2,0
676470,1,1,1,1,1,1,12,8,23,2,,23400,2,0
676470,2,1,1,1,1,1,12,7,45,2,,10000,2,0
676521,3,3,1,1,1,1,12,7,39,1,0,29000,1,
676844,4,4,1,1,2,3,,1,30,2,,4350,2,0
676851,2,2,1,1,1,1,12,7,36,2,,21500,2,0
676851,3,1,1,2,2,2,5,2,25,2,,3600,2,0
676981,1,1,1,1,1,1,12,8,24,2,,23500,2,0
676981,2,1,1,1,1,1,12,8,36,1,1,17000,2,0
676981,4,1,1,2,1,1,12,8,18,2,,11000,2,0
677220,3,2,1,1,1,1,12,1,40,2,,9000,2,0
677277,2,1,1,1,2,1,12,8,38,2,,16500,1,500
677280,1,1,1,1,1,1,12,8,30,2,,18850,2,0
677280,2,1,1,1,1,1,12,8,30,2,,19500,2,0
677386,1,1,1,2,1,1,12,4,36,2,,13000,2,0
677386,2,1,1,1,1,1,12,5,40,2,,16900,2,0
677475,2,1,1,1,1,1,12,8,38,2,,15990,2,0
677476,2,2,1,2,2,1,12,1,25,2,,4850,2,0
677489,1,1,1,1,1,1,12,8,36,2,,13900,2,0
677775,2,1,1,1,1,1,12,3,35,2,,16800,2,0
677881,1,1,1,1,1,1,12,8,37,2,,16000,1,1200
677897,4,1,1,2,2,2,8,1,20,2,,5300,2,0
677988,1,1,1,1,1,1,12,6,40,2,,14500,2,0
677988,2,1,1,1,1,1,12,5,40,2,,13500,2,0
678132,1,1,1,1,2,2,3,4,38,2,,2650,2,0
678160,1,1,1,1,1,1,12,7,37,2,,27000,1,1000
678304,1,1,1,1,1,1,12,6,36,2,,27000,2,0
680060,2,1,1,1,1,1,12,4,40,2,,16000,2,0
680144,2,2,1,1,1,1,12,7,36,2,,15000,2,0
680144,3,3,1,1,1,1,12,7,38,2,,18000,2,0
680144,4,2,1,1,1,1,12,4,40,2,,15000,2,0
680244,1,1,1,1,1,1,12,5,40,2,,18000,1,1200
680244,2,1,1,1,1,1,12,4,40,2,,20000,2,0
680257,1,1,1,1,1,1,12,6,36,2,,18000,2,0
680257,2,1,1,1,1,1,12,6,36,2,,17000,2,0
680272,2,1,1,1,1,1,12,7,40,2,,22400,2,0
680430,1,1,1,1,1,1,12,7,40,1,0,11000,2,0
680498,1,1,1,1,1,1,12,2,40,2,,22000,2,0
680537,1,1,1,2,1,1,12,1,20,2,,7500,2,0
680537,2,1,1,1,1,1,12,1,40,2,,19000,2,0
680587,1,1,1,1,1,1,12,8,36,2,,22000,1,450
680601,1,1,1,1,1,1,12,6,45,2,,36000,1,1200
680601,2,2,1,1,1,1,12,8,24,2,,21000,2,0
680686,3,3,1,1,1,1,12,6,40,2,,24000,2,0
680732,2,1,1,1,1,2,4,2,40,2,,6000,1,600
680732,3,3,1,1,1,1,12,4,40,1,1,16900,2,0
680870,1,1,1,1,1,1,12,6,40,2,,23500,1,1200
680870,2,1,1,1,1,1,12,5,40,2,,13000,2,0
680889,2,1,1,1,1,1,12,4,40,2,,18000,2,0
680914,2,1,1,1,1,1,12,2,40,1,0,21000,2,0
680971,1,1,1,1,1,1,12,7,45,2,,38000,2,0
680971,2,1,1,1,1,1,12,5,40,1,1,21000,2,0
680981,1,1,1,1,1,1,12,7,45,1,5,25000,1,1100
680981,2,2,1,2,1,1,12,2,20,2,,10400,2,0
680982,1,1,1,1,1,1,12,2,36,2,,13800,2,0
681158,1,1,1,1,1,1,12,8,38,2,,28000,2,0
681329,1,1,1,1,2,2,6,4,40,2,,7600,2,0
681349,3,1,1,1,1,1,12,8,40,1,3,21000,2,0
681403,1,1,1,2,3,3,,1,12,2,,1500,2,0
681403,2,1,1,1,3,3,,1,24,2,,4000,2,0
681438,1,1,1,1,1,1,12,1,40,2,,15000,2,0
681438,2,1,1,1,1,1,12,2,40,1,5,23000,2,0
681441,1,1,1,1,1,1,12,4,40,2,,20000,2,0
681441,2,1,1,1,1,1,12,8,40,2,,24000,2,0
681477,1,1,1,1,1,1,12,8,36,1,3,17000,1,350
681477,3,3,1,2,1,3,,2,25,2,,1000,2,0
681477,4,4,1,2,1,2,1,2,12,2,,750,2,0
681520,2,1,1,1,1,1,12,7,40,2,,14300,2,0
681640,1,1,1,1,1,1,12,2,40,2,,15000,2,0
681673,1,1,1,2,1,1,12,8,24,2,,12000,2,0
681713,2,1,1,1,1,1,12,8,50,2,,69000,2,0
681781,2,1,1,1,1,1,12,2,36,2,,14000,2,0
681790,1,1,1,1,1,1,12,8,36,2,,20000,1,500
681822,1,1,1,1,1,1,12,8,45,1,5,24700,2,0
681844,1,1,1,2,1,1,12,2,20,2,,11000,1,130
681875,1,1,1,1,1,1,12,2,46,2,,19000,2,0
681897,3,1,1,1,1,1,12,5,40,2,,18000,2,0
682170,1,1,1,1,1,1,12,1,40,2,,20000,2,0
682170,2,1,1,1,1,1,12,8,40,1,1,19000,2,0
682170,3,1,1,2,2,3,,1,20,2,,8000,2,0
682204,1,1,1,1,1,2,11,5,40,2,,19000,2,0
682259,2,1,1,2,1,1,12,2,20,2,,8400,2,0
682272,1,1,1,1,1,1,12,4,40,2,,16000,2,0
682298,1,1,1,1,1,1,12,6,36,2,,15300,2,0
682298,2,1,1,2,1,1,12,6,25,2,,7500,2,0
682359,1,1,1,1,1,1,12,8,36,1,3,22000,2,0
682363,2,2,1,1,2,2,4,3,40,2,,5200,2,0
682408,2,2,1,1,1,1,12,6,36,1,3,19000,2,0
682704,1,1,1,1,1,1,12,8,36,2,,17000,2,0
682704,2,2,1,2,2,1,12,8,24,2,,11500,2,0
682737,3,1,1,1,1,1,12,4,40,2,,17000,2,0
682791,1,1,1,1,1,1,12,7,38,2,,70000,2,0
682884,1,1,1,1,1,1,12,2,36,2,,20000,2,0
682884,2,2,1,1,1,1,12,1,40,2,,23500,2,0
682897,1,1,1,1,1,1,12,7,38,2,,18000,2,0
682897,2,1,1,1,1,1,12,1,60,2,,,2,0
682900,1,1,1,1,1,1,12,8,36,2,,20000,2,0
682900,2,1,1,1,1,1,12,1,40,2,,12000,2,0
682972,1,1,1,1,1,1,12,2,40,1,10,16500,2,0
682972,2,1,1,1,1,2,4,1,40,2,,4000,2,0
683033,1,1,1,1,1,1,12,5,40,2,,40000,2,0
683034,1,1,1,1,1,1,12,5,40,2,,15900,2,0
683119,1,1,1,1,1,1,12,6,40,2,,17500,2,0
683119,2,2,1,2,1,1,12,4,25,2,,15000,2,0
683120,1,1,1,1,1,1,12,2,40,2,,17800,2,0
683143,2,1,1,1,1,1,12,2,40,2,,7000,2,0
683164,1,1,1,1,1,1,12,8,38,1,2,25000,2,0
683171,1,1,1,1,1,1,12,8,36,2,,22500,2,0
683171,2,1,1,1,1,1,12,8,36,2,,16500,2,0
683171,3,1,1,1,1,1,12,2,36,2,,11500,2,0
683177,2,1,1,1,1,1,12,5,48,2,,19800,2,0
683177,3,1,1,1,1,1,12,1,48,2,,10400,2,0
683247,1,1,1,1,1,1,12,4,40,2,,22000,2,0
683249,1,1,1,1,1,1,12,4,40,2,,21000,2,0
683249,2,1,1,1,1,1,12,7,36,2,,22000,2,0
683339,2,2,1,1,1,1,12,8,36,2,,16600,2,0
683349,1,1,1,1,1,1,12,4,55,2,,40000,1,1000
683349,2,1,1,1,1,1,12,2,50,2,,25000,1,1000
683352,1,1,1,1,1,1,12,6,40,2,,18200,2,0
683352,3,1,1,2,2,1,12,2,20,2,,6000,2,0
683352,4,2,1,1,2,2,5,2,40,2,,4000,2,0
683358,1,1,1,1,1,1,12,7,40,2,,15600,2,0
683358,2,2,1,1,1,1,12,6,40,2,,16500,2,0
683377,2,1,1,1,1,1,12,7,40,1,0,33124,2,0
683418,3,1,1,1,2,1,12,4,20,2,,15000,2,0
683472,2,1,1,1,1,1,12,8,36,2,,21000,2,0
683645,3,1,1,2,2,2,6,8,18,2,,6000,2,0
683661,2,1,1,1,1,1,12,8,40,2,,23400,2,0
683664,1,1,1,1,2,1,12,7,36,2,,39000,2,0
683664,2,1,1,1,1,1,12,8,36,2,,20000,2,0
683665,2,1,1,1,2,1,12,2,40,2,,16000,2,0
683665,3,1,1,1,2,1,12,2,40,2,,14000,2,0
683669,1,1,1,1,1,1,12,8,36,2,,18200,2,0
683675,3,1,1,1,1,1,12,2,36,2,,13000,2,0
683785,2,2,1,2,1,1,12,4,30,2,,11000,2,0
683785,3,1,1,1,2,1,12,7,36,2,,25000,2,0
683861,2,1,1,1,1,2,8,2,50,1,0,20000,2,0
683866,1,1,1,1,1,1,12,2,40,2,,24000,2,0
683866,2,1,1,2,1,1,12,2,24,2,,9000,2,0
683866,3,1,1,2,2,1,12,1,20,2,,6500,2,0
684063,1,1,1,1,1,1,12,7,36,1,0,24500,1,1100
684063,3,1,1,1,1,1,12,6,36,1,1,12000,2,0
684064,1,1,1,1,1,1,12,3,36,2,,14500,2,0
684240,1,1,1,1,2,1,12,2,40,2,,21000,1,2000
684240,2,2,1,1,1,1,12,2,40,2,,18000,2,0
684279,1,1,1,2,1,1,12,5,12,2,,6000,2,0
684279,2,1,1,1,2,1,12,6,40,2,,13500,2,0
684279,3,1,1,1,2,1,12,6,40,2,,13500,2,0
684280,2,1,1,1,1,1,12,6,40,2,,13500,2,0
684293,2,1,1,1,1,1,12,7,40,1,8,21000,2,0
684326,1,1,1,2,1,1,12,7,30,2,,18000,2,0
684326,2,1,1,1,1,1,12,6,40,2,,30000,2,0
684328,1,1,1,1,1,1,12,2,48,1,8,18000,2,0
684407,1,1,1,1,1,1,12,7,40,1,4,55000,1,5000
684423,1,1,1,1,1,1,12,1,38,2,,16000,2,0
684423,2,1,1,1,1,1,12,5,40,2,,15000,2,0
684423,3,1,1,1,1,1,12,2,40,2,,17000,2,0
684437,1,1,1,1,1,1,12,2,40,2,,16500,2,0
684507,1,1,1,1,1,1,12,3,40,2,,24000,2,0
684507,2,2,1,2,1,1,12,1,27,2,,12000,2,0
684525,1,1,1,1,1,1,12,8,36,2,,23000,2,0
684525,2,1,1,2,2,1,12,2,20,2,,11500,2,0
684608,1,1,1,1,1,1,12,2,40,2,,13000,2,0
684609,1,1,1,1,1,1,12,7,40,1,16,24000,1,150
684663,1,1,1,1,2,2,3,2,40,2,,3000,2,0
684671,1,1,1,1,2,2,8,2,48,2,,15000,2,0
684675,2,1,1,1,1,1,12,6,36,2,,18000,2,0
684675,3,1,1,1,2,2,9,3,48,2,,12000,2,0
684740,2,1,1,1,1,1,12,2,40,1,2,16000,2,0
684784,3,1,1,2,1,1,12,7,21,2,,12000,2,0
684885,2,1,1,1,1,1,12,7,46,1,8,30000,2,0
684973,1,1,1,1,1,1,12,8,38,1,6,21450,2,0
684973,2,2,1,1,1,1,12,6,40,1,10,20300,2,0
684992,1,1,1,1,1,1,12,6,40,2,,18000,2,0
685002,1,1,1,1,1,1,12,8,36,2,,20000,2,0
685002,3,1,1,1,1,1,12,8,40,2,,14000,2,0
685016,2,2,1,1,1,1,12,2,30,2,,16000,2,0
685016,3,1,1,1,1,1,12,2,30,2,,16000,2,0
685052,2,1,1,1,1,1,12,2,40,1,0,13000,2,0
685058,1,1,1,1,3,1,12,2,40,2,,12350,2,0
685096,1,1,1,1,1,1,12,7,40,2,,23000,2,0
685124,2,2,1,1,1,1,12,8,36,2,,11700,2,0
685164,1,1,1,1,1,1,12,8,45,2,,28000,2,0
685164,2,1,1,1,1,1,12,8,42,2,,46000,2,0
685296,1,1,1,1,1,1,12,6,40,1,3,20000,2,0
685299,2,1,1,1,2,1,12,2,40,1,10,24000,1,3000
685301,2,1,1,1,1,1,12,2,36,2,,16000,2,0
685368,2,1,1,1,1,1,12,2,50,2,,16000,2,0
685487,1,1,1,1,1,1,12,2,40,2,,20000,2,0
685528,2,1,1,1,1,1,12,2,40,2,,14400,2,0
685588,3,3,1,2,2,2,4,2,24,1,1,4000,2,0
685591,1,1,1,1,1,2,10,2,40,2,,18000,2,0
685627,1,1,1,1,1,1,12,4,40,2,,22000,2,0
685627,2,2,1,1,1,1,12,6,35,2,,22000,2,0
685627,4,1,1,1,1,1,12,6,40,2,,18000,2,0
685630,1,1,1,1,1,1,12,6,40,2,,22000,2,0
685630,3,1,1,2,2,2,6,1,30,2,,5000,2,0
685647,1,1,1,2,1,1,12,3,18,2,,6800,2,0
685647,2,2,1,1,1,1,12,3,38,2,,16000,2,0
685793,1,1,1,1,2,1,12,3,40,2,,21000,2,0
685812,1,1,1,1,1,1,12,5,32,2,,12000,2,0
685812,2,1,1,2,1,1,12,1,29,2,,9600,2,0
685902,1,1,1,1,1,1,12,8,36,2,,20000,2,0
685905,2,1,1,1,1,1,12,6,40,2,,35000,2,0
685905,3,1,1,1,1,2,1,6,40,2,,900,2,0
685965,4,1,1,1,1,1,12,2,40,2,,15000,2,0
685965,6,1,1,1,1,1,12,1,40,2,,7500,2,0
686006,2,1,1,2,1,1,12,2,24,2,,10800,2,0
686014,2,1,1,1,2,1,12,1,30,2,,12000,2,0
686185,1,1,1,1,1,1,12,8,32,2,,20000,2,0
686190,3,1,1,1,1,1,12,2,48,2,,11000,2,0
686234,1,1,1,1,1,1,12,2,36,2,,17550,2,0
686235,1,1,1,1,1,1,12,8,18,2,,17550,2,0
686253,1,1,1,1,1,1,12,3,48,2,,13000,2,0
686304,1,1,1,1,1,1,12,7,37,2,,30000,1,100
686304,2,1,1,1,1,1,12,7,40,2,,15000,2,0
686528,1,1,1,1,1,1,12,2,40,1,10,14000,2,0
686528,2,1,1,1,1,1,12,2,40,1,6,14000,2,0
686528,4,1,1,1,1,1,12,2,38,2,,15000,2,0
686543,2,2,1,1,1,1,12,8,40,2,,35000,2,0
686559,1,2,1,1,1,1,12,1,30,2,,33600,2,0
686634,1,1,1,1,1,1,12,5,40,2,,19500,2,0
686634,2,1,1,2,1,1,12,5,20,1,2,6000,2,0
686657,1,1,1,1,1,1,12,8,30,2,,22000,2,0
686657,3,1,1,1,2,2,5,2,40,2,,6000,2,0
686661,3,1,1,1,1,2,6,2,30,2,,5000,2,0
686661,4,1,1,1,2,2,8,6,40,2,,10000,1,600
686717,1,1,1,2,2,2,8,5,28,2,,8500,2,0
686866,2,1,1,1,1,2,9,2,40,2,,10000,2,0
686866,3,1,1,1,3,2,3,3,36,2,,2200,2,0
686898,1,1,1,1,1,1,12,8,30,2,,18000,2,0
687022,1,1,1,1,2,2,9,8,40,2,,10350,2,0
687022,2,1,1,1,1,1,12,3,40,1,0,13650,2,0
687043,1,1,1,1,1,1,12,2,40,2,,14300,2,0
687056,3,1,1,1,1,1,12,4,40,2,,15000,2,0
687070,2,1,1,1,1,1,12,4,40,2,,15600,1,700
687070,3,1,1,1,1,1,12,1,40,2,,9100,2,0
687112,1,1,1,1,1,1,12,1,40,2,,14000,2,0
687112,2,1,1,1,1,1,12,4,40,2,,21000,2,0
687148,1,1,1,1,1,1,12,4,40,2,,20000,2,0
687148,2,1,1,1,1,1,12,5,40,2,,16000,2,0
687168,2,1,1,1,1,1,12,6,40,1,1,21350,1,750
687174,1,1,1,1,1,1,12,7,40,2,,25000,2,0
687174,2,1,1,1,1,1,12,6,40,2,,18200,2,0
687174,3,1,1,1,1,1,12,3,38,2,,15000,2,0
687248,1,1,1,1,1,1,12,2,40,1,0,18000,2,0
687248,2,2,1,2,1,1,12,1,8,2,,3500,2,0
687281,2,1,1,1,1,1,12,8,40,2,,17000,2,0
687281,3,1,1,1,2,1,12,3,40,2,,15600,2,0
687304,1,1,1,1,1,1,12,8,24,2,,23000,2,0
687321,2,1,1,1,1,1,12,2,37,1,2,28750,2,0
687322,2,2,2,1,2,3,,1,15,2,,3250,2,0
687322,3,3,1,2,2,1,12,1,25,2,,5300,2,0
687404,2,1,1,1,1,2,8,8,35,2,,14000,2,0
687497,1,1,1,1,1,1,12,2,40,2,,15600,2,0
687508,1,1,1,1,1,1,12,5,40,2,,15000,2,0
687508,2,1,1,1,1,1,12,3,40,2,,16000,2,0
687569,1,1,1,1,1,1,12,6,40,1,5,50000,1,3000
687699,1,1,1,1,1,1,12,8,40,1,0,23000,2,0
687699,2,1,1,1,1,1,12,8,30,2,,19000,2,0
687849,1,1,1,2,1,1,12,1,20,1,0,7000,2,0
687849,3,1,1,1,1,1,12,3,36,2,,12000,2,0
687883,3,1,1,2,1,1,12,2,25,2,,6500,2,0
687934,2,1,1,1,2,2,6,1,40,2,,5000,2,0
687986,1,1,1,1,1,1,12,3,40,2,,11700,2,0
687987,1,1,1,1,1,2,7,2,35,2,,5533,1,2000
687988,1,1,1,2,2,2,4,2,25,2,,2500,2,0
687993,1,1,1,1,1,1,12,4,40,2,,14000,2,0
688009,1,1,1,1,1,2,6,4,40,2,,7200,2,0
688111,1,1,1,1,1,1,12,6,40,1,5,23800,1,1100
688128,1,1,1,1,1,1,12,4,36,2,,14000,2,0
688139,2,1,1,2,1,1,12,2,30,2,,14000,2,0
688157,1,1,1,1,2,2,10,3,45,2,,13000,2,0
688159,1,1,1,2,1,3,,2,35,2,,8000,2,0
688226,1,1,1,2,2,3,,2,8,1,6,5000,2,0
688231,1,1,1,1,1,2,9,5,40,2,,21000,2,0
688264,2,1,1,1,1,1,12,8,36,2,,21000,2,0
688276,1,1,1,1,1,1,12,1,30,2,,8000,2,0
688287,1,1,1,1,1,1,12,7,38,2,,30000,1,1100
688287,2,2,1,1,1,1,12,2,40,2,,20000,2,0
688323,1,1,1,1,1,1,12,1,40,2,,25000,2,0
688323,2,1,1,1,1,1,12,1,40,2,,17000,2,0
688338,1,1,1,1,1,1,12,5,36,2,,20000,2,0
700037,2,1,1,1,2,3,,1,4,2,,5000,2,0
700235,1,1,1,2,3,3,,5,20,2,,1200,2,0
700410,2,1,1,1,1,1,12,8,36,1,4,21000,2,0
700740,1,1,1,1,1,1,12,6,48,1,11,21680,2,0
700752,3,1,1,1,1,1,12,6,36,2,,14850,2,0
701240,3,1,1,1,3,1,12,1,25,2,,6000,2,0
701240,4,4,1,1,2,1,12,2,40,2,,11000,2,0
701800,3,1,1,1,2,2,8,1,39,1,10,7200,2,0
702643,1,1,1,2,1,1,12,1,25,2,,9000,2,0
703830,2,1,1,1,1,1,12,2,27,2,,22100,2,0
704118,3,1,1,1,1,1,12,2,40,2,,23500,2,0
704118,4,1,1,1,1,1,12,2,40,2,,19500,2,0
704372,1,1,1,1,2,1,12,8,36,2,,21000,2,0
704372,2,1,1,1,1,1,12,8,36,2,,20000,2,0
704752,1,1,2,2,2,2,10,8,18,2,,15000,2,0
704911,2,1,1,1,1,1,12,5,45,2,,22000,2,0
704911,3,1,1,2,2,1,12,1,30,2,,10000,2,0
705115,1,1,1,1,1,1,12,1,70,2,,18000,2,0
705116,1,1,1,1,1,1,12,2,40,1,5,22500,2,0
706224,1,1,1,1,2,1,12,6,48,2,,17000,2,0
706224,3,1,1,2,3,1,12,5,42,2,,10000,2,0
706224,4,1,1,2,3,1,12,4,24,2,,6500,2,0
706407,1,1,1,1,1,1,12,6,40,1,0,25000,2,0
706407,2,2,1,1,1,1,12,8,36,2,,17000,2,0
706628,2,1,1,1,1,1,12,2,40,2,,16000,2,0
706629,1,1,1,1,1,1,12,6,38,2,,19000,2,0
706634,1,1,1,1,1,1,12,1,40,2,,17000,2,0
706634,3,1,1,2,1,1,12,4,16,2,,11000,2,0
706634,4,1,1,2,2,3,,1,25,2,,10000,2,0
706727,3,3,1,1,2,1,12,5,60,2,,20876,2,0
706822,2,1,1,1,1,1,12,5,40,2,,20000,2,0
706822,3,1,1,1,1,1,12,5,40,2,,20000,1,1600
706921,1,1,1,1,1,1,12,1,40,2,,15800,2,0
707312,1,1,1,1,1,1,12,8,20,2,,26000,2,0
707312,2,2,1,1,1,2,3,6,40,2,,3000,2,0
707344,1,1,1,1,1,1,12,2,38,2,,15000,2,0
707541,1,1,1,1,1,1,12,1,30,2,,9600,2,0
707541,2,1,1,1,1,1,12,2,45,2,,19000,2,0
709002,2,1,1,1,2,2,6,2,40,1,0,9000,2,0
709420,3,1,1,2,3,1,12,2,15,2,,5850,2,0
709470,1,1,1,2,1,1,12,1,21,2,,9100,2,0
