nquest,pubblico,conspub,mesiconspub,conspcome,vuoimpre,NOIMPRE1,NOIMPRE2,NOIMPRE3,NOIMPRE4,NOIMPRE5,NOIMPRE6,NOIMPRE7,NOIMPRE8,SIMPRE1,SIMPRE2,SIMPRE3,SIMPRE4,SIMPRE5,pubpriv,scelpub,motpa1,motpa2,motpa3,motpa4,motpa5,motpa6,motpa7,motpa8,lavpa,scelpriv,motpriv1,motpriv2,motpriv3,motpriv4,motpriv5,motpriv6,motpriv7,motpriv8,varred,varredb,motdim,varredf,varredfb,aspred,varreda,motaum,varredfa
906116,2,2,,,2,5,5,3,3,1,1,4,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906117,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,3000,1,2,,1,,,
906120,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
906126,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906128,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906133,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,4,2,2,2,4,,,2,,2,,,
906135,,2,,,,,,,,,,,,5,5,5,2,1,,,,,,,,,,,,,,,,,,,,,2,,,3,5,2,,,
906141,,2,,,,,,,,,,,,3,5,3,3,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906149,2,2,,,2,2,5,3,3,5,5,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4000,1,4,,4,,,
906152,2,2,,,2,4,5,4,4,5,5,2,5,,,,,,,,,,,,,,,,2,2,3,3,2,4,4,2,3,3,2,,,2,,4,,,
906163,2,2,,,2,4,1,5,3,1,2,3,1,,,,,,,,,,,,,,,,2,2,4,4,3,4,5,3,3,4,2,,,2,,2,,,
906164,1,1,6,1,2,5,1,3,3,3,3,3,3,,,,,,2,2,5,4,4,4,4,5,4,5,,,,,,,,,,,2,,,2,,2,,,
906169,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906171,,2,,,,,,,,,,,,1,5,5,5,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906178,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906182,1,1,6,2,2,5,1,2,3,1,1,3,4,,,,,,2,2,5,5,4,4,5,3,3,4,,,,,,,,,,,2,,,2,,2,,,
906186,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906187,1,2,,,2,4,2,2,2,2,1,1,2,,,,,,2,2,5,4,3,5,5,3,1,4,,,,,,,,,,,2,,,2,,2,,,
906190,2,2,,,2,4,1,2,3,3,2,4,4,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
906192,1,1,12,1,2,5,1,2,2,2,2,2,2,,,,,,2,2,5,5,3,4,5,4,5,5,,,,,,,,,,,2,,,2,,2,,,
906194,2,2,,,2,3,1,1,3,1,1,1,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,8000,1,2,,4,,,
906195,,2,,,2,5,4,5,5,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906200,,2,,,2,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,,,
906208,2,2,,,2,4,1,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,2,4,4,3,3,3,3,2,3,2,,,2,,2,,,
906210,2,2,,,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,2,,,2,,2,,,
906213,2,2,,,2,1,5,4,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,4,,,
906215,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906217,,2,,,1,,,,,,,,,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,3,12000,1,3,50,5,,,
906262,2,2,,,1,,,,,,,,,4,4,5,5,5,,,,,,,,,,,2,1,,,,,,,,,4,,,2,,4,,,
906265,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906266,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,3,4,4,4,4,3,2,,,2,,1,,,
906268,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,1,,,
906276,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906283,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906284,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906286,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,4,,,
906290,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,1,,,
906293,2,2,,,1,,,,,,,,,1,5,5,4,2,,,,,,,,,,,2,2,3,4,4,3,3,3,3,4,2,,,2,,1,,,
906295,1,1,5,2,,,,,,,,,,,,,,,2,2,5,5,3,5,3,4,5,4,,,,,,,,,,,2,,,2,,1,,,
906315,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906329,2,1,1,1,2,4,5,4,2,2,5,4,2,,,,,,,,,,,,,,,,2,2,1,1,1,1,4,1,4,2,2,,,2,,2,,,
906338,1,1,2,2,2,4,5,2,4,4,4,2,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906343,2,2,,,1,,,,,,,,,1,4,5,1,5,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906344,2,2,,,2,4,4,3,3,3,5,3,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
906354,2,2,,,2,3,5,4,1,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,1,,2,,,5
906362,1,1,12,2,,,,,,,,,,,,,,,1,2,5,5,1,5,5,5,1,2,,,,,,,,,,,2,,,2,,1,,,
906364,2,1,3,1,2,4,1,2,3,2,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906365,1,1,4,2,2,2,1,2,2,2,1,2,2,,,,,,1,2,4,4,5,4,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
906367,2,2,,,2,4,3,4,4,3,3,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
906370,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906371,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906372,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906373,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906374,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906413,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,2,4,2,3,2,2,2,,,2,,2,,,
906415,1,1,4,1,2,4,1,1,1,1,1,1,2,,,,,,1,2,5,4,3,4,4,4,4,3,,,,,,,,,,,2,,,2,,2,,,
906423,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906427,1,1,12,1,,,,,,,,,,,,,,,2,2,4,4,2,4,4,4,5,4,,,,,,,,,,,2,,,2,,2,,,
906428,,2,,,,,,,,,,,,5,1,4,1,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
906430,1,1,12,2,2,5,5,3,1,5,5,1,1,,,,,,2,2,1,1,1,1,1,5,5,3,,,,,,,,,,,4,,,2,,3,,,
906433,2,1,3,1,1,,,,,,,,,1,4,1,4,1,,,,,,,,,,,2,2,1,3,3,1,4,5,1,1,3,1000,7,3,50,4,,,
906436,1,1,8,2,,,,,,,,,,,,,,,2,2,1,1,1,4,1,4,3,3,,,,,,,,,,,2,,,2,,1,,,
906437,1,1,3,1,,,,,,,,,,,,,,,2,2,3,4,2,2,2,4,4,4,,,,,,,,,,,2,,,2,,2,,,
906438,1,1,6,1,2,2,2,1,4,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
906441,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,1,1,3,4,1,1,2,,,2,,4,,,
906447,1,1,1,1,2,5,3,1,1,1,1,5,1,,,,,,2,2,1,1,1,1,1,5,5,5,,,,,,,,,,,2,,,2,,1,,,
906466,1,1,3,2,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
906469,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906472,2,2,,,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
906474,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906476,1,1,3,2,,,,,,,,,,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
906479,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,1,,2,,,10
906480,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906481,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
906483,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906489,1,1,3,2,,,,,,,,,,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
906503,2,2,,,1,,,,,,,,,3,3,3,3,4,,,,,,,,,,,2,1,,,,,,,,,3,4000,2,2,,1,,,
906514,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
906517,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,3,3,3,3,3,3,5000,2,2,,1,,,
906518,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906521,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906526,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906532,1,1,1,2,2,4,4,4,4,4,4,4,3,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
906535,2,2,,,2,1,1,4,3,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,30000,1,3,30,1,,,
906538,2,2,,,2,4,2,2,2,4,4,2,3,,,,,,,,,,,,,,,,2,2,4,4,4,3,3,4,4,4,2,,,2,,1,,,
906545,2,2,,,2,4,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
906555,2,2,,,2,2,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906557,2,2,,,2,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906560,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906561,1,2,,,,,,,,,,,,,,,,,1,2,5,5,5,5,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
906564,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,2,,,2,,1,,,
906565,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,2,,,2,,1,,,
906566,1,1,1,2,,,,,,,,,,,,,,,1,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
906569,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906571,1,1,6,2,,,,,,,,,,,,,,,1,2,4,4,4,4,3,4,3,3,,,,,,,,,,,2,,,2,,1,,,
906573,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906574,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906575,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906577,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906596,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906598,2,1,12,2,2,3,5,3,4,5,5,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906624,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,3,3,2,2,2,3,2,,,3,10,1,,,
906629,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906631,1,1,5,2,2,4,3,3,4,3,4,4,4,,,,,,2,2,4,4,4,4,4,5,4,4,,,,,,,,,,,2,,,2,,1,,,
906632,2,2,,,2,4,4,4,2,2,2,2,4,,,,,,,,,,,,,,,,2,2,4,4,4,3,3,2,3,3,2,,,2,,1,,,
906633,2,2,,,2,1,5,1,1,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,13000,1,2,,1,,,
906634,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
906643,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906645,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4000,1,3,50,1,,,
906647,2,2,,,2,2,4,3,3,5,5,3,5,,,,,,,,,,,,,,,,2,2,3,3,2,4,4,3,2,2,2,,,2,,1,,,
906665,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906668,,2,,,1,,,,,,,,,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906680,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,4,,,
906688,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906689,2,2,,,2,4,4,4,5,4,4,3,3,,,,,,,,,,,,,,,,2,2,3,4,3,3,3,2,4,2,2,,,2,,2,,,
906690,1,1,6,2,2,4,4,5,5,5,5,2,4,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906697,2,2,,,2,2,5,5,5,5,5,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906700,1,2,,,,,,,,,,,,,,,,,1,2,5,5,5,5,5,5,2,3,,,,,,,,,,,2,,,2,,2,,,
906701,1,1,6,2,,,,,,,,,,,,,,,2,2,5,3,3,4,4,3,3,2,,,,,,,,,,,2,,,2,,2,,,
906704,2,2,,,2,2,3,5,5,5,5,2,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,4,,,
906706,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
906720,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,4,,,
906721,2,2,,,1,,,,,,,,,2,5,4,4,2,,,,,,,,,,,2,2,2,3,2,4,4,1,1,1,2,,,2,,2,,,
906723,1,1,6,1,2,3,5,4,5,5,4,4,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906725,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906726,1,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906729,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906731,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906736,2,2,,,2,4,5,3,4,4,4,3,4,,,,,,,,,,,,,,,,2,2,4,3,4,4,4,3,2,4,2,,,2,,1,,,
906737,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906740,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,300,7,3,10,1,,,
906776,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,7,3,20,1,,,
906777,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10000,1,3,20,2,,,
906780,1,1,6,1,2,5,5,3,4,4,4,4,3,,,,,,2,2,4,4,4,2,1,1,5,3,,,,,,,,,,,2,,,2,,2,,,
906824,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906825,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906827,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906828,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906829,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906843,1,1,6,2,2,2,3,4,4,4,4,4,1,,,,,,1,2,4,2,2,4,3,4,4,2,,,,,,,,,,,2,,,2,,1,,,
906849,2,2,,,2,4,4,3,3,3,3,3,1,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,4,5,5,2,,,2,,1,,,
906880,2,2,,,2,2,4,4,5,2,2,2,2,,,,,,,,,,,,,,,,2,2,4,4,4,2,2,2,4,2,2,,,2,,2,,,
906882,2,1,5,2,2,5,5,1,4,2,2,2,2,,,,,,,,,,,,,,,,1,2,1,5,2,1,1,1,5,5,2,,,2,,1,,,
906883,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906884,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906885,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4000,1,2,,2,,,
906887,1,1,6,2,2,5,5,2,2,2,2,5,2,,,,,,2,2,5,2,2,2,2,5,5,2,,,,,,,,,,,2,,,2,,1,,,
906888,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906889,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,3,4,3,3,3,3,2,,,2,,1,,,
906891,1,1,2,2,2,4,5,4,5,4,4,3,4,,,,,,2,2,5,3,1,3,4,4,4,2,,,,,,,,,,,2,,,2,,1,,,
906892,2,2,,,2,4,4,3,3,3,3,3,1,,,,,,,,,,,,,,,,2,2,5,4,4,4,4,3,4,3,2,,,2,,2,,,
906894,1,1,6,1,2,5,5,3,3,3,3,3,3,,,,,,2,2,5,2,3,4,2,4,4,4,,,,,,,,,,,2,,,2,,1,,,
906898,,2,,,,,,,,,,,,1,1,4,4,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906900,2,1,1,2,2,4,5,1,2,4,4,3,2,,,,,,,,,,,,,,,,2,2,5,4,4,2,5,4,3,5,3,2000,7,3,10,1,,,
906906,,2,,,,,,,,,,,,1,4,4,1,4,,,,,,,,,,,,,,,,,,,,,3,3000,1,2,,2,,,
906910,,1,1,2,,,,,,,,,,5,5,2,2,3,,,,,,,,,,,,,,,,,,,,,3,10000,1,2,,2,,,
906911,2,2,,,2,4,5,2,2,2,2,4,1,,,,,,,,,,,,,,,,2,2,5,3,3,4,2,3,4,4,2,,,2,,2,,,
906912,,2,,,1,,,,,,,,,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,,,15
906914,2,2,,,1,,,,,,,,,1,5,5,5,5,,,,,,,,,,,2,1,,,,,,,,,3,12000,1,3,70,1,,,
906921,2,2,,,1,,,,,,,,,1,4,4,4,3,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906946,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,1,2,5,2,2,,,3,20,4,,,
906948,2,1,24,2,2,4,5,5,5,5,5,1,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,12000,1,3,10,1,,,
906949,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906954,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
906957,2,2,,,2,4,5,4,3,4,4,2,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
906959,1,1,4,2,2,4,5,3,3,4,4,1,2,,,,,,1,2,4,4,3,1,4,4,5,4,,,,,,,,,,,2,,,2,,1,,,
906989,,2,,,,,,,,,,,,3,2,3,4,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906993,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
906995,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907001,,2,,,,,,,,,,,,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907012,,2,,,,,,,,,,,,5,4,4,4,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907015,2,2,,,2,3,4,4,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
907021,,2,,,2,1,4,3,1,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907024,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907027,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
907032,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907074,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907076,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907078,1,1,6,1,2,4,5,4,5,4,4,4,4,,,,,,2,2,5,5,5,5,5,4,3,3,,,,,,,,,,,2,,,2,,1,,,
907079,1,2,,,,,,,,,,,,,,,,,2,2,5,5,4,5,5,4,3,3,,,,,,,,,,,2,,,2,,1,,,
907081,1,2,,,,,,,,,,,,,,,,,2,2,4,4,3,4,5,4,3,3,,,,,,,,,,,2,,,2,,1,,,
907082,2,2,,,2,4,5,2,3,4,4,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,4,,,
907084,1,1,12,1,,,,,,,,,,,,,,,2,2,5,5,5,2,5,3,3,4,,,,,,,,,,,2,,,2,,4,,,
907085,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907086,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
907087,1,2,,,2,3,3,2,4,3,3,3,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907088,1,2,,,,,,,,,,,,,,,,,2,2,5,5,5,5,5,4,3,3,,,,,,,,,,,2,,,2,,4,,,
907123,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
907124,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,20,4,,,
907126,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,7,2,,4,,,
907127,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,4,,,
907131,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907145,,2,,,2,3,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,7,3,20,4,,,
907189,,2,,,,,,,,,,,,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,,2,,1,5000,6,
907195,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907199,2,1,3,1,2,5,5,4,4,4,5,4,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
907212,2,1,3,2,2,4,5,1,4,5,5,1,4,,,,,,,,,,,,,,,,2,2,4,4,4,3,5,4,3,4,1,,,1,,1,5600,1,30
907233,1,1,6,2,,,,,,,,,,,,,,,2,2,5,2,2,5,1,4,5,4,,,,,,,,,,,2,,,2,,1,,,
907252,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
907263,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907267,,1,2,1,2,4,5,3,3,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907281,1,1,4,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,3,700,7,4,,1,,,
907282,2,2,,,2,5,3,2,2,3,2,2,5,,,,,,,,,,,,,,,,2,2,2,2,5,5,2,5,5,5,2,,,2,,1,,,
907288,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,4,4,3,4,3,2,,,2,,2,,,
907294,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,2,2,3,2,2,,,2,,1,,,
907299,2,2,,,2,4,4,4,4,2,2,3,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
907308,2,1,2,2,2,3,4,3,2,4,4,3,2,,,,,,,,,,,,,,,,2,2,3,3,2,3,2,2,2,3,2,,,2,,1,,,
907314,2,1,3,1,2,3,3,2,2,3,2,3,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
907334,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
907335,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907337,1,2,,,,,,,,,,,,,,,,,2,2,5,3,3,2,2,2,2,2,,,,,,,,,,,2,,,3,1,1,,,
907338,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907353,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,6000,1,2,,1,,,
907354,,2,,,2,4,5,2,1,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
907355,2,1,1,2,2,4,5,5,5,5,5,2,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,400,7,2,,1,,,
907364,,2,,,,,,,,,,,,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
