nquest,pubblico,conspub,mesiconspub,conspcome,vuoimpre,NOIMPRE1,NOIMPRE2,NOIMPRE3,NOIMPRE4,NOIMPRE5,NOIMPRE6,NOIMPRE7,NOIMPRE8,SIMPRE1,SIMPRE2,SIMPRE3,SIMPRE4,SIMPRE5,pubpriv,scelpub,motpa1,motpa2,motpa3,motpa4,motpa5,motpa6,motpa7,motpa8,lavpa,scelpriv,motpriv1,motpriv2,motpriv3,motpriv4,motpriv5,motpriv6,motpriv7,motpriv8,varred,varredb,motdim,varredf,varredfb,aspred,varreda,motaum,varredfa
714734,2,2,,,2,2,5,5,3,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
714811,2,2,,,2,4,5,3,1,5,5,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
714820,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
714828,1,1,2,2,,,,,,,,,,,,,,,2,2,5,4,3,4,3,4,4,3,,,,,,,,,,,2,,,2,,1,,,
714833,2,2,,,2,1,5,4,4,5,5,1,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,2,,,
714854,2,2,,,2,1,4,3,4,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,2,,,
715014,1,2,,,2,1,5,5,5,5,5,5,5,,,,,,2,1,,,,,,,,,,,,,,,,,,,3,12000,1,1,,1,,,20
715065,2,2,,,2,4,5,1,1,3,3,2,2,,,,,,,,,,,,,,,,2,2,4,4,4,5,5,3,5,5,2,,,2,,1,,,
715469,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
715499,2,2,,,2,4,5,2,5,4,3,3,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
715500,2,2,,,2,1,4,3,3,3,5,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,4,,,
715572,2,2,,,2,4,5,1,4,4,4,2,2,,,,,,,,,,,,,,,,2,2,3,3,4,3,4,3,4,4,2,,,2,,1,,,
715782,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
715821,1,2,,,,,,,,,,,,,,,,,1,2,5,5,4,5,5,4,5,5,,,,,,,,,,,2,,,2,,2,,,
715847,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
715865,1,1,3,1,2,4,5,4,5,4,3,4,4,,,,,,2,2,5,5,4,5,5,5,5,5,,,,,,,,,,,2,,,2,,2,,,
715872,1,2,,,,,,,,,,,,,,,,,1,2,5,5,4,5,5,4,5,5,,,,,,,,,,,2,,,2,,1,,,
715879,,2,,,,,,,,,,,,1,5,5,4,5,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
715880,2,2,,,2,5,3,2,5,2,2,4,1,,,,,,,,,,,,,,,,2,2,4,4,5,5,5,5,5,5,2,,,2,,2,,,
716023,1,2,,,2,5,5,5,5,5,5,5,5,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,3,600,6,2,,1,,,
716105,1,1,24,2,2,4,4,4,4,4,4,2,2,,,,,,1,2,5,3,2,2,4,4,4,2,,,,,,,,,,,2,,,2,,2,,,
716204,1,1,4,1,,,,,,,,,,,,,,,2,2,5,4,4,4,1,4,4,3,,,,,,,,,,,2,,,2,,2,,,
716305,,2,,,2,1,5,5,5,5,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
716500,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,2,4,,1,,,
716507,1,2,,,1,,,,,,,,,2,5,4,4,2,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
716512,1,1,3,1,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
716834,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,4,5,5,5,4,4,3,2,,,2,,2,,,
716849,2,2,,,1,,,,,,,,,4,5,5,4,5,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,4,,,
716908,,2,,,,,,,,,,,,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
716937,1,1,0,2,2,3,3,3,4,3,4,4,3,,,,,,2,2,5,4,2,4,4,4,4,4,,,,,,,,,,,2,,,2,,4,,,
717014,1,2,,,2,5,5,5,5,5,5,3,3,,,,,,1,2,5,2,5,5,2,5,1,5,,,,,,,,,,,3,1000,7,1,,2,,,5
717242,,2,,,,,,,,,,,,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
717311,2,2,,,1,,,,,,,,,1,4,2,2,5,,,,,,,,,,,2,1,,,,,,,,,2,,,3,50,1,,,
717312,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
717316,2,2,,,2,4,5,1,3,5,5,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,20,1,,,
717317,2,2,,,1,,,,,,,,,2,4,3,3,2,,,,,,,,,,,2,1,,,,,,,,,1,,,3,40,2,5000,1,
717331,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,2,1,,,
717409,2,2,,,2,4,5,1,5,5,5,1,3,,,,,,,,,,,,,,,,2,2,5,4,4,3,4,4,4,3,2,,,2,,2,,,
717414,2,2,,,2,4,5,2,4,5,5,2,5,,,,,,,,,,,,,,,,2,2,5,4,3,4,4,3,2,3,3,8000,1,3,50,1,,,
717605,2,2,,,1,,,,,,,,,4,4,5,4,5,,,,,,,,,,,2,1,,,,,,,,,3,12000,1,4,,1,,,
717669,2,2,,,2,4,5,3,4,5,4,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
717801,2,2,,,2,3,5,3,5,5,5,4,5,,,,,,,,,,,,,,,,2,2,4,4,2,3,3,3,4,1,2,,,2,,2,,,
717804,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
717809,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
717834,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
717858,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
717871,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
717885,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,100,3,,,
717900,1,1,2,1,2,4,5,2,4,3,3,3,3,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
718006,1,1,12,1,2,5,4,3,3,3,2,2,2,,,,,,2,2,4,4,3,3,2,3,2,2,,,,,,,,,,,2,,,2,,1,,,
718115,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
718506,1,1,4,2,,,,,,,,,,,,,,,1,2,5,1,1,1,1,4,5,5,,,,,,,,,,,2,,,2,,2,,,
718600,,2,,,1,,,,,,,,,1,5,5,5,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
718624,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
718674,,1,1,2,1,,,,,,,,,1,5,3,2,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
718764,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,35,2,,,
718772,1,1,12,2,,,,,,,,,,,,,,,1,2,5,3,2,5,5,4,5,2,,,,,,,,,,,2,,,2,,2,,,
718832,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
719025,2,2,,,2,2,5,4,4,4,4,2,2,,,,,,,,,,,,,,,,2,2,3,3,2,4,4,1,1,3,2,,,2,,1,,,
719334,2,2,,,2,1,1,3,3,1,1,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,3,6000,7,4,,2,,,
719358,1,1,6,1,,,,,,,,,,,,,,,1,2,4,3,3,2,2,4,5,3,,,,,,,,,,,2,,,2,,3,,,
719528,2,2,,,2,2,5,4,2,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
719571,1,1,6,1,2,4,5,4,4,3,4,3,3,,,,,,2,2,4,5,4,4,3,4,4,5,,,,,,,,,,,2,,,2,,1,,,
719606,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
719611,1,1,5,1,,,,,,,,,,,,,,,2,2,5,4,3,5,5,3,4,4,,,,,,,,,,,2,,,2,,2,,,
719613,,1,4,1,1,,,,,,,,,2,5,4,5,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
719615,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
719656,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,20,1,,,
719666,2,2,,,1,,,,,,,,,1,4,5,2,5,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
719763,1,1,6,1,2,4,5,1,1,5,5,5,1,,,,,,1,2,5,3,4,4,4,3,5,4,,,,,,,,,,,2,,,2,,1,,,
719801,1,1,7,2,2,4,4,4,4,3,4,3,2,,,,,,1,2,4,3,3,4,4,4,3,3,,,,,,,,,,,2,,,2,,1,,,
719810,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,5,4,3,4,3,5,2,,,2,,1,,,
719840,1,2,,,2,5,4,4,4,4,5,4,3,,,,,,2,2,5,4,3,3,4,4,3,2,,,,,,,,,,,2,,,2,,1,,,
719940,2,2,,,2,3,5,4,3,5,5,3,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
719963,1,2,,,2,4,3,4,3,4,4,3,4,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
720009,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,,,
720110,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,4,4,4,2,3,2,,,2,,1,,,
720117,,1,3,2,1,,,,,,,,,5,4,2,2,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
720138,,2,,,,,,,,,,,,1,5,5,5,3,,,,,,,,,,,,,,,,,,,,,3,10000,1,3,5,1,,,
720139,1,2,,,,,,,,,,,,,,,,,2,2,5,5,3,4,4,4,2,3,,,,,,,,,,,3,5000,5,2,,1,,,
720157,,1,2,1,,,,,,,,,,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,3,5000,2,3,10,1,,,
720161,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,5,2,,1,,,
720163,1,1,3,1,2,4,4,3,3,5,5,4,3,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,3,2000,7,2,,1,,,
720209,1,1,12,1,2,4,4,4,4,2,4,4,3,,,,,,2,2,4,4,4,4,2,4,4,4,,,,,,,,,,,3,8000,1,2,,1,,,
720256,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2000,8,3,10,1,,,
720312,1,2,,,2,2,4,3,4,4,2,2,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,3,3000,7,3,25,1,,,
720416,1,1,12,2,,,,,,,,,,,,,,,1,2,5,5,3,3,3,5,3,4,,,,,,,,,,,2,,,2,,1,,,
720566,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
720603,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
720634,1,2,,,2,5,4,4,4,4,4,3,1,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
720784,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,500,6,2,,4,,,
720883,2,2,,,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
720889,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
721201,,2,,,,,,,,,,,,1,5,3,5,3,,,,,,,,,,,,,,,,,,,,,2,,,1,,3,,,50
721521,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
721548,1,2,,,2,4,3,3,4,4,4,4,3,,,,,,2,2,4,4,4,4,3,3,4,3,,,,,,,,,,,3,10000,1,2,,4,,,
721631,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
721717,2,2,,,2,4,5,1,2,2,2,2,2,,,,,,,,,,,,,,,,2,2,3,3,1,1,1,1,1,1,2,,,2,,1,,,
721747,1,1,1,1,,,,,,,,,,,,,,,2,2,5,5,3,3,1,4,3,3,,,,,,,,,,,2,,,2,,1,,,
721777,2,2,,,2,4,1,4,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,1,4,2,2,,,2,,1,,,
721843,1,1,1,2,,,,,,,,,,,,,,,1,2,5,4,1,4,4,4,5,3,,,,,,,,,,,3,7000,6,2,,2,,,
721862,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,4,3,4,3,2,1,3,2,,,2,,1,,,
721871,1,1,3,2,2,4,2,2,4,3,3,2,2,,,,,,1,2,4,4,2,5,4,4,4,3,,,,,,,,,,,2,,,2,,1,,,
722116,2,2,,,1,,,,,,,,,3,4,4,4,4,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,1,,,
722139,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,7000,8,2,,1,,,
722141,2,2,,,1,,,,,,,,,5,4,4,3,4,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
722259,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,3,3,3,2,2,2,,,2,,1,,,
722310,,2,,,2,4,5,2,5,5,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
722324,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
722331,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,4,5,4,3,5,4,2,,,2,,1,,,
722353,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,1,4,3,3,2,3,3000,7,2,,1,,,
722365,2,2,,,2,4,4,1,2,4,4,1,3,,,,,,,,,,,,,,,,2,2,4,4,4,4,2,3,5,3,2,,,2,,1,,,
722378,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,4,5,5,3,2,2,2,2,,,2,,2,,,
722447,2,2,,,2,2,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
722518,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
722601,,2,,,,,,,,,,,,4,5,4,4,2,,,,,,,,,,,,,,,,,,,,,3,20000,1,2,,1,,,
722608,2,2,,,2,3,5,2,2,5,5,3,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
722720,1,1,6,2,,,,,,,,,,,,,,,2,2,4,3,2,4,2,4,4,4,,,,,,,,,,,2,,,3,5,1,,,
722743,2,2,,,2,3,2,3,2,3,2,2,2,,,,,,,,,,,,,,,,2,2,4,3,4,3,3,4,3,3,2,,,2,,1,,,
722875,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
723200,1,2,,,,,,,,,,,,,,,,,1,2,4,5,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
723207,2,2,,,1,,,,,,,,,4,4,5,4,4,,,,,,,,,,,2,1,,,,,,,,,2,,,3,30,1,,,
723480,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,1,,,
723504,2,2,,,2,4,5,1,4,3,3,4,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
723507,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
723536,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
723629,,2,,,1,,,,,,,,,3,5,5,4,4,,,,,,,,,,,,,,,,,,,,,2,,,4,,4,,,
723666,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
723986,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
724042,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,3,3,3,3,3,3,2,,,2,,1,,,
724103,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
724132,2,2,,,2,3,5,5,5,5,5,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
724209,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
724211,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
724213,2,2,,,2,3,5,4,2,4,4,3,2,,,,,,,,,,,,,,,,2,2,3,4,3,2,2,3,3,3,2,,,2,,1,,,
724307,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
724353,2,2,,,2,4,4,4,4,5,5,5,4,,,,,,,,,,,,,,,,2,2,5,4,4,4,4,5,4,4,2,,,2,,2,,,
724509,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
724523,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,30,4,,,
724543,1,2,,,,,,,,,,,,,,,,,2,2,5,5,1,5,5,5,5,5,,,,,,,,,,,2,,,2,,2,,,
724635,2,2,,,2,4,5,5,5,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
724636,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
724708,2,2,,,2,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,2,4,3,2,3,4,3,3,3,2,,,2,,1,,,
724818,,2,,,2,3,4,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
724899,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
724926,2,2,,,2,4,4,4,3,4,4,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
725236,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
725509,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
725619,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1500,1,3,70,4,,,
725701,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
725716,1,1,3,1,2,5,4,5,5,5,5,2,5,,,,,,2,2,5,4,3,4,4,5,4,4,,,,,,,,,,,2,,,2,,1,,,
725726,2,2,,,2,2,1,5,5,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
725801,1,1,2,2,2,4,5,1,1,2,2,3,2,,,,,,1,2,2,2,2,2,2,2,5,1,,,,,,,,,,,2,,,2,,1,,,
725902,1,1,3,2,2,4,5,2,3,4,4,3,1,,,,,,1,2,4,3,2,4,2,3,4,3,,,,,,,,,,,2,,,2,,1,,,
726146,1,2,,,2,5,5,5,5,4,5,1,4,,,,,,1,2,5,5,3,3,1,3,3,3,,,,,,,,,,,2,,,3,10,1,,,
726234,1,1,1,2,,,,,,,,,,,,,,,1,2,4,4,4,5,5,5,4,4,,,,,,,,,,,2,,,3,20,2,,,
726553,2,1,1,1,2,4,4,2,2,2,2,4,2,,,,,,,,,,,,,,,,2,2,3,2,4,4,5,4,4,3,2,,,2,,2,,,
726563,1,1,5,1,,,,,,,,,,,,,,,2,2,4,4,4,4,1,4,4,4,,,,,,,,,,,2,,,2,,2,,,
726568,,2,,,,,,,,,,,,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
726811,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
726823,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
726906,2,2,,,2,1,4,2,4,5,4,3,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,15000,1,3,50,1,,,
726932,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
727001,2,2,,,2,5,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,2,2,5,4,4,5,3,4,1,2,2,,,2,,1,,,
727009,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
727039,,1,1,2,1,,,,,,,,,2,5,5,5,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
727138,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
727160,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,1,5,5,1,1,1,3,1500,8,2,,2,,,
727170,2,2,,,2,4,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
727171,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
727267,2,2,,,2,1,5,2,4,4,4,2,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,15000,1,2,,1,,,
727318,2,2,,,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
727402,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
727473,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
727477,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
727520,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,1,2,4,3,3,3,2,,,2,,1,,,
727537,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
727604,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
727650,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
727825,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4000,1,2,,3,,,
727842,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
727922,2,1,3,3,2,4,2,3,5,5,5,2,1,,,,,,,,,,,,,,,,1,2,5,4,2,4,5,5,5,5,2,,,2,,1,,,
728148,,2,,,,,,,,,,,,3,4,4,4,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
728160,2,2,,,2,4,4,2,2,3,2,3,2,,,,,,,,,,,,,,,,1,2,4,4,3,2,1,1,3,3,2,,,2,,2,,,
728306,1,1,3,2,2,4,4,2,2,2,1,2,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
728493,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,2,4,2,2,2,2,2,,,2,,2,,,
728547,,2,,,,,,,,,,,,1,4,4,4,2,,,,,,,,,,,,,,,,,,,,,2,,,3,30,1,,,
729412,1,2,,,,,,,,,,,,,,,,,2,2,5,5,3,4,3,4,1,1,,,,,,,,,,,2,,,2,,1,,,
729507,2,2,,,2,3,5,1,1,5,2,4,3,,,,,,,,,,,,,,,,2,2,5,5,4,3,4,3,4,4,2,,,2,,1,,,
730312,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,1,,,
730333,2,2,,,2,3,5,3,5,4,5,3,5,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,2,,1,,,
730402,,1,3,1,,,,,,,,,,5,4,3,2,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
730430,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12000,1,1,,1,,,50
730756,1,2,,,,,,,,,,,,,,,,,2,2,5,5,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
730807,,2,,,,,,,,,,,,1,1,5,1,5,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
730876,,2,,,,,,,,,,,,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,3,4000,2,3,50,1,,,
730901,2,2,,,2,3,4,4,2,2,2,2,2,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,,3,10,2,,,
730939,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
731178,2,2,,,2,3,5,2,5,4,4,1,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
731344,1,2,,,,,,,,,,,,,,,,,2,2,4,4,4,4,3,3,3,4,,,,,,,,,,,3,1000,1,3,10,1,,,
731660,,2,,,,,,,,,,,,5,2,2,2,1,,,,,,,,,,,,,,,,,,,,,3,4000,2,3,10,1,,,
731810,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
731827,2,2,,,2,1,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
732013,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,3,,,20
732343,2,1,0,3,2,5,5,1,5,5,5,1,4,,,,,,,,,,,,,,,,2,2,5,1,4,1,1,5,1,4,2,,,1,,1,,,30
732369,1,1,1,2,2,5,3,5,5,5,5,4,2,,,,,,2,2,2,2,2,5,4,5,5,5,,,,,,,,,,,2,,,2,,2,,,
732371,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
732466,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,400,7,2,,2,,,
732511,2,2,,,2,4,5,3,5,5,5,1,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,5000,1,2,,2,,,
732601,,2,,,,,,,,,,,,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,,,5
733049,1,1,10,1,2,2,3,3,4,3,4,3,3,,,,,,2,2,4,4,4,4,3,3,4,4,,,,,,,,,,,2,,,4,,1,,,
733072,,2,,,,,,,,,,,,4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
733216,2,2,,,2,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,5000,1,2,,2,,,
733351,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
