nquest,anabit,godabit,unipro,anposs,poss,impacq,tfitto,tipoaff,dfittom,propriet,tfitimp,ritaff,supab,ancostr,bagni,valabit,antic,anticipi,fittonop,tfittonop,tfittom,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,manstra,tmanstra,manstr2,tmanstr2,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,chifinmut,chifincons,ritardo,mutuor,fmutrif,mutuoe,mutuor3,mutuoric,mutuoric3,varric,varricb,motvarricb,varricf,varricfb,eredona,erequant,eredonc,intpersezd,docsezd,mutuorif,reapmut,varrica,motvarrica,varricfa,ndebitf,debitg,ndebitg,credit,tcredit,debit,tdebit,mutuoe3,tipota1,tipota2,tipota3,tipota4,tipota5,tipota6,tipota7,tipota8,era1,era2,era3,era4,era5,era6,era7,era8,dagena1,dagena2,dagena3,dagena4,dagena5,dagena6,dagena7,dagena8,annota1,annota2,annota3,annota4,annota5,annota6,annota7,annota8,valta1,valta2,valta3,valta4,valta5,valta6,valta7,valta8,VARVALABIT,QUOPRO
902104,2013,2,,,,,600,2,2,3,,2,180,1980,2,220000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902108,1974,1,1,1970,7,30000,,,,,800,,300,1970,2,400000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902110,1990,1,1,1990,2,70000,,,,,600,,110,1980,1,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902116,1988,4,,,,,,,,1,450,,85,1975,1,120000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,1,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902118,1987,1,1,2005,1,120000,,,,,800,,140,1960,1,180000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902121,1999,1,1,1999,1,120000,,,,,500,,95,1970,1,180000,2,,,,,1,1,0,0,0,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902124,1995,2,,,,,49,6,2,7,,2,95,1970,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902130,1980,1,1,1980,1,60000,,,,,600,,110,1975,2,180000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902145,1985,1,1,1983,7,70000,,,,,800,,170,1983,2,250000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,1000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,40,1,3,40,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902146,1980,1,1,1980,7,60000,,,,,600,,180,1980,2,220000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,1,2000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902150,1958,1,1,1958,7,30000,,,,,600,,130,1958,2,160000,2,,,,,1,,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902152,1988,1,1,1988,7,70000,,,,,900,,200,1988,2,300000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,1,2000,,,2,,,,2,,2,,2,,2,,,,1,2,1,,,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902156,1984,1,1,1984,7,65000,,,,,1000,,140,1983,2,185000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,30,5,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902157,1978,1,1,1978,7,70000,,,,,800,,200,1976,2,200000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,1,,3,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902165,1981,1,1,1980,7,60000,,,,,700,,140,1980,2,190000,2,,,,,1,,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902196,1968,1,1,1968,4,,,,,,1000,,100,1966,2,500000,2,,,,,1,0,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902197,2000,5,,,,,,,,2,700,,70,1940,1,110000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902202,1965,1,1,1980,4,,,,,,400,,90,1958,1,200000,2,,,,,0,1,,,,,,,,1,1,2,,2,,2,,1,4500,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1980,,,,,,,,250000,,,,,,,,2,100
902205,1980,1,1,1979,8,70000,,,,,1000,,150,1979,2,300000,2,,,,,1,1,0,0,,,,,,1,1,2,,1,1,2,,1,5000,1,300,1,1,2,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,3,3,1,1,1,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1990,,,,,,,,50000,,,,,,,,3,100
902206,1980,1,1,1980,1,15000,,,,,350,,50,1900,1,80000,2,,,,,1,1,0,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,2011,,,,,,,,30000,,,,,,,,2,100
902207,1959,5,,,,,,,,2,400,,90,1925,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902209,1996,1,2,1996,1,49000,,,,,700,,200,1996,2,600000,2,,2,,,1,0,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2010,,,,,,,,400000,,,,,,,,2,50
902211,1978,1,1,1978,7,30000,,,,,700,,87,1976,1,270000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902214,1971,1,1,1996,4,,,,,,400,,70,1963,1,100000,2,,,,,0,1,0,0,,,,,,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,2,2,1,2,,,,,,,2,,2,,2,,,2,4,,,,,,,1,1,,,,,,,1,1,,,,,,,1997,1972,,,,,,,25000,8000,,,,,,,2,100
902215,1984,1,2,1984,7,20000,,,,,400,,70,1983,1,180000,2,,2,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50
902226,1999,2,,,,,250,6,1,7,,2,63,1963,1,60000,2,,,,400,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902242,2013,1,1,2013,1,63000,,,,,500,,60,1950,1,100000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,3,,2,2,,,1,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902247,1992,1,1,1992,4,,,,,,700,,110,1992,2,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902252,1950,1,1,1999,4,,,,,,600,,105,1940,2,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902253,1989,1,1,1989,7,60000,,,,,600,,95,1989,1,150000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902262,1998,1,1,1998,1,100000,,,,,500,,150,1995,1,200000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902268,1970,1,1,1970,3,30000,,,,,300,,90,1960,1,90000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902269,1985,1,1,1980,3,60000,,,,,300,,107,1970,1,100000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902281,1998,1,1,1994,1,150000,,,,,500,,137,1980,2,250000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902287,2012,2,,,,,423,2,2,4,,2,100,1980,1,130000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902298,2009,2,,,,,78,6,2,8,,2,70,1950,1,70000,1,70000,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,1,1,1,,,,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902304,1982,1,1,1976,5,20000,,,,,600,,140,1900,2,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,1,,3,2,1,2,1,,,,2,,,2,,2,,2,1,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902305,1980,1,1,1985,5,10000,,,,,700,,140,1963,2,150000,2,,,,,0,1,1,0,0,0,,,,2,,2,,2,,2,,1,26000,,,1,1,,,2,,2,,2,,1,4,4,2,1,2,1,,,,3,10,1,1,,2,,2,1,2,,,,,8,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
902309,1982,1,1,1982,7,40000,,,,,500,,100,1982,2,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902313,1969,1,1,2003,4,,,,,,300,,110,1900,1,120000,2,,,,,0,1,0,,,,,,,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,1,3,1,,,,3,10,5,3,7,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902316,1985,5,,,,,,,,1,300,,150,1900,2,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,1,3000,,,2,,,,2,,2,,2,,1,,4,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
902326,2002,1,2,2008,4,,,,,,150,,80,1984,2,60000,2,,2,,,1,0,0,0,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17
902327,2002,1,1,2002,2,75000,,,,,500,,98,2000,1,130000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
902346,1932,1,1,1932,7,5000,,,,,500,,80,1850,1,150000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2012,,,,,,,,300000,,,,,,,,2,100
902347,1960,1,1,1960,2,10000,,,,,600,,120,1960,1,180000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902351,1957,4,,,,,,,,2,800,,150,1956,2,300000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902394,1975,1,1,1975,1,15000,,,,,500,,110,1975,2,150000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902396,1984,1,1,1983,1,15000,,,,,450,,94,1983,1,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902397,1985,1,1,1985,1,75000,,,,,450,,75,1985,1,100000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902400,1983,1,1,1983,1,50000,,,,,400,,70,1960,1,130000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902401,1987,1,1,1999,1,20000,,,,,400,,100,1965,1,250000,2,,,,,1,1,0,0,,,,,,1,1,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902403,1974,1,1,1972,1,9000,,,,,450,,92,1972,2,250000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,1,3500,1,1700,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902407,1972,1,1,1972,7,4000,,,,,650,,100,1972,1,300000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,2000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,5,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902411,2000,1,1,2000,1,100000,,,,,400,,60,1980,1,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,7000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902413,1972,1,1,1992,1,10000,,,,,500,,70,1950,1,160000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902414,1989,1,1,1989,7,150000,,,,,600,,120,1989,2,350000,2,,,,,1,1,0,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902417,1982,1,1,1982,1,50000,,,,,600,,130,1980,2,350000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902420,1996,1,1,1996,3,130000,,,,,500,,98,1996,2,220000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,1,4000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902448,1971,1,1,1971,1,360000,,,,,1000,,150,1950,2,300000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,1,,1,3,2,1,2,,,10,7,10,,2,,2,,2,,,1,1,4,,,,,,1,1,1,,,,,,1,1,1,,,,,,1998,1962,1962,,,,,,250000,200000,100000,,,,,,2,100
902454,1963,1,1,1963,7,5000,,,,,500,,70,1963,1,70000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902460,2014,2,,,,,450,1,2,4,,2,80,1990,2,120000,2,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
902461,1982,5,,,,,,,,1,400,,100,1940,1,200000,2,,,,,,,,,,,,,,2,,2,,2,,2,,1,500,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902468,1997,1,1,1997,1,90000,,,,,400,,90,1960,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902476,1999,1,1,2005,1,200000,,,,,600,,120,1996,2,300000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902491,2008,2,,,,,500,2,2,4,,2,45,1947,1,50000,2,,,,,,,,,,,,,,2,,2,,2,,2,,1,250,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,1,3,10,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2012,,,,,,,,3000,,,,,,,,3,
902497,1978,1,1,1978,1,23000,,,,,250,,90,1968,1,200000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902498,1985,1,1,1985,4,,,,,,200,,55,1920,1,180000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,30,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902499,1981,1,1,1982,3,25000,,,,,120,,70,1950,1,60000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,1,1,2,,2,,3,2,2,,,2,2,2,2,,,2,,2,,2,2,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902501,1982,1,1,1982,1,60000,,,,,450,,95,1960,2,200000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902502,1926,1,1,1970,4,,,,,,600,,180,1910,2,300000,2,,,,,1,,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902511,1989,2,,,,,300,1,2,4,,1,65,1890,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
902548,2009,5,,,,,,,,2,650,,110,1980,2,350000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902549,1995,2,,,,,550,1,2,4,,2,75,1990,1,200000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2000,,,,,,,,1,,,,,,,,4,
902550,1970,1,1,1990,3,15000,,,,,500,,90,1968,2,200000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,1,10000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902552,1991,1,1,1991,1,75000,,,,,450,,90,1960,2,220000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
902557,1983,1,1,1983,2,20000,,,,,500,,100,1980,2,150000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
