nquest,anabit,godabit,unipro,anposs,poss,impacq,tfitto,tipoaff,dfittom,propriet,tfitimp,ritaff,supab,ancostr,bagni,valabit,antic,anticipi,fittonop,tfittonop,tfittom,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,manstra,tmanstra,manstr2,tmanstr2,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,chifinmut,chifincons,ritardo,mutuor,fmutrif,mutuoe,mutuor3,mutuoric,mutuoric3,varric,varricb,motvarricb,varricf,varricfb,eredona,erequant,eredonc,intpersezd,docsezd,mutuorif,reapmut,varrica,motvarrica,varricfa,ndebitf,debitg,ndebitg,credit,tcredit,debit,tdebit,mutuoe3,tipota1,tipota2,tipota3,tipota4,tipota5,tipota6,tipota7,tipota8,era1,era2,era3,era4,era5,era6,era7,era8,dagena1,dagena2,dagena3,dagena4,dagena5,dagena6,dagena7,dagena8,annota1,annota2,annota3,annota4,annota5,annota6,annota7,annota8,valta1,valta2,valta3,valta4,valta5,valta6,valta7,valta8,VARVALABIT,QUOPRO
902558,1970,1,1,1970,1,20000,,,,,250,,80,1970,1,75000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902560,1987,1,1,1987,1,20000,,,,,600,,180,1980,2,200000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902563,1953,1,1,1952,7,25000,,,,,300,,80,1952,1,130000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902569,1980,1,1,1979,2,13500,,,,,500,,120,1978,2,120000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,1,15000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,1,15000,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2000,,,,,,,,15000,,,,,,,,1,100
902572,2009,1,1,2007,1,42000,,,,,350,,70,1955,1,140000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,1,,1,2,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902575,1996,1,1,1996,1,13000,,,,,400,,80,1965,1,110000,2,,,,,0,1,0,0,0,0,0,0,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,,3,1,2,,,1,1,,3,10,4,3,10,2,,2,1,2,,,,,,1,2,,2,,1,4000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902580,1971,3,1,1985,3,11000,,,,,250,,80,1970,1,80000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902581,1984,1,1,1984,1,20000,,,,,350,,90,1960,1,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902585,2009,1,1,1988,5,30000,,,,,500,,100,1958,2,200000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,50,4,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
902597,1997,2,,,,,52,6,1,7,,1,80,1972,1,140000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
902601,1992,1,1,1992,1,70000,,,,,500,,95,1985,1,140000,2,,,,,0,0,1,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,3,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902602,1964,1,1,1963,7,3000,,,,,750,,130,1963,2,300000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,1,11000,,,2,,,,2,,2,,2,,2,,,,2,,,1,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902604,1973,1,1,1988,1,10000,,,,,250,,80,1955,1,90000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902605,1990,1,1,1990,7,10000,,,,,300,,110,1990,1,80000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902608,1972,1,1,1972,1,20000,,,,,400,,90,1930,1,170000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,2,,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902612,1989,1,2,1989,1,25000,,,,,500,,110,1980,2,180000,2,,2,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50
902621,1986,2,,,,,100,6,1,7,,2,90,1965,1,140000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
902630,1990,3,1,1999,3,7000,,,,,250,,70,1950,1,100000,2,,,,,0,0,0,1,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,3,2,2,,,2,1,,2,,,2,,2,,1,1,2,,,,,,,2,,2,,1,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
902633,1970,2,,,,,52,6,1,7,,2,80,1968,1,140000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902641,1976,5,,,,,,,,4,350,,70,1968,1,120000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
902643,1971,1,1,1950,4,,,,,,400,,100,1950,2,250000,2,,,,,0,1,0,0,0,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1970,,,,,,,,30000,,,,,,,,4,100
902644,2013,2,,,,,350,4,2,4,,1,80,1930,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
902648,1973,1,1,2009,1,130000,,,,,300,,75,1930,1,140000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902666,1978,2,,,,,265,1,2,4,,2,80,1960,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
902669,1979,1,1,1998,1,100000,,,,,800,,120,1966,2,200000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,1,5000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902673,1984,2,,,,,50,6,1,7,,1,80,1970,1,110000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,3,10,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
902674,1980,1,1,1980,2,30000,,,,,700,,100,1980,2,300000,2,,,,,0,1,1,0,,,,,,2,,2,,2,,2,,1,12000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902675,2001,2,,,,,300,2,2,4,,2,70,1950,1,130000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,1,1,2,,2,,2,,2,2,1,3,1,,,,2,,,4,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902677,1984,1,1,1983,2,60000,,,,,500,,120,1980,2,270000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
902680,1985,2,,,,,450,1,2,4,,2,100,1955,1,110000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902682,1981,1,1,1981,4,,,,,,300,,90,1950,2,180000,2,,,,,0,1,0,0,0,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1981,,,,,,,,50000,,,,,,,,2,100
902689,2001,2,,,,,500,1,2,4,,2,70,1960,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902712,2013,4,,,,,,,,1,1000,,150,1900,2,700000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
902727,1993,1,1,1993,6,,,,,,350,,90,1965,1,180000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,1,1,2,,,,,,,2,,2,,1,5000,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1993,,,,,,,,40000,,,,,,,,4,100
902749,2007,2,,,,,50,6,1,7,,2,70,1970,1,100000,2,,,,200,,,,,,,,,,2,,2,,2,,1,1,2,,2,,,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
902750,2007,4,,,,,,,,4,150,,50,1940,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
902768,2005,4,,,,,,,,1,400,,110,1970,2,180000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,2,,1,1,2,,,,,,,2,,2,,1,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902772,1983,5,,,,,,,,7,300,,80,1980,1,50000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902784,2005,1,1,2005,1,150000,,,,,500,,120,1970,1,150000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,1,2000,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902811,2010,2,,,,,600,2,2,4,,1,100,1960,2,220000,2,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,1,,3,1,2,,,2,1,,4,,,4,,2,,1,1,2,,,,,,1,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
902835,2003,2,,,,,250,4,2,4,,1,45,1950,1,70000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902837,2008,3,1,2008,4,,,,,,800,,105,2006,2,280000,2,,,,,0,0,1,0,0,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,3,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902845,1960,4,,,,,,,,2,400,,80,1945,2,200000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
902847,1976,1,1,1976,2,7500,,,,,600,,200,1976,2,200000,2,,,,,0,1,1,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902869,2005,1,1,2005,2,198000,,,,,800,,150,2005,2,180000,2,,,,,1,1,0,0,0,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902872,1995,1,1,2010,3,72500,,,,,600,,100,1984,2,160000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902875,2003,1,1,2003,4,,,,,,500,,100,1920,2,230000,2,,,,,1,0,0,0,0,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,4,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902876,2012,1,1,2012,1,260000,,,,,1000,,200,2007,2,260000,2,,,,,0,1,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902878,1998,1,1,1998,1,45000,,,,,350,,58,1996,2,80000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902880,2000,1,1,2000,1,97000,,,,,400,,70,1950,1,97000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902886,2010,1,1,2014,2,220000,,,,,600,,140,2008,2,220000,2,,,,,1,0,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,4,,2,1,1,1,2,2,2,2,,,3,50,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902889,1978,1,1,1978,4,,,,,,300,,110,1900,2,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902896,1983,1,1,1983,7,25000,,,,,500,,110,1983,2,400000,2,,,,,1,1,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,1,2,1,,,,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902897,1970,1,1,1970,1,25000,,,,,360,,136,1400,1,90000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902909,1995,1,1,2010,4,,,,,,400,,110,1900,2,200000,2,,,,,0,1,0,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,2,2,2,2,,,,,,,2,,2,,2,,,2,4,,,,,,,1,1,,,,,,,1,1,,,,,,,2010,2010,,,,,,,150000,10000,,,,,,,2,100
902913,2005,1,1,2005,1,90000,,,,,400,,120,1960,1,150000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,1,1,2,,2,,2,4,1,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902915,1989,1,1,1989,7,60000,,,,,400,,80,1989,2,180000,2,,,,,1,1,0,0,,,,,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902916,1997,1,1,1987,4,,,,,,400,,160,1957,2,160000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,1,,1,2,2,,,1,2,2,2,,,2,,1,1,2,1,2,,,,,,1,2,,2,,2,,1,2,,,,,,,,1,,,,,,,,1,,,,,,,,1984,,,,,,,,20000,,,,,,,,2,100
902917,1990,1,1,1992,1,9000,,,,,400,,100,1980,1,150000,2,,,,,1,0,0,,,,,,,1,1,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,1992,,,,,,,,10000,,,,,,,,2,100
902944,1968,1,1,1968,4,,,,,,700,,120,1966,2,1000000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,1,100000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902945,1982,1,1,1982,2,15000,,,,,400,,84,1980,1,180000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,5,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902947,1998,1,1,1998,1,60000,,,,,400,,98,1996,2,200000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902948,1953,1,1,1953,4,,,,,,1300,,200,1907,2,700000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902949,1964,1,1,1964,4,,,,,,500,,110,1700,1,500000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902950,1966,1,1,1966,4,,,,,,400,,120,1963,1,400000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902951,1964,1,1,1964,4,,,,,,500,,120,1940,1,300000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902952,1973,1,1,1960,7,15000,,,,,1000,,300,1960,2,1000000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,1,1200,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902953,1993,1,1,1992,2,200000,,,,,1000,,110,1991,2,600000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,3,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902955,1962,1,1,1960,7,40000,,,,,1000,,140,1960,2,1000000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
902956,1960,1,1,1960,4,,,,,,300,,80,1956,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
903005,1996,1,1,1996,3,27000,,,,,500,,63,1964,1,100000,2,,,,,1,1,,,,,,,,2,,1,1,1,1,2,,1,1500,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
903015,1958,3,1,1980,3,3000,,,,,700,,100,1958,1,230000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
903016,1959,1,1,1985,6,,,,,,650,,150,1956,2,300000,2,,,,,1,,,,,,,,,1,1,1,1,1,1,2,,1,2000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,5,4,,1,4,2,1,2,,,,,,,2,,2,,2,,,2,2,2,4,,,,,2,2,2,2,,,,,1,1,1,1,,,,,1985,1985,1985,1985,,,,,20000,15000,18000,13000,,,,,3,100
903018,2003,1,1,2003,1,130000,,,,,600,,105,1990,1,170000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,1,2000,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
903022,2011,1,1,2006,2,290000,,,,,800,,210,2011,2,350000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,4,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
903032,2008,5,,,,,,,,1,600,,90,1955,1,180000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
