nquest,nord,sex,parent,anasc,cit,aningr,staciv,studio,tipolau,VOTOEDU,SUEDU,annoedu,tipodip,univer,selode,motiv,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,SETT,PERC,NPERC,CFRED,AREA3,AREA5,ACOM4C,PESOFIT,ISCO
31246,2,2,2,1944,1,,1,3,,,,,,,,,15,1,3,2,,,1,1,1,2,70,5,6,3,5,1,2,0,1,1,0,1.1825635807,
31304,1,1,1,1941,1,,1,5,,7,10,1960,3,2,0,,15,2,9,1,,,11,2,11,2,73,5,6,3,5,1,2,1,2,3,0,0.6401424384,
31304,2,2,2,1942,1,,1,5,,6,10,1961,4,1,0,,15,8,7,2,,,11,2,11,2,72,5,6,3,5,1,2,0,2,3,0,0.6401424384,
31448,1,2,1,1935,1,,4,5,,56,60,1953,2,2,0,,15,2,4,1,,,8,1,8,1,79,5,6,3,5,1,1,1,1,2,2,0.5319460658,
31625,1,2,1,1931,1,,4,2,,,,,,,,,16,,,1,,,16,3,3,2,83,5,6,3,5,1,2,0,1,1,2,0.3682356735,
31625,2,2,6,1957,1,,2,7,8,110,110,1982,3,,0,,5,,19,2,,,16,3,3,2,57,4,3,1,4,1,2,1,1,1,2,0.3682356735,3.3
31652,1,1,1,1941,1,,1,5,,46,60,1959,3,2,0,,15,2,15,1,,,15,3,3,2,73,5,6,3,5,1,2,1,1,1,0,1.1582537575,
31652,2,2,2,1943,1,,1,7,9,107,110,1973,5,,0,,15,3,16,2,,,3,1,3,2,71,5,6,3,5,1,2,0,1,1,0,1.1582537575,
31665,1,1,1,1937,1,,1,4,,,,,,,,,15,2,8,1,,,7,1,7,2,77,5,6,3,5,1,2,1,1,1,2,0.2379415387,
31665,2,2,2,1938,1,,1,2,,,,,,,,,15,1,20,2,,,7,1,7,2,76,5,6,3,5,1,2,0,1,1,2,0.2379415387,
31671,1,2,1,1952,1,,4,3,,,,,,,,,16,,,1,,,7,1,7,1,62,4,6,3,5,1,1,1,1,1,2,0.1971421484,
31695,1,2,1,1969,1,,1,3,,,,,,,,,13,,,1,,,13,3,3,4,45,3,7,3,5,0,3,0,1,1,2,0.3313712749,
31695,2,1,2,1964,1,,1,3,,,,,,,,,1,,2,2,,,3,1,3,4,50,3,1,1,2,1,3,1,1,1,2,0.3313712749,6.2
31695,3,2,6,1987,1,,2,6,10,98,100,2011,3,,0,,2,,17,3,,,3,1,3,4,27,1,2,1,3,1,3,0,1,1,2,0.3313712749,3.2
31695,4,1,6,1992,1,,2,3,,,,,,,,,1,,19,4,,,3,1,3,4,22,1,1,1,4,1,3,0,1,1,2,0.3313712749,8.1
31724,1,1,1,1958,1,,1,5,,60,60,1977,2,2,0,,2,,8,2,,,7,1,7,5,56,4,2,1,4,1,3,1,1,1,0,0.938353548,6.2
31724,2,2,2,1962,1,,1,6,10,110,110,1998,2,,0,,2,,16,3,,,1,1,7,5,52,3,2,1,3,1,3,0,1,1,0,0.938353548,2.6
31724,3,2,6,1991,1,,2,7,1,110,110,2013,2,,0,,17,,,1,,,7,1,7,5,23,1,7,3,5,0,3,0,1,1,0,0.938353548,
31724,4,2,6,1996,1,,2,3,,,,,,,,,17,,,4,,,7,1,7,5,18,1,7,3,5,0,3,0,1,1,0,0.938353548,
31724,5,2,10,1999,1,,2,3,,,,,,,,,17,,,5,,,7,1,7,5,15,1,7,3,5,1,3,0,1,1,0,0.938353548,
31757,1,2,1,1935,1,,4,5,,58,60,1950,6,2,0,,16,,,1,,,4,1,3,1,79,5,6,3,5,1,1,1,1,1,2,0.4359138635,
31799,1,2,1,1948,1,,1,2,,,,,,,,,15,1,3,1,,,3,1,3,2,66,5,6,3,5,1,2,0,1,1,2,0.313572979,
31799,2,1,2,1941,1,,1,3,,,,,,,,,15,2,4,2,,,3,1,3,2,73,5,6,3,5,1,2,1,1,1,2,0.313572979,
31860,1,1,1,1958,1,,1,3,,,,,,,,,2,,15,1,,,15,3,15,3,56,4,2,1,3,1,2,0,3,4,2,0.3745214826,
31860,2,2,2,1961,1,,1,5,,45,60,1980,5,1,0,,3,,16,2,,,15,3,15,3,53,3,2,1,3,1,2,1,3,4,2,0.3745214826,2.6
31860,3,2,6,1989,1,,2,5,,76,100,2010,2,2,0,,11,,,3,,,15,3,15,3,25,1,7,3,5,0,2,0,3,4,2,0.3745214826,
31912,1,2,1,1940,1,,1,2,,,,,,,,,15,1,3,1,,,3,1,3,2,74,5,6,3,5,1,2,0,1,1,0,1.1619407802,
31912,2,1,2,1930,1,,1,2,,,,,,,,,15,1,8,2,,,3,1,3,2,84,5,6,3,5,1,2,1,1,1,0,1.1619407802,
32001,1,1,1,1934,1,,1,5,,40,60,1953,3,2,0,,16,,,1,,,1,1,1,2,80,5,6,3,5,1,2,1,1,1,3,0.5625355023,
32001,2,2,2,1934,1,,1,3,,,,,,,,,15,4,10,2,,,7,1,1,2,80,5,6,3,5,1,2,0,1,1,3,0.5625355023,
32034,1,1,1,1944,1,,1,3,,,,,,,,,15,1,3,1,,,18,3,1,2,70,5,6,3,5,1,1,1,1,1,0,1.4189836575,
32034,2,2,2,1948,1,,1,2,,,,,,,,,13,,,2,,,18,3,1,2,66,5,7,3,5,0,1,0,1,1,0,1.4189836575,
32044,1,2,1,1937,1,,4,2,,,,,,,,,16,,,1,,,1,1,1,1,77,5,6,3,5,1,1,1,1,1,0,1.4468061984,
32052,1,1,1,1941,1,,1,3,,,,,,,,,15,1,3,1,,,1,1,1,2,73,5,6,3,5,1,2,1,1,1,0,1.2375665379,
32052,2,2,2,1944,1,,1,3,,,,,,,,,15,1,16,2,,,1,1,1,2,70,5,6,3,5,1,2,0,1,1,0,1.2375665379,
32057,1,1,1,1938,1,,1,3,,,,,,,,,15,8,8,2,,,1,1,1,3,76,5,6,3,5,1,2,1,1,1,0,1.8850260664,
32057,2,2,2,1943,1,,1,4,,,,,,,,,13,,,3,,,1,1,1,3,71,5,7,3,5,0,2,0,1,1,0,1.8850260664,
32057,3,1,6,1967,1,,2,8,7,110,110,1992,3,,0,,6,,17,1,,,1,1,1,3,47,3,4,2,3,1,2,0,1,1,0,1.8850260664,
32190,1,1,1,1947,1,,2,5,,7,10,1969,5,2,0,,15,3,16,1,,,3,1,3,1,67,5,6,3,5,1,1,1,1,1,2,0.252333885,
32209,1,2,1,1950,1,,1,2,,,,,,,,,13,,,1,,,20,3,20,2,64,4,7,3,5,1,2,0,3,5,1,0.1844422208,
32209,2,1,2,1940,1,,1,2,,,,,,,,,15,1,8,2,,,20,3,20,2,74,5,6,3,5,1,2,1,3,5,1,0.1844422208,
32210,1,2,1,1950,1,,1,3,,,,,,,,,13,,,1,,,20,3,20,3,64,4,7,3,5,0,1,0,3,5,1,0.2029479557,
32210,2,1,2,1946,1,,1,3,,,,,,,,,15,1,8,2,,,20,3,20,3,68,5,6,3,5,1,1,1,3,5,1,0.2029479557,
32210,3,2,6,1989,1,,2,3,,,,,,,,,12,1,9,4,,,20,3,20,3,25,1,7,3,5,0,1,0,3,5,1,0.2029479557,
32288,1,1,1,1960,1,,3,3,,,,,,,,,8,,7,1,,,8,1,8,2,54,3,5,2,4,1,2,1,1,2,0,1.1042756773,1.3
32288,2,2,3,1964,1,,3,3,,,,,,,,,9,,7,2,,,3,1,8,2,50,3,5,2,4,1,2,0,1,2,0,1.1042756773,1.3
32318,1,2,1,1936,1,,4,2,,,,,,,,,16,,,1,,,4,1,4,1,78,5,6,3,5,1,1,1,1,2,2,0.359103447,
32320,1,2,1,1962,1,,1,7,10,110,110,2009,5,,1,,2,,16,1,,,4,1,4,4,52,3,2,1,3,1,2,0,1,2,2,0.4669941058,2.6
32320,2,1,2,1958,1,,1,5,,58,60,1977,3,1,0,,2,,8,2,,,6,1,4,4,56,4,2,1,4,1,2,1,1,2,2,0.4669941058,4.3
32320,3,2,6,1992,1,,2,6,6,97,110,2013,3,,0,,17,,,3,,,4,1,4,4,22,1,7,3,5,0,2,0,1,2,2,0.4669941058,
32320,4,1,6,1994,1,,2,5,,82,100,2013,3,1,0,,17,,,4,,,4,1,4,4,20,1,7,3,5,0,2,0,1,2,2,0.4669941058,
32470,1,2,1,1927,1,,4,5,,8,10,1947,5,2,0,,15,3,16,1,,,15,3,15,2,87,5,6,3,5,1,2,1,3,4,0,1.9452725221,
32470,2,1,6,1968,1,,2,5,,36,60,1987,2,2,0,,8,,1,2,,,15,3,15,2,46,3,5,2,1,1,2,0,3,4,0,1.9452725221,2.6
32471,1,2,1,1945,1,,4,2,,,,,,,,,15,8,1,1,,,15,3,15,1,69,5,6,3,5,1,1,1,3,4,0,1.749335749,
32524,1,1,1,1945,1,,1,7,7,106,110,1985,2,,0,,15,4,11,1,,,8,1,8,2,69,5,6,3,5,1,2,1,1,2,2,0.3293679516,
32524,2,2,2,1948,1,,1,7,6,110,110,1973,2,,1,,15,2,11,2,,,8,1,8,2,66,5,6,3,5,1,2,0,1,2,2,0.3293679516,
32556,1,2,1,1947,1,,4,4,,,,,,,,,15,2,3,1,,,5,1,5,1,67,5,6,3,5,1,1,1,1,2,1,0.4592585131,
32668,1,1,1,1949,1,,1,4,,,,,,,,,15,2,8,1,,,16,3,16,3,65,5,6,3,5,1,1,1,3,4,1,1.0451616769,
32668,2,2,2,1950,1,,1,4,,,,,,,,,13,,,2,,,16,3,16,3,64,4,7,3,5,0,1,0,3,4,1,1.0451616769,
32668,3,1,6,1974,1,,2,3,,,,,,,,,12,1,3,3,,,16,3,16,3,40,2,7,3,5,0,1,0,3,4,1,1.0451616769,
32703,1,2,1,1942,1,,1,4,,,,,,,,,15,2,18,1,,,15,3,8,2,72,5,6,3,5,1,2,1,1,2,1,0.3980114442,
32703,2,1,2,1945,1,,1,3,,,,,,,,,15,2,19,2,,,8,1,8,2,69,5,6,3,5,1,2,0,1,2,1,0.3980114442,
32709,1,1,1,1940,1,,1,5,,60,60,1959,2,2,0,,15,7,7,1,,,8,1,8,4,74,5,6,3,5,1,4,0,1,2,1,0.5138329414,
32709,2,2,2,1944,1,,1,5,,54,60,1963,5,2,0,,15,2,3,2,,,8,1,8,4,70,5,6,3,5,1,4,0,1,2,1,0.5138329414,
32709,3,1,6,1971,1,,2,7,6,104,110,1996,2,,0,,2,,14,3,,,8,1,8,4,43,2,2,1,4,1,4,1,1,2,1,0.5138329414,3.3
32709,4,2,6,1979,1,,2,7,6,110,110,2003,2,,1,,3,,16,4,,,8,1,8,4,35,2,2,1,3,1,4,0,1,2,1,0.5138329414,2.6
32729,1,1,1,1954,1,,1,4,,,,,,,,,9,,8,1,,,8,1,8,2,60,4,5,2,4,1,2,1,1,2,1,0.4280393533,7.4
32729,2,2,2,1958,1,,1,3,,,,,,,,,9,,8,2,,,8,1,8,2,56,4,5,2,4,1,2,0,1,2,1,0.4280393533,1.3
32733,1,1,1,1931,1,,1,2,,,,,,,,,15,8,7,1,,,8,1,8,2,83,5,6,3,5,1,1,1,1,2,1,0.4241105553,
32733,2,2,2,1937,1,,1,2,,,,,,,,,16,,,2,,,8,1,8,2,77,5,6,3,5,1,1,0,1,2,1,0.4241105553,
32734,1,1,1,1965,1,,3,3,,,,,,,,,1,,3,1,,,8,1,8,1,49,3,1,1,2,1,1,1,1,2,1,0.792141515,6.2
32742,1,1,1,1946,1,,1,3,,,,,,,,,15,4,3,1,,,8,1,8,2,68,5,6,3,5,1,2,1,1,2,1,0.3596982634,
32742,2,2,2,1946,1,,1,2,,,,,,,,,15,1,3,2,,,8,1,8,2,68,5,6,3,5,1,2,0,1,2,1,0.3596982634,
32751,1,2,1,1939,1,,4,3,,,,,,,,,15,2,17,1,,,8,1,8,1,75,5,6,3,5,1,1,1,1,2,2,0.214274146,
32765,1,2,1,1956,1,,1,7,9,104,110,1980,5,,0,,2,,17,1,,,8,1,8,2,58,4,2,1,3,1,2,0,1,2,2,0.2595096818,2.4
32765,2,1,2,1954,1,,1,7,6,107,110,1978,2,,0,,5,,10,2,,,8,1,8,2,60,4,3,1,4,1,2,1,1,2,2,0.2595096818,3.1
32772,1,2,1,1952,1,,1,5,,36,60,1971,2,2,0,,13,,,1,,,16,3,8,2,62,4,7,3,5,0,1,0,1,2,2,0.2267389323,
32772,2,1,2,1949,1,,1,3,,,,,,,,,15,2,2,2,,,8,1,8,2,65,5,6,3,5,1,1,1,1,2,2,0.2267389323,
32810,1,2,1,1936,1,,4,1,,,,,,,,,15,1,1,1,,,17,3,17,1,78,5,6,3,5,1,1,1,3,4,0,2.0619604175,
32822,1,1,1,1929,1,,1,7,9,110,110,1951,5,,0,,15,3,16,1,,,18,3,18,3,85,5,6,3,5,1,3,1,3,4,2,0.7812008969,
32822,2,2,2,1931,1,,1,5,,6,10,1950,3,2,0,,16,,,2,,,18,3,18,3,83,5,6,3,5,1,3,0,3,4,2,0.7812008969,
32822,3,1,6,1962,1,,2,5,,36,100,1981,5,1,0,,2,,16,3,,,18,3,18,3,52,3,2,1,3,1,3,0,3,4,2,0.7812008969,8.1
32839,1,1,1,1945,1,,1,5,,48,60,1968,2,2,0,,15,4,8,1,,,5,1,5,2,69,5,6,3,5,1,1,1,1,2,0,0.9582396533,
32839,2,2,2,1944,1,,1,4,,,,,,,,,13,,,2,,,5,1,5,2,70,5,7,3,5,0,1,0,1,2,0,0.9582396533,
32861,1,2,1,1951,1,,1,2,,,,,,,,,15,1,3,2,,,11,2,11,3,63,4,6,3,5,1,3,0,2,3,1,0.3226934395,
32861,2,1,2,1946,1,,1,2,,,,,,,,,15,1,8,1,,,11,2,11,3,68,5,6,3,5,1,3,1,2,3,1,0.3226934395,
32861,3,2,6,1989,1,,2,5,,70,100,2008,3,2,0,,1,,7,3,,,11,2,11,3,25,1,1,1,4,1,3,0,2,3,1,0.3226934395,5.1
32887,1,1,1,1962,1,,1,5,,43,60,1982,2,2,0,,8,,7,1,,,5,1,5,3,52,3,5,2,4,1,3,1,1,2,1,0.4894848215,1.3
32887,2,2,2,1965,1,,1,5,,60,60,1984,2,2,0,,8,,7,2,,,5,1,5,3,49,3,5,2,4,1,3,0,1,2,1,0.4894848215,1.3
32887,3,1,6,1990,1,,2,5,,66,100,2008,3,1,0,,1,,7,3,,,5,1,5,3,24,1,1,1,4,1,3,0,1,2,1,0.4894848215,5.1
32987,1,2,1,1937,1,,1,2,,,,,,,,,15,1,20,2,,,12,2,12,2,77,5,6,3,5,1,2,0,2,3,2,0.6573979767,
32987,2,1,2,1935,1,,1,2,,,,,,,,,15,1,15,1,,,12,2,12,2,79,5,6,3,5,1,2,1,2,3,2,0.6573979767,
33036,1,1,1,1936,1,,1,2,,,,,,,,,15,1,6,1,,,15,3,15,3,78,5,6,3,5,1,1,1,3,4,2,0.1985174931,
33036,2,2,2,1939,1,,1,2,,,,,,,,,13,,,2,,,15,3,15,3,75,5,7,3,5,0,1,0,3,4,2,0.1985174931,
33036,3,1,6,1965,1,,2,3,,,,,,,,,12,1,6,3,,,15,3,15,3,49,3,7,3,5,0,1,0,3,4,2,0.1985174931,
33038,1,2,1,1955,1,,1,4,,,,,,,,,13,,,1,,,15,3,15,3,59,4,7,3,5,0,2,0,3,4,2,0.1723482132,
33038,2,1,2,1957,1,,1,5,,45,60,1975,1,2,0,,1,,15,2,,,15,3,15,3,57,4,1,1,3,1,2,1,3,4,2,0.1723482132,8.1
33038,3,1,6,1990,1,,2,5,,48,60,2008,1,2,0,,9,,7,4,,,15,3,15,3,24,1,5,2,4,1,2,0,3,4,2,0.1723482132,1.3
33275,1,1,1,1936,1,,1,7,1,100,110,1968,3,,0,,15,3,16,1,,,16,3,13,2,78,5,6,3,5,1,2,1,3,4,2,0.6710616921,
33275,2,2,2,1945,1,,1,7,9,105,110,1972,2,,0,,15,3,16,2,,,14,3,13,2,69,5,6,3,5,1,2,0,3,4,2,0.6710616921,
33303,1,1,1,1947,1,,1,5,,7,10,1967,2,1,0,,15,3,16,1,,,8,1,8,2,67,5,6,3,5,1,2,1,1,2,2,0.2053773685,
33303,2,2,2,1939,1,,1,4,,,,,,,,,15,2,16,2,,,8,1,8,2,75,5,6,3,5,1,2,0,1,2,2,0.2053773685,
33335,1,1,1,1960,1,,1,5,,56,60,1979,2,2,0,,1,,15,1,,,10,2,10,4,54,3,1,1,3,1,4,1,2,3,0,0.408453024,8.1
33335,2,2,2,1959,1,,1,3,,,,,,,,,1,,3,2,,,10,2,10,4,55,4,1,1,2,1,4,0,2,3,0,0.408453024,6.5
33335,3,1,6,1983,1,,2,7,10,110,110,2009,3,,1,,6,,19,3,,,10,2,10,4,31,1,4,2,4,1,4,0,2,3,0,0.408453024,3.4
33335,4,1,6,1988,1,,2,5,,95,100,2007,2,1,0,,1,,3,4,,,10,2,10,4,26,1,1,1,2,1,4,0,2,3,0,0.408453024,6.2
33336,1,1,1,1970,1,,2,4,,,,,,,,,8,,6,1,,,10,2,10,2,44,2,5,2,4,1,2,0,2,3,0,0.3481380604,1.3
33336,2,2,4,1943,1,,4,2,,,,,,,,,15,8,7,2,,,10,2,10,2,71,5,6,3,5,1,2,1,2,3,0,0.3481380604,
33348,1,1,1,1939,1,,1,2,,,,,,,,,15,1,4,1,,,10,2,10,2,75,5,6,3,5,1,2,1,2,3,0,0.2042420436,
33348,2,2,2,1944,1,,1,2,,,,,,,,,16,,,2,,,10,2,10,2,70,5,6,3,5,1,2,0,2,3,0,0.2042420436,
33451,1,2,1,1955,1,,3,5,,45,60,1973,3,2,0,,2,,11,1,,,19,3,19,3,59,4,2,1,4,1,1,1,3,5,3,0.5260804036,
33451,2,1,6,1983,1,,2,5,,70,100,2003,3,2,0,,11,,,2,,,19,3,19,3,31,1,7,3,5,0,1,0,3,5,3,0.5260804036,
33451,3,2,6,1993,1,,2,3,,,,,,,,,11,,,3,,,19,3,19,3,21,1,7,3,5,0,1,0,3,5,3,0.5260804036,
33455,1,1,1,1936,1,,3,5,,6,10,1959,2,2,0,,15,2,15,1,,,19,3,19,1,78,5,6,3,5,1,1,1,3,5,2,0.2011738491,
33479,1,2,1,1934,1,,2,5,,8,10,1953,5,2,0,,15,3,16,1,,,19,3,19,2,80,5,6,3,5,1,2,1,3,5,3,0.3086920804,
33479,2,2,11,1936,1,,2,5,,7,10,1955,5,2,0,,15,2,19,2,,,19,3,19,2,78,5,6,3,5,1,2,0,3,5,3,0.3086920804,
33644,1,2,1,1937,1,,3,2,,,,,,,,,15,1,17,1,,,5,1,5,2,77,5,6,3,5,1,2,1,1,2,2,0.2989010303,
33644,2,1,6,1970,1,,2,3,,,,,,,,,1,,1,3,,,5,1,5,2,44,2,1,1,1,1,2,0,1,2,2,0.2989010303,8.3
33751,1,1,1,1946,1,,1,7,6,110,110,1969,3,,0,,15,2,11,1,,,19,3,19,2,68,5,6,3,5,1,2,1,3,5,3,0.2864229411,
33751,2,2,2,1950,1,,1,5,,42,60,1969,5,2,0,,15,2,15,2,,,19,3,19,2,64,4,6,3,5,1,2,0,3,5,3,0.2864229411,
33761,1,1,1,1939,1,,1,7,2,105,110,1965,3,,0,,15,2,15,1,,,19,3,19,2,75,5,6,3,5,1,1,1,3,5,3,0.2958750196,
33761,2,2,2,1944,1,,1,7,9,110,110,1968,3,,0,,13,,,2,,,8,1,19,2,70,5,7,3,5,0,1,0,3,5,3,0.2958750196,
33773,1,2,1,1959,1,,4,5,,40,60,1979,3,2,0,,2,,15,1,,,19,3,19,4,55,4,2,1,3,1,1,1,3,5,3,0.8704212418,
33773,2,2,6,1982,1,,2,5,,80,100,2001,3,2,0,,11,,,2,,,19,3,19,4,32,1,7,3,5,0,1,0,3,5,3,0.8704212418,
33773,3,2,6,1985,1,,2,5,,80,100,2003,3,2,0,,11,,,3,,,19,3,19,4,29,1,7,3,5,0,1,0,3,5,3,0.8704212418,
33773,4,2,6,2002,1,,2,2,,,,,,,,,17,,,4,,,19,3,19,4,12,1,7,3,5,0,1,0,3,5,3,0.8704212418,
33823,1,2,1,1929,1,,4,2,,,,,,,,,15,1,3,1,,,9,2,9,1,85,5,6,3,5,1,1,1,2,3,2,0.8282584204,
33839,1,2,1,1946,1,,4,3,,,,,,,,,16,,,1,,,16,3,16,1,68,5,6,3,5,1,1,1,3,4,2,0.245197192,
33877,1,2,1,1963,1,,1,5,,42,60,1983,2,2,0,,1,,7,1,,,8,1,8,2,51,3,1,1,4,1,2,0,1,2,0,1.0115166516,5.1
33877,2,1,2,1958,1,,1,5,,44,60,1977,2,2,0,,4,,3,2,,,8,1,8,2,56,4,3,1,2,1,2,1,1,2,0,1.0115166516,
33882,1,1,1,1951,1,,1,3,,,,,,,,,15,1,3,1,,,8,1,8,2,63,4,6,3,5,1,1,1,1,2,0,0.7495572829,
33882,2,2,2,1959,1,,1,4,,,,,,,,,13,,,2,,,8,1,8,2,55,4,7,3,5,0,1,0,1,2,0,0.7495572829,
33937,1,1,1,1939,1,,1,2,,,,,,,,,15,1,6,1,,,19,3,12,3,75,5,6,3,5,1,1,0,2,3,2,0.51892801,
33937,2,2,2,1947,1,,1,2,,,,,,,,,13,,,2,,,19,3,12,3,67,5,7,3,5,0,1,0,2,3,2,0.51892801,
33937,3,2,6,1974,1,1986,2,3,,,,,,,,1,8,,19,3,,,,,12,3,40,2,5,2,4,1,1,1,2,3,2,0.51892801,5.4
33983,1,1,1,1956,1,,1,7,6,89,110,1980,3,,0,,4,,10,1,,,12,2,12,3,58,4,3,1,4,1,2,1,2,3,2,0.359300853,3.1
33983,2,2,2,1959,1,,1,5,,40,60,1988,5,2,0,,2,,15,2,,,12,2,12,3,55,4,2,1,3,1,2,0,2,3,2,0.359300853,
33983,3,2,6,2000,1,,2,3,,,,,,,,,17,,,3,,,12,2,12,3,14,1,7,3,5,0,2,0,2,3,2,0.359300853,
33985,1,1,1,1949,1,,1,7,4,98,110,1978,2,,0,,6,,6,1,,,12,2,12,4,65,5,4,2,4,1,4,1,2,3,2,0.4774647041,3.1
33985,2,2,2,1954,1,,1,7,9,110,110,1978,5,,0,,2,,16,2,,,12,2,12,4,60,4,2,1,3,1,4,0,2,3,2,0.4774647041,2.6
33985,3,2,6,1985,1,,2,7,5,110,110,2013,3,,0,,6,,6,3,,,12,2,12,4,29,1,4,2,4,1,4,0,2,3,2,0.4774647041,3.1
33985,4,1,6,1989,1,,2,6,4,110,110,2013,3,,0,,17,,,4,,,12,2,12,4,25,1,7,3,5,1,4,0,2,3,2,0.4774647041,
33994,1,1,1,1946,1,,1,4,,,,,,,,,15,2,19,1,,,12,2,12,3,68,5,6,3,5,1,2,1,2,3,2,0.4610691426,
33994,2,2,2,1950,1,,1,3,,,,,,,,,13,,,2,,,12,2,12,3,64,4,7,3,5,0,2,0,2,3,2,0.4610691426,
33994,3,1,6,1976,1,,2,5,,80,100,1995,3,2,0,,1,,19,3,,,12,2,12,3,38,2,1,1,4,1,2,0,2,3,2,0.4610691426,6.5
34059,1,1,1,1951,1,,4,5,,50,60,1970,2,1,0,,15,4,14,1,,,11,2,11,1,63,4,6,3,5,1,1,1,2,3,1,0.2403350815,
34252,1,1,1,1948,1,,2,3,,,,,,,,,15,2,16,1,,,13,3,13,1,66,5,6,3,5,1,1,1,3,4,1,0.6193928442,
34396,1,2,1,1933,1,,4,2,,,,,,,,,13,,,1,,,15,3,15,2,81,5,7,3,5,1,2,0,3,4,3,0.8344980965,
34396,2,2,6,1967,1,,2,5,,108,110,1987,4,1,0,,2,,16,2,,,15,3,15,2,47,3,2,1,3,1,2,1,3,4,3,0.8344980965,3.2
34732,1,1,1,1938,1,,1,2,,,,,,,,,15,8,8,1,,,16,3,16,2,76,5,6,3,5,1,1,1,3,4,0,1.6488745959,
34732,2,2,2,1943,1,,1,2,,,,,,,,,13,,,2,,,16,3,16,2,71,5,7,3,5,0,1,0,3,4,0,1.6488745959,
34778,1,2,1,1937,1,,4,2,,,,,,,,,16,,,1,,,16,3,16,2,77,5,6,3,5,1,2,0,3,4,2,0.1856590983,
34778,2,1,6,1963,1,,2,5,,50,60,1982,2,2,0,,2,,19,2,,,16,3,16,2,51,3,2,1,4,1,2,1,3,4,2,0.1856590983,4.3
34793,1,2,1,1952,1,,4,2,,,,,,,,,16,,,2,,,16,3,16,3,62,4,6,3,5,1,3,1,3,4,2,0.7631485978,
34793,2,2,6,1985,1,,2,5,,70,100,2004,1,2,0,,1,,3,4,,,16,3,16,3,29,1,1,1,2,1,3,0,3,4,2,0.7631485978,6.5
34793,3,2,6,1982,1,,2,3,,,,,,,,,1,,3,3,,,16,3,16,3,32,1,1,1,2,1,3,0,3,4,2,0.7631485978,6.5
34825,1,1,1,1953,1,,1,3,,,,,,,,,21,,,1,,,8,1,8,3,61,4,7,3,5,0,2,0,1,2,1,0.6990185916,
34825,2,2,2,1954,1,,1,5,,54,60,1982,2,2,0,,2,,17,2,,,11,2,8,3,60,4,2,1,3,1,2,1,1,2,1,0.6990185916,3.2
34825,3,2,6,1986,1,,2,5,,42,60,2005,3,2,0,,1,,7,3,,,8,1,8,3,28,1,1,1,4,1,2,0,1,2,1,0.6990185916,5.1
34900,1,2,1,1967,1,,1,4,,,,,,,,,1,,20,1,,,5,1,5,4,47,3,1,1,4,1,2,0,1,2,2,0.3474266819,8.2
34900,2,1,2,1963,1,,1,3,,,,,,,,,1,,3,2,,,5,1,5,4,51,3,1,1,2,1,2,1,1,2,2,0.3474266819,6.5
34900,3,2,6,1994,1,,2,3,,,,,,,,,17,,,3,,,5,1,5,4,20,1,7,3,5,0,2,0,1,2,2,0.3474266819,
34900,4,1,6,2002,1,,2,1,,,,,,,,,17,,,4,,,5,1,5,4,12,1,7,3,5,0,2,0,1,2,2,0.3474266819,
35005,1,1,1,1941,1,,4,3,,,,,,,,,15,1,15,1,,,16,3,3,2,73,5,6,3,5,1,2,1,1,1,2,0.6093006961,
35005,2,1,6,1982,1,,2,3,,,,,,,,,16,,,2,,,3,1,3,2,32,1,6,3,5,1,2,0,1,1,2,0.6093006961,
35022,1,2,1,1966,1,,1,3,,,,,,,,,13,,,2,,,15,3,15,4,48,3,7,3,5,0,1,0,3,4,2,0.7464506753,
35022,2,1,2,1966,1,,1,3,,,,,,,,,1,,8,1,,,15,3,15,4,48,3,1,1,4,1,1,1,3,4,2,0.7464506753,7.4
35022,3,1,6,1993,1,,2,5,,70,100,2013,2,2,0,,11,,,4,,,15,3,15,4,21,1,7,3,5,0,1,0,3,4,2,0.7464506753,
35022,4,1,6,1991,1,,2,5,,71,100,2010,1,2,0,,11,,,3,,,15,3,15,4,23,1,7,3,5,0,1,0,3,4,2,0.7464506753,
35032,1,1,1,1958,1,,1,3,,,,,,,,,2,,15,1,,,18,3,3,4,56,4,2,1,3,1,3,0,1,1,2,0.5633413281,7.4
35032,2,2,2,1960,1,,1,5,,40,60,1979,2,2,0,,4,,19,2,,,3,1,3,4,54,3,3,1,4,1,3,1,1,1,2,0.5633413281,4.4
35032,3,1,6,1988,1,,2,6,1,91,110,2012,3,,0,,2,,3,3,,,3,1,3,4,26,1,2,1,2,1,3,0,1,1,2,0.5633413281,2.1
35032,4,1,6,1990,1,,2,5,,77,100,2009,3,1,0,,17,,,4,,,3,1,3,4,24,1,7,3,5,0,3,0,1,1,2,0.5633413281,
35234,1,1,1,1939,1,,1,3,,,,,,,,,15,1,10,1,,,9,2,9,2,75,5,6,3,5,1,2,1,2,3,1,0.7354127642,
35234,2,2,2,1945,1,2003,1,7,1,9,10,1967,3,,0,2,15,3,16,2,,,,,9,2,69,5,6,3,5,1,2,0,2,3,1,0.7354127642,
35319,1,2,1,1937,1,,4,1,,,,,,,,,16,,,1,,,13,3,13,1,77,5,6,3,5,1,1,1,3,4,0,1.644923717,
35322,1,1,1,1929,1,,1,2,,,,,,,,,15,1,6,1,,,13,3,13,2,85,5,6,3,5,1,2,1,3,4,0,1.5766256018,
