nquest,nord,sex,parent,anasc,cit,aningr,staciv,studio,tipolau,VOTOEDU,SUEDU,annoedu,tipodip,univer,selode,motiv,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,SETT,PERC,NPERC,CFRED,AREA3,AREA5,ACOM4C,PESOFIT,ISCO
908440,2,2,2,1954,1,,1,7,9,110,110,1983,3,,0,,3,,16,,,,6,1,6,2,60,4,2,1,3,1,2,0,1,2,2,0.5059335886,2.6
908444,1,1,1,1927,1,,1,2,,,,,,,,,15,2,15,,,,3,1,6,2,87,5,6,3,5,1,1,1,1,2,2,0.5226296117,
908444,2,2,2,1934,1,,1,2,,,,,,,,,13,,,,,,5,1,6,2,80,5,7,3,5,0,1,0,1,2,2,0.5226296117,
908446,1,1,1,1937,1,,1,2,,,,,,,,,15,1,6,,,,6,1,6,4,77,5,6,3,5,1,3,0,1,2,2,0.795158149,
908446,2,2,2,1946,1,,1,2,,,,,,,,,13,,,,,,18,3,6,4,68,5,7,3,5,0,3,0,1,2,2,0.795158149,
908446,3,1,6,1975,1,,2,3,,,,,,,,,1,,7,,,,6,1,6,4,39,2,1,1,4,1,3,0,1,2,2,0.795158149,6.3
908446,4,2,6,1972,1,,2,3,,,,,,,,,1,,3,,,,6,1,6,4,42,2,1,1,2,1,3,1,1,2,2,0.795158149,6.5
908447,1,1,1,1946,1,,1,7,6,100,110,1972,2,,0,,15,3,16,,,,6,1,6,3,68,5,6,3,5,1,2,0,1,2,2,0.518575126,
908447,2,2,2,1952,1,,1,5,,50,60,1970,5,1,0,,3,,16,,,,6,1,6,3,62,4,2,1,3,1,2,1,1,2,2,0.518575126,2.6
908447,3,2,6,1994,1,,2,5,,95,100,2013,3,1,0,,17,,,,,,6,1,6,3,20,1,7,3,5,0,2,0,1,2,2,0.518575126,
908450,1,2,1,1956,1,,1,3,,,,,,,,,13,,,,,,6,1,6,3,58,4,7,3,5,0,2,0,1,2,2,0.7377216202,
908450,2,1,3,1956,1,,2,4,,,,,,,,,16,,,,,,6,1,6,3,58,4,6,3,5,1,2,0,1,2,2,0.7377216202,
908450,3,2,7,1981,1,,2,7,7,98,110,2004,2,,0,,2,,13,,,,6,1,6,3,33,1,2,1,4,1,2,1,1,2,2,0.7377216202,
908468,1,1,1,1985,2,2006,1,6,1,100,110,2005,3,,0,4,12,1,7,,,,,,6,2,29,1,7,3,5,0,1,0,1,2,2,0.9514938426,
908468,2,2,2,1971,1,,1,7,9,108,110,1995,3,,0,,3,,16,,,,15,3,6,2,43,2,2,1,3,1,1,1,1,2,2,0.9514938426,2.6
908482,1,2,1,1992,2,2011,2,5,,50,100,2011,2,2,0,3,12,1,9,,,,,,6,1,22,1,7,3,5,1,1,1,1,2,2,1.0600052602,
908488,1,2,1,1946,1,,4,5,,58,60,1966,5,2,0,,15,5,16,,,,7,1,7,1,68,5,6,3,5,1,1,1,1,1,0,1.3059350622,
908489,1,2,1,1938,1,,2,3,,,,,,,,,15,2,17,,,,7,1,7,1,76,5,6,3,5,1,1,1,1,1,0,1.3059350622,
908496,1,2,1,1950,1,,1,2,,,,,,,,,13,,,,,,7,1,7,3,64,4,7,3,5,1,3,0,1,1,0,1.4645425944,
908496,2,1,2,1944,1,,1,2,,,,,,,,,15,1,4,,,,7,1,7,3,70,5,6,3,5,1,3,0,1,1,0,1.4645425944,
908496,3,1,6,1971,1,,2,5,,52,60,1990,2,2,0,,4,,14,,,,7,1,7,3,43,2,3,1,4,1,3,1,1,1,0,1.4645425944,
908497,1,2,1,1974,1,,2,5,,60,60,1993,2,2,0,,2,,3,,,,7,1,7,2,40,2,2,1,2,1,2,1,1,1,0,2.1710225971,4.3
908497,2,2,4,1950,1,,4,3,,,,,,,,,16,,,,,,7,1,7,2,64,4,6,3,5,1,2,0,1,1,0,2.1710225971,
908498,1,2,1,1966,1,,2,5,,58,60,1986,5,2,0,,2,,12,,,,7,1,7,1,48,3,2,1,4,1,1,1,1,1,0,2.2241147482,
908503,1,2,1,1921,1,,4,2,,,,,,,,,16,,,,,,7,1,7,1,93,5,6,3,5,1,1,1,1,1,0,1.3059350622,
908504,1,2,1,1967,1,,3,3,,,,,,,,,1,,7,,,,7,1,7,3,47,3,1,1,4,1,1,1,1,1,0,1.912166338,
908504,2,1,6,2001,1,,2,3,,,,,,,,,17,,,,,,7,1,7,3,13,1,7,3,5,0,1,0,1,1,0,1.912166338,
908504,3,2,6,1997,1,,2,4,,,,,,,,,17,,,,,,7,1,7,3,17,1,7,3,5,0,1,0,1,1,0,1.912166338,
908506,1,2,1,1963,1,,4,4,,,,,,,,,4,,12,,,,7,1,7,3,51,3,3,1,4,1,1,1,1,1,0,1.9010402593,4.3
908506,2,1,6,1988,1,,2,3,,,,,,,,,12,1,3,,,,7,1,7,3,26,1,7,3,5,0,1,0,1,1,0,1.9010402593,
908506,3,1,6,1993,1,,2,5,,55,60,2012,2,2,0,,11,,,,,,7,1,7,3,21,1,7,3,5,0,1,0,1,1,0,1.9010402593,
908508,1,1,1,1945,1,,1,3,,,,,,,,,15,1,4,,,,18,3,7,3,69,5,6,3,5,1,2,1,1,1,0,1.7596086083,
908508,2,2,2,1954,1,,1,2,,,,,,,,,13,,,,,,18,3,7,3,60,4,7,3,5,0,2,0,1,1,0,1.7596086083,
908508,3,1,6,1979,1,,2,4,,,,,,,,,1,,3,,,,7,1,7,3,35,2,1,1,2,1,2,0,1,1,0,1.7596086083,
908511,1,2,1,1959,1,,1,2,,,,,,,,,13,,,,,,7,1,7,2,55,4,7,3,5,0,1,0,1,1,0,1.1720257838,
908511,2,1,2,1957,1,,1,5,,50,60,1978,1,2,0,,1,,19,,,,7,1,7,2,57,4,1,1,4,1,1,1,1,1,0,1.1720257838,
908513,1,2,1,1934,1,,1,2,,,,,,,,,16,,,,,,20,3,7,2,80,5,6,3,5,1,2,0,1,1,0,1.2517119378,
908513,2,1,2,1928,1,,1,2,,,,,,,,,16,,,,,,20,3,7,2,86,5,6,3,5,1,2,1,1,1,0,1.2517119378,
908516,1,2,1,1958,1,,2,5,,50,60,1977,2,2,0,,1,,17,,,,7,1,7,3,56,4,1,1,3,1,3,0,1,1,0,1.4645425944,
908516,2,1,4,1936,1,,4,2,,,,,,,,,15,1,4,,,,7,1,7,3,78,5,6,3,5,1,3,0,1,1,0,1.4645425944,
908516,3,1,11,1969,1,,2,5,,60,60,1989,6,2,0,,1,,9,,,,7,1,7,3,45,3,1,1,4,1,3,1,1,1,0,1.4645425944,5.2
908517,1,2,1,1955,1,,3,3,,,,,,,,,1,,3,,,,7,1,7,1,59,4,1,1,2,1,1,1,1,1,0,1.22279697,5.1
908519,1,2,1,1964,1,,2,5,,46,60,1982,5,2,0,,3,,16,,,,7,1,7,1,50,3,2,1,3,1,1,1,1,1,0,2.2241147482,2.6
908520,1,2,1,1944,1,,3,2,,,,,,,,,16,,,,,,7,1,7,1,70,5,6,3,5,1,1,1,1,1,0,1.3059350622,
908521,1,2,1,1987,1,2011,1,3,,,,,,,,3,13,,,,,,,,7,3,27,1,7,3,5,0,1,0,1,1,0,2.6962927894,
908521,2,1,2,1978,1,2008,1,3,,,,,,,,3,1,,2,,,,,,7,3,36,2,1,1,2,1,1,1,1,1,0,2.6962927894,
908521,3,1,6,2012,1,,2,1,,,,,,,,,18,,,,,,7,1,7,3,2,1,7,3,5,0,1,0,1,1,0,2.6962927894,
908522,1,2,1,1977,1,,1,5,,56,60,1996,5,2,0,,3,,16,,,,7,1,7,4,37,2,2,1,3,1,3,0,1,1,0,2.2272211706,2.6
908522,2,1,2,1966,1,,1,5,,50,60,1993,2,2,0,,2,,7,,,,7,1,7,4,48,3,2,1,4,1,3,1,1,1,0,2.2272211706,4.3
908522,3,1,6,2008,1,,2,1,,,,,,,,,17,,,,,,7,1,7,4,6,1,7,3,5,0,3,0,1,1,0,2.2272211706,
908522,4,2,5,1940,1,,4,3,,,,,,,,,16,,,,,,7,1,7,4,74,5,6,3,5,1,3,0,1,1,0,2.2272211706,
908523,1,2,1,1973,1,,2,4,,,,,,,,,1,,9,,,,7,1,7,1,41,2,1,1,4,1,1,1,1,1,0,2.2241147482,
908524,1,1,1,1960,1,,1,5,,55,60,1979,2,2,0,,2,,2,,,,7,1,7,4,54,3,2,1,2,1,2,0,1,1,0,1.4613538393,
908524,2,2,2,1961,1,,1,7,1,110,110,1987,3,,0,,6,,17,,,,7,1,7,4,53,3,4,2,3,1,2,1,1,1,0,1.4613538393,2.1
908524,3,2,6,2001,1,,2,3,,,,,,,,,17,,,,,,7,1,7,4,13,1,7,3,5,0,2,0,1,1,0,1.4613538393,
908524,4,1,6,1997,1,,2,4,,,,,,,,,17,,,,,,7,1,7,4,17,1,7,3,5,0,2,0,1,1,0,1.4613538393,
908525,1,2,1,1970,1,,3,3,,,,,,,,,8,,19,,,,7,1,7,1,44,2,5,2,4,1,1,1,1,1,0,2.2241147482,1.3
908530,1,1,1,1976,1,,2,5,,58,60,1995,2,2,0,,12,1,4,,,,7,1,7,2,38,2,7,3,5,1,1,1,1,1,0,3.3569499551,
908530,2,2,3,1982,1,,2,4,,,,,,,,,12,2,6,,,,7,1,7,2,32,1,7,3,5,0,1,0,1,1,0,3.3569499551,
908531,1,2,1,1967,1,,3,5,,60,60,1986,2,2,0,,2,,7,,,,7,1,7,1,47,3,2,1,4,1,1,1,1,1,0,2.2241147482,
908533,1,2,1,1990,1,,2,3,,,,,,,,,1,,17,,,,7,1,7,1,24,1,1,1,3,1,1,1,1,1,0,2.5387410294,5.2
908538,1,2,1,1955,1,,1,2,,,,,,,,,12,1,3,,,,1,1,1,2,59,4,7,3,5,1,2,0,1,1,0,1.7347956459,
908538,2,1,2,1950,1,,1,2,,,,,,,,,15,1,3,,,,1,1,1,2,64,4,6,3,5,1,2,1,1,1,0,1.7347956459,
908544,1,2,1,1934,1,,4,2,,,,,,,,,15,1,1,,,,19,3,1,1,80,5,6,3,5,1,1,1,1,1,0,1.9330039416,
908545,1,2,1,1944,1,,4,2,,,,,,,,,15,1,3,,,,1,1,1,1,70,5,6,3,5,1,1,1,1,1,0,1.9330039416,
908546,1,1,1,1937,1,,1,5,,8,10,1955,3,1,0,,15,2,19,,,,15,3,1,3,77,5,6,3,5,1,3,0,1,1,0,1.8791788281,
908546,2,2,14,1939,1,,4,3,,,,,,,,,15,3,16,,,,15,3,1,3,75,5,6,3,5,1,3,1,1,1,0,1.8791788281,
908546,3,2,2,1940,1,,1,3,,,,,,,,,15,3,16,,,,16,3,1,3,74,5,6,3,5,1,3,0,1,1,0,1.8791788281,
908547,1,1,1,1940,1,,1,3,,,,,,,,,15,8,3,,,,1,1,1,2,74,5,6,3,5,1,2,0,1,1,0,1.7935564569,
908547,2,2,2,1955,1,,1,2,,,,,,,,,8,,3,,,,5,1,1,2,59,4,5,2,2,1,2,1,1,1,0,1.7935564569,
908550,1,2,1,1947,1,,1,3,,,,,,,,,13,,,,,,1,1,1,2,67,5,7,3,5,0,1,0,1,1,0,1.852744581,
908550,2,1,2,1941,1,,1,3,,,,,,,,,15,1,3,,,,1,1,1,2,73,5,6,3,5,1,1,1,1,1,0,1.852744581,
908553,1,1,1,1934,1,,1,3,,,,,,,,,15,7,3,,,,1,1,1,2,80,5,6,3,5,1,1,1,1,1,0,1.852744581,
908553,2,2,2,1946,1,,1,3,,,,,,,,,13,,,,,,1,1,1,2,68,5,7,3,5,0,1,0,1,1,0,1.852744581,
908554,1,2,1,1966,1,,1,3,,,,,,,,,12,1,3,,,,1,1,1,4,48,3,7,3,5,0,1,0,1,1,0,2.9395906498,
908554,2,1,2,1965,1,,1,3,,,,,,,,,10,,7,,,,1,1,1,4,49,3,4,2,4,1,1,1,1,1,0,2.9395906498,1.3
908554,3,2,6,1996,1,,2,3,,,,,,,,,17,,,,,,1,1,1,4,18,1,7,3,5,0,1,0,1,1,0,2.9395906498,
908554,4,2,6,2003,1,,2,2,,,,,,,,,17,,,,,,1,1,1,4,11,1,7,3,5,0,1,0,1,1,0,2.9395906498,
908561,1,1,1,1933,1,,1,2,,,,,,,,,15,1,6,,,,5,1,1,2,81,5,6,3,5,1,1,1,1,1,0,1.852744581,
908561,2,2,2,1933,1,,1,2,,,,,,,,,13,,,,,,5,1,1,2,81,5,7,3,5,0,1,0,1,1,0,1.852744581,
908566,1,2,1,1951,2,2007,2,2,,,,,,,,3,1,,20,,,,,,1,1,63,4,1,1,4,1,1,1,1,1,0,1.8099455565,8.2
908569,1,1,1,1972,1,,2,3,,,,,,,,,1,,3,,,,1,1,1,1,42,2,1,1,2,1,1,1,1,1,0,3.02351256,
908572,1,1,1,1971,1,,1,7,10,10,10,1999,3,,0,,2,,19,,,,1,1,1,4,43,2,2,1,4,1,2,1,1,1,0,3.8748137625,
908572,2,2,2,1974,1,,1,5,,10,10,1993,2,2,0,,2,,14,,,,1,1,1,4,40,2,2,1,4,1,2,0,1,1,0,3.8748137625,
908572,3,2,6,2005,1,,2,1,,,,,,,,,17,,,,,,1,1,1,4,9,1,7,3,5,0,2,0,1,1,0,3.8748137625,
908572,4,2,6,2012,1,,2,1,,,,,,,,,18,,,,,,1,1,1,4,2,1,7,3,5,0,2,0,1,1,0,3.8748137625,
908575,1,2,1,1955,2,2004,1,3,,,,,,,,2,13,,,,,,,,1,2,59,4,7,3,5,1,1,1,1,1,0,1.7347956459,
908575,2,1,2,1955,2,1998,1,2,,,,,,,,3,12,1,3,,,,,,1,2,59,4,7,3,5,0,1,0,1,1,0,1.7347956459,
908578,1,1,1,1992,2,2000,2,3,,,,,,,,1,11,,,,,,,,1,3,22,1,7,3,5,0,1,0,1,1,0,3.2538500336,
908578,2,1,4,1966,2,2000,1,3,,,,,,,,3,1,,6,,,,,,1,3,48,3,1,1,4,1,1,1,1,1,0,3.2538500336,
908578,3,2,4,1966,2,2000,1,2,,,,,,,,2,13,,,,,,,,1,3,48,3,7,3,5,0,1,0,1,1,0,3.2538500336,
908583,1,2,1,1955,1,,2,3,,,,,,,,,15,1,3,,,,15,3,1,1,59,4,6,3,5,1,1,1,1,1,0,1.8099455565,
908589,1,1,1,1930,1,,1,2,,,,,,,,,15,9,7,,,,1,1,1,2,84,5,6,3,5,1,2,1,1,1,0,1.7704003774,
908589,2,2,2,1935,1,,1,2,,,,,,,,,15,9,7,,,,1,1,1,2,79,5,6,3,5,1,2,0,1,1,0,1.7704003774,
908595,1,1,1,1953,1,,1,5,,49,60,1982,2,2,0,,2,,3,,,,1,1,1,2,61,4,2,1,2,1,2,1,1,1,0,1.6576936172,
908595,2,2,2,1962,1,,1,5,,52,60,1981,5,2,0,,2,,3,,,,1,1,1,2,52,3,2,1,2,1,2,0,1,1,0,1.6576936172,
908602,1,1,1,1937,1,,4,3,,,,,,,,,15,2,3,,,,1,1,1,1,77,5,6,3,5,1,1,1,1,1,0,1.6964150278,
908613,1,1,1,1938,1,,1,2,,,,,,,,,15,1,3,,,,5,1,1,2,76,5,6,3,5,1,2,0,1,1,0,1.7704003774,
908613,2,2,2,1942,1,,1,2,,,,,,,,,15,1,3,,,,1,1,1,2,72,5,6,3,5,1,2,1,1,1,0,1.7704003774,
908614,1,2,1,1965,1,,3,3,,,,,,,,,12,1,3,,,,18,3,1,2,49,3,7,3,5,1,2,0,1,1,0,3.2231718609,
908614,2,1,6,1988,1,,2,7,6,108,110,2010,3,,0,,2,,3,,,,14,3,1,2,26,1,2,1,2,1,2,1,1,1,0,3.2231718609,
908617,1,1,1,1924,1,,4,2,,,,,,,,,15,8,7,,,,5,1,1,1,90,5,6,3,5,1,1,1,1,1,0,1.6964150278,
908619,1,2,1,1937,1,,4,2,,,,,,,,,16,,,,,,19,3,1,1,77,5,6,3,5,1,1,1,1,1,0,1.8470926554,
908634,1,2,1,1930,1,,4,1,,,,,,,,,16,,,,,,7,1,7,3,84,5,6,3,5,1,2,0,1,1,0,1.4742395014,
908634,2,1,6,1964,1,,2,3,,,,,,,,,1,,15,,,,7,1,7,3,50,3,1,1,3,1,2,1,1,1,0,1.4742395014,6.1
908634,3,2,8,1958,1,,2,3,,,,,,,,,13,,,,,,7,1,7,3,56,4,7,3,5,0,2,0,1,1,0,1.4742395014,
908637,1,2,1,1934,1,,1,2,,,,,,,,,13,,,,,,3,1,7,2,80,5,7,3,5,0,1,0,1,1,0,1.2245008087,
908637,2,1,2,1932,1,,1,2,,,,,,,,,15,2,3,,,,7,1,7,2,82,5,6,3,5,1,1,1,1,1,0,1.2245008087,
908644,1,1,1,1930,1,,1,2,,,,,,,,,15,1,3,,,,7,1,7,2,84,5,6,3,5,1,2,1,1,1,0,1.2245008087,
908644,2,2,2,1931,1,,1,2,,,,,,,,,16,,,,,,7,1,7,2,83,5,6,3,5,1,2,0,1,1,0,1.2245008087,
908645,1,1,1,1955,1,,3,3,,,,,,,,,1,,15,,,,7,1,7,1,59,4,1,1,3,1,1,1,1,1,0,1.0986325591,
908651,1,2,1,1950,1,,1,7,1,80,110,1980,3,,0,,16,,,,,,7,1,7,3,64,4,6,3,5,1,1,0,1,1,0,1.154205453,
908651,2,1,2,1958,1,,1,7,6,90,110,1987,3,,0,,2,,12,,,,7,1,7,3,56,4,2,1,4,1,1,1,1,1,0,1.154205453,4.3
908651,3,1,6,1994,1,,2,5,,80,100,2014,3,1,0,,17,,,,,,7,1,7,3,20,1,7,3,5,0,1,0,1,1,0,1.154205453,
908654,1,2,1,1926,1,,4,2,,,,,,,,,16,,,,,,7,1,7,1,88,5,6,3,5,1,1,1,1,1,0,1.2775451696,
908656,1,2,1,1940,1,,4,2,,,,,,,,,16,,,,,,19,3,7,2,74,5,6,3,5,1,1,1,1,1,0,1.2374004733,
908656,2,2,6,1963,1,,3,3,,,,,,,,,12,1,7,,,,19,3,7,2,51,3,7,3,5,0,1,0,1,1,0,1.2374004733,
908659,1,1,1,1940,1,,2,2,,,,,,,,,15,1,6,,,,7,1,7,1,74,5,6,3,5,1,1,1,1,1,0,1.1733287002,
908669,1,1,1,1958,1,,4,4,,,,,,,,,1,,6,,,,7,1,7,2,56,4,1,1,4,1,2,1,1,1,0,1.1465469624,7.4
908669,2,2,3,1958,1,,4,3,,,,,,,,,16,,,,,,7,1,7,2,56,4,6,3,5,1,2,0,1,1,0,1.1465469624,
908671,1,2,1,1969,1,2004,3,5,,3,5,1988,3,1,0,3,1,,20,,,,,,7,1,45,3,1,1,4,1,1,1,1,1,0,2.1757644276,8.2
908673,1,1,1,1966,1,,3,5,,41,60,1986,2,2,0,,2,,8,,,,7,1,7,1,48,3,2,1,4,1,1,1,1,1,0,1.9982752145,
908676,1,2,1,1939,1,,1,5,,7,10,1957,2,2,0,,16,,,,,,1,1,7,2,75,5,6,3,5,1,2,0,1,1,0,1.2245008087,
908676,2,1,2,1938,1,,1,5,,9,10,1959,2,2,0,,15,6,6,,,,13,3,7,2,76,5,6,3,5,1,2,1,1,1,0,1.2245008087,
908685,1,2,1,1942,1,,1,5,,8,10,1960,5,1,0,,13,,,,,,3,1,3,2,72,5,7,3,5,0,1,0,1,1,2,0.3942411475,
908685,2,1,2,1941,1,,1,7,4,86,100,1967,3,,0,,15,7,3,,,,3,1,3,2,73,5,6,3,5,1,1,1,1,1,2,0.3942411475,
908691,1,1,1,1953,1,,1,5,,54,60,1973,2,2,0,,4,,13,,,,3,1,3,3,61,4,3,1,4,1,3,1,1,1,2,0.3831283447,3.1
908691,2,2,2,1958,1,,1,5,,54,60,1977,2,2,0,,2,,3,,,,19,3,3,3,56,4,2,1,2,1,3,0,1,1,2,0.3831283447,
908691,3,2,14,1929,1,,4,2,,,,,,,,,15,1,3,,,,19,3,3,3,85,5,6,3,5,1,3,0,1,1,2,0.3831283447,
908692,1,1,1,1935,1,,1,3,,,,,,,,,15,2,15,,,,6,1,3,2,79,5,6,3,5,1,1,1,1,1,2,0.3942411475,
908692,2,2,2,1942,1,,1,3,,,,,,,,,13,,,,,,3,1,3,2,72,5,7,3,5,0,1,0,1,1,2,0.3942411475,
908702,1,1,1,1953,1,,4,5,,48,60,1971,3,1,0,,10,,13,,,,3,1,3,2,61,4,4,2,4,1,1,1,1,1,2,0.5400136203,1.3
908702,2,2,7,1989,1,,2,7,10,100,110,2012,3,,0,,17,,,,,,3,1,3,2,25,1,7,3,5,0,1,0,1,1,2,0.5400136203,
908703,1,1,1,1959,1,,1,7,4,82,100,1984,3,,0,,4,,3,,,,3,1,3,5,55,4,3,1,2,1,2,1,1,1,2,0.510456292,4.3
908703,2,2,2,1962,1,,1,7,5,98,100,1987,2,,0,,3,,16,,,,3,1,3,5,52,3,2,1,3,1,2,0,1,1,2,0.510456292,2.6
908703,3,1,6,1990,1,,2,7,9,110,110,2012,3,,1,,17,,,,,,3,1,3,5,24,1,7,3,5,0,2,0,1,1,2,0.510456292,
908703,4,2,6,1992,1,,2,5,,88,100,2010,3,1,0,,17,,,,,,3,1,3,5,22,1,7,3,5,0,2,0,1,1,2,0.510456292,
908703,5,2,6,1998,1,,2,3,,,,,,,,,17,,,,,,3,1,3,5,16,1,7,3,5,0,2,0,1,1,2,0.510456292,
908706,1,1,1,1965,1,,1,7,2,110,110,1992,2,,1,,3,,16,,,,3,1,3,4,49,3,2,1,3,1,2,0,1,1,2,0.5326445552,2.6
908706,2,2,2,1959,1,,1,7,9,100,110,1989,2,,0,,3,,16,,,,5,1,3,4,55,4,2,1,3,1,2,1,1,1,2,0.5326445552,2.6
908706,3,1,6,1998,1,,2,3,,,,,,,,,17,,,,,,3,1,3,4,16,1,7,3,5,0,2,0,1,1,2,0.5326445552,
908706,4,2,6,2002,1,,2,2,,,,,,,,,17,,,,,,3,1,3,4,12,1,7,3,5,0,2,0,1,1,2,0.5326445552,
908710,1,1,1,1950,1,,1,2,,,,,,,,,12,1,6,,,,15,3,3,3,64,4,7,3,5,0,2,0,1,1,2,0.4698727993,
908710,2,2,2,1956,1,,1,3,,,,,,,,,1,,17,,,,15,3,3,3,58,4,1,1,3,1,2,1,1,1,2,0.4698727993,8.1
908710,3,1,6,1984,1,,2,3,,,,,,,,,16,,,,,,12,2,3,3,30,1,6,3,5,1,2,0,1,1,2,0.4698727993,
908711,1,1,1,1964,1,,1,4,,,,,,,,,1,,3,,,,3,1,3,4,50,3,1,1,2,1,2,1,1,1,2,0.6255085579,6.2
908711,2,2,2,1966,2,1993,1,7,9,103,110,2010,3,,0,2,2,,17,,,,,,3,4,48,3,2,1,3,1,2,0,1,1,2,0.6255085579,2.6
908711,3,2,6,1999,1,,2,3,,,,,,,,,17,,,,,,3,1,3,4,15,1,7,3,5,0,2,0,1,1,2,0.6255085579,
908711,4,2,6,2003,1,,2,2,,,,,,,,,17,,,,,,3,1,3,4,11,1,7,3,5,0,2,0,1,1,2,0.6255085579,
908714,1,1,1,1976,2,2003,1,3,,,,,,,,3,1,,3,,,,,,3,4,38,2,1,1,2,1,1,1,1,1,2,0.9013343851,
908714,2,2,2,1979,2,1998,1,3,,,,,,,,3,13,,,,,,,,3,4,35,2,7,3,5,0,1,0,1,1,2,0.9013343851,
908714,3,2,6,2005,2,,2,1,,,,,,,,,17,,,,,,3,1,3,4,9,1,7,3,5,0,1,0,1,1,2,0.9013343851,
908714,4,1,6,2014,2,,2,1,,,,,,,,,18,,,,,,3,1,3,4,0,1,7,3,5,0,1,0,1,1,2,0.9013343851,
908726,1,1,1,1949,1,,1,7,6,90,100,1975,2,,0,,6,,10,,,,3,1,3,2,65,5,4,2,4,1,2,0,1,1,2,0.3691430719,
908726,2,2,2,1949,1,,1,5,,48,60,1971,2,2,0,,15,20,7,,,,1,1,3,2,65,5,6,3,5,1,2,1,1,1,2,0.3691430719,
908729,1,1,1,1983,1,,2,7,8,108,110,2009,3,,0,,6,,13,,,,3,1,3,1,31,1,4,2,4,1,1,1,1,1,2,1.0131250193,2.5
908732,1,2,1,1968,2,1995,3,2,,,,,,,,3,16,,,,,,,,3,1,46,3,6,3,5,1,1,1,1,1,2,0.7005106558,
908735,1,2,1,1923,1,,4,2,,,,,,,,,16,,,,,,5,1,5,1,91,5,6,3,5,1,1,1,1,2,2,1.9849198981,
908742,1,1,1,1927,1,,1,5,,7,10,1945,2,2,0,,15,5,15,,,,13,3,5,2,87,5,6,3,5,1,1,1,1,2,2,1.9025049591,
908742,2,2,2,1938,1,,1,4,,,,,,,,,13,,,,,,14,3,5,2,76,5,7,3,5,0,1,0,1,2,2,1.9025049591,
908743,1,2,1,1931,1,,4,3,,,,,,,,,15,2,14,,,,5,1,5,1,83,5,6,3,5,1,1,1,1,2,2,1.9849198981,
908748,1,2,1,1938,1,,4,2,,,,,,,,,16,,,,,,5,1,5,1,76,5,6,3,5,1,1,1,1,2,2,1.9849198981,
908755,1,1,1,1949,1,,3,3,,,,,,,,,15,1,1,,,,5,1,5,2,65,5,6,3,5,1,1,1,1,2,2,1.8437171648,
908755,2,2,3,1946,1,,3,3,,,,,,,,,13,,,,,,5,1,5,2,68,5,7,3,5,0,1,0,1,2,2,1.8437171648,
908756,1,1,1,1926,1,,1,3,,,,,,,,,15,2,15,,,,5,1,5,2,88,5,6,3,5,1,1,1,1,2,2,1.9025049591,
908756,2,2,2,1929,1,,1,3,,,,,,,,,13,,,,,,5,1,5,2,85,5,7,3,5,0,1,0,1,2,2,1.9025049591,
908757,1,1,1,1959,1,,1,5,,39,60,1981,2,2,0,,1,,4,,,,5,1,5,3,55,4,1,1,2,1,2,1,1,2,2,1.8443934267,
908757,2,2,2,1961,1,,1,5,,45,60,1982,3,1,0,,2,,7,,,,5,1,5,3,53,3,2,1,4,1,2,0,1,2,2,1.8443934267,4.3
908757,3,2,6,1997,1,,2,3,,,,,,,,,17,,,,,,5,1,5,3,17,1,7,3,5,0,2,0,1,2,2,1.8443934267,
908784,1,1,1,1931,1,,1,4,,,,,,,,,15,8,19,,,,1,1,1,2,83,5,6,3,5,1,2,1,1,1,1,0.3971322585,
908784,2,2,2,1929,1,,1,1,,,,,,,,,15,1,3,,,,1,1,1,2,85,5,6,3,5,1,2,0,1,1,1,0.3971322585,
908787,1,2,1,1944,1,,1,3,,,,,,,,,13,,,,,,1,1,1,2,70,5,7,3,5,0,1,0,1,1,1,0.3971322585,
908787,2,1,2,1928,1,,1,5,,60,60,1947,6,2,0,,15,6,19,,,,1,1,1,2,86,5,6,3,5,1,1,1,1,1,1,0.3971322585,
908789,1,2,1,1953,1,,1,5,,52,60,1972,3,2,0,,13,,,,,,1,1,1,2,61,4,7,3,5,1,2,0,1,1,1,0.3718501298,
908789,2,1,2,1952,1,,1,5,,50,60,1972,3,2,0,,8,,3,,,,1,1,1,2,62,4,5,2,2,1,2,1,1,1,1,0.3718501298,6.2
908792,1,2,1,1934,1,,4,2,,,,,,,,,15,1,3,,,,1,1,1,1,80,5,6,3,5,1,1,1,1,1,1,0.414335699,
908795,1,1,1,1941,1,,2,3,,,,,,,,,15,1,3,,,,1,1,1,1,73,5,6,3,5,1,1,1,1,1,1,0.3805360301,
908796,1,2,1,1930,1,,3,2,,,,,,,,,15,1,3,,,,1,1,1,1,84,5,6,3,5,1,1,1,1,1,1,0.414335699,
908797,1,2,1,1944,1,,1,7,1,110,110,1969,3,,1,,15,3,16,,,,7,1,1,2,70,5,6,3,5,1,2,0,1,1,1,0.3971322585,
908797,2,1,2,1944,1,,1,7,6,110,110,1969,3,,0,,15,3,16,,,,1,1,1,2,70,5,6,3,5,1,2,1,1,1,1,0.3971322585,
908799,1,1,1,1975,1,,2,3,,,,,,,,,12,1,9,,,,17,3,1,2,39,2,7,3,5,1,2,0,1,1,1,0.6594623379,
908799,2,2,4,1951,1,,3,2,,,,,,,,,1,,3,,,,17,3,1,2,63,4,1,1,2,1,2,1,1,1,1,0.6594623379,6.2
