NUTS3,SEX,AGE,TIME,VALUE EMP
ITC1,1,Y_GE15,2019,56.056855
ITC1,1,Y_GE15,2020,54.517857
ITC1,2,Y_GE15,2019,41.481477
ITC1,2,Y_GE15,2020,40.44472
ITC1,1,Y15-24,2019,24.083175
ITC1,1,Y15-24,2020,24.731304
ITC1,2,Y15-24,2019,17.829988
ITC1,2,Y15-24,2020,16.199324
ITC11,1,Y15-24,2019,20.132995
ITC11,1,Y15-24,2020,19.223683
ITC11,2,Y15-24,2019,18.726049
ITC11,2,Y15-24,2020,12.979298
ITC12,1,Y15-24,2019,30.293749
ITC12,1,Y15-24,2020,31.747658
ITC12,2,Y15-24,2019,17.336781
ITC12,2,Y15-24,2020,17.798385
ITC13,1,Y15-24,2019,21.800406
ITC13,1,Y15-24,2020,23.607915
ITC13,2,Y15-24,2019,21.113531
ITC13,2,Y15-24,2020,23.996098
ITC14,1,Y15-24,2019,25.118163
ITC14,1,Y15-24,2020,21.463614
ITC14,2,Y15-24,2019,18.003856
ITC14,2,Y15-24,2020,19.680233
ITC15,1,Y15-24,2019,19.233162
ITC15,1,Y15-24,2020,28.137158
ITC15,2,Y15-24,2019,5.980921
ITC15,2,Y15-24,2020,6.138415
ITC16,1,Y15-24,2019,37.068306
ITC16,1,Y15-24,2020,38.36012
ITC16,2,Y15-24,2019,21.017175
ITC16,2,Y15-24,2020,28.288508
ITC17,1,Y15-24,2019,24.989837
ITC17,1,Y15-24,2020,24.808673
ITC17,2,Y15-24,2019,15.078534
ITC17,2,Y15-24,2020,17.034314
ITC18,1,Y15-24,2019,27.516281
ITC18,1,Y15-24,2020,29.725777
ITC18,2,Y15-24,2019,19.129304
ITC18,2,Y15-24,2020,18.926446
ITC2,1,Y15-24,2019,26.938111
ITC2,1,Y15-24,2020,22.585366
ITC2,2,Y15-24,2019,18.03657
ITC2,2,Y15-24,2020,15.002632
ITC20,1,Y15-24,2019,26.938111
ITC20,1,Y15-24,2020,22.585366
ITC20,2,Y15-24,2019,18.03657
ITC20,2,Y15-24,2020,15.002632
ITC3,1,Y15-24,2019,20.480879
ITC3,1,Y15-24,2020,17.373083
ITC3,2,Y15-24,2019,12.832056
ITC3,2,Y15-24,2020,13.088889
ITC31,1,Y15-24,2019,23.608903
ITC31,1,Y15-24,2020,13.307864
ITC31,2,Y15-24,2019,17.061669
ITC31,2,Y15-24,2020,8.177245
ITC32,1,Y15-24,2019,21.265927
ITC32,1,Y15-24,2020,17.424306
ITC32,2,Y15-24,2019,19.875776
ITC32,2,Y15-24,2020,17.06312
ITC33,1,Y15-24,2019,20.17947
ITC33,1,Y15-24,2020,17.781752
ITC33,2,Y15-24,2019,9.144283
ITC33,2,Y15-24,2020,13.73137
ITC34,1,Y15-24,2019,17.473875
ITC34,1,Y15-24,2020,19.417211
ITC34,2,Y15-24,2019,13.632031
ITC34,2,Y15-24,2020,11.046641
ITC4,1,Y15-24,2019,27.98926
ITC4,1,Y15-24,2020,24.64699
ITC4,2,Y15-24,2019,20.290107
ITC4,2,Y15-24,2020,18.206361
ITC41,1,Y15-24,2019,24.332698
ITC41,1,Y15-24,2020,18.634936
ITC41,2,Y15-24,2019,18.190189
ITC41,2,Y15-24,2020,16.811207
ITC42,1,Y15-24,2019,29.232431
ITC42,1,Y15-24,2020,20.536675
ITC42,2,Y15-24,2019,13.606416
ITC42,2,Y15-24,2020,16.636832
ITC43,1,Y15-24,2019,32.119111
ITC43,1,Y15-24,2020,35.845439
ITC43,2,Y15-24,2019,18.151557
ITC43,2,Y15-24,2020,17.497768
ITC44,1,Y15-24,2019,35.690571
ITC44,1,Y15-24,2020,43.694184
ITC44,2,Y15-24,2019,30.993691
ITC44,2,Y15-24,2020,28.032105
ITC45,1,Y15-24,2019,24.408519
ITC45,1,Y15-24,2020,20.673113
ITC45,2,Y15-24,2019,18.317696
ITC45,2,Y15-24,2020,17.048748
ITC46,1,Y15-24,2019,31.072878
ITC46,1,Y15-24,2020,28.824512
ITC46,2,Y15-24,2019,25.986348
ITC46,2,Y15-24,2020,23.516019
ITC47,1,Y15-24,2019,34.925846
ITC47,1,Y15-24,2020,33.23189
ITC47,2,Y15-24,2019,28.269185
ITC47,2,Y15-24,2020,16.820699
ITC48,1,Y15-24,2019,29.943545
ITC48,1,Y15-24,2020,27.196288
ITC48,2,Y15-24,2019,22.678238
ITC48,2,Y15-24,2020,19.934484
ITC49,1,Y15-24,2019,29.328929
ITC49,1,Y15-24,2020,19.41573
ITC49,2,Y15-24,2019,21.528815
ITC49,2,Y15-24,2020,19.3753
ITC4A,1,Y15-24,2019,28.610871
ITC4A,1,Y15-24,2020,28.986454
ITC4A,2,Y15-24,2019,22.60274
ITC4A,2,Y15-24,2020,14.44714
ITC4B,1,Y15-24,2019,34.740051
ITC4B,1,Y15-24,2020,29.513905
ITC4B,2,Y15-24,2019,21.738188
ITC4B,2,Y15-24,2020,22.042155
ITD1,1,Y15-24,2019,42.847297
ITD1,1,Y15-24,2020,44.071075
ITD1,2,Y15-24,2019,33.286772
ITD1,2,Y15-24,2020,27.842713
ITD2,1,Y15-24,2019,31.114578
ITD2,1,Y15-24,2020,28.909578
ITD2,2,Y15-24,2019,23.52352
ITD2,2,Y15-24,2020,22.221403
ITD3,1,Y15-24,2019,28.685341
ITD3,1,Y15-24,2020,27.821586
ITD3,2,Y15-24,2019,22.234545
ITD3,2,Y15-24,2020,16.56804
ITD31,1,Y15-24,2019,28.370308
ITD31,1,Y15-24,2020,25.408268
ITD31,2,Y15-24,2019,25.579131
ITD31,2,Y15-24,2020,17.5063
ITD32,1,Y15-24,2019,31.33469
ITD32,1,Y15-24,2020,27.606873
ITD32,2,Y15-24,2019,24.885904
ITD32,2,Y15-24,2020,19.618621
ITD33,1,Y15-24,2019,29.449966
ITD33,1,Y15-24,2020,28.41958
ITD33,2,Y15-24,2019,28.2027
ITD33,2,Y15-24,2020,21.37697
ITD34,1,Y15-24,2019,27.460999
ITD34,1,Y15-24,2020,35.386757
ITD34,2,Y15-24,2019,26.780358
ITD34,2,Y15-24,2020,21.465956
ITD35,1,Y15-24,2019,32.130537
ITD35,1,Y15-24,2020,26.925265
ITD35,2,Y15-24,2019,18.708429
ITD35,2,Y15-24,2020,15.281696
ITD36,1,Y15-24,2019,27.389378
ITD36,1,Y15-24,2020,22.929163
ITD36,2,Y15-24,2019,12.499415
ITD36,2,Y15-24,2020,9.439417
ITD37,1,Y15-24,2019,15.518745
ITD37,1,Y15-24,2020,28.654791
ITD37,2,Y15-24,2019,27.814106
ITD37,2,Y15-24,2020,10.742231
ITD4,1,Y15-24,2019,24.465532
ITD4,1,Y15-24,2020,26.090178
ITD4,2,Y15-24,2019,18.983561
ITD4,2,Y15-24,2020,18.155873
ITD41,1,Y15-24,2019,34.77376
ITD41,1,Y15-24,2020,43.417753
ITD41,2,Y15-24,2019,24.355262
ITD41,2,Y15-24,2020,20.809016
ITD42,1,Y15-24,2019,20.673138
ITD42,1,Y15-24,2020,17.709279
ITD42,2,Y15-24,2019,17.144612
ITD42,2,Y15-24,2020,14.959581
ITD43,1,Y15-24,2019,24.53189
ITD43,1,Y15-24,2020,27.32406
ITD43,2,Y15-24,2019,15.653946
ITD43,2,Y15-24,2020,12.595281
ITD44,1,Y15-24,2019,18.06727
ITD44,1,Y15-24,2020,16.108579
ITD44,2,Y15-24,2019,16.467754
ITD44,2,Y15-24,2020,24.910794
ITD5,1,Y15-24,2019,27.704712
ITD5,1,Y15-24,2020,27.390428
ITD5,2,Y15-24,2019,21.270182
ITD5,2,Y15-24,2020,15.843439
ITD51,1,Y15-24,2019,27.983689
ITD51,1,Y15-24,2020,28.096201
ITD51,2,Y15-24,2019,20.663311
ITD51,2,Y15-24,2020,10.973969
ITD52,1,Y15-24,2019,17.477689
ITD52,1,Y15-24,2020,22.561064
ITD52,2,Y15-24,2019,24.070942
ITD52,2,Y15-24,2020,16.942211
ITD53,1,Y15-24,2019,29.289918
ITD53,1,Y15-24,2020,25.102127
ITD53,2,Y15-24,2019,23.548553
ITD53,2,Y15-24,2020,22.887776
ITD54,1,Y15-24,2019,28.684254
ITD54,1,Y15-24,2020,29.079861
ITD54,2,Y15-24,2019,22.913471
ITD54,2,Y15-24,2020,19.404887
ITD55,1,Y15-24,2019,25.902246
ITD55,1,Y15-24,2020,24.983778
ITD55,2,Y15-24,2019,17.740769
ITD55,2,Y15-24,2020,12.203642
ITD56,1,Y15-24,2019,35.68532
ITD56,1,Y15-24,2020,31.834104
ITD56,2,Y15-24,2019,19.344312
ITD56,2,Y15-24,2020,20.142052
ITD57,1,Y15-24,2019,23.900309
ITD57,1,Y15-24,2020,27.045339
ITD57,2,Y15-24,2019,23.954698
ITD57,2,Y15-24,2020,13.003963
ITD58,1,Y15-24,2019,40.871542
ITD58,1,Y15-24,2020,37.836672
ITD58,2,Y15-24,2019,19.516339
ITD58,2,Y15-24,2020,11.60632
ITD59,1,Y15-24,2019,24.29511
ITD59,1,Y15-24,2020,26.052997
ITD59,2,Y15-24,2019,23.1698
ITD59,2,Y15-24,2020,14.00969
ITE1,1,Y15-24,2019,23.1194
ITE1,1,Y15-24,2020,22.239897
ITE1,2,Y15-24,2019,17.553883
ITE1,2,Y15-24,2020,13.574175
ITE11,1,Y15-24,2019,27.468707
ITE11,1,Y15-24,2020,29.425338
ITE11,2,Y15-24,2019,18.939836
ITE11,2,Y15-24,2020,6.38326
ITE12,1,Y15-24,2019,22.576
ITE12,1,Y15-24,2020,11.870295
ITE12,2,Y15-24,2019,13.110302
ITE12,2,Y15-24,2020,10.047114
ITE13,1,Y15-24,2019,20.379785
ITE13,1,Y15-24,2020,23.539771
ITE13,2,Y15-24,2019,9.173653
ITE13,2,Y15-24,2020,9.944318
ITE14,1,Y15-24,2019,22.200046
ITE14,1,Y15-24,2020,20.186957
ITE14,2,Y15-24,2019,20.794943
ITE14,2,Y15-24,2020,10.526192
ITE15,1,Y15-24,2019,33.614794
ITE15,1,Y15-24,2020,38.355807
ITE15,2,Y15-24,2019,33.378458
ITE15,2,Y15-24,2020,22.326942
ITE16,1,Y15-24,2019,18.23397
ITE16,1,Y15-24,2020,14.529342
ITE16,2,Y15-24,2019,19.973316
ITE16,2,Y15-24,2020,15.201123
ITE17,1,Y15-24,2019,19.27187
ITE17,1,Y15-24,2020,18.382064
ITE17,2,Y15-24,2019,11.954506
ITE17,2,Y15-24,2020,19.358514
ITE18,1,Y15-24,2019,27.514244
ITE18,1,Y15-24,2020,26.940611
ITE18,2,Y15-24,2019,7.797921
ITE18,2,Y15-24,2020,14.721919
ITE19,1,Y15-24,2019,21.06288
ITE19,1,Y15-24,2020,24.945819
ITE19,2,Y15-24,2019,14.879296
ITE19,2,Y15-24,2020,15.681213
ITE1A,1,Y15-24,2019,25.911597
ITE1A,1,Y15-24,2020,28.922476
ITE1A,2,Y15-24,2019,25.354399
ITE1A,2,Y15-24,2020,16.32817
ITE2,1,Y15-24,2019,21.899153
ITE2,1,Y15-24,2020,19.53477
ITE2,2,Y15-24,2019,13.801757
ITE2,2,Y15-24,2020,12.34935
ITE21,1,Y15-24,2019,23.273476
ITE21,1,Y15-24,2020,20.635392
ITE21,2,Y15-24,2019,15.221415
ITE21,2,Y15-24,2020,11.958187
ITE22,1,Y15-24,2019,18.249618
ITE22,1,Y15-24,2020,16.429303
ITE22,2,Y15-24,2019,8.801159
ITE22,2,Y15-24,2020,13.733285
ITE3,1,Y15-24,2019,25.133849
ITE3,1,Y15-24,2020,18.534465
ITE3,2,Y15-24,2019,13.841221
ITE3,2,Y15-24,2020,14.697287
ITE31,1,Y15-24,2019,25.246211
ITE31,1,Y15-24,2020,18.126507
ITE31,2,Y15-24,2019,16.201084
ITE31,2,Y15-24,2020,13.318508
ITE32,1,Y15-24,2019,23.174409
ITE32,1,Y15-24,2020,16.676439
ITE32,2,Y15-24,2019,9.48208
ITE32,2,Y15-24,2020,15.737721
ITE33,1,Y15-24,2019,25.155216
ITE33,1,Y15-24,2020,17.936967
ITE33,2,Y15-24,2019,20.297204
ITE33,2,Y15-24,2020,16.728481
ITE34,1,Y15-24,2019,23.941121
ITE34,1,Y15-24,2020,25.241365
ITE34,2,Y15-24,2019,11.261004
ITE34,2,Y15-24,2020,11.455261
ITE4,1,Y15-24,2019,17.905166
ITE4,1,Y15-24,2020,17.211728
ITE4,2,Y15-24,2019,13.749044
ITE4,2,Y15-24,2020,12.11291
ITE41,1,Y15-24,2019,15.63159
ITE41,1,Y15-24,2020,18.11298
ITE41,2,Y15-24,2019,3.197212
ITE41,2,Y15-24,2020,5.903336
ITE42,1,Y15-24,2019,22.301276
ITE42,1,Y15-24,2020,26.906265
ITE42,2,Y15-24,2019,17.690846
ITE42,2,Y15-24,2020,6.681556
ITE43,1,Y15-24,2019,17.19533
ITE43,1,Y15-24,2020,15.475042
ITE43,2,Y15-24,2019,15.231579
ITE43,2,Y15-24,2020,12.986325
ITE44,1,Y15-24,2019,23.324841
ITE44,1,Y15-24,2020,23.908262
ITE44,2,Y15-24,2019,11.727777
ITE44,2,Y15-24,2020,11.518284
ITE45,1,Y15-24,2019,16.796926
ITE45,1,Y15-24,2020,19.458443
ITC1,1,Y25-34,2019,79.429167
ITC1,1,Y25-34,2020,77.280993
ITC1,2,Y25-34,2019,67.949239
ITC1,2,Y25-34,2020,63.012191
ITC11,1,Y25-34,2019,75.684537
ITC11,1,Y25-34,2020,73.018672
ITC11,2,Y25-34,2019,66.81736
ITC11,2,Y25-34,2020,61.633616
ITC12,1,Y25-34,2019,78.725787
ITC12,1,Y25-34,2020,77.854169
ITC12,2,Y25-34,2019,57.620482
ITC12,2,Y25-34,2020,52.619617
ITC13,1,Y25-34,2019,81.246522
ITC13,1,Y25-34,2020,78.938311
ITC13,2,Y25-34,2019,77.223984
ITC13,2,Y25-34,2020,69.286005
ITC14,1,Y25-34,2019,85.234899
ITC14,1,Y25-34,2020,78.498123
ITC14,2,Y25-34,2019,66.613033
ITC14,2,Y25-34,2020,62.767884
ITC15,1,Y25-34,2019,85.300595
ITC15,1,Y25-34,2020,84.680064
ITC15,2,Y25-34,2019,73.540352
ITC15,2,Y25-34,2020,73.426537
ITC16,1,Y25-34,2019,82.323074
ITC16,1,Y25-34,2020,83.11677
ITC16,2,Y25-34,2019,75.979552
ITC16,2,Y25-34,2020,67.987504
ITC17,1,Y25-34,2019,89.770355
ITC17,1,Y25-34,2020,89.717991
ITC17,2,Y25-34,2019,62.624254
ITC17,2,Y25-34,2020,55.657962
ITC18,1,Y25-34,2019,81.569063
ITC18,1,Y25-34,2020,77.373001
ITC18,2,Y25-34,2019,59.442049
ITC18,2,Y25-34,2020,58.289092
ITC2,1,Y25-34,2019,81.983309
ITC2,1,Y25-34,2020,78.602044
ITC2,2,Y25-34,2019,70.414972
ITC2,2,Y25-34,2020,68.088962
ITC20,1,Y25-34,2019,81.983309
ITC20,1,Y25-34,2020,78.602044
ITC20,2,Y25-34,2019,70.414972
ITC20,2,Y25-34,2020,68.088962
ITC3,1,Y25-34,2019,74.64254
ITC3,1,Y25-34,2020,69.598117
ITC3,2,Y25-34,2019,61.088205
ITC3,2,Y25-34,2020,59.437774
ITC31,1,Y25-34,2019,74.527033
ITC31,1,Y25-34,2020,67.248908
ITC31,2,Y25-34,2019,59.637531
ITC31,2,Y25-34,2020,56.952531
ITC32,1,Y25-34,2019,79.481756
ITC32,1,Y25-34,2020,73.793418
ITC32,2,Y25-34,2019,61.235706
ITC32,2,Y25-34,2020,59.125063
ITC33,1,Y25-34,2019,71.070023
ITC33,1,Y25-34,2020,67.508561
ITC33,2,Y25-34,2019,60.881743
ITC33,2,Y25-34,2020,60.308448
ITC34,1,Y25-34,2019,82.582799
ITC34,1,Y25-34,2020,76.13382
ITC34,2,Y25-34,2019,63.276437
ITC34,2,Y25-34,2020,59.030399
ITC4,1,Y25-34,2019,85.482725
ITC4,1,Y25-34,2020,82.514897
ITC4,2,Y25-34,2019,70.076659
ITC4,2,Y25-34,2020,68.284477
ITC41,1,Y25-34,2019,85.541408
ITC41,1,Y25-34,2020,85.356707
ITC41,2,Y25-34,2019,65.871849
ITC41,2,Y25-34,2020,67.982738
ITC42,1,Y25-34,2019,84.016687
ITC42,1,Y25-34,2020,79.700888
ITC42,2,Y25-34,2019,76.293891
ITC42,2,Y25-34,2020,73.216366
ITC43,1,Y25-34,2019,87.524944
ITC43,1,Y25-34,2020,86.183676
ITC43,2,Y25-34,2019,80.046468
ITC43,2,Y25-34,2020,78.04293
ITC44,1,Y25-34,2019,96.038403
ITC44,1,Y25-34,2020,84.421826
ITC44,2,Y25-34,2019,69.379043
ITC44,2,Y25-34,2020,67.202572
ITC45,1,Y25-34,2019,85.342061
ITC45,1,Y25-34,2020,79.449127
ITC45,2,Y25-34,2019,75.014031
ITC45,2,Y25-34,2020,73.300033
ITC46,1,Y25-34,2019,86.463469
ITC46,1,Y25-34,2020,85.235728
ITC46,2,Y25-34,2019,65.132917
ITC46,2,Y25-34,2020,65.016513
ITC47,1,Y25-34,2019,87.641052
ITC47,1,Y25-34,2020,89.31723
ITC47,2,Y25-34,2019,64.749743
ITC47,2,Y25-34,2020,64.264542
ITC48,1,Y25-34,2019,81.740217
ITC48,1,Y25-34,2020,72.681684
ITC48,2,Y25-34,2019,69.180389
ITC48,2,Y25-34,2020,64.201043
ITC49,1,Y25-34,2019,82.457572
ITC49,1,Y25-34,2020,83.851346
ITC49,2,Y25-34,2019,62.536799
ITC49,2,Y25-34,2020,63.673743
ITC4A,1,Y25-34,2019,80.116667
ITC4A,1,Y25-34,2020,79.37637
ITC4A,2,Y25-34,2019,72.51855
ITC4A,2,Y25-34,2020,58.656652
ITC4B,1,Y25-34,2019,85.659315
ITC4B,1,Y25-34,2020,85.112423
ITC4B,2,Y25-34,2019,67.878666
ITC4B,2,Y25-34,2020,56.354685
ITD1,1,Y25-34,2019,89.053871
ITD1,1,Y25-34,2020,87.770259
ITD1,2,Y25-34,2019,73.876414
ITD1,2,Y25-34,2020,68.318495
ITD2,1,Y25-34,2019,83.701884
ITD2,1,Y25-34,2020,82.431698
ITD2,2,Y25-34,2019,68.693294
ITD2,2,Y25-34,2020,67.403047
ITD3,1,Y25-34,2019,84.370634
ITD3,1,Y25-34,2020,82.338816
ITD3,2,Y25-34,2019,67.229903
ITD3,2,Y25-34,2020,65.386456
ITD31,1,Y25-34,2019,86.781708
ITD31,1,Y25-34,2020,90.494249
ITD31,2,Y25-34,2019,62.937822
ITD31,2,Y25-34,2020,63.470796
ITD32,1,Y25-34,2019,83.663797
ITD32,1,Y25-34,2020,74.031998
ITD32,2,Y25-34,2019,68.608034
ITD32,2,Y25-34,2020,66.076457
ITD33,1,Y25-34,2019,85.09981
ITD33,1,Y25-34,2020,87.276617
ITD33,2,Y25-34,2019,69.312408
ITD33,2,Y25-34,2020,59.007701
ITD34,1,Y25-34,2019,82.513203
ITD34,1,Y25-34,2020,83.385846
ITD34,2,Y25-34,2019,67.794438
ITD34,2,Y25-34,2020,64.847641
ITD35,1,Y25-34,2019,76.84704
ITD35,1,Y25-34,2020,75.044183
ITD35,2,Y25-34,2019,58.01559
ITD35,2,Y25-34,2020,73.851752
ITD36,1,Y25-34,2019,91.622676
ITD36,1,Y25-34,2020,87.885014
ITD36,2,Y25-34,2019,73.308758
ITD36,2,Y25-34,2020,63.980541
ITD37,1,Y25-34,2019,77.966732
ITD37,1,Y25-34,2020,78.892864
ITD37,2,Y25-34,2019,80.761413
ITD37,2,Y25-34,2020,55.906022
ITD4,1,Y25-34,2019,81.791182
ITD4,1,Y25-34,2020,83.16813
ITD4,2,Y25-34,2019,63.883851
ITD4,2,Y25-34,2020,62.606992
ITD41,1,Y25-34,2019,88.581915
ITD41,1,Y25-34,2020,88.38059
ITD41,2,Y25-34,2019,59.825966
ITD41,2,Y25-34,2020,60.209565
ITD42,1,Y25-34,2019,78.218351
ITD42,1,Y25-34,2020,80.497198
ITD42,2,Y25-34,2019,64.249585
ITD42,2,Y25-34,2020,67.362101
ITD43,1,Y25-34,2019,76.73194
ITD43,1,Y25-34,2020,75.63197
ITD43,2,Y25-34,2019,62.141358
ITD43,2,Y25-34,2020,48.144889
ITD44,1,Y25-34,2019,82.969755
ITD44,1,Y25-34,2020,86.160646
ITD44,2,Y25-34,2019,69.177556
ITD44,2,Y25-34,2020,64.659043
ITD5,1,Y25-34,2019,83.402147
ITD5,1,Y25-34,2020,82.5588
ITD5,2,Y25-34,2019,67.450107
ITD5,2,Y25-34,2020,64.688591
ITD51,1,Y25-34,2019,85.498787
ITD51,1,Y25-34,2020,84.978229
ITD51,2,Y25-34,2019,63.067895
ITD51,2,Y25-34,2020,64.867733
ITD52,1,Y25-34,2019,76.268299
ITD52,1,Y25-34,2020,79.936577
ITD52,2,Y25-34,2019,66.292708
ITD52,2,Y25-34,2020,61.743541
ITD53,1,Y25-34,2019,87.069635
ITD53,1,Y25-34,2020,85.866374
ITD53,2,Y25-34,2019,66.683925
ITD53,2,Y25-34,2020,60.515986
ITD54,1,Y25-34,2019,85.103369
ITD54,1,Y25-34,2020,85.011664
ITD54,2,Y25-34,2019,67.992723
ITD54,2,Y25-34,2020,61.5856
ITD55,1,Y25-34,2019,85.272772
ITD55,1,Y25-34,2020,80.407041
ITD55,2,Y25-34,2019,70.998568
ITD55,2,Y25-34,2020,66.468254
ITD56,1,Y25-34,2019,78.561926
ITD56,1,Y25-34,2020,85.612424
ITD56,2,Y25-34,2019,68.678824
ITD56,2,Y25-34,2020,71.491658
ITD57,1,Y25-34,2019,86.105664
ITD57,1,Y25-34,2020,83.598993
ITD57,2,Y25-34,2019,63.913421
ITD57,2,Y25-34,2020,66.330045
ITD58,1,Y25-34,2019,78.708599
ITD58,1,Y25-34,2020,84.900555
ITD58,2,Y25-34,2019,68.355512
ITD58,2,Y25-34,2020,65.689909
ITD59,1,Y25-34,2019,80.837633
ITD59,1,Y25-34,2020,73.477847
ITD59,2,Y25-34,2019,65.168871
ITD59,2,Y25-34,2020,68.091188
ITE1,1,Y25-34,2019,78.638413
ITE1,1,Y25-34,2020,79.383428
ITE1,2,Y25-34,2019,64.215742
ITE1,2,Y25-34,2020,62.754622
ITE11,1,Y25-34,2019,73.934109
ITE11,1,Y25-34,2020,81.417217
ITE11,2,Y25-34,2019,64.345762
ITE11,2,Y25-34,2020,63.752253
ITE12,1,Y25-34,2019,75.755727
ITE12,1,Y25-34,2020,75.63695
ITE12,2,Y25-34,2019,60.550594
ITE12,2,Y25-34,2020,55.610725
ITE13,1,Y25-34,2019,79.219153
ITE13,1,Y25-34,2020,79.651163
ITE13,2,Y25-34,2019,60.83896
ITE13,2,Y25-34,2020,60.316875
ITE14,1,Y25-34,2019,79.723404
ITE14,1,Y25-34,2020,79.0396
ITE14,2,Y25-34,2019,68.178569
ITE14,2,Y25-34,2020,68.349813
ITE15,1,Y25-34,2019,85.348155
ITE15,1,Y25-34,2020,89.412395
ITE15,2,Y25-34,2019,71.643803
ITE15,2,Y25-34,2020,68.241999
ITE16,1,Y25-34,2019,74.622672
ITE16,1,Y25-34,2020,72.042124
ITE16,2,Y25-34,2019,51.289218
ITE16,2,Y25-34,2020,56.696795
ITE17,1,Y25-34,2019,78.250325
ITE17,1,Y25-34,2020,79.910735
ITE17,2,Y25-34,2019,62.037464
ITE17,2,Y25-34,2020,61.647741
ITE18,1,Y25-34,2019,82.95733
ITE18,1,Y25-34,2020,81.024569
ITE18,2,Y25-34,2019,68.834832
ITE18,2,Y25-34,2020,62.018438
ITE19,1,Y25-34,2019,76.651852
ITE19,1,Y25-34,2020,78.560013
ITE19,2,Y25-34,2019,61.985385
ITE19,2,Y25-34,2020,62.568549
ITE1A,1,Y25-34,2019,73.927466
ITE1A,1,Y25-34,2020,80.222399
ITE1A,2,Y25-34,2019,64.934434
ITE1A,2,Y25-34,2020,57.335171
ITE2,1,Y25-34,2019,75.576863
ITE2,1,Y25-34,2020,70.899707
ITE2,2,Y25-34,2019,64.048271
ITE2,2,Y25-34,2020,59.001921
ITE21,1,Y25-34,2019,78.540419
ITE21,1,Y25-34,2020,71.864436
ITE21,2,Y25-34,2019,64.80692
ITE21,2,Y25-34,2020,60.274312
ITE22,1,Y25-34,2019,65.042864
ITE22,1,Y25-34,2020,67.72958
ITE22,2,Y25-34,2019,62.081157
ITE22,2,Y25-34,2020,55.399965
ITE3,1,Y25-34,2019,76.075326
ITE3,1,Y25-34,2020,80.292836
ITE3,2,Y25-34,2019,64.713718
ITE3,2,Y25-34,2020,60.215663
ITE31,1,Y25-34,2019,82.066348
ITE31,1,Y25-34,2020,83.095633
ITE31,2,Y25-34,2019,60.135097
ITE31,2,Y25-34,2020,68.488099
ITE32,1,Y25-34,2019,65.394297
ITE32,1,Y25-34,2020,82.136828
ITE32,2,Y25-34,2019,64.0077
ITE32,2,Y25-34,2020,52.642591
ITE33,1,Y25-34,2019,73.842488
ITE33,1,Y25-34,2020,74.512987
ITE33,2,Y25-34,2019,63.106969
ITE33,2,Y25-34,2020,63.857605
ITE34,1,Y25-34,2019,77.129728
ITE34,1,Y25-34,2020,78.995804
ITE34,2,Y25-34,2019,64.516445
ITE34,2,Y25-34,2020,57.73766
ITE4,1,Y25-34,2019,67.755247
ITE4,1,Y25-34,2020,68.494307
ITE4,2,Y25-34,2019,57.843313
ITE4,2,Y25-34,2020,53.401758
ITE41,1,Y25-34,2019,65.581137
ITE41,1,Y25-34,2020,61.935198
ITE41,2,Y25-34,2019,52.13375
ITE41,2,Y25-34,2020,45.574974
ITE42,1,Y25-34,2019,69.395553
ITE42,1,Y25-34,2020,69.467724
ITE42,2,Y25-34,2019,49.823563
ITE42,2,Y25-34,2020,53.466907
ITE43,1,Y25-34,2019,68.830165
ITE43,1,Y25-34,2020,68.898081
ITE43,2,Y25-34,2019,63.220363
ITE43,2,Y25-34,2020,57.488818
ITE44,1,Y25-34,2019,70.710766
ITE44,1,Y25-34,2020,68.632571
ITE44,2,Y25-34,2019,44.392383
ITE44,2,Y25-34,2020,45.946418
ITE45,1,Y25-34,2019,57.166295
ITE45,1,Y25-34,2020,68.363933
ITC1,1,Y35-44,2019,92.126471
ITC1,1,Y35-44,2020,89.240219
ITC1,2,Y35-44,2019,73.564739
ITC1,2,Y35-44,2020,72.871468
ITC11,1,Y35-44,2019,90.952964
ITC11,1,Y35-44,2020,89.349628
ITC11,2,Y35-44,2019,73.038213
ITC11,2,Y35-44,2020,73.377649
ITC12,1,Y35-44,2019,88.818807
ITC12,1,Y35-44,2020,81.33542
ITC12,2,Y35-44,2019,66.051953
ITC12,2,Y35-44,2020,65.389553
ITC13,1,Y35-44,2019,89.727376
ITC13,1,Y35-44,2020,86.639313
ITC13,2,Y35-44,2019,73.867209
ITC13,2,Y35-44,2020,70.680527
ITC14,1,Y35-44,2019,91.14241
ITC14,1,Y35-44,2020,92.379525
ITC14,2,Y35-44,2019,72.88633
ITC14,2,Y35-44,2020,74.181697
ITC15,1,Y35-44,2019,95.972128
ITC15,1,Y35-44,2020,92.059107
ITC15,2,Y35-44,2019,75.30568
ITC15,2,Y35-44,2020,74.482406
ITC16,1,Y35-44,2019,94.981967
ITC16,1,Y35-44,2020,90.587409
ITC16,2,Y35-44,2019,78.06472
ITC16,2,Y35-44,2020,76.874949
ITC17,1,Y35-44,2019,94.663533
ITC17,1,Y35-44,2020,89.039461
ITC17,2,Y35-44,2019,72.006221
ITC17,2,Y35-44,2020,72.521629
ITC18,1,Y35-44,2019,92.539548
ITC18,1,Y35-44,2020,86.833387
ITC18,2,Y35-44,2019,73.004944
ITC18,2,Y35-44,2020,66.599823
ITC2,1,Y35-44,2019,92.125382
ITC2,1,Y35-44,2020,89.562914
ITC2,2,Y35-44,2019,76.552246
ITC2,2,Y35-44,2020,77.697558
