nquest,nord,sex,anasc,staciv,ireg,NCOMP,PERC
905076,2,2,1936,4,5,2,1
905079,1,1,1948,1,5,4,1
905079,2,2,1950,1,5,4,0
905079,3,2,1989,2,5,4,1
905079,4,1,1979,2,5,4,1
905084,1,1,1946,3,5,1,1
905085,1,2,1961,1,5,4,0
905085,2,1,1958,1,5,4,1
905085,3,1,1990,2,5,4,1
905085,4,1,1993,2,5,4,1
905087,1,1,1964,4,5,3,1
905087,2,2,1998,2,5,3,0
905087,3,2,1993,2,5,3,0
905088,1,1,1962,1,5,4,1
905088,2,2,1964,1,5,4,1
905088,3,1,1993,2,5,4,0
905088,4,2,2001,2,5,4,0
905089,1,2,1962,1,5,5,0
905089,2,1,1956,1,5,5,1
905089,3,1,1982,2,5,5,1
905089,4,1,1994,2,5,5,1
905089,5,1,2005,2,5,5,0
905113,1,1,1961,2,4,2,1
905113,2,2,1975,2,4,2,1
905114,1,1,1944,1,4,2,1
905114,2,2,1946,1,4,2,1
905115,1,2,1932,4,4,1,1
905119,1,1,1943,1,4,2,1
905119,2,2,1951,1,4,2,0
905120,1,2,1932,4,4,1,1
905122,1,2,1949,1,4,3,1
905122,2,1,1938,1,4,3,1
905122,3,2,1975,2,4,3,1
905123,1,2,1948,2,4,1,1
905124,1,2,1942,2,4,1,1
905125,1,1,1935,1,4,2,1
905125,2,2,1940,1,4,2,1
905126,1,2,1927,4,4,1,1
905130,1,1,1958,1,4,3,1
905130,2,2,1961,1,4,3,1
905130,3,1,1994,2,4,3,0
905131,1,2,1958,1,4,4,0
905131,2,1,1987,2,4,4,1
905131,3,2,1988,2,4,4,1
905131,4,1,1940,1,4,4,1
905133,1,1,1958,2,4,1,1
905136,1,1,1973,1,4,3,1
905136,2,2,1977,1,4,3,1
905136,3,2,1957,3,4,3,1
905137,1,1,1967,1,4,4,1
905137,2,2,1970,1,4,4,1
905137,3,1,1999,2,4,4,0
905137,4,2,2005,2,4,4,0
905140,1,2,1971,1,4,3,1
905140,2,1,1971,1,4,3,1
905140,3,1,2002,2,4,3,0
905145,1,1,1967,1,4,4,1
905145,2,2,1984,1,4,4,0
905145,3,1,2010,2,4,4,0
905145,4,2,2007,2,4,4,0
905146,1,2,1963,3,4,2,1
905146,2,1,1998,2,4,2,1
905148,1,2,1989,2,4,7,1
905148,2,2,1963,4,4,7,1
905148,3,2,1994,2,4,7,0
905148,4,2,1997,2,4,7,0
905148,5,2,1987,2,4,7,1
905148,6,1,1991,2,4,7,0
905148,7,1,2000,2,4,7,0
905151,1,2,1950,3,4,1,1
905156,1,2,1965,1,4,2,1
905156,2,1,1972,1,4,2,1
905163,1,2,1959,3,5,1,1
905165,1,2,1955,4,5,2,1
905165,2,2,1992,2,5,2,0
905167,1,1,1955,1,5,2,1
905167,2,2,1959,1,5,2,0
905170,1,1,1956,3,5,1,1
905171,1,1,1941,1,5,3,1
905171,2,2,1943,1,5,3,1
905171,3,1,1973,2,5,3,1
905173,1,2,1947,1,5,2,1
905173,2,1,1938,1,5,2,1
905180,1,1,1941,4,5,1,1
905187,1,2,1979,2,5,3,1
905187,2,1,1939,1,5,3,1
905187,3,2,1943,1,5,3,0
905189,1,2,1959,1,5,5,1
905189,2,1,1956,1,5,5,1
905189,3,2,1987,2,5,5,0
905189,4,1,1989,2,5,5,1
905189,5,2,1991,2,5,5,1
905213,1,1,1947,4,3,1,1
905217,1,1,1968,1,3,5,1
905217,2,2,1969,1,3,5,1
905217,3,1,1998,2,3,5,0
905217,4,2,2002,2,3,5,0
905217,5,1,1998,2,3,5,0
905218,1,2,1942,4,3,1,1
905220,1,1,1957,1,3,2,1
905220,2,2,1964,1,3,2,1
905221,1,1,1936,4,3,1,1
905223,1,1,1935,1,3,2,1
905223,2,2,1942,1,3,2,0
905226,1,2,1942,2,3,1,1
905227,1,2,1937,4,3,1,1
905229,1,1,1946,1,3,2,1
905229,2,2,1948,1,3,2,0
905236,1,2,1937,1,3,2,1
905236,2,1,1939,1,3,2,1
905240,1,1,1934,4,3,1,1
905241,1,2,1957,3,3,1,1
905248,1,2,1957,2,3,1,1
905257,1,1,1975,1,3,3,1
905257,2,2,1987,1,3,3,0
905257,3,2,2013,2,3,3,0
905258,1,2,1957,1,3,2,0
905258,2,1,1953,1,3,2,1
905264,1,1,1950,1,16,3,1
905264,2,2,1956,1,16,3,1
905264,3,2,1993,2,16,3,0
905269,1,2,1931,4,16,1,1
905271,1,1,1952,1,16,2,1
905271,2,2,1953,1,16,2,1
905276,1,2,1982,2,16,2,1
905276,2,2,1954,4,16,2,1
905277,1,1,1944,1,16,2,1
905277,2,2,1946,1,16,2,1
905278,1,1,1954,1,16,4,1
905278,2,2,1959,1,16,4,0
905278,3,1,1990,2,16,4,1
905278,4,2,1998,2,16,4,0
905281,1,2,1937,1,16,3,1
905281,2,1,1930,1,16,3,1
905281,3,1,1979,2,16,3,0
905284,1,2,1969,1,16,4,0
905284,2,1,1963,1,16,4,1
905284,3,1,1994,2,16,4,1
905284,4,1,1998,2,16,4,0
905285,1,1,1956,1,16,4,1
905285,2,2,1957,1,16,4,1
905285,3,1,1987,2,16,4,1
905285,4,2,1989,2,16,4,0
905286,1,1,1953,2,16,3,1
905286,2,1,1923,1,16,3,1
905286,3,2,1920,1,16,3,1
905295,1,2,1966,1,16,3,1
905295,2,1,1963,1,16,3,1
905295,3,2,1994,2,16,3,1
905297,1,1,1971,1,16,4,1
905297,2,2,1973,1,16,4,1
905297,3,1,1998,2,16,4,0
905297,4,2,2003,2,16,4,0
905311,1,2,1965,3,16,2,1
905311,2,1,2001,2,16,2,0
905321,1,1,1949,1,15,8,1
905321,2,2,1950,1,15,8,0
905321,3,1,1968,1,15,8,0
905321,4,1,1969,1,15,8,0
905321,5,2,1972,1,15,8,0
905321,6,2,1977,1,15,8,0
905321,7,1,2005,2,15,8,0
905321,8,2,2012,2,15,8,0
905326,1,1,1958,1,15,5,0
905326,2,2,1928,4,15,5,1
905326,3,2,1963,1,15,5,0
905326,4,2,1988,2,15,5,0
905326,5,2,1991,2,15,5,0
905328,1,2,1929,4,15,2,1
905328,2,1,1966,2,15,2,1
905330,1,1,1938,1,15,2,1
905330,2,2,1938,1,15,2,1
905333,1,1,1952,2,15,1,1
905344,1,2,1956,1,15,7,0
905344,2,1,1953,1,15,7,1
905344,3,2,1979,1,15,7,0
905344,4,1,1978,1,15,7,1
905344,5,1,2000,2,15,7,0
905344,6,2,2004,2,15,7,0
905344,7,2,2014,2,15,7,0
905365,1,1,1966,1,8,4,1
905365,2,2,1966,1,8,4,1
905365,3,1,1995,2,8,4,0
905365,4,1,1999,2,8,4,0
905370,1,2,1942,2,8,1,1
905383,1,1,1928,1,8,2,1
905383,2,2,1940,1,8,2,1
905384,1,1,1931,1,8,2,1
905384,2,2,1929,1,8,2,1
905387,1,1,1935,1,8,2,1
905387,2,2,1934,1,8,2,1
905390,1,1,1946,4,8,2,1
905390,2,1,1974,2,8,2,1
905392,1,1,1951,1,8,2,1
905392,2,2,1953,1,8,2,1
905395,1,1,1949,4,8,1,1
905396,1,1,1963,2,8,1,1
905397,1,2,1974,1,8,4,1
905397,2,1,1974,1,8,4,1
905397,3,1,1999,2,8,4,0
905397,4,1,2009,2,8,4,0
905413,1,2,1938,4,11,1,1
905415,1,2,1966,3,11,1,1
905418,1,1,1940,3,11,1,1
905429,1,1,1939,4,11,1,1
905434,1,2,1965,3,11,3,1
905434,2,1,2005,2,11,3,0
905434,3,2,1997,2,11,3,0
905444,1,2,1954,2,11,1,1
905446,1,2,1978,2,11,1,1
905451,1,2,1977,1,11,3,0
905451,2,1,1972,1,11,3,1
905451,3,2,2011,2,11,3,0
905462,1,1,1980,2,11,1,1
905470,1,2,1943,1,1,2,1
905470,2,1,1936,1,1,2,1
905472,1,1,1953,1,1,4,0
905472,2,2,1959,1,1,4,1
905472,3,2,1983,2,1,4,1
905472,4,1,1996,2,1,4,0
905475,1,2,1962,2,1,1,1
905478,1,2,1934,4,1,1,1
905484,1,1,1956,1,1,2,1
905484,2,2,1958,1,1,2,1
905497,1,1,1968,1,1,4,1
905497,2,2,1970,1,1,4,1
905497,3,1,1995,2,1,4,0
905497,4,2,2006,2,1,4,0
905502,1,1,1941,2,1,1,1
905510,1,2,1953,3,1,1,1
905517,1,1,1959,1,11,2,1
905517,2,2,1964,1,11,2,1
905522,1,2,1952,1,11,3,0
905522,2,1,1950,1,11,3,1
905522,3,1,1988,2,11,3,1
905525,1,1,1936,1,11,2,1
905525,2,2,1941,1,11,2,1
905526,1,2,1940,1,11,2,1
905526,2,1,1934,1,11,2,1
905527,1,1,1931,1,11,2,1
905527,2,2,1934,1,11,2,1
905531,1,1,1966,1,11,4,1
905531,2,2,1967,1,11,4,1
905531,3,1,1994,2,11,4,0
905531,4,1,2002,2,11,4,0
905533,1,1,1933,1,11,2,1
905533,2,2,1936,1,11,2,1
905563,1,1,1931,4,5,1,1
905581,1,1,1968,1,5,4,1
905581,2,2,1971,1,5,4,1
905581,3,2,1997,2,5,4,0
905581,4,2,2002,2,5,4,0
905586,1,1,1930,1,5,2,1
905586,2,2,1944,1,5,2,0
905590,1,1,1932,1,5,3,1
905590,2,2,1938,1,5,3,1
905590,3,2,1959,2,5,3,0
905595,1,1,1972,1,5,3,1
905595,2,2,1979,1,5,3,1
905595,3,2,2002,2,5,3,0
905598,1,1,1955,1,5,2,1
905598,2,2,1958,1,5,2,1
905604,1,2,1980,2,5,2,1
905604,2,1,2010,2,5,2,0
905609,1,1,1945,1,5,2,1
905609,2,2,1944,1,5,2,1
905611,1,1,1965,2,5,1,1
905614,1,1,1990,2,6,2,1
905614,2,1,1948,4,6,2,1
905615,1,1,1936,2,6,1,1
905621,1,2,1954,1,6,3,0
905621,2,2,1929,4,6,3,1
905621,3,1,1950,1,6,3,1
905623,1,2,1923,4,6,1,1
905624,1,1,1980,2,6,2,1
905624,2,2,1980,2,6,2,1
905627,1,2,1942,4,6,2,1
905627,2,1,1993,2,6,2,1
905633,1,1,1958,1,6,3,1
905633,2,2,1962,1,6,3,1
905633,3,1,1993,2,6,3,1
905634,1,1,1947,1,6,2,1
905634,2,2,1947,1,6,2,1
905635,1,1,1962,1,6,3,1
905635,2,2,1970,1,6,3,1
905635,3,1,1995,2,6,3,0
905637,1,1,1963,1,6,4,1
905637,2,2,1966,1,6,4,1
905637,3,1,1991,2,6,4,0
905637,4,2,1995,2,6,4,0
905640,1,1,1966,2,6,3,1
905640,2,2,1967,2,6,3,1
905640,3,2,2000,2,6,3,0
905641,1,1,1952,1,6,2,1
905641,2,1,1984,2,6,2,1
905646,1,1,1969,1,6,4,0
905646,2,2,1975,1,6,4,1
905646,3,2,2011,2,6,4,0
905646,4,1,2005,2,6,4,0
905652,1,1,1978,2,6,1,1
905662,1,1,1976,1,6,5,1
905662,2,2,1979,1,6,5,0
905662,3,1,2010,2,6,5,0
905662,4,1,2012,2,6,5,0
905662,5,2,1947,4,6,5,0
905663,1,2,1984,1,18,4,0
905663,2,1,1979,1,18,4,1
905663,3,1,2013,2,18,4,0
905663,4,2,1948,4,18,4,1
905667,1,1,1936,1,18,2,1
905667,2,2,1947,1,18,2,0
905669,1,2,1958,1,18,2,1
905669,2,1,1953,1,18,2,1
905713,1,1,1939,1,8,3,1
905713,2,2,1942,1,8,3,1
905713,3,2,1973,2,8,3,0
905714,1,2,1954,2,8,1,1
905715,1,1,1942,1,8,3,1
905715,2,2,1945,1,8,3,1
905715,3,2,1967,2,8,3,1
905718,1,2,1926,4,8,1,1
905722,1,2,1971,3,8,2,1
905722,2,1,1997,2,8,2,1
905723,1,2,1952,3,8,2,1
905723,2,2,1988,2,8,2,1
905724,1,2,1964,3,8,1,1
905725,1,1,1948,1,8,2,1
905725,2,2,1951,1,8,2,1
905726,1,1,1966,2,8,1,1
905727,1,1,1950,1,8,2,1
905727,2,2,1951,1,8,2,1
905729,1,2,1958,3,8,2,1
905729,2,2,1984,2,8,2,1
905765,1,2,1928,4,5,1,1
905768,1,1,1940,1,5,3,1
905768,2,2,1941,1,5,3,1
905768,3,1,1974,2,5,3,1
905772,1,2,1941,4,5,1,1
905776,1,2,1961,1,5,2,0
905776,2,1,1957,1,5,2,1
905777,1,1,1949,4,5,3,1
905777,2,1,1981,2,5,3,1
905777,3,1,1989,2,5,3,1
905778,1,1,1943,2,5,1,1
905781,1,2,1960,1,5,4,0
905781,2,1,1953,1,5,4,1
905781,3,2,1994,2,5,4,0
905781,4,2,1987,2,5,4,1
905790,1,2,1967,3,5,2,1
905790,2,2,2008,2,5,2,0
905796,1,2,1950,4,5,2,1
905796,2,2,1974,2,5,2,1
905822,1,2,1935,4,8,1,1
905828,1,1,1948,1,8,2,1
905828,2,2,1949,1,8,2,1
905836,1,1,1955,3,8,2,1
905836,2,2,1929,4,8,2,1
905847,1,1,1954,4,8,2,1
905847,2,1,1989,2,8,2,0
905848,1,1,1967,1,8,4,1
905848,2,2,1966,1,8,4,1
905848,3,1,2005,2,8,4,0
905848,4,2,2008,2,8,4,0
905851,1,1,1957,3,8,1,1
905852,1,1,1970,2,8,1,1
905855,1,1,1947,3,8,2,1
905855,2,2,1964,3,8,2,0
905858,1,2,1970,3,8,3,1
905858,2,2,2002,2,8,3,1
905858,3,2,2004,2,8,3,1
905859,1,1,1981,2,8,2,1
905859,2,2,1986,2,8,2,1
905861,1,2,1962,3,8,1,1
905862,1,1,1965,1,8,1,1
905863,1,2,1950,1,16,2,0
905863,2,1,1946,1,16,2,1
905873,1,1,1951,1,16,2,0
905873,2,2,1949,1,16,2,1
905913,1,2,1954,1,7,2,1
905913,2,1,1957,1,7,2,1
905914,1,2,1927,4,7,1,1
905920,1,2,1934,4,7,1,1
905921,1,2,1937,1,7,2,0
905921,2,1,1935,1,7,2,1
905922,1,2,1947,4,7,1,1
905925,1,1,1978,1,7,5,1
905925,2,1,1941,4,7,5,1
905925,3,2,2009,2,7,5,0
905925,4,2,1982,1,7,5,1
905925,5,2,1969,2,7,5,1
905926,1,1,1939,1,7,2,1
905926,2,2,1946,1,7,2,1
905970,1,1,1959,1,7,3,1
905970,2,2,1965,1,7,3,0
905970,3,2,1998,2,7,3,0
905972,1,2,1950,1,7,2,0
905972,2,1,1946,1,7,2,1
905973,1,2,1952,1,7,2,1
905973,2,1,1949,1,7,2,1
905974,1,2,1934,4,7,2,1
905974,2,2,1965,2,7,2,1
905978,1,2,1935,4,7,1,1
905979,1,1,1953,4,7,2,1
905979,2,1,1983,2,7,2,1
905980,1,1,1933,4,7,1,1
905981,1,2,1938,1,7,2,0
905981,2,1,1935,1,7,2,1
905988,1,2,1971,1,7,4,1
905988,2,1,1964,1,7,4,1
905988,3,2,2002,2,7,4,0
905988,4,1,2004,2,7,4,0
905996,1,2,1962,1,7,3,1
905996,2,1,1961,1,7,3,1
905996,3,1,1994,2,7,3,0
906014,1,1,1963,3,7,1,1
906015,1,1,1945,3,7,1,1
906019,1,2,1963,1,7,4,1
906019,2,1,1957,1,7,4,1
906019,3,2,2004,2,7,4,1
906019,4,1,2006,2,7,4,1
906023,1,2,1934,4,7,1,1
906025,1,1,1986,2,7,2,1
906025,2,1,1960,2,7,2,1
906027,1,2,1925,4,7,1,1
906028,1,1,1971,2,7,2,1
906028,2,2,1942,4,7,2,1
906029,1,2,1943,1,7,2,1
906029,2,1,1936,1,7,2,1
906031,1,2,1953,1,7,4,1
906031,2,1,1934,1,7,4,1
906031,3,2,1987,2,7,4,0
906031,4,2,1989,2,7,4,0
906033,1,1,1950,3,7,1,1
906037,1,1,1965,1,7,2,1
906037,2,2,1963,2,7,2,1
906038,1,2,1964,1,7,3,1
906038,2,1,1963,1,7,3,1
906038,3,2,1999,2,7,3,0
906042,1,2,1965,1,7,2,0
906042,2,1,1975,1,7,2,1
906046,1,2,1976,1,7,3,0
906046,2,1,1966,1,7,3,1
906046,3,1,2007,2,7,3,0
906048,1,2,1944,4,7,1,1
906049,1,2,1943,1,7,3,0
906049,2,1,1942,1,7,3,1
906049,3,1,1945,3,7,3,1
906059,1,2,1951,3,7,1,1
906064,1,2,1937,2,20,1,1
906069,1,1,1931,1,20,2,1
906069,2,2,1932,1,20,2,1
906075,1,2,1947,1,20,3,1
906075,2,1,1942,1,20,3,1
906075,3,1,1979,2,20,3,1
906076,1,2,1939,4,20,1,1
906080,1,2,1969,3,20,4,1
906080,2,2,1937,4,20,4,1
906080,3,1,2004,2,20,4,1
906080,4,1,2004,2,20,4,0
906090,1,1,1975,1,20,7,1
906090,2,2,1975,1,20,7,1
906090,3,1,1993,2,20,7,0
906090,4,2,1996,2,20,7,0
906090,5,1,2000,2,20,7,0
906090,6,2,2002,2,20,7,0
906090,7,2,2008,2,20,7,0
906094,1,2,1973,3,20,3,1
906094,2,1,1998,2,20,3,1
906094,3,1,2000,2,20,3,1
906116,1,2,1970,1,8,3,1
906116,2,2,1943,4,8,3,1
906116,3,1,2001,2,8,3,0
906117,1,2,1938,1,8,6,1
906117,2,1,1939,1,8,6,1
906117,3,1,1967,1,8,6,1
906117,4,2,1970,1,8,6,1
906117,5,2,1994,2,8,6,0
906117,6,1,1996,2,8,6,1
906120,1,1,1933,1,8,2,1
906120,2,2,1937,1,8,2,1
906126,1,1,1933,1,8,2,1
906126,2,2,1935,1,8,2,1
906128,1,2,1949,2,8,1,1
906133,1,2,1927,4,8,1,1
906135,1,1,1985,2,8,1,1
906141,1,1,1964,1,8,5,1
906141,2,2,1966,1,8,5,1
906141,3,1,2002,2,8,5,0
906141,4,2,1996,2,8,5,0
906141,5,1,2002,2,8,5,0
906149,1,1,1960,1,8,4,1
906149,2,2,1963,1,8,4,1
906149,3,2,1988,2,8,4,1
906149,4,2,1991,2,8,4,1
906152,1,2,1962,1,8,5,1
906152,2,1,1956,1,8,5,0
906152,3,1,1985,1,8,5,1
906152,4,2,2012,2,8,5,0
906152,5,2,1991,1,8,5,0
906163,1,2,1970,3,7,1,1
906164,1,1,1969,1,7,3,1
906164,2,2,1966,1,7,3,1
906164,3,1,2000,2,7,3,0
906169,1,2,1935,4,7,1,1
906171,1,1,1932,1,7,2,1
906171,2,2,1938,1,7,2,1
906178,1,2,1951,1,7,2,0
906178,2,1,1947,1,7,2,1
906182,1,2,1968,1,7,5,1
906182,2,2,1940,3,7,5,1
906182,3,1,1966,1,7,5,1
906182,4,2,1996,2,7,5,0
906182,5,1,2006,2,7,5,0
906186,1,2,1934,4,7,1,1
906187,1,1,1963,3,7,3,1
906187,2,1,1988,2,7,3,0
906187,3,2,1995,2,7,3,0
906190,1,1,1968,3,7,1,1
906192,1,2,1968,1,7,4,1
906192,2,1,1962,1,7,4,1
906192,3,1,1998,2,7,4,0
906192,4,2,1936,4,7,4,1
906194,1,2,1981,2,7,5,1
906194,2,2,1956,4,7,5,1
906194,3,1,1985,3,7,5,0
906194,4,1,1987,2,7,5,0
906194,5,1,1992,2,7,5,0
906195,1,1,1974,1,7,5,1
906195,2,2,1974,1,7,5,1
906195,3,1,2004,2,7,5,0
906195,4,2,2006,2,7,5,0
906195,5,2,2011,2,7,5,0
906200,1,2,1990,2,7,6,0
906200,2,1,1962,1,7,6,1
906200,3,2,1987,2,7,6,0
906200,4,2,1966,1,7,6,0
906200,5,1,1994,2,7,6,0
906200,6,2,1994,2,7,6,0
906208,1,2,1955,3,7,1,1
906210,1,2,1987,1,7,2,1
906210,2,1,1983,1,7,2,1
906213,1,1,1976,1,15,5,0
906213,2,2,1974,1,15,5,0
906213,3,2,2013,2,15,5,0
906213,4,1,2009,2,15,5,0
906213,5,2,1948,3,15,5,1
906215,1,2,1945,3,15,2,1
906215,2,2,1973,2,15,2,1
906217,1,2,1965,3,15,1,1
906262,1,1,1979,2,15,1,1
906265,1,2,1953,1,9,2,1
906265,2,1,1949,1,9,2,1
906266,1,2,1939,1,9,2,1
906266,2,1,1936,1,9,2,1
906268,1,1,1937,2,9,2,1
906268,2,1,1947,2,9,2,1
906276,1,2,1941,4,9,1,1
906283,1,2,1946,4,9,2,1
906283,2,1,1970,2,9,2,1
906284,1,1,1946,1,9,2,1
906284,2,2,1952,1,9,2,0
906286,1,2,1943,1,9,2,1
906286,2,1,1943,1,9,2,1
906290,1,2,1968,1,9,7,0
906290,2,1,1963,1,9,7,1
906290,3,2,1992,2,9,7,0
906290,4,1,1994,2,9,7,0
906290,5,1,2001,2,9,7,0
906290,6,1,2004,2,9,7,0
906290,7,1,2009,2,9,7,0
906293,1,1,1981,1,9,3,1
906293,2,2,1979,1,9,3,1
906293,3,2,2008,2,9,3,0
906295,1,2,1943,4,9,1,1
906315,1,2,1938,2,5,1,1
906329,1,2,1961,3,5,2,1
906329,2,1,1995,2,5,2,1
906338,1,2,1964,3,5,5,1
906338,2,2,1994,2,5,5,1
906338,3,2,1999,2,5,5,0
906338,4,1,1999,2,5,5,1
906338,5,2,1999,2,5,5,0
906343,1,1,1970,1,5,5,1
906343,2,2,1983,1,5,5,0
906343,3,1,2006,2,5,5,0
906343,4,1,2006,2,5,5,0
906343,5,1,2014,2,5,5,0
906344,1,2,1969,1,5,4,1
906344,2,1,1970,1,5,4,1
906344,3,1,2005,2,5,4,0
906344,4,2,2002,2,5,4,0
906354,1,1,1977,1,5,1,1
906362,1,1,1954,3,5,1,1
906364,1,1,1969,1,19,4,1
906364,2,2,1972,1,19,4,0
906364,3,1,1996,2,19,4,0
906364,4,2,2001,2,19,4,0
906365,1,1,1955,1,19,3,1
906365,2,2,1962,1,19,3,0
906365,3,1,1986,2,19,3,0
906367,1,1,1957,1,19,4,1
906367,2,2,1969,1,19,4,0
906367,3,1,1992,2,19,4,1
906367,4,1,1998,2,19,4,0
906370,1,1,1940,1,19,2,1
906370,2,2,1946,1,19,2,0
906371,1,2,1930,4,19,1,1
906372,1,1,1933,4,19,1,1
906373,1,1,1945,1,19,3,1
906373,2,2,1951,1,19,3,0
906373,3,1,1982,2,19,3,0
906374,1,2,1940,4,19,1,1
906413,1,1,1942,1,20,3,1
906413,2,2,1943,1,20,3,1
906413,3,1,1978,2,20,3,0
906415,1,2,1955,3,20,1,1
906423,1,2,1947,4,20,1,1
906427,1,1,1936,1,20,3,1
906427,2,2,1946,1,20,3,1
906427,3,2,1973,2,20,3,1
906428,1,1,1956,1,20,4,1
906428,2,2,1961,1,20,4,0
906428,3,1,1989,2,20,4,1
906428,4,2,1991,2,20,4,0
906430,1,2,1970,1,20,4,1
906430,2,1,1967,1,20,4,1
906430,3,1,1990,2,20,4,0
906430,4,2,1994,1,20,4,0
906433,1,2,1962,3,20,2,1
906433,2,1,1993,2,20,2,0
906436,1,1,1961,3,20,2,1
906436,2,2,1990,2,20,2,1
906437,1,1,1947,1,20,3,1
906437,2,2,1948,1,20,3,0
906437,3,1,1982,2,20,3,0
906438,1,2,1965,1,20,3,0
906438,2,1,1961,1,20,3,1
906438,3,2,2001,2,20,3,0
906441,1,1,1932,1,20,2,1
906441,2,2,1938,1,20,2,0
906447,1,2,1968,2,20,1,1
906466,1,1,1948,4,11,2,1
906466,2,1,1987,2,11,2,1
906469,1,1,1941,1,11,2,1
906469,2,2,1942,1,11,2,1
906472,1,1,1973,2,11,1,1
906474,1,1,1952,2,11,1,1
906476,1,1,1946,1,11,2,1
906476,2,2,1950,1,11,2,0
906479,1,1,1954,1,11,3,1
906479,2,2,1982,2,11,3,1
906479,3,2,1959,1,11,3,0
906480,1,2,1944,1,11,2,0
906480,2,1,1939,1,11,2,1
906481,1,1,1941,1,11,2,1
906481,2,2,1950,1,11,2,1
906483,1,2,1952,4,11,3,1
906483,2,1,1950,2,11,3,0
906483,3,2,1991,2,11,3,0
906489,1,1,1946,3,11,1,1
906503,1,2,1967,1,11,4,0
906503,2,2,2001,2,11,4,0
906503,3,1,1966,1,11,4,1
906503,4,1,2010,2,11,4,0
906514,1,1,1940,2,3,1,1
906517,1,2,1944,4,3,2,1
906517,2,1,1967,2,3,2,1
906518,1,2,1935,4,3,1,1
906521,1,2,1930,2,3,1,1
906526,1,2,1950,1,3,2,1
906526,2,1,1946,1,3,2,1
906532,1,1,1959,1,3,4,1
906532,2,2,1963,1,3,4,0
906532,3,1,1987,2,3,4,1
906532,4,2,1991,2,3,4,0
906535,1,2,1973,1,3,2,1
906535,2,1,1970,1,3,2,0
906538,1,1,1969,1,3,4,1
906538,2,2,1972,1,3,4,1
906538,3,1,2008,2,3,4,0
906538,4,2,2010,2,3,4,0
906545,1,1,1969,1,3,4,1
906545,2,2,1973,1,3,4,1
906545,3,2,2010,2,3,4,0
906545,4,1,2012,2,3,4,0
906555,1,2,1974,3,3,2,1
906555,2,1,1996,2,3,2,0
906557,1,1,1985,2,3,1,1
906560,1,2,1934,2,3,1,1
906561,1,2,1950,3,3,1,1
906564,1,2,1933,4,9,1,1
906565,1,2,1930,4,9,1,1
906566,1,2,1937,4,9,2,1
906566,2,1,1957,2,9,2,1
906569,1,2,1930,4,9,1,1
906571,1,1,1939,2,9,1,1
906573,1,2,1923,4,9,1,1
906574,1,2,1948,3,9,1,1
906575,1,2,1938,4,9,1,1
906577,1,1,1928,4,9,1,1
906596,1,2,1934,4,9,1,1
906598,1,2,1962,3,9,2,1
906598,2,1,1996,2,9,2,0
906624,1,2,1949,3,3,2,1
906624,2,2,1926,4,3,2,1
906629,1,2,1935,4,3,1,1
906631,1,2,1962,1,3,4,1
906631,2,1,1961,1,3,4,1
906631,3,2,1987,2,3,4,0
906631,4,2,1991,2,3,4,0
906632,1,1,1960,1,3,4,1
906632,2,2,1962,1,3,4,0
906632,3,1,1992,2,3,4,1
906632,4,2,1996,2,3,4,0
906633,1,1,1970,2,3,1,1
906634,1,1,1951,2,3,1,1
906643,1,2,1928,4,3,1,1
906645,1,1,1946,1,3,2,1
906645,2,1,1967,2,3,2,1
906647,1,2,1957,4,3,1,1
906665,1,2,1944,4,1,1,1
906668,1,1,1945,1,1,4,1
906668,2,2,1949,1,1,4,1
906668,3,1,1982,2,1,4,0
906668,4,1,1984,1,1,4,0
906680,1,2,1953,1,1,2,0
906680,2,1,1940,1,1,2,1
906688,1,2,1939,3,1,1,1
906689,1,2,1970,3,1,2,1
906689,2,2,1999,2,1,2,1
906690,1,2,1962,4,1,3,1
906690,2,2,1986,2,1,3,1
906690,3,1,1984,2,1,3,1
906697,1,1,1973,1,1,4,1
906697,2,2,1974,1,1,4,0
906697,3,1,1997,2,1,4,0
906697,4,1,2013,2,1,4,0
906700,1,2,1950,2,1,1,1
906701,1,2,1960,1,1,2,1
906701,2,1,1947,1,1,2,1
906704,1,2,1980,3,1,1,1
906706,1,2,1954,1,1,3,0
906706,2,1,1978,2,1,3,1
906706,3,1,1954,1,1,3,1
906720,1,2,1989,1,1,3,0
906720,2,1,1981,1,1,3,1
906720,3,2,2010,2,1,3,0
906721,1,1,1988,2,1,1,1
906723,1,2,1955,1,9,2,1
906723,2,1,1942,1,9,2,1
906725,1,2,1920,4,9,1,1
906726,1,2,1949,3,9,1,1
906729,1,2,1940,4,9,1,1
906731,1,2,1929,4,9,1,1
906736,1,1,1959,1,9,3,1
906736,2,2,1961,1,9,3,1
906736,3,2,1991,2,9,3,0
906737,1,2,1928,4,9,1,1
906740,1,2,1925,1,9,1,1
906776,1,1,1951,1,20,3,1
906776,2,2,1952,1,20,3,0
906776,3,1,1981,2,20,3,1
906777,1,2,1968,1,20,3,1
906777,2,1,1957,1,20,3,0
906777,3,1,1993,2,20,3,0
906780,1,2,1959,2,20,5,1
906780,2,2,1934,4,20,5,1
906780,3,2,1960,2,20,5,1
906780,4,2,1966,2,20,5,1
906780,5,1,1969,2,20,5,1
906824,1,2,1922,4,19,1,1
906825,1,1,1965,2,19,1,1
906827,1,2,1941,4,19,1,1
906828,1,2,1927,4,19,1,1
906829,1,2,1948,1,19,2,1
906829,2,1,1948,1,19,2,1
