nquest,nord,sex,anasc,staciv,ireg,NCOMP,PERC
823506,7,1,1999,2,15,7,0
823524,1,1,1947,1,15,2,1
823524,2,2,1954,1,15,2,0
823767,1,1,1961,4,19,3,1
823767,2,2,1992,2,19,3,0
823767,3,1,1996,2,19,3,0
823957,1,2,1940,1,9,2,1
823957,2,1,1937,1,9,2,1
823963,1,1,1962,1,9,4,1
823963,2,2,1964,1,9,4,1
823963,3,2,1990,2,9,4,1
823963,4,1,1994,2,9,4,0
823993,1,1,1938,1,9,2,1
823993,2,2,1936,1,9,2,0
824120,1,1,1939,1,1,2,1
824120,2,2,1943,1,1,2,1
824236,1,2,1947,3,20,1,1
824302,1,2,1942,2,20,1,1
824338,1,1,1954,3,3,2,1
824338,2,2,1927,4,3,2,1
824345,1,2,1962,3,3,3,1
824345,2,2,1993,2,3,3,0
824345,3,1,1997,2,3,3,0
824574,1,2,1971,2,18,1,1
824637,1,1,1938,1,13,2,1
824637,2,2,1935,1,13,2,1
824663,1,2,1977,2,16,2,1
824663,2,2,1952,4,16,2,1
824671,1,2,1979,2,16,3,0
824671,2,1,1977,2,16,3,1
824671,3,2,2006,2,16,3,0
824695,1,2,1940,3,16,1,1
824718,1,1,1980,1,16,2,1
824718,2,2,1984,1,16,2,0
824724,1,1,1942,1,13,3,1
824724,2,2,1954,1,13,3,1
824724,3,1,1975,2,13,3,1
824725,1,1,1968,1,13,4,1
824725,2,2,1973,1,13,4,1
824725,3,2,2001,2,13,4,0
824725,4,1,2004,2,13,4,0
824730,1,2,1936,4,13,1,1
824734,1,2,1951,4,13,3,1
824734,2,2,1980,2,13,3,1
824734,3,1,1982,2,13,3,1
824735,1,1,1963,2,13,1,1
824761,1,1,1964,1,13,4,0
824761,2,2,1964,1,13,4,1
824761,3,1,1999,2,13,4,0
824761,4,1,2003,2,13,4,0
824808,1,1,1963,1,16,3,1
824808,2,2,1972,1,16,3,1
824808,3,1,2002,2,16,3,0
824824,1,1,1972,1,16,4,1
824824,2,2,1976,1,16,4,1
824824,3,2,2007,2,16,4,0
824824,4,1,2008,2,16,4,0
824887,1,1,1939,4,14,3,1
824887,2,1,1965,2,14,3,1
824887,3,2,1940,2,14,3,1
824891,1,2,1947,4,14,2,1
824891,2,2,1959,2,14,2,1
825078,1,2,1966,1,3,3,1
825078,2,1,1960,1,3,3,1
825078,3,2,2005,2,3,3,0
825172,1,2,1970,3,12,2,1
825172,2,2,2001,2,12,2,0
825184,1,1,1932,1,12,2,1
825184,2,2,1935,1,12,2,0
825189,1,1,1956,1,12,4,1
825189,2,2,1974,1,12,4,0
825189,3,2,2008,2,12,4,0
825189,4,2,2011,2,12,4,0
825849,1,2,1930,4,15,2,1
825849,2,2,1948,4,15,2,1
825889,1,2,1965,1,1,3,0
825889,2,1,1964,1,1,3,1
825889,3,2,2007,2,1,3,0
825977,1,2,1986,2,16,3,0
825977,2,1,1952,1,16,3,1
825977,3,2,1955,1,16,3,1
826006,1,2,1959,1,16,5,0
826006,2,1,1955,1,16,5,1
826006,3,1,1981,2,16,5,0
826006,4,2,1984,2,16,5,1
826006,5,2,1984,2,16,5,1
826115,1,1,1950,1,5,3,1
826115,2,2,1955,1,5,3,0
826115,3,1,1990,2,5,3,1
826118,1,1,1982,1,5,2,1
826118,2,2,1984,1,5,2,1
826132,1,2,1923,4,5,1,1
826234,1,2,1972,4,5,3,1
826234,2,1,1997,2,5,3,0
826234,3,2,1999,2,5,3,0
826242,1,1,1970,1,5,1,1
826248,1,1,1939,1,5,2,1
826248,2,2,1945,1,5,2,1
826266,1,1,1934,1,5,2,1
826266,2,2,1937,1,5,2,1
826307,1,1,1935,4,3,1,1
826347,1,1,1970,2,3,1,1
826362,1,2,1943,4,20,4,1
826362,2,1,1966,2,20,4,0
826362,3,1,1969,2,20,4,1
826362,4,2,1975,2,20,4,1
826427,1,1,1941,2,20,2,1
826427,2,1,1946,2,20,2,1
826456,1,1,1966,1,6,4,1
826456,2,2,1972,1,6,4,0
826456,3,2,2006,2,6,4,0
826456,4,1,2009,2,6,4,0
826565,1,1,1934,2,1,1,1
826687,1,1,1943,1,7,2,1
826687,2,2,1949,1,7,2,1
826744,1,1,1962,1,3,4,1
826744,2,2,1967,1,3,4,1
826744,3,2,1990,2,3,4,0
826744,4,1,1996,2,3,4,0
826892,1,1,1990,2,1,2,1
826892,2,1,1967,3,1,2,1
827006,1,2,1948,4,5,1,1
827036,1,2,1970,2,5,1,1
827046,1,1,1937,1,5,2,1
827046,2,2,1938,1,5,2,1
827146,1,2,1953,4,18,1,1
827188,1,1,1950,1,18,3,1
827188,2,2,1956,1,18,3,0
827188,3,1,1989,2,18,3,0
827345,1,2,1945,4,3,1,1
827369,1,1,1978,1,3,3,1
827369,2,2,1982,1,3,3,1
827369,3,1,2013,2,3,3,0
827386,1,2,1944,3,3,1,1
827398,1,2,1939,4,3,1,1
827413,1,1,1959,1,3,3,1
827413,2,2,1958,1,3,3,1
827413,3,2,1992,2,3,3,0
827447,1,2,1945,3,4,1,1
827457,1,1,1971,1,4,3,1
827457,2,2,1975,1,4,3,1
827457,3,2,2005,2,4,3,0
827486,1,2,1940,4,5,1,1
827578,1,2,1941,2,20,1,1
827615,1,1,1969,4,20,3,1
827615,2,2,2001,2,20,3,0
827615,3,2,2005,2,20,3,0
827639,1,2,1939,4,9,2,1
827639,2,1,1969,2,9,2,1
827647,1,1,1948,1,9,2,1
827647,2,2,1953,1,9,2,1
827847,1,1,1942,1,19,3,1
827847,2,2,1949,1,19,3,1
827847,3,1,1982,2,19,3,0
827870,1,2,1965,3,19,1,1
827887,1,1,1940,1,19,2,1
827887,2,2,1945,1,19,2,0
828121,1,2,1939,4,16,1,1
828184,1,2,1935,2,16,2,1
828184,2,2,1937,2,16,2,1
850013,1,2,1985,1,10,4,1
850013,2,1,1970,1,10,4,1
850013,3,2,2007,2,10,4,0
850013,4,1,2013,2,10,4,0
850016,1,2,1985,1,10,3,1
850016,2,1,1981,1,10,3,1
850016,3,2,2014,2,10,3,0
850024,1,1,1958,3,16,1,1
850030,1,2,1982,2,3,1,1
851025,1,1,1956,1,15,6,1
851025,2,2,1961,1,15,6,1
851025,3,2,1989,2,15,6,0
851025,4,2,1992,2,15,6,0
851025,5,2,1995,2,15,6,1
851025,6,2,1996,2,15,6,0
851107,1,1,1960,1,16,3,1
851107,2,2,1962,1,16,3,1
851107,3,2,1991,2,16,3,0
851114,1,2,1974,1,16,4,0
851114,2,1,1967,1,16,4,1
851114,3,1,1999,2,16,4,1
851114,4,1,2002,2,16,4,1
851151,1,1,1942,1,16,2,1
851151,2,2,1948,1,16,2,0
851172,1,1,1960,1,16,4,1
851172,2,2,1963,1,16,4,1
851172,3,1,2001,2,16,4,1
851172,4,1,2005,2,16,4,0
851176,1,1,1968,1,16,3,1
851176,2,2,1970,1,16,3,1
851176,3,1,2009,2,16,3,0
851322,1,2,1966,1,1,4,1
851322,2,1,1966,1,1,4,1
851322,3,1,1992,2,1,4,0
851322,4,1,1996,2,1,4,0
851331,1,1,1953,1,7,3,1
851331,2,2,1958,1,7,3,1
851331,3,1,1983,2,7,3,1
851333,1,2,1955,2,7,1,1
851342,1,2,1968,1,7,5,1
851342,2,1,1970,1,7,5,1
851342,3,2,1927,4,7,5,1
851342,4,2,2001,2,7,5,0
851342,5,2,2004,2,7,5,0
851393,1,1,1963,3,8,1,1
851399,1,2,1962,1,8,5,1
851399,2,1,1960,1,8,5,1
851399,3,2,1992,2,8,5,0
851399,4,2,1997,2,8,5,0
851399,5,2,2003,2,8,5,0
851448,1,2,1934,4,19,1,1
851493,1,1,1933,1,1,2,1
851493,2,2,1939,1,1,2,1
851504,1,1,1940,1,1,2,1
851504,2,2,1939,1,1,2,1
851514,1,2,1971,1,1,4,0
851514,2,1,1963,1,1,4,1
851514,3,2,1996,2,1,4,0
851514,4,1,2000,2,1,4,0
851544,1,1,1951,2,20,1,1
851585,1,1,1964,1,17,4,1
851585,2,2,1966,1,17,4,0
851585,3,1,2001,2,17,4,0
851585,4,1,2007,2,17,4,0
851627,1,1,1940,2,16,1,1
851672,1,1,1946,1,5,2,1
851672,2,2,1948,1,5,2,1
851693,1,2,1937,4,5,1,1
851699,1,1,1965,1,5,2,1
851699,2,2,1965,1,5,2,1
851703,1,1,1970,1,5,4,1
851703,2,2,1972,1,5,4,0
851703,3,2,1995,2,5,4,0
851703,4,2,2003,2,5,4,0
851846,1,1,1927,1,12,2,1
851846,2,2,1928,1,12,2,1
851865,1,2,1934,4,12,1,1
851874,1,1,1961,1,12,3,1
851874,2,2,1963,1,12,3,0
851874,3,2,1993,2,12,3,0
851903,1,1,1950,3,2,1,1
851937,1,2,1948,3,12,1,1
851968,1,2,1968,1,12,4,0
851968,2,1,1968,1,12,4,1
851968,3,2,1995,2,12,4,0
851968,4,2,1997,2,12,4,0
851982,1,1,1974,1,12,2,1
851982,2,2,1977,1,12,2,1
851989,1,1,1975,2,12,2,1
851989,2,2,1944,4,12,2,1
852021,1,1,1954,1,12,5,1
852021,2,2,1957,1,12,5,0
852021,3,1,1981,1,12,5,1
852021,4,2,1988,1,12,5,1
852021,5,2,2010,2,12,5,0
852030,1,2,1936,1,9,2,0
852030,2,1,1939,1,9,2,1
852039,1,1,1971,2,9,2,1
852039,2,2,1965,2,9,2,1
852058,1,1,1965,2,9,3,1
852058,2,2,1973,2,9,3,1
852058,3,2,2012,2,9,3,0
852070,1,1,1968,1,10,4,1
852070,2,2,1971,1,10,4,0
852070,3,1,1999,2,10,4,0
852070,4,2,2003,2,10,4,0
852073,1,1,1949,1,10,2,1
852073,2,2,1952,1,10,2,0
852074,1,2,1935,4,10,1,1
852115,1,2,1954,4,11,2,1
852115,2,1,1986,2,11,2,0
852120,1,2,1973,3,11,3,1
852120,2,1,2002,2,11,3,1
852120,3,1,2004,2,11,3,1
852130,1,1,1960,1,11,2,1
852130,2,2,1961,1,11,2,0
852133,1,1,1953,3,10,1,1
852134,1,2,1968,3,10,3,1
852134,2,1,2000,2,10,3,0
852134,3,2,2001,2,10,3,0
852140,1,2,1982,1,10,3,1
852140,2,1,1973,1,10,3,1
852140,3,2,2009,2,10,3,0
852156,1,2,1978,1,10,3,1
852156,2,1,1974,1,10,3,1
852156,3,1,2008,2,10,3,0
852173,1,2,1975,1,10,3,1
852173,2,1,1972,1,10,3,1
852173,3,1,2010,2,10,3,0
852204,1,1,1938,1,1,2,1
852204,2,2,1939,1,1,2,1
852232,1,2,1971,2,15,3,1
852232,2,2,1941,4,15,3,1
852232,3,2,2005,2,15,3,0
852283,1,2,1977,1,15,7,0
852283,2,1,1973,1,15,7,1
852283,3,2,1996,2,15,7,0
852283,4,1,2000,2,15,7,0
852283,5,1,1938,1,15,7,1
852283,6,2,1936,1,15,7,1
852283,7,2,2007,2,15,7,0
852304,1,2,1983,1,15,4,1
852304,2,1,1982,1,15,4,0
852304,3,2,2008,2,15,4,0
852304,4,1,2009,2,15,4,0
852321,1,2,1976,2,13,4,1
852321,2,1,1949,1,13,4,1
852321,3,2,1949,1,13,4,0
852321,4,2,1972,2,13,4,1
852330,1,2,1958,4,13,1,1
852332,1,2,1966,1,13,4,1
852332,2,1,1961,1,13,4,0
852332,3,2,1968,3,13,4,0
852332,4,1,2006,2,13,4,0
852364,1,2,1943,1,19,2,1
852364,2,1,1937,1,19,2,1
852377,1,2,1962,1,19,5,1
852377,2,1,1958,1,19,5,0
852377,3,1,1991,2,19,5,0
852377,4,2,1995,2,19,5,0
852377,5,2,1996,2,19,5,0
852387,1,2,1956,1,19,3,0
852387,2,1,1956,1,19,3,1
852387,3,2,1985,2,19,3,0
852399,1,2,1958,4,19,2,1
852399,2,2,1986,2,19,2,0
852400,1,2,1964,1,19,5,1
852400,2,1,1961,1,19,5,0
852400,3,2,1982,2,19,5,0
852400,4,1,1985,2,19,5,0
852400,5,2,1987,2,19,5,0
852465,1,1,1936,1,16,3,1
852465,2,2,1940,1,16,3,0
852465,3,2,1965,2,16,3,0
852554,1,1,1943,4,5,2,1
852554,2,1,1990,2,5,2,0
852573,1,1,1960,1,5,5,1
852573,2,2,1979,1,5,5,0
852573,3,2,2001,2,5,5,0
852573,4,1,2003,2,5,5,0
852573,5,1,2005,2,5,5,0
852574,1,1,1948,1,5,3,1
852574,2,2,1955,1,5,3,0
852574,3,2,1984,2,5,3,1
852595,1,2,1937,2,15,3,1
852595,2,1,1924,4,15,3,1
852595,3,1,1954,2,15,3,1
852658,1,1,1984,2,1,1,1
852673,1,1,1942,4,5,1,1
852681,1,1,1924,4,5,1,1
852754,1,2,1952,1,3,2,1
852754,2,1,1952,1,3,2,1
852762,1,1,1930,1,3,3,1
852762,2,2,1927,1,3,3,0
852762,3,1,1962,2,3,3,1
852933,1,2,1950,4,8,1,1
852951,1,2,1960,3,8,1,1
853021,1,2,1970,3,8,1,1
853073,1,2,1975,2,8,2,1
853073,2,2,1947,3,8,2,1
853126,1,2,1930,4,8,1,1
853175,1,2,1956,3,8,1,1
853210,1,2,1965,2,8,1,1
853279,1,1,1944,2,15,1,1
853296,1,1,1974,2,15,2,0
853296,2,2,1948,4,15,2,1
853318,1,2,1989,2,15,4,0
853318,2,1,1965,1,15,4,1
853318,3,2,1964,1,15,4,0
853318,4,2,1995,2,15,4,0
853351,1,1,1947,3,3,1,1
853352,1,1,1947,1,3,2,1
853352,2,2,1951,1,3,2,1
853354,1,2,1982,1,3,3,1
853354,2,1,1978,1,3,3,1
853354,3,1,2014,2,3,3,0
853416,1,2,1932,4,3,1,1
853565,1,2,1947,4,20,1,1
853569,1,1,1955,1,20,4,1
853569,2,2,1961,1,20,4,0
853569,3,2,1984,2,20,4,0
853569,4,1,1988,2,20,4,0
853617,1,1,1947,1,19,2,1
853617,2,2,1948,1,19,2,1
853765,1,2,1964,2,3,1,1
853801,1,2,1948,2,9,1,1
853821,1,2,1927,4,20,1,1
853849,1,1,1938,1,20,2,1
853849,2,2,1941,1,20,2,0
853854,1,2,1942,2,20,1,1
853875,1,2,1952,1,15,2,0
853875,2,1,1948,1,15,2,1
853911,1,1,1947,1,8,5,1
853911,2,2,1957,1,8,5,1
853911,3,2,1985,2,8,5,1
853911,4,2,1991,2,8,5,0
853911,5,1,1953,2,8,5,1
853930,1,1,1934,1,8,2,1
853930,2,2,1936,1,8,2,1
854058,1,1,1950,1,9,4,1
854058,2,2,1955,1,9,4,1
854058,3,1,1988,2,9,4,1
854058,4,1,1991,2,9,4,1
854070,1,2,1968,3,9,2,1
854070,2,2,1994,2,9,2,1
854074,1,1,1947,1,9,2,1
854074,2,2,1949,1,9,2,1
854078,1,1,1935,1,9,2,1
854078,2,2,1942,1,9,2,0
854081,1,1,1952,1,9,2,1
854081,2,2,1953,1,9,2,1
854093,1,1,1954,1,9,4,1
854093,2,2,1961,1,9,4,1
854093,3,1,1985,2,9,4,0
854093,4,2,1988,2,9,4,1
854108,1,2,1940,1,15,2,1
854108,2,1,1936,1,15,2,1
854112,1,1,1985,2,15,1,1
854163,1,1,1946,1,8,3,1
854163,2,2,1949,1,8,3,1
854163,3,1,1989,2,8,3,1
854188,1,2,1926,1,8,2,1
854188,2,1,1925,1,8,2,1
854197,1,2,1941,4,15,2,1
854197,2,1,1976,2,15,2,1
854202,1,2,1963,1,15,3,0
854202,2,1,1957,1,15,3,1
854202,3,1,1999,2,15,3,0
854223,1,2,1953,1,15,3,1
854223,2,1,1952,1,15,3,1
854223,3,1,1988,2,15,3,1
854306,1,1,1946,1,5,2,1
854306,2,2,1952,1,5,2,1
854346,1,1,1964,1,15,3,0
854346,2,2,1965,1,15,3,1
854346,3,2,1992,2,15,3,1
854352,1,2,1940,2,15,1,1
854385,1,1,1940,1,15,2,1
854385,2,2,1942,1,15,2,0
854393,1,2,1936,4,15,1,1
854406,1,1,1944,1,15,2,1
854406,2,2,1948,1,15,2,0
854414,1,1,1966,2,8,2,1
854414,2,1,1970,2,8,2,1
854428,1,2,1968,1,8,4,0
854428,2,1,1965,1,8,4,1
854428,3,1,2005,2,8,4,0
854428,4,2,2009,2,8,4,0
854435,1,1,1955,1,8,3,1
854435,2,2,1960,1,8,3,0
854435,3,1,1986,2,8,3,1
854460,1,2,1967,2,9,2,1
854460,2,2,1938,4,9,2,1
854501,1,2,1977,1,19,4,1
854501,2,1,1976,1,19,4,0
854501,3,1,2003,2,19,4,0
854501,4,1,2012,2,19,4,0
854534,1,1,1936,1,19,2,1
854534,2,2,1946,1,19,2,1
854535,1,2,1968,4,19,3,1
854535,2,1,1992,2,19,3,0
854535,3,2,1999,2,19,3,0
854554,1,1,1932,1,18,2,1
854554,2,2,1940,1,18,2,0
854559,1,1,1949,1,18,3,1
854559,2,2,1956,1,18,3,0
854559,3,1,1984,2,18,3,0
854592,1,2,1937,4,15,1,1
854593,1,1,1964,1,15,4,1
854593,2,2,1965,1,15,4,0
854593,3,2,1995,2,15,4,0
854593,4,1,2000,2,15,4,0
854601,1,2,1938,4,15,3,1
854601,2,1,1976,2,15,3,0
854601,3,1,1981,2,15,3,1
854611,1,1,1949,1,15,2,1
854611,2,2,1955,1,15,2,0
854617,1,1,1942,1,15,2,1
854617,2,2,1951,1,15,2,1
854621,1,1,1949,1,15,3,1
854621,2,2,1951,1,15,3,1
854621,3,2,1984,2,15,3,0
854624,1,1,1964,1,15,3,1
854624,2,2,1969,1,15,3,0
854624,3,1,1997,2,15,3,0
854626,1,2,1976,1,15,2,1
854626,2,1,1979,1,15,2,0
854631,1,1,1933,4,15,3,1
854631,2,2,1959,3,15,3,0
854631,3,2,1957,3,15,3,0
854714,1,1,1935,1,6,2,1
854714,2,2,1941,1,6,2,1
854730,1,1,1965,1,8,3,1
854730,2,2,1969,1,8,3,0
854730,3,2,1998,2,8,3,0
854762,1,1,1950,3,8,1,1
854801,1,2,1940,1,7,2,1
854801,2,1,1943,1,7,2,1
854858,1,1,1955,1,13,3,1
854858,2,2,1959,1,13,3,1
854858,3,1,1985,2,13,3,1
854862,1,1,1970,1,13,4,1
854862,2,2,1974,1,13,4,1
854862,3,1,2005,2,13,4,0
854862,4,2,2010,2,13,4,0
854958,1,1,1971,1,6,5,1
854958,2,2,1976,1,6,5,1
854958,3,2,1995,2,6,5,0
854958,4,2,1997,2,6,5,0
854958,5,1,1998,2,6,5,0
854970,1,1,1955,4,6,1,1
855004,1,1,1953,2,3,1,1
855035,1,2,1947,1,3,4,1
855035,2,1,1937,1,3,4,1
855035,3,2,1973,2,3,4,1
855035,4,1,1982,2,3,4,1
855088,1,2,1956,3,1,1,1
855111,1,2,1962,1,11,4,1
855111,2,1,1960,1,11,4,1
855111,3,1,1996,2,11,4,0
855111,4,1,2004,2,11,4,0
855135,1,2,1964,4,11,3,1
855135,2,1,1983,2,11,3,1
855135,3,1,1991,2,11,3,1
855181,1,1,1947,1,3,2,1
855181,2,2,1944,1,3,2,1
855221,1,2,1958,1,1,3,1
855221,2,1,1952,1,1,3,1
855221,3,1,1992,2,1,3,0
855238,1,2,1955,1,10,3,1
855238,2,1,1954,1,10,3,1
855238,3,2,1977,2,10,3,0
855259,1,1,1951,2,10,2,1
855259,2,1,1952,2,10,2,1
855268,1,1,1943,1,10,3,1
855268,2,2,1946,1,10,3,1
855268,3,1,1980,2,10,3,0
855295,1,2,1945,2,4,1,1
855308,1,1,1949,1,4,2,1
855308,2,2,1959,1,4,2,1
855344,1,2,1960,1,6,2,1
855344,2,1,1992,2,6,2,1
855371,1,2,1963,2,11,3,0
855371,2,1,1935,1,11,3,1
855371,3,2,1941,1,11,3,1
855376,1,2,1960,1,11,3,1
855376,2,1,1960,1,11,3,1
855376,3,2,1989,2,11,3,1
855396,1,2,1966,1,11,5,1
855396,2,1,1963,1,11,5,1
855396,3,1,1993,2,11,5,1
855396,4,2,1998,2,11,5,0
855396,5,1,1999,2,11,5,0
855402,1,2,1986,1,11,6,0
855402,2,1,1984,1,11,6,1
855402,3,2,2004,2,11,6,0
855402,4,2,2006,2,11,6,0
855402,5,1,2008,2,11,6,0
855402,6,2,2010,2,11,6,0
855417,1,1,1961,3,12,2,1
855417,2,2,1968,3,12,2,1
855468,1,2,1955,1,1,4,1
855468,2,1,1954,1,1,4,1
855468,3,2,1989,2,1,4,0
855468,4,1,1992,2,1,4,0
855534,1,1,1940,1,16,2,1
855534,2,2,1947,1,16,2,1
855636,1,1,1960,1,5,1,1
855637,1,1,1975,1,5,4,1
855637,2,2,1980,1,5,4,1
855637,3,2,2001,2,5,4,0
855637,4,2,2004,2,5,4,0
855638,1,2,1975,3,5,1,1
855639,1,1,1954,1,5,2,1
855639,2,2,1958,1,5,2,0
855681,1,1,1946,1,16,2,1
855681,2,2,1948,1,16,2,0
855685,1,1,1941,1,16,2,1
855685,2,2,1945,1,16,2,0
855752,1,1,1948,1,8,2,1
855752,2,2,1948,1,8,2,1
855780,1,1,1975,1,11,3,1
855780,2,2,1979,1,11,3,1
855780,3,2,2014,2,11,3,0
855790,1,2,1953,1,11,2,1
855790,2,1,1949,1,11,2,1
855792,1,2,1954,1,11,2,1
855792,2,1,1950,1,11,2,1
855809,1,2,1930,1,11,2,1
855809,2,1,1925,1,11,2,1
855839,1,1,1963,1,3,4,1
855839,2,2,1972,1,3,4,1
855839,3,1,1999,2,3,4,0
855839,4,1,2009,2,3,4,0
855846,1,1,1936,1,3,3,1
855846,2,2,1942,1,3,3,1
855846,3,2,1974,2,3,3,1
855877,1,2,1947,3,8,1,1
855991,1,1,1946,1,3,2,1
855991,2,2,1953,1,3,2,1
856073,1,1,1934,1,1,2,1
856073,2,2,1942,1,1,2,1
856128,1,2,1957,1,10,3,0
856128,2,1,1946,1,10,3,1
856128,3,2,1990,2,10,3,1
856134,1,2,1956,1,10,3,1
856134,2,1,1954,1,10,3,1
856134,3,1,1990,2,10,3,0
856150,1,1,1938,1,10,2,1
856150,2,2,1939,1,10,2,0
856176,1,1,1971,1,7,4,1
856176,2,2,1964,1,7,4,1
856176,3,1,2003,2,7,4,0
856176,4,2,2001,2,7,4,0
856177,1,1,1944,1,7,2,1
856177,2,2,1954,1,7,2,1
856218,1,2,1970,1,9,4,1
856218,2,1,1970,1,9,4,1
856218,3,1,2001,2,9,4,0
856218,4,2,2006,2,9,4,0
856236,1,1,1961,1,9,5,1
856236,2,2,1962,1,9,5,1
856236,3,1,1987,2,9,5,1
856236,4,2,1990,2,9,5,1
856236,5,1,1997,2,9,5,0
856297,1,1,1971,1,19,4,1
856297,2,2,1974,1,19,4,1
856297,3,1,2001,2,19,4,0
856297,4,1,2006,2,19,4,0
856322,1,2,1934,4,11,1,1
856327,1,2,1953,3,11,1,1
856328,1,2,1973,3,11,3,1
856328,2,2,2002,2,11,3,1
856328,3,2,2007,2,11,3,1
856363,1,1,1935,1,8,2,1
856363,2,2,1936,1,8,2,1
856365,1,1,1973,1,8,4,1
856365,2,2,1976,1,8,4,1
856365,3,2,2007,2,8,4,0
856365,4,2,2010,2,8,4,0
856374,1,2,1945,1,8,2,1
856374,2,1,1939,1,8,2,1
856430,1,1,1967,3,11,1,1
856439,1,2,1934,4,11,1,1
856472,1,2,1966,1,19,4,0
856472,2,1,1962,1,19,4,1
856472,3,1,1992,2,19,4,0
856472,4,2,1999,2,19,4,0
856490,1,2,1973,2,11,5,0
856490,2,2,1941,4,11,5,1
856490,3,1,1975,2,11,5,1
856490,4,1,1998,2,11,5,0
856490,5,1,2009,2,11,5,0
856532,1,1,1944,2,18,2,1
856532,2,1,1915,4,18,2,1
856583,1,1,1948,1,8,2,1
856583,2,2,1948,1,8,2,1
856600,1,1,1950,1,8,4,1
856600,2,2,1959,1,8,4,1
856600,3,1,1990,2,8,4,0
856600,4,1,1995,2,8,4,0
856674,1,1,1932,1,9,2,1
856674,2,2,1933,1,9,2,1
856688,1,2,1965,3,9,4,1
856688,2,1,1964,3,9,4,1
856688,3,2,1995,2,9,4,0
856688,4,1,2005,2,9,4,0
856695,1,1,1945,1,9,2,1
856695,2,2,1945,1,9,2,1
856708,1,1,1947,1,9,3,1
856708,2,2,1950,1,9,3,1
856708,3,1,1991,2,9,3,0
856731,1,1,1949,1,9,4,1
856731,2,2,1958,1,9,4,1
856731,3,1,1992,2,9,4,1
856731,4,1,1995,2,9,4,0
856759,1,1,1960,2,9,1,1
856840,1,1,1964,1,9,1,1
856963,1,1,1931,1,20,2,1
856963,2,2,1929,1,20,2,1
857044,1,2,1938,4,16,1,1
857048,1,2,1984,2,16,1,1
857107,1,2,1959,1,17,2,1
857107,2,1,1957,1,17,2,1
857111,1,1,1925,1,17,2,1
857111,2,2,1923,1,17,2,1
857172,1,2,1945,1,8,2,1
857172,2,1,1942,1,8,2,1
857273,1,1,1966,1,13,5,1
857273,2,2,1971,1,13,5,0
857273,3,1,1998,2,13,5,0
857273,4,1,2001,2,13,5,0
857273,5,1,2003,2,13,5,0
857342,1,2,1938,2,12,1,1
857353,1,1,1946,1,12,2,1
857353,2,2,1952,1,12,2,0
857398,1,2,1953,1,8,2,1
857398,2,1,1946,1,8,2,1
857466,1,2,1959,1,14,3,1
857466,2,1,1959,1,14,3,1
857466,3,1,1984,2,14,3,0
857467,1,2,1962,1,14,4,1
857467,2,1,1962,1,14,4,1
857467,3,1,1988,2,14,4,0
857467,4,2,1990,2,14,4,0
857468,1,2,1936,4,14,1,1
857514,1,2,1982,1,19,3,1
857514,2,1,1980,1,19,3,1
857514,3,1,2001,2,19,3,0
857519,1,2,1968,1,19,5,0
857519,2,1,1961,1,19,5,1
857519,3,2,1991,2,19,5,0
857519,4,1,1995,2,19,5,0
857519,5,1,1999,2,19,5,0
857521,1,2,1980,4,19,2,1
857521,2,2,1999,2,19,2,0
857549,1,2,1947,4,19,1,1
857621,1,1,1940,3,7,2,1
857621,2,2,1950,2,7,2,0
857624,1,1,1954,1,7,2,1
857624,2,2,1953,1,7,2,1
857670,1,1,1951,2,7,1,1
857679,1,1,1949,1,7,2,1
857679,2,2,1953,1,7,2,1
857686,1,2,1961,1,7,3,1
857686,2,1,1956,1,7,3,1
857686,3,1,1995,2,7,3,0
857713,1,2,1941,4,7,1,1
857718,1,2,1943,3,7,1,1
857741,1,1,1950,1,7,2,1
857741,2,2,1958,1,7,2,0
857794,1,2,1958,1,7,4,1
857794,2,1,1944,1,7,4,1
857794,3,2,1988,2,7,4,1
857794,4,1,1990,2,7,4,1
857840,1,1,1953,1,7,2,1
857840,2,2,1951,1,7,2,1
857856,1,1,1979,1,3,3,0
857856,2,1,1956,1,3,3,1
857856,3,2,1962,1,3,3,0
857857,1,1,1965,1,3,5,1
857857,2,2,1975,1,3,5,0
857857,3,1,2005,2,3,5,0
857857,4,1,2007,2,3,5,0
857857,5,1,2012,2,3,5,0
857866,1,1,1944,1,3,2,1
857866,2,2,1952,1,3,2,1
857914,1,2,1939,4,15,1,1
858047,1,2,1953,3,8,2,1
858047,2,1,1988,2,8,2,1
858080,1,1,1974,3,16,3,0
858080,2,1,1952,1,16,3,1
858080,3,2,1953,1,16,3,1
858186,1,1,1934,4,9,1,1
858214,1,2,1974,1,1,4,0
858214,2,1,1968,1,1,4,1
858214,3,2,2006,2,1,4,0
858214,4,2,2011,2,1,4,0
858238,1,2,1984,2,1,1,1
858282,1,1,1978,2,15,4,0
858282,2,1,1948,1,15,4,1
858282,3,2,1948,1,15,4,0
858282,4,1,1976,2,15,4,0
858352,1,1,1957,3,10,2,1
858352,2,2,1983,2,10,2,1
858353,1,2,1970,1,10,4,1
858353,2,1,1963,1,10,4,1
858353,3,2,1997,2,10,4,0
858353,4,2,2002,2,10,4,0
858359,1,1,1944,1,10,2,1
858359,2,2,1947,1,10,2,0
858445,1,2,1959,3,7,1,1
858474,1,2,1939,4,7,1,1
858481,1,1,1924,4,7,1,1
858534,1,2,1973,1,11,5,1
858534,2,1,1972,1,11,5,1
