SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A10,A23,A40,AREA5,ACOM,Y_MONTH,PANEL,A09,ID
1,71,2,1,1,0,0,0,0,0,2,9,9,9,,9,4,1,2,5,1,22,2,0,66460
2,82,2,0,2,0,0,0,1,0,1,4,5,3,,1,4,2,2,4,5,98,2,1,66491
1,43,5,3,2,3,0,2,0,0,0,4,5,1,5.0,2,3,3,1,1,1,14,2,1,66503
1,82,3,2,1,0,0,1,0,0,2,9,9,9,,9,4,2,2,4,3,4,1,0,66547
2,41,2,1,1,0,0,1,1,0,0,4,4,1,3.0,2,3,3,2,1,4,9,1,1,66551
1,51,1,1,0,0,0,0,1,0,0,5,5,1,10.0,2,1,4,2,5,4,8,1,0,66571
1,59,4,1,3,0,0,2,1,1,0,3,2,2,,1,6,3,2,5,2,6,1,1,66624
2,41,2,1,1,1,0,1,0,0,0,3,4,1,11.0,3,1,2,2,2,1,8,1,0,66735
1,46,3,2,1,1,0,1,1,0,0,5,5,1,5.0,2,1,2,2,1,4,15,2,2,66813
1,44,4,1,3,1,1,2,0,0,0,9,9,1,99.0,1,2,3,2,3,3,98,1,1,66872
2,67,1,0,1,0,0,0,0,0,1,4,4,1,4.0,2,4,3,2,1,2,6,1,0,66915
2,61,2,0,2,0,0,1,0,1,0,3,3,3,,3,1,3,2,3,4,14,1,1,66926
1,48,3,2,1,0,1,0,2,0,0,9,9,9,,9,1,4,2,1,3,18,2,1,66939
2,54,2,0,2,1,0,0,1,0,0,3,4,2,,4,3,5,1,5,4,15,2,0,67109
1,55,4,2,2,0,0,2,0,2,0,2,2,1,11.0,3,1,3,1,2,4,18,2,2,67143
2,74,1,0,1,0,0,0,0,0,1,2,3,2,,1,4,3,2,1,5,9,1,0,67147
1,56,3,1,2,0,0,1,0,2,0,2,2,1,5.0,4,1,3,2,1,5,15,2,1,67153
2,67,1,0,1,0,0,0,0,0,1,2,2,2,,4,4,4,1,3,5,8,2,0,67157
1,46,4,1,3,1,1,0,2,0,0,1,1,1,10.0,1,6,1,2,2,3,1,2,0,67257
2,32,1,0,1,0,0,1,0,0,0,3,3,3,,3,1,2,2,2,5,11,1,0,67305
1,50,4,2,2,0,0,2,2,0,0,4,4,1,11.0,3,1,3,1,5,2,11,1,0,67306
2,66,2,0,2,0,0,1,0,0,1,4,4,1,5.0,2,4,4,2,2,2,6,1,0,67311
1,51,4,2,2,0,1,1,2,0,0,9,5,3,,5,2,4,2,1,4,18,2,2,67327
1,51,3,2,1,1,0,0,2,0,0,4,2,1,5.0,2,1,4,2,3,3,98,2,0,67350
1,60,4,2,2,1,0,1,1,1,0,4,4,1,3.0,2,1,3,1,5,3,10,2,2,67513
2,45,2,1,1,0,0,0,2,0,0,2,4,2,,2,2,4,1,2,2,21,1,1,67543
1,60,4,2,2,0,0,2,0,2,0,4,5,3,,4,1,3,2,1,3,98,2,1,67644
1,43,5,4,1,2,0,2,1,0,0,9,9,9,,9,1,1,2,3,4,13,1,0,67799
1,80,3,1,2,0,0,1,0,0,2,4,4,3,,2,4,2,2,4,1,8,2,0,67804
1,59,4,2,2,0,1,1,0,2,0,2,2,2,,2,4,4,2,4,3,14,2,0,67808
2,37,1,0,1,0,0,1,0,0,0,3,3,3,,3,1,4,1,1,5,98,1,0,67822
1,43,2,1,1,0,0,2,0,0,0,5,5,1,99.0,9,3,2,2,5,4,1,2,0,67836
1,56,1,1,0,0,0,0,0,1,0,4,4,1,11.0,2,1,3,2,1,3,11,1,0,67844
1,69,4,3,1,0,0,2,0,1,1,2,2,3,,3,3,2,2,1,2,18,2,3,67853
1,59,7,4,3,0,0,4,0,2,1,9,5,1,11.0,1,2,2,2,4,4,7,2,1,67857
1,53,4,2,2,0,0,2,2,0,0,9,9,1,4.0,2,1,3,2,2,3,98,2,2,67887
2,42,3,1,2,1,1,1,0,0,0,1,1,1,11.0,1,3,3,2,1,5,2,2,0,67925
1,40,3,1,2,1,0,2,0,0,0,5,5,1,3.0,3,1,3,1,2,2,10,2,2,67951
1,49,4,2,2,2,0,0,2,0,0,2,2,2,,3,1,4,2,3,5,18,1,1,67970
1,70,4,1,3,0,0,2,0,0,2,9,2,3,,5,4,2,2,4,3,20,2,3,67997
1,74,4,3,1,0,0,1,0,0,3,4,5,2,,4,6,5,1,3,4,14,2,1,68030
2,59,3,0,3,0,0,2,0,1,0,9,9,1,99.0,2,4,4,2,5,3,9,2,1,68095
1,65,3,2,1,0,0,1,0,1,1,2,2,2,,2,1,4,2,5,3,11,1,1,68107
1,46,2,1,1,0,0,1,1,0,0,1,1,2,,3,1,3,1,1,1,10,2,1,68172
1,52,1,1,0,0,0,0,1,0,0,5,5,1,11.0,1,3,1,2,1,1,1,1,0,68215
1,81,3,2,1,0,0,1,0,0,2,5,5,1,10.0,2,4,5,2,1,3,20,2,1,68352
1,47,2,1,1,0,0,0,2,0,0,5,5,1,10.0,2,1,5,1,1,3,98,2,1,68355
2,79,1,0,1,0,0,0,0,0,1,3,2,1,1.0,4,1,3,2,2,1,5,2,0,68552
1,50,4,1,3,1,1,1,1,0,0,5,5,1,5.0,4,1,3,2,2,1,5,1,0,68598
2,49,3,2,1,0,0,2,1,0,0,4,4,1,7.0,1,6,4,2,4,1,1,2,0,68667
1,44,2,1,1,0,0,1,1,0,0,1,2,1,10.0,2,1,3,2,3,5,8,2,0,68835
1,72,2,1,1,0,0,0,0,0,2,2,2,1,99.0,3,4,3,2,3,5,14,1,0,68841
1,81,2,1,1,0,0,0,0,0,2,3,4,1,99.0,9,4,5,1,3,5,11,2,0,68844
2,43,4,2,2,0,1,3,0,0,0,1,2,2,,2,1,4,1,3,5,20,2,1,68846
1,57,4,3,1,0,0,2,0,2,0,4,2,1,11.0,1,1,2,2,3,5,11,2,2,68852
1,59,4,3,1,0,0,2,0,2,0,2,4,3,,4,2,4,2,5,2,18,2,3,68888
1,63,2,1,1,0,0,0,0,2,0,5,5,1,5.0,4,4,4,2,1,1,11,2,0,68916
1,64,4,2,2,0,0,2,1,1,0,5,4,1,2.0,2,4,5,2,1,3,98,1,2,68955
2,62,2,1,1,0,0,1,0,1,0,5,5,3,,3,1,3,1,1,2,4,2,1,69003
1,67,2,1,1,0,0,0,0,1,1,4,4,1,11.0,1,4,4,1,1,1,19,1,0,69027
1,59,4,3,1,0,0,2,0,2,0,4,2,2,,4,3,2,2,4,5,98,2,1,69090
1,73,2,1,1,0,0,0,0,0,2,3,4,1,11.0,3,4,1,2,4,4,21,1,0,69161
1,68,3,2,1,0,0,1,0,0,2,3,3,2,,4,2,4,2,5,4,12,2,2,69258
2,59,1,0,1,0,0,0,0,1,0,3,4,1,3.0,2,1,3,2,3,5,9,1,0,69268
1,48,5,3,2,2,1,1,1,0,0,2,2,2,,4,2,4,2,4,4,18,2,1,69344
1,54,3,2,1,0,1,0,2,0,0,5,5,3,,5,3,4,2,3,1,18,2,1,69435
2,45,3,1,2,2,0,0,1,0,0,2,3,1,9.0,2,1,4,1,1,2,10,2,0,69449
1,49,3,1,2,1,0,0,2,0,0,4,3,1,11.0,1,1,3,2,4,4,2,1,0,69460
1,66,2,1,1,0,0,0,0,1,1,2,3,1,8.0,1,4,6,1,1,2,19,2,0,69544
2,61,1,0,1,0,0,0,0,1,0,4,4,3,,4,4,3,2,3,5,4,1,0,69599
1,55,4,3,1,0,2,1,0,1,0,9,9,9,,3,2,3,2,3,5,98,2,1,69604
1,74,2,1,1,0,0,0,0,0,2,5,5,3,,4,4,1,2,1,3,9,2,0,69628
1,50,2,1,1,0,0,0,2,0,0,5,5,2,,1,2,3,1,1,5,16,2,1,69743
1,80,2,1,1,0,0,0,0,0,2,2,2,1,5.0,4,4,5,1,1,4,13,1,0,69770
2,78,1,0,1,0,0,0,0,0,1,3,4,1,11.0,3,2,5,1,1,4,17,1,0,69798
1,69,3,2,1,0,0,1,0,0,2,2,2,1,11.0,4,4,4,2,1,4,98,2,1,69799
2,55,3,1,2,0,0,1,1,1,0,1,1,9,,1,1,3,2,3,4,2,2,0,69854
1,57,3,2,1,0,0,1,1,1,0,3,4,1,11.0,2,1,3,1,4,4,12,2,2,69892
1,78,2,1,1,0,0,0,0,0,2,4,5,2,,9,4,4,2,4,4,6,2,0,69945
1,49,5,3,2,1,1,1,2,0,0,4,3,2,,1,1,3,1,4,4,11,2,1,69992
1,64,4,2,2,0,0,2,0,2,0,2,2,1,7.0,1,4,5,1,1,5,22,2,2,70047
1,74,2,1,1,0,0,0,0,0,2,2,2,1,6.0,3,4,4,1,1,3,19,2,0,70147
1,65,2,1,1,0,0,0,0,1,1,4,4,9,,9,4,4,2,3,5,98,2,1,70213
1,73,2,1,1,0,0,0,0,0,2,3,4,2,,4,4,4,1,1,5,17,2,0,70266
1,76,2,1,1,0,0,0,0,0,2,3,2,1,11.0,3,4,2,2,1,5,4,1,1,70288
2,81,1,0,1,0,0,0,0,0,1,5,5,2,,1,4,3,2,1,5,6,1,0,70311
2,51,4,1,3,0,0,2,1,0,1,2,2,9,,9,3,5,2,4,1,98,2,0,70363
1,41,4,2,2,1,0,2,0,1,0,3,3,1,99.0,9,1,3,2,5,4,7,2,0,70370
1,70,2,1,1,0,0,0,0,0,2,4,4,1,99.0,1,4,3,2,1,4,7,2,0,70389
1,42,2,1,1,0,0,2,0,0,0,2,2,2,,2,1,5,1,3,2,14,1,0,70426
1,61,3,1,2,1,0,1,0,1,0,4,4,2,,2,1,4,2,2,5,19,2,1,70433
1,47,4,2,2,2,0,1,1,0,0,5,5,2,,3,1,4,2,4,5,15,2,0,77617
2,62,3,0,3,1,0,1,0,1,0,4,5,1,11.0,2,3,3,1,3,3,8,2,1,81803
1,71,2,1,1,0,0,0,0,0,2,2,1,1,11.0,9,4,3,2,5,3,7,1,1,82123
1,37,2,1,1,0,0,2,0,0,0,4,3,2,,2,1,3,2,1,1,12,2,0,82193
1,50,3,2,1,0,1,0,2,0,0,5,5,2,,1,1,3,2,2,2,9,1,1,82205
1,55,4,1,3,0,1,1,0,2,0,3,4,1,99.0,2,6,2,2,4,5,8,1,1,82289
1,54,3,2,1,0,1,0,2,0,0,3,4,1,5.0,2,1,4,1,2,2,98,2,1,82306
1,63,3,2,1,0,0,1,1,1,0,3,3,2,,4,2,3,1,3,5,18,2,1,82313
2,38,2,1,1,0,0,2,0,0,0,2,1,2,,2,1,4,1,2,5,17,1,1,82327
2,55,1,0,1,0,0,0,0,1,0,4,4,1,9.0,2,3,2,2,1,3,6,1,0,82356
1,39,3,2,1,1,0,2,0,0,0,4,5,1,2.0,2,1,3,2,3,3,14,1,1,82422
1,39,4,3,1,2,0,2,0,0,0,3,3,1,7.0,4,1,4,1,2,3,19,2,1,82448
1,52,1,1,0,0,0,0,1,0,0,3,4,1,10.0,1,1,5,1,1,5,9,1,0,82517
1,73,2,1,1,0,0,0,0,0,2,3,3,2,,4,4,4,2,3,4,14,2,0,82550
2,42,2,0,2,0,1,1,0,0,0,4,4,1,99.0,4,3,2,2,2,1,4,2,0,82611
1,49,5,3,2,3,0,1,1,0,0,2,3,1,6.0,2,3,3,1,3,5,15,2,1,82662
1,41,2,1,1,0,0,2,0,0,0,9,4,9,,3,2,3,2,2,3,12,1,1,82745
1,58,4,2,2,0,0,2,1,1,0,2,2,1,9.0,2,1,2,1,3,5,16,2,1,82778
1,76,2,1,1,0,0,0,0,0,2,9,9,1,3.0,9,4,2,2,2,3,8,2,0,82796
1,38,6,4,2,2,1,2,0,0,1,4,4,1,10.0,1,2,2,1,1,1,9,2,1,82825
2,64,2,1,1,0,0,1,0,1,0,3,3,2,,2,4,3,2,1,4,18,2,1,82844
1,64,5,2,3,0,0,3,0,2,0,5,5,3,,5,3,4,1,1,4,98,1,2,82852
2,35,1,0,1,0,0,1,0,0,0,4,4,2,,2,1,1,2,3,3,5,1,0,82961
1,59,2,1,1,0,0,0,0,2,0,5,5,3,,1,1,4,1,1,2,98,2,0,83005
1,40,4,1,3,2,0,2,0,0,0,4,5,9,,4,1,4,1,2,3,20,2,1,83061
1,63,4,3,1,0,0,2,0,2,0,3,3,1,3.0,4,1,4,2,2,5,98,1,2,83105
1,64,3,1,2,0,0,1,0,2,0,5,4,1,11.0,1,1,4,1,2,5,4,2,2,83149
1,47,3,2,1,0,1,0,2,0,0,3,3,2,,2,2,4,1,3,1,18,2,1,83156
1,46,5,2,3,2,1,0,2,0,0,3,3,1,11.0,2,2,4,2,4,1,4,1,0,83171
1,51,4,2,2,0,0,2,2,0,0,2,2,1,6.0,1,1,5,1,1,4,18,2,2,83212
1,45,3,2,1,1,0,0,2,0,0,3,3,1,99.0,9,1,3,1,2,5,15,2,1,83235
1,53,3,1,2,0,0,1,2,0,0,9,9,9,,9,4,1,2,3,2,98,1,1,83303
1,50,4,2,2,0,1,1,2,0,0,3,5,2,,3,1,3,2,3,5,98,2,0,83398
1,82,2,1,1,0,0,0,0,0,2,5,5,1,11.0,1,3,3,2,3,5,9,2,1,83588
2,71,2,1,1,0,0,0,0,0,2,4,4,2,,2,4,6,1,3,5,18,1,1,83609
1,59,3,2,1,0,0,1,1,1,0,2,2,3,,1,4,5,1,1,2,10,2,0,83742
1,49,6,4,2,1,1,2,2,0,0,3,3,2,,2,1,4,1,1,1,21,2,4,83783
1,60,4,3,1,0,0,2,0,2,0,1,1,1,7.0,4,4,4,1,1,1,1,2,2,83908
1,73,4,3,1,0,0,1,0,1,2,5,5,1,5.0,2,1,3,2,2,1,98,2,1,83920
1,60,4,2,2,0,0,2,0,2,0,5,4,1,2.0,2,6,4,2,3,4,17,2,2,84167
2,69,1,0,1,0,0,0,0,0,1,2,2,1,5.0,2,4,5,2,4,1,98,2,0,84299
2,77,3,0,3,0,0,1,1,0,1,5,3,1,3.0,2,4,3,1,5,2,14,2,1,84571
1,62,3,1,2,0,0,1,0,2,0,1,1,2,,2,1,3,2,5,1,98,2,2,84597
2,76,1,0,1,0,0,0,0,0,1,4,4,2,,2,4,4,2,1,2,7,2,0,84787
2,66,1,0,1,0,0,0,0,0,1,4,5,1,2.0,2,4,3,2,3,2,4,1,0,84940
2,71,2,1,1,0,0,0,0,0,2,2,2,1,6.0,4,4,4,2,1,4,9,2,0,85077
1,61,2,1,1,0,0,0,0,2,0,4,4,1,11.0,1,1,5,2,3,3,98,2,1,85237
1,75,2,1,1,0,0,0,0,0,2,4,4,2,,3,4,3,2,3,5,11,2,0,85288
1,62,4,1,3,0,0,1,0,2,1,4,4,1,5.0,2,4,4,1,2,3,15,2,2,85290
1,54,3,2,1,0,0,1,2,0,0,5,5,1,11.0,1,1,2,2,2,1,98,2,2,85468
1,44,1,1,0,0,0,1,0,0,0,3,3,3,,3,1,4,2,1,1,16,1,0,85733
1,49,4,3,1,1,1,0,2,0,0,9,9,9,,9,1,3,2,4,4,9,2,0,85841
2,66,2,0,2,0,0,1,0,0,1,5,5,1,99.0,1,1,1,2,4,5,15,1,1,85865
2,80,1,0,1,0,0,0,0,0,1,2,4,2,,4,4,3,2,4,3,98,1,0,85885
1,78,5,3,2,0,0,1,1,1,2,2,1,1,3.0,1,3,3,2,4,3,21,2,2,85973
1,48,4,2,2,1,1,0,2,0,0,5,5,9,,4,1,3,2,3,5,8,2,0,86003
1,40,5,2,3,0,1,4,0,0,0,3,2,2,,2,1,4,1,1,3,15,2,2,86135
1,61,2,1,1,0,0,0,0,2,0,1,1,2,,2,4,4,1,1,2,98,2,0,86189
2,66,1,0,1,0,0,0,0,0,1,4,4,1,11.0,1,1,3,2,1,5,9,2,0,86392
1,76,2,1,1,0,0,0,0,0,2,9,2,2,,2,4,4,2,1,4,12,2,0,86410
1,57,4,2,2,0,1,1,1,1,0,4,5,1,5.0,3,1,2,2,1,2,15,1,1,86869
1,59,3,1,2,0,0,1,1,1,0,3,3,3,,3,1,4,1,2,2,19,2,2,86912
2,59,1,0,1,0,0,0,0,1,0,3,3,1,4.0,2,4,2,2,4,2,22,1,0,86996
1,59,5,2,3,0,0,3,0,2,0,5,5,1,7.0,1,1,5,1,2,5,20,2,4,87103
1,73,3,1,2,0,0,1,0,0,2,9,3,3,,4,4,4,1,4,2,18,2,1,87162
2,50,2,1,1,0,1,0,1,0,0,2,1,3,,4,1,4,1,2,5,11,2,0,87301
1,75,2,1,1,0,0,0,0,0,2,3,4,1,9.0,2,4,4,1,3,3,14,2,0,87311
1,58,4,2,2,0,0,2,0,2,0,1,2,2,,4,1,5,2,2,3,16,1,1,87469
2,53,2,1,1,0,0,1,1,0,0,5,5,1,99.0,2,1,5,2,1,1,98,2,1,87525
1,45,4,2,2,2,0,1,1,0,0,1,2,2,,4,1,5,1,2,1,98,2,1,87729
1,53,3,1,2,0,1,0,2,0,0,5,5,1,4.0,2,2,5,1,1,1,12,2,1,88160
2,84,1,0,1,0,0,0,0,0,1,5,5,1,11.0,1,4,3,2,1,4,9,1,0,88241
1,71,2,1,1,0,0,0,0,0,2,9,9,9,,2,4,4,2,1,4,98,1,0,88256
1,64,3,1,2,0,0,1,0,2,0,5,5,2,,4,4,5,1,1,4,19,2,1,88463
1,80,2,1,1,0,0,0,0,0,2,4,4,1,6.0,4,4,2,2,3,4,9,2,0,88731
1,75,3,2,1,0,0,1,0,0,2,3,3,1,6.0,2,4,5,2,5,4,98,2,2,88985
2,83,2,0,2,0,0,0,1,0,1,5,4,1,99.0,9,4,3,2,5,4,13,2,1,89033
1,74,2,1,1,0,0,0,0,0,2,9,9,9,,9,4,3,2,5,4,12,1,0,89052
2,72,2,0,2,0,0,0,1,0,1,3,3,1,99.0,9,4,2,2,5,4,98,1,0,89077
1,57,2,1,1,0,0,0,1,1,0,5,5,1,99.0,1,3,3,2,5,4,23,1,0,89088
1,75,2,1,1,0,0,0,0,0,2,2,2,1,4.0,2,4,3,2,1,1,10,2,1,89329
1,65,2,1,1,0,0,0,0,1,1,5,5,1,10.0,1,4,5,1,1,3,98,1,1,89435
2,45,3,2,1,2,0,0,1,0,0,4,4,2,,4,1,3,1,1,1,11,2,0,89446
1,84,2,1,1,0,0,0,0,0,2,5,5,1,11.0,2,6,3,2,3,5,22,2,0,89616
1,74,2,1,1,0,0,0,1,0,1,5,5,1,99.0,1,4,1,2,3,5,4,1,0,89623
1,65,2,1,1,0,0,0,0,1,1,3,3,1,99.0,1,4,5,1,1,5,21,2,1,89894
2,82,1,0,1,0,0,0,0,0,1,3,4,1,6.0,2,4,1,1,1,5,6,2,0,89955
2,83,1,0,1,0,0,0,0,0,1,3,3,2,,4,4,4,1,1,5,12,2,0,89957
1,64,4,2,2,0,0,2,0,2,0,5,5,1,11.0,2,4,3,1,4,5,6,1,2,90149
1,60,4,3,1,0,0,2,0,2,0,2,2,1,9.0,1,3,2,2,5,4,10,1,0,90267
1,39,3,2,1,1,0,2,0,0,0,3,3,3,,3,1,3,2,1,2,15,1,1,90280
1,33,3,2,1,1,0,2,0,0,0,5,5,2,,5,2,3,1,1,3,98,2,1,90436
1,73,4,3,1,0,0,2,0,0,2,3,3,9,,4,3,4,1,5,5,7,2,0,90546
1,56,4,2,2,1,1,0,1,1,0,9,3,3,,3,5,3,2,4,3,7,2,3,90684
1,39,2,1,1,0,0,2,0,0,0,1,2,1,5.0,1,1,4,1,2,2,98,2,1,90791
1,71,3,1,2,0,0,1,0,0,2,3,3,3,,3,3,3,2,5,4,1,2,0,90829
2,58,2,0,2,0,0,1,0,1,0,2,2,1,99.0,2,6,3,2,5,2,98,1,1,90835
2,52,1,0,1,0,0,0,1,0,0,5,4,1,99.0,1,1,1,2,3,4,4,2,0,90899
1,61,3,2,1,0,0,1,1,1,0,9,9,9,,9,6,1,2,1,1,98,2,0,90991
2,65,1,0,1,0,0,0,0,0,1,5,5,1,9.0,1,1,3,2,1,1,11,1,0,91014
1,68,4,2,2,0,0,2,0,1,1,3,3,2,,4,4,4,2,4,5,98,2,1,91121
1,68,6,4,2,1,0,3,0,1,1,2,4,1,11.0,1,4,4,2,5,1,98,2,3,91155
1,69,2,1,1,0,0,0,0,1,1,5,5,1,3.0,4,2,4,1,4,5,8,2,0,91169
1,61,4,2,2,0,0,1,1,2,0,4,4,2,,3,1,6,2,4,4,7,1,1,91170
1,65,3,2,1,0,0,1,0,1,1,3,4,3,,4,4,3,2,1,3,16,2,0,91192
1,42,5,4,1,2,1,2,0,0,0,3,3,2,,4,1,2,1,2,3,11,1,1,91201
1,77,3,1,2,0,0,0,0,0,3,3,3,1,6.0,1,4,3,2,3,5,12,1,0,91244
1,40,3,2,1,1,0,2,0,0,0,1,2,2,,2,1,4,1,3,3,13,1,1,91310
2,83,1,0,1,0,0,0,0,0,1,4,3,1,11.0,2,4,2,1,1,5,12,2,0,91372
1,51,5,3,2,0,1,2,2,0,0,9,9,9,,9,1,3,2,2,5,98,1,2,91377
1,61,4,1,3,0,0,1,0,2,1,3,3,2,,2,4,3,2,2,5,15,2,2,91436
1,56,5,2,3,1,0,2,1,1,0,4,4,1,9.0,2,2,4,1,1,5,5,2,2,91450
1,74,2,1,1,0,0,1,0,0,1,4,4,1,1.0,3,2,3,2,3,5,98,1,0,91485
1,56,2,1,1,0,0,0,0,2,0,9,3,1,2.0,9,1,4,2,2,3,20,2,1,91561
2,64,4,2,2,0,0,2,0,1,1,5,5,1,11.0,1,3,2,2,4,3,15,2,2,91627
1,50,4,1,3,0,1,1,2,0,0,4,5,1,9.0,1,3,3,2,2,2,2,2,2,91742
2,73,2,0,2,0,0,0,0,1,1,9,9,1,99.0,9,4,3,2,2,1,16,2,1,91759
1,50,5,2,3,2,0,1,1,0,1,4,9,3,,9,1,3,2,3,1,15,2,1,92007
1,62,3,1,2,0,1,0,1,1,0,4,5,3,,1,2,4,1,1,4,20,1,1,92009
1,63,1,1,0,0,0,0,0,1,0,2,2,1,99.0,2,4,2,2,1,5,6,1,0,92054
1,69,2,1,1,0,0,0,0,0,2,4,3,1,6.0,4,4,3,1,2,2,13,1,0,92058
1,59,3,2,1,0,0,1,1,1,0,3,3,2,,2,2,2,2,3,4,22,2,1,92144
1,48,4,1,3,2,0,1,1,0,0,4,5,1,99.0,2,1,4,2,1,1,9,2,0,92290
1,35,2,1,1,0,0,2,0,0,0,4,4,1,2.0,9,1,6,1,2,3,15,1,1,92439
2,31,4,3,1,2,0,2,0,0,0,4,4,1,7.0,2,1,3,1,5,1,18,1,1,92460
1,47,4,2,2,2,0,1,1,0,0,3,3,2,,2,1,1,2,4,3,7,1,2,92592
1,78,4,1,3,0,0,0,2,0,2,3,3,2,,4,4,5,2,4,4,15,1,2,92619
1,40,4,2,2,2,0,2,0,0,0,4,4,1,11.0,2,1,4,1,4,4,10,2,1,92676
1,49,4,2,2,1,1,0,2,0,0,5,4,1,99.0,9,1,6,1,1,3,18,1,1,92712
1,55,4,2,2,0,1,1,1,1,0,3,3,1,11.0,2,6,1,2,1,1,14,2,1,92734
1,47,2,1,1,0,0,0,2,0,0,3,3,3,,3,2,4,2,1,5,98,2,0,92815
1,42,2,1,1,0,0,2,0,0,0,4,4,1,11.0,2,2,4,2,5,4,7,2,0,92863
1,57,6,3,3,1,0,3,1,1,0,9,4,3,,2,1,3,2,4,1,15,2,1,92911
1,39,6,1,5,3,0,2,0,1,0,5,5,3,,5,1,4,1,1,4,19,2,1,92973
1,33,2,1,1,0,0,2,0,0,0,2,3,1,5.0,4,1,4,2,5,3,14,1,1,93002
1,61,3,1,2,0,0,1,0,2,0,3,4,1,5.0,9,1,4,1,2,3,18,2,1,93218
1,69,3,2,1,0,0,0,1,0,2,5,5,1,10.0,1,4,4,2,3,2,98,2,1,93643
2,74,3,1,2,0,0,2,0,0,1,5,4,1,11.0,1,4,3,2,5,3,7,2,1,93712
1,55,4,3,1,0,0,2,1,1,0,1,2,9,,9,1,2,2,5,1,7,2,0,93817
1,60,4,2,2,0,0,1,0,2,1,2,2,1,5.0,4,1,5,1,2,2,98,2,2,93883
1,67,2,1,1,0,0,0,0,1,1,4,5,2,,3,4,4,2,5,5,11,1,0,93899
1,57,2,1,1,0,0,0,0,2,0,2,2,1,4.0,2,1,3,1,3,5,14,1,1,93945
1,35,4,3,1,2,0,2,0,0,0,5,4,9,,9,1,2,1,1,1,8,1,1,94000
1,36,4,2,2,2,0,2,0,0,0,1,1,1,11.0,2,1,3,1,3,3,14,2,1,94014
1,45,5,1,4,3,0,1,1,0,0,4,4,2,,2,1,2,1,5,4,11,2,1,94033
1,79,6,4,2,0,0,1,2,1,2,5,5,1,9.0,1,1,3,2,4,2,21,2,2,94050
1,71,6,4,2,1,0,3,0,0,2,5,5,3,,5,2,5,2,5,2,7,2,1,94081
1,58,3,1,2,0,0,1,1,1,0,5,5,1,7.0,2,3,3,2,5,2,11,1,2,94108
1,60,4,2,2,1,1,0,1,1,0,5,5,1,10.0,1,3,6,2,2,3,22,2,1,94119
2,74,3,0,3,0,0,0,2,0,1,4,4,1,99.0,9,4,5,2,4,3,12,1,0,94128
2,58,2,1,1,0,0,1,0,1,0,3,4,1,4.0,2,2,3,1,3,5,98,2,0,94149
1,50,4,2,2,2,0,1,1,0,0,4,5,1,8.0,2,1,5,2,1,1,14,2,1,94192
1,49,4,3,1,0,1,2,1,0,0,3,3,2,,1,1,3,2,4,3,98,2,0,94203
2,65,4,0,4,1,0,2,0,0,1,4,4,1,6.0,1,1,5,1,5,1,9,2,0,94218
2,31,2,1,1,0,0,2,0,0,0,2,2,2,,2,1,2,2,2,3,7,2,1,94281
2,38,1,0,1,0,0,1,0,0,0,2,3,1,2.0,2,1,4,1,1,2,10,1,0,94290
1,56,5,3,2,0,1,2,0,2,0,3,3,2,,2,1,3,2,4,2,7,2,1,94315
1,61,3,2,1,0,0,1,0,2,0,5,5,1,3.0,2,1,3,2,3,1,18,2,1,94372
1,40,4,2,2,2,0,2,0,0,0,4,4,1,4.0,9,1,4,2,1,1,15,1,0,94388
1,57,4,2,2,0,0,2,1,1,0,3,3,2,,3,1,2,2,4,5,13,1,1,94412
2,57,2,1,1,0,0,0,0,2,0,4,3,1,2.0,3,1,4,1,2,3,18,1,1,94458
1,47,2,1,1,0,0,1,1,0,0,5,5,1,10.0,3,1,3,2,2,3,12,1,1,94479
1,43,2,1,1,0,0,2,0,0,0,2,3,1,3.0,2,1,4,1,1,5,20,2,1,94493
1,67,2,1,1,0,0,0,0,0,2,4,3,1,1.0,2,4,4,1,1,5,98,2,1,94495
1,50,3,1,2,0,1,0,1,1,0,4,4,1,9.0,3,1,1,2,2,5,8,1,0,94501
1,64,3,1,2,0,0,1,0,2,0,5,5,2,,4,4,3,2,3,3,8,1,0,94561
1,41,5,3,2,3,0,2,0,0,0,5,1,1,11.0,1,1,3,2,2,4,18,2,1,94592
2,55,2,0,2,0,0,1,0,1,0,9,3,1,7.0,4,6,2,2,3,4,98,2,1,94602
1,41,3,2,1,0,0,3,0,0,0,4,4,2,,2,2,1,2,5,1,5,2,2,94610
1,61,3,1,2,0,0,1,0,2,0,5,5,1,10.0,1,4,3,2,5,1,16,2,0,94615
2,31,2,1,1,0,0,2,0,0,0,9,9,9,,9,6,6,2,2,1,1,2,1,94624
1,44,6,2,4,2,0,4,0,0,0,3,3,1,10.0,4,6,3,2,1,1,19,2,3,94626
1,77,3,1,2,0,0,1,0,0,2,5,5,2,,4,4,4,1,2,2,15,2,1,94635
1,53,3,2,1,1,0,1,1,0,0,2,2,1,5.0,3,1,5,1,1,5,18,1,0,94662
2,56,3,1,2,0,0,2,0,1,0,9,2,3,,2,1,4,2,3,5,4,2,2,94700
1,63,3,1,2,0,0,1,0,2,0,9,9,9,,9,6,2,2,1,5,1,2,1,94719
2,50,3,1,2,1,0,0,2,0,0,4,4,2,,2,1,6,1,3,5,17,1,1,94738
